County/City,Ward,Pct,"Mark Robert Warner","Daniel Mac Arthur Gade","All Others","Total Votes Cast"
"Norfolk City",-,"102 - Ocean View School (CD 2)",202,267,2,471
"Norfolk City",-,"103 - Northside (CD 2)",312,373,2,687
"Norfolk City",-,"104 - Titustown (CD 2)",338,77,1,416
"Norfolk City",-,"104 - Titustown (CD 3)",24,1,0,25
"Norfolk City",-,"106 - Second Presbyterian (CD 2)",456,281,2,739
"Norfolk City",-,"201 - Larchmont School (CD 3)",369,285,1,655
"Norfolk City",-,"203 - Ghent Square (CD 3)",159,144,1,304
"Norfolk City",-,"207 - Lambert's Point (CD 3)",560,126,4,690
"Norfolk City",-,"208 - Larchmont Library (CD 3)",142,198,0,340
"Norfolk City",-,"210 - Maury (CD 3)",330,191,2,523
"Norfolk City",-,"211 - Chrysler Museum (CD 3)",386,270,1,657
"Norfolk City",-,"212 - Park Place (CD 3)",516,72,0,588
"Norfolk City",-,"213 - Taylor Elementary School (CD 3)",472,232,4,708
"Norfolk City",-,"214 - Stuart (CD 3)",357,232,2,591
"Norfolk City",-,"215 - Suburban Park (CD 2)",290,331,0,621
"Norfolk City",-,"217 - Wesley (CD 2)",449,257,3,709
"Norfolk City",-,"218 - Willard (CD 3)",338,390,3,731
"Norfolk City",-,"301 - Ballentine (CD 3)",460,106,3,569
"Norfolk City",-,"302 - Tanners Creek (CD 3)",344,110,3,457
"Norfolk City",-,"303 - Broad Creek (CD 3)",523,46,1,570
"Norfolk City",-,"304 - Coleman Place School (CD 3)",330,96,1,427
"Norfolk City",-,"305 - Lafayette-winona (CD 3)",338,147,0,485
"Norfolk City",-,"306 - Lindenwood (CD 3)",384,54,5,443
"Norfolk City",-,"309 - Norview (CD 3)",749,289,5,"1,043"
"Norfolk City",-,"310 - Rosemont (CD 3)",764,91,0,855
"Norfolk City",-,"311 - Sherwood (CD 3)",735,471,5,"1,211"
"Norfolk City",-,"313 - Union Chapel (CD 3)",370,22,0,392
"Norfolk City",-,"402 - Berkley (CD 3)",372,25,1,398
"Norfolk City",-,"404 - Campostella (CD 3)",539,39,3,581
"Norfolk City",-,"405 - Chesterfield (CD 3)",522,47,0,569
"Norfolk City",-,"406 - Barron Black (CD 2)",274,231,0,505
"Norfolk City",-,"408 - Easton (CD 3)",362,362,2,726
"Norfolk City",-,"409 - Fairlawn (CD 3)",266,298,0,564
"Norfolk City",-,"411 - Ruffner Academy (CD 3)",392,17,0,409
"Norfolk City",-,"412 - Ingleside (CD 3)",438,117,2,557
"Norfolk City",-,"413 - Poplar Halls (CD 3)",499,146,1,646
"Norfolk City",-,"414 - Young Park (CD 3)",564,46,1,611
"Norfolk City",-,"415 - Lake Taylor High School (CD 3)",342,266,1,609
"Norfolk City",-,"501 - Bayview (CD 2)",376,467,5,848
"Norfolk City",-,"503 - East Ocean View (CD 2)",389,453,1,843
"Norfolk City",-,"504 - Larrymore (CD 2)",353,295,1,649
"Norfolk City",-,"505 - Little Creek (CD 2)",294,376,2,672
"Norfolk City",-,"506 - Ocean View Center (CD 2)",461,382,4,847
"Norfolk City",-,"507 - Pretlow (CD 2)",341,337,5,683
"Norfolk City",-,"509 - Tarrallton (CD 2)",339,546,2,887
"Norfolk City",-,"510 - Third Presbyterian (CD 2)",409,592,0,"1,001"
"Norfolk City",-,"511 - Crossroads (CD 2)",466,431,3,900
"Norfolk City",-,"512 - Azalea Gardens (CD 2)",245,233,0,478
"Norfolk City",-,"Ab - Central Absentee Precinct (CD 2)","13,154","5,914",21,"19,089"
"Norfolk City",-,"Ab - Central Absentee Precinct (CD 3)","32,877","5,884",35,"38,796"
"Norfolk City",-,"Provisional (CD 2)",192,55,0,247
"Norfolk City",-,"Provisional (CD 3)",443,80,0,523
"Northampton County",-,"101 - Precinct 1-1",203,348,1,552
"Northampton County",-,"201 - Precinct 2-1",236,166,1,403
"Northampton County",-,"301 - Precinct 3-1",206,176,0,382
"Northampton County",-,"401 - Precinct 4-1",134,232,0,366
"Northampton County",-,"501 - Precinct 5-1",197,313,0,510
"Northampton County",-,"Ab - Central Absentee Precinct","2,900","1,553",1,"4,454"
"Northampton County",-,Provisional,13,7,0,20
"Northumberland County",-,"101 - 1a",150,369,0,519
"Northumberland County",-,"201 - 2a",149,417,0,566
"Northumberland County",-,"301 - 3a",221,140,0,361
"Northumberland County",-,"401 - 4a",161,579,0,740
"Northumberland County",-,"501 - 5a",168,623,1,792
"Northumberland County",-,"Ab - Central Absentee Precinct","2,526","2,170",3,"4,699"
"Northumberland County",-,Provisional,11,8,0,19
"Norton City",-,"1 - East Ward",589,986,4,"1,579"
"Norton City",-,Provisional,2,2,0,4
"Nottoway County",-,"101 - Precinct 1-1",102,271,0,373
"Nottoway County",-,"102 - Precinct 1-2",96,209,0,305
"Nottoway County",-,"201 - Precinct 2-1",203,327,0,530
"Nottoway County",-,"202 - Precinct 2-2",43,173,1,217
"Nottoway County",-,"301 - Precinct 3-1",140,136,0,276
"Nottoway County",-,"302 - Precinct 3-2",50,178,0,228
"Nottoway County",-,"401 - Precinct 4-1",213,75,0,288
"Nottoway County",-,"402 - Precinct 4-2",91,344,0,435
"Nottoway County",-,"501 - Precinct 5-1",183,267,1,451
"Nottoway County",-,"Ab - Central Absentee Precinct","2,015","1,889",6,"3,910"
"Nottoway County",-,Provisional,0,0,0,0
"Orange County",-,"101 - One West",254,810,2,"1,066"
"Orange County",-,"102 - One East",326,692,0,"1,018"
"Orange County",-,"201 - Two West",184,864,1,"1,049"
"Orange County",-,"202 - Two East",217,921,2,"1,140"
"Orange County",-,"301 - Three West",318,627,2,947
"Orange County",-,"302 - Three East",78,354,0,432
"Orange County",-,"401 - Four West",203,"1,009",2,"1,214"
"Orange County",-,"402 - Four East",403,835,0,"1,238"
"Orange County",-,"501 - Five South",384,897,0,"1,281"
"Orange County",-,"502 - Five North",398,933,3,"1,334"
"Orange County",-,"Ab - Central Absentee Precinct","5,593","4,206",5,"9,804"
"Orange County",-,Provisional,34,22,0,56
"Page County",-,"101 - West Luray",222,965,4,"1,191"
"Page County",-,"201 - East Luray",250,"1,061",4,"1,315"
"Page County",-,"301 - Marksville",219,"1,459",2,"1,680"
"Page County",-,"401 - Newport",196,"1,096",2,"1,294"
"Page County",-,"501 - Shenandoah",290,"1,534",2,"1,826"
"Page County",-,"Ab - Central Absentee Precinct","2,219","2,828",1,"5,048"
"Page County",-,Provisional,24,25,0,49
"Patrick County",-,"101 - Ararat",88,359,0,447
"Patrick County",-,"102 - Claudville",66,302,1,369
"Patrick County",-,"103 - Willis Gap",79,413,1,493
"Patrick County",-,"201 - Dry Pond",32,192,1,225
"Patrick County",-,"202 - Patrick Springs",88,410,2,500
"Patrick County",-,"203 - Russell Creek",78,327,0,405
"Patrick County",-,"301 - Critz/stella",140,524,1,665
"Patrick County",-,"302 - Liberty",59,382,0,441
"Patrick County",-,"401 - Meadows Of Dan",93,403,0,496
"Patrick County",-,"402 - Stuart Fairgrounds",57,341,2,400
"Patrick County",-,"501 - Stuart Community",49,184,1,234
"Patrick County",-,"502 - Elamsville",92,358,0,450
"Patrick County",-,"503 - Woolwine",76,453,1,530
"Patrick County",-,"Ab - Central Absentee Precinct","1,309","2,219",3,"3,531"
"Patrick County",-,Provisional,4,8,0,12
"Petersburg City",-,"101 - First Ward First Precinct",499,94,0,593
"Petersburg City",-,"201 - Second Ward First Precinct",732,95,3,830
"Petersburg City",-,"301 - Third Ward First Precinct",566,185,3,754
"Petersburg City",-,"401 - Fourth Ward First Precinct",474,145,0,619
"Petersburg City",-,"501 - Fifth Ward First Precinct",528,75,3,606
"Petersburg City",-,"601 - Sixth Ward First Precinct",546,35,0,581
"Petersburg City",-,"701 - Seventh Ward First Precinct",562,75,0,637
"Petersburg City",-,"Ab - Central Absentee Precinct","8,421",797,6,"9,224"
"Petersburg City",-,Provisional,85,4,0,89
"Pittsylvania County",-,"103 - Twin Springs",163,691,1,855
"Pittsylvania County",-,"105 - Chatham",75,226,0,301
"Pittsylvania County",-,"106 - Tunstall",119,435,1,555
"Pittsylvania County",-,"108 - West Blairs",67,197,0,264
"Pittsylvania County",-,"201 - Callands",131,425,1,557
"Pittsylvania County",-,"202- Bearskin",39,91,0,130
"Pittsylvania County",-,"204 - Sandy Level",92,322,0,414
"Pittsylvania County",-,"206 - Climax",62,230,1,293
"Pittsylvania County",-,"207 - Gretna",201,531,1,733
"Pittsylvania County",-,"301 - Central",150,93,1,244
"Pittsylvania County",-,"305 - Riceville",199,151,1,351
"Pittsylvania County",-,"307 - East Blairs",316,115,1,432
"Pittsylvania County",-,"308 - Mt Airy",130,117,0,247
"Pittsylvania County",-,"309 - East Gretna",102,137,0,239
"Pittsylvania County",-,"402 - Keeling",92,475,1,568
"Pittsylvania County",-,"404 - Kentuck",241,693,0,934
"Pittsylvania County",-,"405 - Ringgold",298,766,1,"1,065"
"Pittsylvania County",-,"501 - Hurt",297,634,1,932
"Pittsylvania County",-,"502 - Motley Sycamore",194,644,1,839
"Pittsylvania County",-,"503 - Renan",137,423,0,560
"Pittsylvania County",-,"603 - Stony Mill",137,619,3,759
"Pittsylvania County",-,"604 - Swansonville",163,406,1,570
"Pittsylvania County",-,"605 - Whitmell",140,424,0,564
"Pittsylvania County",-,"606 - Brosville",267,369,0,636
"Pittsylvania County",-,"607 - Dry Fork",40,200,0,240
"Pittsylvania County",-,"702 - Bachelors Hall",124,636,1,761
"Pittsylvania County",-,"703 - Ferry Road",83,138,1,222
"Pittsylvania County",-,"704 - Mt Hermon",217,559,1,777
"Pittsylvania County",-,"705 - Mt Cross",98,441,0,539
"Pittsylvania County",-,"Ab - Central Absentee Precinct","7,059","10,755",5,"17,819"
"Pittsylvania County",-,Provisional,76,50,0,126
"Poquoson City",-,"1 - Central",154,644,0,798
"Poquoson City",-,"2 - Eastern",181,922,1,"1,104"
"Poquoson City",-,"3 - Western",165,722,2,889
"Poquoson City",-,"Ab - Central Absentee Precinct","1,707","3,285",4,"4,996"
"Poquoson City",-,Provisional,5,21,0,26
"Portsmouth City",-,"1 - Emanuel A. M. E. Church",378,231,0,609
"Portsmouth City",-,"5 - Hampton Roads Community Health Center",376,22,0,398
"Portsmouth City",-,"7- Park View Elementary School",298,132,2,432
"Portsmouth City",-,"9 - Third Baptist Church",415,112,1,528
"Portsmouth City",-,"10 - Port Norfolk Recreation Center",234,207,0,441
"Portsmouth City",-,"11 - Joseph E. Parker Recreation Center",511,15,0,526
"Portsmouth City",-,"13 - St. Mark Missionary Baptist Church",293,18,0,311
"Portsmouth City",-,"14 - Brighton Elementary School",429,24,0,453
"Portsmouth City",-,"16 - Cradock Middle School",431,227,0,658
"Portsmouth City",-,"17 - Victory Life Fellowship",445,249,3,697
"Portsmouth City",-,"19 - Victory Elementary School",214,224,2,440
"Portsmouth City",-,"20 - Noble Street Baptist Church",417,164,0,581
"Portsmouth City",-,"21 - John F. Kennedy Community Center",315,18,0,333
"Portsmouth City",-,"22 - St. Mark Deliverance Center",349,363,2,714
"Portsmouth City",-,"23 - Westhaven Baptist Church",264,530,1,795
"Portsmouth City",-,"24 - The Senior Station",252,186,2,440
"Portsmouth City",-,"25 - John Tyler Elementary School",305,354,0,659
"Portsmouth City",-,"26 - William E. Waters Middle School",475,23,2,500
"Portsmouth City",-,"27 - Cavalier Manor Recreation Center",449,30,0,479
"Portsmouth City",-,"28 - Lakeview Elementary School",527,28,1,556
"Portsmouth City",-,"29 - Woodrow Wilson High School",160,376,0,536
"Portsmouth City",-,"30 - The Rescue Church",257,570,2,829
"Portsmouth City",-,"31 - West Park Church Of Christ",605,483,0,"1,088"
"Portsmouth City",-,"32 - Hodges Manor Elementary School",156,402,0,558
"Portsmouth City",-,"33- Pinecrest Baptist Church",175,493,0,668
"Portsmouth City",-,"34- Churchland Branch Library",200,391,3,594
"Portsmouth City",-,"35 - Churchland Elementary School",316,489,0,805
"Portsmouth City",-,"36 - Churchland High School",499,676,1,"1,176"
"Portsmouth City",-,"37 - Churchland Middle School",550,400,0,950
"Portsmouth City",-,"38 - Grove Baptist Church",798,175,1,974
"Portsmouth City",-,"39 - Churchland Primary And Intermediate School",457,308,0,765
"Portsmouth City",-,"Ab - Central Absentee Precinct","19,664","4,247",11,"23,922"
"Portsmouth City",-,Provisional,306,74,1,381
"Powhatan County",-,"101 - Subletts",164,763,0,927
"Powhatan County",-,"102 - Manakin",153,560,1,714
"Powhatan County",-,"103 - Flat Rock",97,493,0,590
"Powhatan County",-,"201 - Powhatan Station",140,748,2,890
"Powhatan County",-,"202 - Graceland",206,981,1,"1,188"
"Powhatan County",-,"301 - Bethesda",159,692,1,852
"Powhatan County",-,"302 - Lee's Landing",153,636,1,790
"Powhatan County",-,"401 - Powhatan Courthouse",143,955,0,"1,098"
"Powhatan County",-,"402 - Mt Zion",114,503,1,618
"Powhatan County",-,"501 - Smith Cross Roads",202,598,1,801
"Powhatan County",-,"502 - Pineville",147,409,0,556
"Powhatan County",-,"503 - Tobaccoville",87,461,0,548
"Powhatan County",-,"Ab - Central Absentee Precinct","3,883","6,155",0,"10,038"
"Powhatan County",-,Provisional,12,18,0,30
"Prince Edward County",-,"101 - Farmville",186,225,1,412
"Prince Edward County",-,"201 - Lockett",314,419,0,733
"Prince Edward County",-,"301 - Leigh",209,284,0,493
"Prince Edward County",-,"302 - Mt Pleasant",169,154,4,327
"Prince Edward County",-,"401 - Hampden",223,315,0,538
"Prince Edward County",-,"501 - Darlington Hts",145,326,1,472
"Prince Edward County",-,"502 - Buffalo Hts",75,121,0,196
"Prince Edward County",-,"601 - Prospect",351,416,1,768
"Prince Edward County",-,"701 - West End",139,222,0,361
"Prince Edward County",-,"801 - Center",221,68,0,289
"Prince Edward County",-,"Ab - Central Absentee Precinct","3,134","1,736",7,"4,877"
"Prince Edward County",-,Provisional,29,5,0,34
"Prince George County",-,"101 - Richard Bland (CD 4)",159,385,0,544
"Prince George County",-,"102 - Templeton (CD 4)",250,"1,189",1,"1,440"
"Prince George County",-,"103 - Union Branch (CD 4)",259,563,2,824
"Prince George County",-,"104 - Rives (CD 4)",201,292,0,493
"Prince George County",-,"105 - Harrison (CD 4)",71,314,0,385
"Prince George County",-,"201 - Bland (CD 4)",207,559,1,767
"Prince George County",-,"202 - Black Water (CD 4)",237,614,0,851
"Prince George County",-,"203 - Brandon (CD 4)",93,331,0,424
"Prince George County",-,"204 - Courts Bldg (CD 4)",271,382,0,653
"Prince George County",-,"205 - Jefferson Park (CD 4)",379,263,0,642
"Prince George County",-,"Ab - Central Absentee Precinct (CD 4)","5,072","4,950",6,"10,028"
"Prince George County",-,"Provisional (CD 4)",0,0,0,0
"Prince William County",-,"101 - Brentsville (CD 1)",243,808,0,"1,051"
"Prince William County",-,"102 - Cedar Point (CD 1)",311,509,0,820
"Prince William County",-,"103 - Glenkirk (CD 1)",212,359,0,571
"Prince William County",-,"104 - Nokesville (CD 1)",221,613,0,834
"Prince William County",-,"105 - Limestone (CD 1)",316,441,0,757
"Prince William County",-,"106 - Westgate (CD 1)",441,240,0,681
"Prince William County",-,"107 - Marsteller (CD 1)",310,445,0,755
"Prince William County",-,"108 - Victory (CD 1)",457,506,0,963
"Prince William County",-,"109 - Chris Yung (CD 1)",357,403,0,760
"Prince William County",-,"110 - Buckland Mills (CD 1)",73,80,0,153
"Prince William County",-,"110 - Buckland Mills (CD 10)",190,238,2,430
"Prince William County",-,"111 - Bristow Run (CD 1)",122,192,0,314
"Prince William County",-,"112 - Burke-nickens (CD 1)",8,15,2,25
"Prince William County",-,"112 - Burke-nickens (CD 10)",281,436,5,722
"Prince William County",-,"114 - Piney Branch (CD 1)",140,217,0,357
"Prince William County",-,"201 - Saunders (CD 11)",340,236,0,576
"Prince William County",-,"202 - Marshall (CD 1)",187,370,0,557
"Prince William County",-,"203 - Bennett (CD 1)",285,453,0,738
"Prince William County",-,"204 - Ellis (CD 1)",403,333,0,736
"Prince William County",-,"205 - Buckhall (CD 10)",293,516,0,809
"Prince William County",-,"206 - Coles (CD 1)",154,392,0,546
"Prince William County",-,"207 - Spriggs (CD 1)",380,366,0,746
"Prince William County",-,"208 - Hylton (CD 1)",124,327,0,451
"Prince William County",-,"209 - Independent Hill (CD 1)",122,374,0,496
"Prince William County",-,"210 - Penn (CD 1)",120,310,0,430
"Prince William County",-,"210 - Penn (CD 11)",16,34,0,50
"Prince William County",-,"211 - Signal Hill (CD 10)",293,496,0,789
"Prince William County",-,"212 - Yorkshire (CD 10)",690,505,0,"1,195"
"Prince William County",-,"213 - Saratoga (CD 1)",298,180,0,478
"Prince William County",-,"214 - Lucasville (CD 1)",176,425,0,601
"Prince William County",-,"215 - Rosa Parks (CD 11)",282,255,0,537
"Prince William County",-,"301 - Dumfries (CD 11)",289,156,0,445
"Prince William County",-,"302 - Potomac (CD 11)",306,91,0,397
"Prince William County",-,"303 - Graham Park (CD 11)",292,146,0,438
"Prince William County",-,"304 - Quantico (CD 1)",108,119,0,227
"Prince William County",-,"305 - Pattie (CD 1)",258,366,0,624
"Prince William County",-,"306 - Washington-reid (CD 1)",196,220,0,416
"Prince William County",-,"307 - Henderson (CD 1)",206,309,0,515
"Prince William County",-,"308 - Montclair (CD 1)",190,269,0,459
"Prince William County",-,"309 - Ashland (CD 1)",176,277,0,453
"Prince William County",-,"310 - Forest Park (CD 1)",314,215,0,529
"Prince William County",-,"311 - Swans Creek (CD 11)",590,309,0,899
"Prince William County",-,"312 - Triangle (CD 1)",59,50,0,109
"Prince William County",-,"312 - Triangle (CD 11)",289,198,0,487
"Prince William County",-,"313 - Cardinal (CD 1)",280,197,0,477
"Prince William County",-,"314 - Cabin Branch (CD 1)",208,222,0,430
"Prince William County",-,"315 - Williams (CD 11)",226,67,0,293
"Prince William County",-,"401 - Evergreen (CD 10)",167,520,0,687
"Prince William County",-,"402 - Battlefield (CD 10)",151,416,0,567
"Prince William County",-,"403 - Bull Run (CD 10)",181,272,0,453
"Prince William County",-,"404 - Ben Lomond (CD 1)",334,233,0,567
"Prince William County",-,"405 - Unity Braxton (CD 1)",585,342,0,927
"Prince William County",-,"406 - Alvey (CD 10)",36,99,0,135
"Prince William County",-,"407 - Heritage Hunt (CD 10)",98,306,0,404
"Prince William County",-,"408 - Sudley (CD 1)",331,341,0,672
"Prince William County",-,"409 - Tyler (CD 10)",335,385,0,720
"Prince William County",-,"410 - Mountain View (CD 10)",191,316,0,507
"Prince William County",-,"411 - Mullen (CD 1)",545,261,0,806
"Prince William County",-,"412 - Catharpin (CD 10)",107,386,0,493
"Prince William County",-,"413 - Reagan (CD 10)",193,478,0,671
"Prince William County",-,"501 - Lake Ridge (CD 1)",307,297,0,604
"Prince William County",-,"502 - Occoquan (CD 11)",300,229,0,529
"Prince William County",-,"503 - Old Bridge (CD 11)",312,202,0,514
"Prince William County",-,"504 - Rockledge (CD 11)",286,215,0,501
"Prince William County",-,"505 - Mohican (CD 1)",303,357,0,660
"Prince William County",-,"506 - Bethel (CD 11)",435,322,0,757
"Prince William County",-,"507 - Chinn (CD 11)",290,268,0,558
"Prince William County",-,"508 - Springwoods (CD 1)",237,185,0,422
"Prince William County",-,"509 - Mc Coart (CD 1)",133,301,0,434
"Prince William County",-,"510 - Yates Ford (CD 10)",196,440,0,636
"Prince William County",-,"511 - Westridge (CD 1)",305,319,0,624
"Prince William County",-,"512 - York (CD 11)",482,188,0,670
"Prince William County",-,"513 - Lynnwood (CD 11)",320,340,0,660
"Prince William County",-,"514 - Antietam (CD 11)",425,352,0,777
"Prince William County",-,"601 - Dale (CD 11)",486,175,0,661
"Prince William County",-,"602 - Beville (CD 11)",508,226,0,734
"Prince William County",-,"603 - Hampton (CD 11)",374,136,0,510
"Prince William County",-,"604 - Gideon (CD 11)",391,184,0,575
"Prince William County",-,"605 - Minnieville (CD 11)",374,228,3,605
"Prince William County",-,"606 - Bel Air (CD 11)",428,250,2,680
"Prince William County",-,"607 - Kerrydale (CD 11)",411,217,0,628
"Prince William County",-,"608 - Enterprise (CD 11)",411,217,0,628
"Prince William County",-,"609 - King (CD 1)",15,5,0,20
"Prince William County",-,"609 - King (CD 11)",408,271,2,681
"Prince William County",-,"610 - Fitzgerald (CD 11)",497,221,0,718
"Prince William County",-,"611 - Neabsco (CD 11)",363,173,0,536
"Prince William County",-,"701 - Belmont (CD 11)",401,361,0,762
"Prince William County",-,"702 - Library (CD 11)",395,180,0,575
"Prince William County",-,"703 - Lynn (CD 11)",352,108,0,460
"Prince William County",-,"704 - Porter (CD 11)",490,163,0,653
"Prince William County",-,"705 - Potomac View (CD 11)",392,199,0,591
"Prince William County",-,"706 - Rippon (CD 11)",466,271,0,737
"Prince William County",-,"707 - Kilby (CD 11)",500,240,0,740
"Prince William County",-,"708 - River Oaks (CD 11)",419,144,0,563
"Prince William County",-,"709 - Freedom (CD 11)",401,138,0,539
"Prince William County",-,"710 - Powells Creek (CD 11)",418,124,0,542
"Prince William County",-,"711 - Grayson (CD 11)",601,236,0,837
"Prince William County",-,"712 - Leesylvania (CD 11)",251,213,0,464
"Prince William County",-,"Ab - Central Absentee Precinct (CD 1)","48,075","21,464",69,"69,608"
"Prince William County",-,"Ab - Central Absentee Precinct (CD 10)","21,798","9,840",29,"31,667"
"Prince William County",-,"Ab - Central Absentee Precinct (CD 11)","44,173","21,073",65,"65,311"
"Prince William County",-,"Provisional (CD 1)",349,168,1,518
"Prince William County",-,"Provisional (CD 10)",101,64,0,165
"Prince William County",-,"Provisional (CD 11)",497,126,3,626
"Pulaski County",-,"101 - Belspring",126,370,1,497
"Pulaski County",-,"102 - New River",305,716,0,"1,021"
"Pulaski County",-,"103 - West Cloyd",134,465,0,599
"Pulaski County",-,"201 - Draper",120,578,2,700
"Pulaski County",-,"202 - South Pulaski",33,90,1,124
"Pulaski County",-,"203 - Newbern",247,710,0,957
"Pulaski County",-,"301 - Dublin",174,695,1,870
"Pulaski County",-,"302 - Hiwassee",79,251,0,330
"Pulaski County",-,"304 - Snowville",113,573,1,687
"Pulaski County",-,"401 - Massie",237,716,1,954
"Pulaski County",-,"402 - Walker",83,372,0,455
"Pulaski County",-,"501 - Robinson",276,767,1,"1,044"
"Pulaski County",-,"Ab - Central Absentee Precinct","3,978","4,861",6,"8,845"
"Pulaski County",-,Provisional,36,39,0,75
"Radford City",-,"1 - East Precinct",289,316,1,606
"Radford City",-,"2 - Central Precinct",224,384,2,610
"Radford City",-,"3 - West Precinct",288,529,2,819
"Radford City",-,"4 - New River Precinct",318,215,0,533
"Radford City",-,"Ab - Central Absentee Precinct","2,417","1,239",4,"3,660"
"Radford City",-,Provisional,15,7,0,22
"Rappahannock County",-,"101 - Washington",134,359,0,493
"Rappahannock County",-,"201 - Amissville",146,510,1,657
"Rappahannock County",-,"301 - Sperryville",143,319,0,462
"Rappahannock County",-,"401 - Scrabble",112,384,0,496
"Rappahannock County",-,"501 - Chester Gap",75,292,0,367
"Rappahannock County",-,"502 - Flint Hill",93,224,0,317
"Rappahannock County",-,"Ab - Central Absentee Precinct","1,500",627,3,"2,130"
"Rappahannock County",-,Provisional,16,19,0,35
"Richmond County",-,"101 - Precinct 1-1",163,134,0,297
"Richmond County",-,"201 - Precinct 2-1",107,228,1,336
"Richmond County",-,"301 - Precinct 3-1",61,159,1,221
"Richmond County",-,"401 - Precinct 4-1",101,340,0,441
"Richmond County",-,"501 - Precinct 5-1",102,328,0,430
"Richmond County",-,"Ab - Central Absentee Precinct","1,153","1,158",1,"2,312"
"Richmond County",-,Provisional,0,0,0,0
"Richmond City",-,"101 - One Hundred One (CD 4)",268,149,0,417
"Richmond City",-,"102 - One Hundred Two (CD 4)",179,260,1,440
"Richmond City",-,"104 - One Hundred Four (CD 4)",275,432,1,708
"Richmond City",-,"105 - One Hundred Five (CD 4)",293,287,0,580
"Richmond City",-,"106 - One Hundred Six (CD 4)",178,514,1,693
"Richmond City",-,"111 - One Hundred Eleven (CD 4)",255,300,0,555
"Richmond City",-,"112 - One Hundred Twelve (CD 4)",218,211,0,429
"Richmond City",-,"113 - One Hundred Thirteen (CD 4)",486,211,1,698
"Richmond City",-,"114 - One Hundred Fourteen (CD 4)",468,238,1,707
"Richmond City",-,"115 - One Hundred Fifteen (CD 4)",230,324,0,554
"Richmond City",-,"203 - Two Hundred Three (CD 4)",142,81,1,224
"Richmond City",-,"204 - Two Hundred Four (CD 4)",436,180,2,618
"Richmond City",-,"206 - Two Hundred Six (CD 4)",244,45,2,291
"Richmond City",-,"207 - Two Hundred Seven (CD 4)",437,212,0,649
"Richmond City",-,"208 - Two Hundred Eight (CD 4)",373,189,1,563
"Richmond City",-,"213 - Two Hundred Thirteen (CD 4)",803,95,1,899
"Richmond City",-,"214 - Two Hundred Fourteen (CD 4)",434,72,0,506
"Richmond City",-,"215 - Two Hundred Fifteen (CD 4)",305,150,2,457
"Richmond City",-,"301 - Three Hundred One (CD 4)",315,30,0,345
"Richmond City",-,"302 - Three Hundred Two (CD 4)",215,71,0,286
"Richmond City",-,"303 - Three Hundred Three (CD 4)",274,27,1,302
"Richmond City",-,"304 - Three Hundred Four (CD 4)",441,28,1,470
"Richmond City",-,"305 - Three Hundred Five (CD 4)",400,69,3,472
"Richmond City",-,"306 - Three Hundred Six (CD 4)",317,40,1,358
"Richmond City",-,"307 - Three Hundred Seven (CD 4)",208,119,0,327
"Richmond City",-,"308 - Three Hundred Eight (CD 4)",216,149,0,365
"Richmond City",-,"309 - Three Hundred Nine (CD 4)",209,138,1,348
"Richmond City",-,"310 - Three Hundred Ten (CD 4)",267,12,1,280
"Richmond City",-,"402 - Four Hundred Two (CD 4)",495,328,1,824
"Richmond City",-,"404 - Four Hundred Four (CD 4)",502,205,2,709
"Richmond City",-,"409 - Four Hundred Nine (CD 4)",246,338,2,586
"Richmond City",-,"410 - Four Hundred Ten (CD 4)",429,238,0,667
"Richmond City",-,"412 - Four Hundred Twelve (CD 4)",442,162,0,604
"Richmond City",-,"413 - Four Hundred Thirteen (CD 4)",226,219,1,446
"Richmond City",-,"414 - Four Hundred Fourteen (CD 4)",269,325,0,594
"Richmond City",-,"415 - Four Hundred Fifteen (CD 4)",209,284,0,493
"Richmond City",-,"501 - Five Hundred One (CD 4)",494,162,1,657
"Richmond City",-,"503 - Five Hundred Three (CD 4)",579,109,1,689
"Richmond City",-,"504 - Five Hundred Four (CD 4)",723,161,4,888
"Richmond City",-,"505 - Five Hundred Five (CD 4)",389,85,1,475
"Richmond City",-,"508 - Five Hundred Eight (CD 4)",303,116,1,420
"Richmond City",-,"509 - Five Hundred Nine (CD 4)",510,57,0,567
"Richmond City",-,"510 - Five Hundred Ten (CD 4)",587,94,1,682
"Richmond City",-,"602 - Six Hundred Two (CD 4)",478,17,3,498
"Richmond City",-,"603 - Six Hundred Three (CD 4)",500,46,0,546
"Richmond City",-,"604 - Six Hundred Four (CD 4)",418,26,0,444
"Richmond City",-,"606 - Six Hundred Six (CD 4)",543,39,0,582
"Richmond City",-,"607 - Six Hundred Seven (CD 4)",382,131,1,514
"Richmond City",-,"609 - Six Hundred Nine (CD 4)",829,169,2,"1,000"
"Richmond City",-,"610 - Six Hundred Ten (CD 4)",478,36,1,515
"Richmond City",-,"701 - Seven Hundred One (CD 4)",542,29,0,571
"Richmond City",-,"702 - Seven Hundred Two (CD 4)",406,51,1,458
"Richmond City",-,"703 - Seven Hundred Three (CD 4)",545,77,2,624
"Richmond City",-,"705 - Seven Hundred Five (CD 4)",342,80,1,423
"Richmond City",-,"706 - Seven Hundred Six (CD 4)",774,92,1,867
"Richmond City",-,"707 - Seven Hundred Seven (CD 4)",545,172,1,718
"Richmond City",-,"708 - Seven Hundred Eight (CD 4)",668,201,1,870
"Richmond City",-,"802 - Eight Hundred Two (CD 4)",435,37,2,474
