County/City,Ward,Pct,"Ken T. Cuccinelli, II","Stephen C. Shannon","All Others","Total Votes Cast"
"Prince William County",-,"113 - Limestone (CD 11)",558,314,0,872
"Prince William County",-,"114 - Signal Hill (CD 10)",795,399,1,"1,195"
"Prince William County",-,"201 - Saunders (CD 11)",590,672,1,"1,263"
"Prince William County",-,"202 - Marshall (CD 11)",728,391,1,"1,120"
"Prince William County",-,"203 - Benton (CD 11)",926,412,2,"1,340"
"Prince William County",-,"204 - Mc Coart (CD 11)",811,616,0,"1,427"
"Prince William County",-,"205 - Beville (CD 11)",279,330,1,610
"Prince William County",-,"206 - King (CD 11)",374,459,2,835
"Prince William County",-,"207 - Lodge (CD 11)",554,494,1,"1,049"
"Prince William County",-,"208 - Westridge (CD 11)",808,644,1,"1,453"
"Prince William County",-,"209 - Woodbine (CD 11)",597,379,1,977
"Prince William County",-,"210 - Penn (CD 11)",627,327,1,955
"Prince William County",-,"211 - Powell (CD 1)",157,135,0,292
"Prince William County",-,"301 - Dumfries (CD 1)",229,336,0,565
"Prince William County",-,"302 - Potomac (CD 1)",123,307,0,430
"Prince William County",-,"303 - Graham Park (CD 1)",425,478,0,903
"Prince William County",-,"304 - Quantico (CD 1)",127,96,0,223
"Prince William County",-,"305 - Pattie (CD 11)",582,397,3,982
"Prince William County",-,"306 - Washington-reid (CD 1)",638,535,0,"1,173"
"Prince William County",-,"307 - Henderson (CD 11)",961,714,3,"1,678"
"Prince William County",-,"308 - Montclair (CD 11)",729,563,1,"1,293"
"Prince William County",-,"309 - Ashland (CD 1)",418,325,1,744
"Prince William County",-,"310 - Forest Park (CD 1)",305,310,1,616
"Prince William County",-,"311 - Swans Creek (CD 1)",341,600,0,941
"Prince William County",-,"401 - Evergreen (CD 10)",744,338,0,"1,082"
"Prince William County",-,"402 - Battlefield (CD 10)","1,083",389,0,"1,472"
"Prince William County",-,"403 - Bull Run (CD 11)","1,119",733,0,"1,852"
"Prince William County",-,"404 - Sinclair (CD 10)",397,431,3,831
"Prince William County",-,"405 - Stonewall (CD 10)",636,421,0,"1,057"
"Prince William County",-,"406 - Alvey (CD 11)","1,218",634,1,"1,853"
"Prince William County",-,"407 - Westgate (CD 10)",335,302,0,637
"Prince William County",-,"408 - Glenkirk (CD 11)",503,252,1,756
"Prince William County",-,"409 - Sudley North (CD 10)",240,293,2,535
"Prince William County",-,"410 - Mountain View (CD 11)",874,396,0,"1,270"
"Prince William County",-,"411 - Mullen (CD 10)",335,410,0,745
"Prince William County",-,"412 - Pace West (CD 11)",656,412,0,"1,068"
"Prince William County",-,"501 - Lake Ridge (CD 11)",818,665,0,"1,483"
"Prince William County",-,"502 - Occoquan (CD 11)",516,669,4,"1,189"
"Prince William County",-,"503 - Old Bridge (CD 11)",751,383,0,"1,134"
"Prince William County",-,"504 - Rockledge (CD 11)",738,558,0,"1,296"
"Prince William County",-,"505 - Mohican (CD 11)",376,405,0,781
"Prince William County",-,"506 - Bethel (CD 11)",672,526,0,"1,198"
"Prince William County",-,"507 - Chinn (CD 11)",437,371,4,812
"Prince William County",-,"508 - Springwoods (CD 11)",232,316,0,548
"Prince William County",-,"601 - Dale (CD 11)",180,301,0,481
"Prince William County",-,"602 - Neabsco (CD 11)",295,363,0,658
"Prince William County",-,"603 - Godwin (CD 11)",345,461,0,806
"Prince William County",-,"604 - Civic Center (CD 11)",283,371,0,654
"Prince William County",-,"605 - Minnieville (CD 11)",395,374,2,771
"Prince William County",-,"606 - Bel Air (CD 11)",371,338,1,710
"Prince William County",-,"607 - Kerrydale (CD 11)",307,422,2,731
"Prince William County",-,"608 - Enterprise (CD 11)",452,536,1,989
"Prince William County",-,"609 - Freedom (CD 11)",87,220,1,308
"Prince William County",-,"701 - Belmont (CD 11)",438,345,0,783
"Prince William County",-,"702 - Library (CD 11)",397,467,1,865
"Prince William County",-,"703 - Lynn (CD 11)",142,258,2,402
"Prince William County",-,"704 - Featherstone (CD 11)",535,668,1,"1,204"
"Prince William County",-,"705 - Potomac View (CD 11)",299,218,0,517
"Prince William County",-,"706 - Rippon (CD 1)",544,700,1,"1,245"
"Prince William County",-,"707 - Kilby (CD 11)",233,286,0,519
"Prince William County",-,"708 - River Oaks (CD 1)",177,454,0,631
"Prince William County",-,"Ab - Central Absentee Precinct (CD 1)",241,227,0,468
"Prince William County",-,"Ab - Central Absentee Precinct (CD 10)",414,186,0,600
"Prince William County",-,"Ab - Central Absentee Precinct (CD 11)","2,185","1,127",1,"3,313"
"Prince William County",-,"Provisional Votes (CD 1)",6,5,0,11
"Prince William County",-,"Provisional Votes (CD 10)",1,2,0,3
"Prince William County",-,"Provisional Votes (CD 11)",20,18,0,38
"Pulaski County",-,"101 - Belspring (CD 9)",235,158,0,393
"Pulaski County",-,"102 - New River (CD 9)",599,465,0,"1,064"
"Pulaski County",-,"103 - West Cloyd (CD 9)",309,207,0,516
"Pulaski County",-,"201 - Draper (CD 9)",477,214,0,691
"Pulaski County",-,"202 - South Pulaski (CD 9)",117,88,0,205
"Pulaski County",-,"203 - Newbern (CD 9)",505,332,0,837
"Pulaski County",-,"301 - Dublin (CD 9)",693,317,0,"1,010"
"Pulaski County",-,"302 - Hiwassee (CD 9)",132,41,0,173
"Pulaski County",-,"304 - Snowville (CD 9)",424,146,0,570
"Pulaski County",-,"401 - Massie (CD 9)",819,390,1,"1,210"
"Pulaski County",-,"402 - Walker (CD 9)",346,89,0,435
"Pulaski County",-,"501 - Robinson (CD 9)",746,502,0,"1,248"
"Pulaski County",-,"Ab - Central Absentee Precinct (CD 9)",183,90,0,273
"Pulaski County",-,"Provisional Votes (CD 9)",0,1,0,1
"Radford City",-,"1 - East Ward Precinct (CD 9)",400,372,0,772
"Radford City",-,"2 - West Ward One Precinct (CD 9)",509,458,0,967
"Radford City",-,"3 - West Two Precinct (CD 9)",547,385,0,932
"Radford City",-,"Ab - Central Absentee Precinct (CD 9)",75,54,0,129
"Radford City",-,"Provisional Votes (CD 9)",0,0,0,0
"Rappahannock County",-,"101 - Washington (CD 7)",300,266,0,566
"Rappahannock County",-,"201 - Amissville (CD 7)",386,177,0,563
"Rappahannock County",-,"301 - Sperryville (CD 7)",270,309,0,579
"Rappahannock County",-,"401 - Scrabble (CD 7)",329,280,1,610
"Rappahannock County",-,"501 - Chester Gap (CD 7)",146,61,0,207
"Rappahannock County",-,"502 - Flint Hill (CD 7)",188,154,0,342
"Rappahannock County",-,"Provisional Votes (CD 7)",0,0,0,0
"Richmond County",-,"101 - Precinct 1-1 (CD 1)",206,234,0,440
"Richmond County",-,"201 - Precinct 2-1 (CD 1)",302,115,0,417
"Richmond County",-,"301 - Precinct 3-1 (CD 1)",308,107,0,415
"Richmond County",-,"302 - Precinct 3-2 (CD 1)",55,36,0,91
"Richmond County",-,"401 - Precinct 4-1 (CD 1)",301,109,0,410
"Richmond County",-,"501 - Precinct 5-1 (CD 1)",237,67,1,305
"Richmond County",-,"502 - Precinct 5-2 (CD 1)",70,35,0,105
"Richmond County",-,"Provisional Votes (CD 1)",0,0,0,0
"Richmond City",-,"101 - One Hundred One (CD 7)",654,372,1,"1,027"
"Richmond City",-,"102 - One Hundred Two (CD 7)",415,224,1,640
"Richmond City",-,"104 - One Hundred Four (CD 7)",726,321,2,"1,049"
"Richmond City",-,"105 - One Hundred Five (CD 7)",478,325,2,805
"Richmond City",-,"106 - One Hundred Six (CD 7)",870,319,0,"1,189"
"Richmond City",-,"111 - One Hundred Eleven (CD 7)",396,367,3,766
"Richmond City",-,"112 - One Hundred Twelve (CD 7)",338,282,2,622
"Richmond City",-,"113 - One Hundred Thirteen (CD 3)",260,478,0,738
"Richmond City",-,"114 - One Hundred Fourteen (CD 3)",322,661,2,985
"Richmond City",-,"203 - Two Hundred Three (CD 3)",209,560,5,774
"Richmond City",-,"204 - Two Hundred Four (CD 3)",264,471,2,737
"Richmond City",-,"206 - Two Hundred Six (CD 3)",113,349,1,463
"Richmond City",-,"207 - Two Hundred Seven (CD 3)",310,579,3,892
"Richmond City",-,"208 - Two Hundred Eight (CD 3)",362,686,2,"1,050"
"Richmond City",-,"211 - Two Hundred Eleven (CD 3)",79,238,1,318
"Richmond City",-,"212 - Two Hundred Twelve (CD 3)",7,97,0,104
"Richmond City",-,"213 - Two Hundred Thirteen (CD 3)",64,488,3,555
"Richmond City",-,"301 - Three Hundred One (CD 7)",46,362,0,408
"Richmond City",-,"302 - Three Hundred Two (CD 7)",103,499,0,602
"Richmond City",-,"303 - Three Hundred Three (CD 3)",44,407,0,451
"Richmond City",-,"304 - Three Hundred Four (CD 3)",60,581,0,641
"Richmond City",-,"305 - Three Hundred Five (CD 3)",56,375,1,432
"Richmond City",-,"306 - Three Hundred Six (CD 3)",29,261,1,291
"Richmond City",-,"307 - Three Hundred Seven (CD 7)",231,541,0,772
"Richmond City",-,"308 - Three Hundred Eight (CD 7)",284,575,0,859
"Richmond City",-,"309 - Three Hundred Nine (CD 3)",334,342,2,678
"Richmond City",-,"402 - Four Hundred Two (CD 3)",664,940,4,"1,608"
"Richmond City",-,"404 - Four Hundred Four (CD 7)",424,792,0,"1,216"
"Richmond City",-,"409 - Four Hundred Nine (CD 7)",888,838,1,"1,727"
"Richmond City",-,"410 - Four Hundred Ten (CD 7)",681,650,2,"1,333"
"Richmond City",-,"412 - Four Hundred Twelve (CD 7)",183,359,0,542
"Richmond City",-,"413 - Four Hundred Thirteen (CD 7)",827,724,0,"1,551"
"Richmond City",-,"501 - Five Hundred One (CD 3)",150,642,1,793
"Richmond City",-,"503 - Five Hundred Three (CD 3)",141,825,1,967
"Richmond City",-,"504 - Five Hundred Four (CD 3)",158,724,3,885
"Richmond City",-,"505 - Five Hundred Five (CD 3)",72,248,0,320
"Richmond City",-,"508 - Five Hundred Eight (CD 3)",142,402,1,545
"Richmond City",-,"509 - Five Hundred Nine (CD 3)",80,471,0,551
"Richmond City",-,"510 - Five Hundred Ten (CD 3)",69,586,1,656
"Richmond City",-,"602 - Six Hundred Two (CD 3)",22,248,0,270
"Richmond City",-,"603 - Six Hundred Three (CD 3)",40,336,0,376
"Richmond City",-,"604 - Six Hundred Four (CD 3)",35,325,0,360
"Richmond City",-,"606 - Six Hundred Six (CD 3)",45,441,0,486
"Richmond City",-,"607 - Six Hundred Seven (CD 3)",95,117,0,212
"Richmond City",-,"609 - Six Hundred Nine (CD 3)",44,147,0,191
"Richmond City",-,"610 - Six Hundred Ten (CD 3)",29,345,0,374
"Richmond City",-,"701 - Seven Hundred One (CD 3)",35,305,0,340
"Richmond City",-,"702 - Seven Hundred Two (CD 3)",42,263,0,305
"Richmond City",-,"703 - Seven Hundred Three (CD 3)",66,476,1,543
"Richmond City",-,"705 - Seven Hundred Five (CD 3)",72,334,1,407
"Richmond City",-,"706 - Seven Hundred Six (CD 3)",97,676,0,773
"Richmond City",-,"707 - Seven Hundred Seven (CD 3)",300,944,3,"1,247"
"Richmond City",-,"802 - Eight Hundred Two (CD 3)",31,327,0,358
"Richmond City",-,"806 - Eight Hundred Six (CD 3)",85,499,0,584
"Richmond City",-,"810 - Eight Hundred Ten (CD 3)",89,408,1,498
"Richmond City",-,"811 - Eight Hundred Eleven (CD 3)",66,420,0,486
"Richmond City",-,"812 - Eight Hundred Twelve (CD 3)",195,667,0,862
"Richmond City",-,"814 - Eight Hundred Fourteen (CD 3)",58,487,1,546
"Richmond City",-,"902 - Nine Hundred Two (CD 3)",34,216,0,250
"Richmond City",-,"903 - Nine Hundred Three (CD 3)",157,711,0,868
"Richmond City",-,"908 - Nine Hundred Eight (CD 7)",59,296,0,355
"Richmond City",-,"909 - Nine Hundred Nine (CD 7)",85,440,0,525
"Richmond City",-,"910 - Nine Hundred Ten (CD 3)",63,255,0,318
"Richmond City",-,"910 - Nine Hundred Ten (CD 7)",38,283,0,321
"Richmond City",-,"911 - Nine Hundred Eleven (CD 3)",43,325,0,368
"Richmond City",-,"Ab - Central Absentee Precinct (CD 3)",262,677,5,944
"Richmond City",-,"Ab - Central Absentee Precinct (CD 7)",334,289,0,623
"Richmond City",-,"Provisional Votes (CD 3)",1,10,0,11
"Richmond City",-,"Provisional Votes (CD 7)",2,3,0,5
"Roanoke County",-,"101 - Catawba (CD 9)",246,88,0,334
"Roanoke County",-,"102 - Mason Valley (CD 9)",260,95,0,355
"Roanoke County",-,"103 - Glenvar (CD 9)",531,233,3,767
"Roanoke County",-,"104 - Northside (CD 9)",388,240,1,629
"Roanoke County",-,"105 - Peters Creek (CD 9)",872,423,0,"1,295"
"Roanoke County",-,"106 - Green Hill (CD 6)",909,393,3,"1,305"
"Roanoke County",-,"107 - Bennett Springs (CD 9)",320,113,0,433
"Roanoke County",-,"108 - Wildwood (CD 6)",429,210,1,640
"Roanoke County",-,"201 - Plantation (CD 6)",623,265,1,889
"Roanoke County",-,"202 - Burlington (CD 6)",337,196,0,533
"Roanoke County",-,"203 - Mountain View (CD 6)",956,397,2,"1,355"
"Roanoke County",-,"204 - Botetourt Springs (CD 9)",660,386,2,"1,048"
"Roanoke County",-,"205 - Orchards (CD 6)","1,128",391,0,"1,519"
"Roanoke County",-,"206 - Hollins (CD 6)",280,136,0,416
"Roanoke County",-,"301 - Bent Mountain (CD 9)",237,124,0,361
"Roanoke County",-,"302 - Poages Mill (CD 6)","1,061",413,3,"1,477"
"Roanoke County",-,"303 - Windsor Hills (CD 6)",625,296,2,923
"Roanoke County",-,"304 - Oak Grove (CD 6)","1,032",476,0,"1,508"
"Roanoke County",-,"305 - Castle Rock (CD 6)","1,130",535,0,"1,665"
"Roanoke County",-,"306 - Garst Mill (CD 6)",433,278,0,711
"Roanoke County",-,"402 - Bonsack (CD 6)",228,62,0,290
"Roanoke County",-,"403 - North Vinton (CD 6)",644,304,0,948
"Roanoke County",-,"404 - South Vinton (CD 6)",622,338,0,960
"Roanoke County",-,"405 - Lindenwood (CD 6)","1,149",500,0,"1,649"
"Roanoke County",-,"406 - Mount Pleasant (CD 6)",832,336,3,"1,171"
"Roanoke County",-,"501 - Cotton Hill (CD 6)",515,229,1,745
"Roanoke County",-,"502 - Penn Forest (CD 6)",529,261,0,790
"Roanoke County",-,"503 - Cave Spring (CD 6)",635,322,2,959
"Roanoke County",-,"504 - Ogden (CD 6)",362,276,1,639
"Roanoke County",-,"505 - Clearbrook (CD 6)",422,178,0,600
"Roanoke County",-,"506 - Mount Vernon (CD 6)",407,241,1,649
"Roanoke County",-,"507 - Hunting Hills (CD 6)",810,401,2,"1,213"
"Roanoke County",-,"Ab - Central Absentee Precinct (CD 6)",778,326,0,"1,104"
"Roanoke County",-,"Ab - Central Absentee Precinct (CD 9)",135,49,0,184
"Roanoke County",-,"Provisional Votes (CD 6)",1,1,0,2
"Roanoke County",-,"Provisional Votes (CD 9)",2,0,0,2
"Roanoke City",-,"1 - Highland 1 (CD 6)",63,166,0,229
"Roanoke City",-,"2 - Highland 2 (CD 6)",172,295,0,467
"Roanoke City",-,"5 - Jefferson 1 (CD 6)",289,231,0,520
"Roanoke City",-,"7 - Jefferson-riverdale (CD 6)",277,207,0,484
"Roanoke City",-,"8 - Jefferson 2 (CD 6)",251,230,1,482
"Roanoke City",-,"9 - Tinker (CD 6)",488,327,0,815
"Roanoke City",-,"10 - Williamson Road 1 (CD 6)",296,181,0,477
"Roanoke City",-,"11 - Williamson Road 2 (CD 6)",258,172,1,431
"Roanoke City",-,"12 - Williamson Road 3 (CD 6)",130,206,0,336
"Roanoke City",-,"13 - Williamson Road 4 (CD 6)",197,237,0,434
"Roanoke City",-,"14 - Williamson Road 5 (CD 6)",268,184,0,452
"Roanoke City",-,"15 - Williamson Road 6 (CD 6)",323,168,0,491
"Roanoke City",-,"16 - Lincoln Terrace (CD 6)",40,255,0,295
"Roanoke City",-,"17 - Monterey (CD 6)",481,284,1,766
"Roanoke City",-,"18 - Peters Creek (CD 6)",416,776,0,"1,192"
"Roanoke City",-,"19 - Melrose (CD 6)",33,277,0,310
"Roanoke City",-,"20 - Eureka Park (CD 6)",48,428,0,476
"Roanoke City",-,"21 - Villa Heights (CD 6)",61,491,0,552
"Roanoke City",-,"22 - Washington Heights (CD 6)",310,631,0,941
"Roanoke City",-,"23 - Westside (CD 6)",107,349,0,456
"Roanoke City",-,"24 - Raleigh Court 1 (CD 6)",252,314,0,566
"Roanoke City",-,"26 - Raleigh Court 2 (CD 6)",294,259,0,553
"Roanoke City",-,"27 - Raleigh Court 3 (CD 6)",262,333,0,595
"Roanoke City",-,"28 - Raleigh Court 4 (CD 6)",266,232,0,498
"Roanoke City",-,"29 - Raleigh Court 5 (CD 6)",262,272,1,535
"Roanoke City",-,"30 - Wasena (CD 6)",208,254,0,462
"Roanoke City",-,"31 - Fishburn Park (CD 6)",397,270,1,668
"Roanoke City",-,"32 - Grandin Court (CD 6)",328,272,0,600
"Roanoke City",-,"33 - South Roanoke 1 (CD 6)",535,345,0,880
"Roanoke City",-,"34 - South Roanoke 2 (CD 6)",692,398,1,"1,091"
"Roanoke City",-,"35 - Lee-hi (CD 6)",959,599,2,"1,560"
"Roanoke City",-,"37 - Garden City (CD 6)",565,303,0,868
"Roanoke City",-,"Ab - Central Absentee Precinct (CD 6)",398,403,0,801
"Roanoke City",-,"Provisional Votes (CD 6)",0,0,0,0
"Rockbridge County",-,"101 - Airport (CD 6)",343,274,1,618
"Rockbridge County",-,"102 - Ben Salem (CD 6)",266,155,0,421
"Rockbridge County",-,"103 - Plank Road (CD 6)",141,87,0,228
"Rockbridge County",-,"104 - Effinger (CD 6)",168,96,0,264
"Rockbridge County",-,"201 - Collierstown (CD 6)",235,170,0,405
"Rockbridge County",-,"202 - Highland Belle (CD 6)",431,329,0,760
"Rockbridge County",-,"203 - Vo-tech (CD 6)",119,86,0,205
"Rockbridge County",-,"301 - Maury River (CD 6)",236,193,0,429
"Rockbridge County",-,"302 - Natural Bridge (CD 6)",236,152,0,388
"Rockbridge County",-,"303 - Falling Spring (CD 6)",134,69,0,203
"Rockbridge County",-,"401 - Fairfield (CD 6)",263,135,0,398
"Rockbridge County",-,"402 - Mountain View (CD 6)",334,157,1,492
"Rockbridge County",-,"403 - Vesuvius (CD 6)",127,50,0,177
"Rockbridge County",-,"501 - Goshen (CD 6)",183,79,0,262
"Rockbridge County",-,"502 - Meadowview (CD 6)",225,150,1,376
"Rockbridge County",-,"503 - Rockbridge Baths (CD 6)",174,115,0,289
"Rockbridge County",-,"504 - Rockbridge (CD 6)",324,178,0,502
"Rockbridge County",-,"Ab - Central Absentee Precinct (CD 6)",160,123,0,283
"Rockbridge County",-,"Provisional Votes (CD 6)",0,0,0,0
"Rockingham County",-,"101 - Broadway (CD 6)",706,208,1,915
"Rockingham County",-,"102 - Timberville (CD 6)",350,79,1,430
"Rockingham County",-,"103 - Fulks Run (CD 6)",475,70,1,546
"Rockingham County",-,"104 - Bergton (CD 6)",183,38,0,221
"Rockingham County",-,"105 - Lacey Spring (CD 6)",408,72,0,480
"Rockingham County",-,"106 - Tenth Legion (CD 6)",361,65,0,426
"Rockingham County",-,"107 - Plains (CD 6)",674,156,0,830
"Rockingham County",-,"201 - Singers Glen (CD 6)",487,123,0,610
"Rockingham County",-,"202 - Edom (CD 6)",427,136,0,563
"Rockingham County",-,"203 - Melrose (CD 6)",658,139,0,797
"Rockingham County",-,"204 - Mt Clinton (CD 6)",471,86,0,557
"Rockingham County",-,"207 - Ottobine (CD 6)",692,104,0,796
"Rockingham County",-,"301 - Keezletown (CD 6)",415,100,2,517
"Rockingham County",-,"302 - Port Republic (CD 6)",551,151,0,702
"Rockingham County",-,"303 - North River (CD 6)",515,80,0,595
"Rockingham County",-,"304 - Grottoes (CD 6)",493,108,0,601
"Rockingham County",-,"305 - Massanetta Springs (CD 6)","1,590",590,1,"2,181"
"Rockingham County",-,"306 - Cross Keys (CD 6)",399,83,0,482
"Rockingham County",-,"401 - Bridgewater (CD 6)","1,111",435,1,"1,547"
"Rockingham County",-,"402 - Montezuma (CD 6)",697,147,0,844
"Rockingham County",-,"403 - Mt Crawford (CD 6)",101,25,0,126
"Rockingham County",-,"404 - Dayton (CD 6)",408,103,0,511
"Rockingham County",-,"405 - Silver Lake (CD 6)",990,244,0,"1,234"
"Rockingham County",-,"501 - Elkton (CD 6)",543,145,0,688
"Rockingham County",-,"502 - Swift Run (CD 6)",766,161,0,927
"Rockingham County",-,"503 - Mcgaheysville (CD 6)",582,162,0,744
"Rockingham County",-,"504 - South Fork (CD 6)",344,60,0,404
"Rockingham County",-,"505 - Stony Run (CD 6)",660,280,1,941
"Rockingham County",-,"Ab - Central Absentee Precinct (CD 6)",531,188,0,719
"Rockingham County",-,"Provisional Votes (CD 6)",7,2,0,9
"Russell County",-,"101 - Moccasin (CD 9)",408,144,0,552
"Russell County",-,"102 - Copper Creek (CD 9)",262,174,0,436
"Russell County",-,"103 - South Castlewood (CD 9)",315,176,0,491
"Russell County",-,"201 - North Castlewood (CD 9)",378,233,2,613
"Russell County",-,"202 - Dante (CD 9)",89,88,0,177
"Russell County",-,"203 - Cleveland (CD 9)",215,111,0,326
"Russell County",-,"301 - Cooks Mill (CD 9)",103,77,0,180
"Russell County",-,"302 - Daugherty (CD 9)",45,21,0,66
"Russell County",-,"303 - Honaker (CD 9)",473,437,0,910
"Russell County",-,"401 - Drill (CD 9)",36,50,0,86
"Russell County",-,"402 - Swords Creek (CD 9)",389,231,0,620
"Russell County",-,"403 - Elk Garden (CD 9)",427,204,0,631
"Russell County",-,"501 - East Lebanon (CD 9)",492,292,0,784
"Russell County",-,"502 - West Lebanon (CD 9)",571,391,0,962
"Russell County",-,"Ab - Central Absentee Precinct (CD 9)",229,324,0,553
"Russell County",-,"Provisional Votes (CD 9)",0,0,0,0
"Salem City",-,"1 - North Salem No 2 (CD 6)",586,328,0,914
"Salem City",-,"2 - Conehurst (CD 6)",242,131,0,373
"Salem City",-,"3 - Beverly Heights (CD 6)",359,155,0,514
"Salem City",-,"4 - West Salem (CD 6)",498,219,1,718
"Salem City",-,"5 - North Salem No 1 (CD 6)",508,315,4,827
"Salem City",-,"6 - South Salem No 1 (CD 6)",274,139,0,413
"Salem City",-,"7 - South Salem No 2 (CD 6)",382,206,0,588
"Salem City",-,"8 - East Salem (CD 6)",182,85,1,268
"Salem City",-,"9 - South Side Hills (CD 6)",680,272,1,953
"Salem City",-,"10 - Hidden Valley (CD 6)",784,335,0,"1,119"
"Salem City",-,"Ab - Central Absentee Precinct (CD 6)",218,95,0,313
"Salem City",-,"Provisional Votes (CD 6)",0,0,0,0
"Scott County",-,"101 - Weber City (CD 9)",308,77,1,386
"Scott County",-,"102 - Yuma (CD 9)",381,110,0,491
"Scott County",-,"202 - Weber City East (CD 9)",285,75,0,360
"Scott County",-,"203 - Hiltons (CD 9)",370,71,1,442
"Scott County",-,"204 - Clark's (CD 9)",107,19,0,126
"Scott County",-,"301 - Nickelsville (CD 9)",300,56,0,356
"Scott County",-,"302 - Snowflake (CD 9)",226,56,0,282
"Scott County",-,"303 - Twin Springs (CD 9)",208,55,0,263
"Scott County",-,"304 - Copper Creek (CD 9)",60,27,0,87
"Scott County",-,"401 - Gate City (CD 9)",692,199,2,893
"Scott County",-,"501 - Dungannon (CD 9)",122,52,0,174
"Scott County",-,"502 - Fort Blackmore (CD 9)",142,62,0,204
"Scott County",-,"503 - Manville (CD 9)",115,24,0,139
"Scott County",-,"504 - Rye Cove (CD 9)",218,41,0,259
"Scott County",-,"601 - Clinchport (CD 9)",138,26,1,165
"Scott County",-,"602 - Duffield-pattonsville (CD 9)",343,89,0,432
"Scott County",-,"603 - Fairview (CD 9)",63,40,0,103
"Scott County",-,"Ab - Central Absentee Precinct (CD 9)",185,61,3,249
"Scott County",-,"Provisional Votes (CD 9)",0,0,0,0
"Shenandoah County",-,"101 - Orkney Springs (CD 6)",274,135,0,409
"Shenandoah County",-,"102 - Forestville (CD 6)",300,89,0,389
"Shenandoah County",-,"103 - New Market (CD 6)",875,258,0,"1,133"
"Shenandoah County",-,"201 - Conicville (CD 6)",736,165,0,901
"Shenandoah County",-,"202 - Mt Jackson (CD 6)",528,187,2,717
"Shenandoah County",-,"301 - Columbia Furnace (CD 6)",288,73,0,361
"Shenandoah County",-,"302 - Edinburg (CD 6)",739,249,1,989
"Shenandoah County",-,"303 - St Luke (CD 6)",501,150,3,654
"Shenandoah County",-,"401 - Woodstock (CD 6)","1,045",543,1,"1,589"
"Shenandoah County",-,"402 - Fort Valley (CD 6)",359,146,3,508
"Shenandoah County",-,"501 - Cedar Creek (CD 6)",49,19,0,68
"Shenandoah County",-,"502 - Mt Olive (CD 6)",570,217,1,788
"Shenandoah County",-,"503 - Toms Brook (CD 6)",505,248,2,755
"Shenandoah County",-,"504 - Lebanon Church (CD 6)",456,154,0,610
"Shenandoah County",-,"601 - Strasburg (CD 6)",818,383,1,"1,202"
"Shenandoah County",-,"602 - Signal Knob (CD 6)",327,176,0,503
"Shenandoah County",-,"Ab - Central Absentee Precinct (CD 6)",315,136,0,451
"Shenandoah County",-,"Provisional Votes (CD 6)",1,0,0,1
"Smyth County",-,"101 - Saltville (CD 9)",525,305,0,830
"Smyth County",-,"201 - Seven Mile Ford (CD 9)",416,103,0,519
"Smyth County",-,"202 - Rich Valley (CD 9)",193,103,0,296
"Smyth County",-,"301 - Chilhowie (CD 9)",699,200,0,899
"Smyth County",-,"302 - St Clair (CD 9)",203,42,0,245
"Smyth County",-,"401 - East Park (CD 9)",381,173,0,554
"Smyth County",-,"402 - West Park (CD 9)",212,84,0,296
"Smyth County",-,"501 - Atkins (CD 9)",510,145,0,655
"Smyth County",-,"502 - Wassona (CD 9)",443,218,0,661
"Smyth County",-,"601 - Royal Oak East (CD 9)",465,157,0,622
"Smyth County",-,"602 - Royal Oak West (CD 9)",274,64,0,338
"Smyth County",-,"701 - Adwolfe (CD 9)",518,91,0,609
"Smyth County",-,"702 - Sugar Grove (CD 9)",289,107,0,396
"Smyth County",-,"703 - Konnarock (CD 9)",51,10,0,61
"Smyth County",-,"Ab - Central Absentee Precinct (CD 9)",171,69,0,240
"Smyth County",-,"Provisional Votes (CD 9)",0,0,0,0
"Southampton County",-,"101 - Berlin (CD 4)",281,122,0,403
"Southampton County",-,"102 - Ivor (CD 4)",294,188,0,482
"Southampton County",-,"201 - Boykins (CD 4)",198,223,0,421
"Southampton County",-,"202 - Branchville (CD 4)",78,58,0,136
"Southampton County",-,"203 - Meherrin (CD 4)",27,60,0,87
"Southampton County",-,"301 - Capron (CD 4)",224,249,1,474
"Southampton County",-,"302 - Sebrell (CD 4)",141,112,0,253
"Southampton County",-,"401 - Drewryville (CD 4)",110,98,0,208
"Southampton County",-,"501 - Hunterdale (CD 4)",425,212,1,638
"Southampton County",-,"502 - Forks-of-the-river (CD 4)",137,90,0,227
"Southampton County",-,"601 - Courtland (CD 4)",357,211,0,568
"Southampton County",-,"602 - Sedley (CD 4)",212,60,0,272
"Southampton County",-,"701 - Blackwater River (CD 4)",86,129,0,215
"Southampton County",-,"702 - Newsoms (CD 4)",215,122,0,337
"Southampton County",-,"Ab - Central Absentee Precinct (CD 4)",67,39,0,106
"Southampton County",-,"Provisional Votes (CD 4)",0,0,0,0
"Spotsylvania County",-,"101 - Partlow (CD 7)",521,213,0,734
"Spotsylvania County",-,"102 - Blaydes Corner (CD 7)",469,225,0,694
"Spotsylvania County",-,"103 - Travelers Rest (CD 1)",510,282,0,792
"Spotsylvania County",-,"104 - Massaponax (CD 1)",561,296,0,857
"Spotsylvania County",-,"201 - Elys Ford (CD 1)",575,206,3,784
"Spotsylvania County",-,"202 - Wilderness (CD 1)",140,89,0,229
"Spotsylvania County",-,"202 - Wilderness (CD 7)",273,130,0,403
"Spotsylvania County",-,"203 - Ni River (CD 1)",845,342,2,"1,189"
