County/City,Ward,Pct,"Ken T. Cuccinelli, II","Stephen C. Shannon","All Others","Total Votes Cast"
"Fairfax County",-,"513 - Saint Albans (CD 11)",437,611,1,"1,049"
"Fairfax County",-,"515 - Westlawn (CD 8)",202,313,1,516
"Fairfax County",-,"516 - Weyanoke (CD 8)",251,428,0,679
"Fairfax County",-,"517 - Willston (CD 8)",204,315,2,521
"Fairfax County",-,"518 - Columbia (CD 11)",425,496,2,923
"Fairfax County",-,"519 - Hummer (CD 11)",341,377,0,718
"Fairfax County",-,"520 - Skyline (CD 8)",309,739,1,"1,049"
"Fairfax County",-,"521 - Brook Hill (CD 11)",409,374,1,784
"Fairfax County",-,"522 - Camelot (CD 11)",361,363,0,724
"Fairfax County",-,"523 - Poe (CD 11)",426,577,2,"1,005"
"Fairfax County",-,"524 - Whittier (CD 8)",257,307,0,564
"Fairfax County",-,"525 - Walnut Hill #1 (CD 8)",157,160,0,317
"Fairfax County",-,"526 - Bren Mar (CD 8)",408,619,0,"1,027"
"Fairfax County",-,"527 - Edsall (CD 8)",265,328,0,593
"Fairfax County",-,"528 - Ridgelea (CD 11)",302,283,2,587
"Fairfax County",-,"529 - Glen Forest #2 (CD 8)",224,318,2,544
"Fairfax County",-,"530 - Holmes #2 (CD 11)",195,396,2,593
"Fairfax County",-,"531 - Leewood (CD 11)",155,209,0,364
"Fairfax County",-,"601 - Belle Haven (CD 8)",516,528,1,"1,045"
"Fairfax County",-,"602 - Belleview (CD 8)",384,576,0,960
"Fairfax County",-,"604 - Bucknell (CD 8)",410,818,3,"1,231"
"Fairfax County",-,"605 - Fort Hunt (CD 11)",603,536,2,"1,141"
"Fairfax County",-,"606 - Hollin Hall (CD 8)",456,540,1,997
"Fairfax County",-,"607 - Huntington (CD 8)",483,776,4,"1,263"
"Fairfax County",-,"608 - Kirkside (CD 8)",325,650,3,978
"Fairfax County",-,"609 - Marlan (CD 8)",496,571,0,"1,067"
"Fairfax County",-,"610 - Sherwood (CD 8)",515,713,4,"1,232"
"Fairfax County",-,"611 - Stratford (CD 11)",855,914,3,"1,772"
"Fairfax County",-,"612 - Waynewood (CD 11)",422,368,0,790
"Fairfax County",-,"613 - Westgate (CD 11)","1,001",618,0,"1,619"
"Fairfax County",-,"614 - Whitman (CD 11)",577,479,2,"1,058"
"Fairfax County",-,"615 - Woodley (CD 11)",547,525,1,"1,073"
"Fairfax County",-,"616 - Gunston (CD 11)",623,427,0,"1,050"
"Fairfax County",-,"617 - Lorton (CD 11)",170,430,1,601
"Fairfax County",-,"618 - Newington (CD 11)",857,899,5,"1,761"
"Fairfax County",-,"619 - Belvoir (CD 8)",406,417,1,824
"Fairfax County",-,"621 - Grosvenor (CD 8)",165,275,0,440
"Fairfax County",-,"622 - Lorton Station (CD 11)",320,608,1,929
"Fairfax County",-,"623 - Alban (CD 11)",251,195,1,447
"Fairfax County",-,"624 - Hunt (CD 11)",856,701,3,"1,560"
"Fairfax County",-,"625 - Lorton Center (CD 11)",346,330,1,677
"Fairfax County",-,"626 - Saratoga (CD 11)",959,"1,030",5,"1,994"
"Fairfax County",-,"627 - Woodlawn (CD 8)",393,787,3,"1,183"
"Fairfax County",-,"628 - Laurel Hill (CD 11)",398,524,0,922
"Fairfax County",-,"629 - South County (CD 11)",588,463,0,"1,051"
"Fairfax County",-,"701 - Blake (CD 11)",648,883,2,"1,533"
"Fairfax County",-,"703 - Fort Buffalo (CD 8)",208,408,3,619
"Fairfax County",-,"704 - Freedom Hill (CD 11)",405,469,0,874
"Fairfax County",-,"705 - Graham (CD 8)",150,288,1,439
"Fairfax County",-,"706 - Greenway (CD 8)",280,477,2,759
"Fairfax County",-,"707 - Mantua (CD 11)",496,582,1,"1,079"
"Fairfax County",-,"708 - Marshall (CD 8)",579,990,2,"1,571"
"Fairfax County",-,"709 - Mosby (CD 11)",603,876,1,"1,480"
"Fairfax County",-,"710 - Pine Spring (CD 8)",300,541,3,844
"Fairfax County",-,"711 - Price (CD 11)",373,487,0,860
"Fairfax County",-,"712 - Shreve (CD 8)",303,424,0,727
"Fairfax County",-,"713 - Timber Lane (CD 8)",369,641,2,"1,012"
"Fairfax County",-,"714 - Walker (CD 11)",551,631,1,"1,183"
"Fairfax County",-,"717 - Woodburn (CD 8)",295,452,1,748
"Fairfax County",-,"718 - Pine Ridge (CD 11)",341,409,0,750
"Fairfax County",-,"719 - Stenwood (CD 11)",217,254,0,471
"Fairfax County",-,"720 - Thoreau (CD 11)",346,475,2,823
"Fairfax County",-,"721 - Merrifield (CD 11)",394,484,0,878
"Fairfax County",-,"726 - Magarity (CD 8)",477,655,1,"1,133"
"Fairfax County",-,"727 - Oakton (CD 11)",626,622,0,"1,248"
"Fairfax County",-,"728 - Walnut Hill #2 (CD 8)",174,219,0,393
"Fairfax County",-,"729 - Nottoway (CD 11)",630,895,1,"1,526"
"Fairfax County",-,"730 - Penderbrook (CD 11)",554,585,0,"1,139"
"Fairfax County",-,"731 - Tysons (CD 8)",345,417,1,763
"Fairfax County",-,"732 - Oak Marr (CD 11)",781,791,1,"1,573"
"Fairfax County",-,"733 - Kilmer (CD 11)",527,848,0,"1,375"
"Fairfax County",-,"801 - Burke (CD 11)",717,822,4,"1,543"
"Fairfax County",-,"803 - Clifton (CD 11)","1,259",670,3,"1,932"
"Fairfax County",-,"805 - Fairfax Station (CD 11)",989,621,1,"1,611"
"Fairfax County",-,"811 - Pohick (CD 11)",709,733,0,"1,442"
"Fairfax County",-,"812 - Valley (CD 11)",632,561,4,"1,197"
"Fairfax County",-,"815 - Woodyard (CD 11)",666,434,1,"1,101"
"Fairfax County",-,"824 - Orange (CD 11)","1,019",766,0,"1,785"
"Fairfax County",-,"825 - Cherry Run (CD 11)",704,549,0,"1,253"
"Fairfax County",-,"827 - Irving (CD 11)",658,624,0,"1,282"
"Fairfax County",-,"833 - White Oaks (CD 11)",565,559,1,"1,125"
"Fairfax County",-,"838 - Sangster (CD 11)",604,436,0,"1,040"
"Fairfax County",-,"839 - Silverbrook (CD 11)",931,637,1,"1,569"
"Fairfax County",-,"840 - West Springfield (CD 11)",695,602,2,"1,299"
"Fairfax County",-,"841 - Popes Head (CD 11)",971,565,1,"1,537"
"Fairfax County",-,"842 - Parkway (CD 11)",594,463,0,"1,057"
"Fairfax County",-,"843 - Fair Lakes (CD 10)",572,527,1,"1,100"
"Fairfax County",-,"844 - Centerpointe (CD 10)",499,559,0,"1,058"
"Fairfax County",-,"845 - Fountainhead (CD 11)","1,143",627,2,"1,772"
"Fairfax County",-,"846 - Greenbriar East (CD 10)",497,479,2,978
"Fairfax County",-,"847 - Greenbriar West (CD 10)",561,395,4,960
"Fairfax County",-,"848 - Fair Oaks (CD 11)",186,244,2,432
"Fairfax County",-,"849 - Newgate North (CD 11)",426,270,0,696
"Fairfax County",-,"850 - South Run (CD 11)",411,283,1,695
"Fairfax County",-,"851 - Willow Springs (CD 11)",884,673,1,"1,558"
"Fairfax County",-,"852 - Monument (CD 11)",431,494,0,925
"Fairfax County",-,"853 - Eagle View (CD 11)",576,514,2,"1,092"
"Fairfax County",-,"854 - Newgate South (CD 11)",863,407,1,"1,271"
"Fairfax County",-,"901 - Centre Ridge (CD 10)",477,433,3,913
"Fairfax County",-,"902 - Brookfield (CD 10)",608,573,1,"1,182"
"Fairfax County",-,"903 - Cub Run (CD 10)",830,659,6,"1,495"
"Fairfax County",-,"904 - Dulles (CD 10)",417,253,1,671
"Fairfax County",-,"905 - Franklin (CD 10)",699,644,0,"1,343"
"Fairfax County",-,"908 - Kinross (CD 10)","1,099",868,2,"1,969"
"Fairfax County",-,"910 - London Towne East (CD 10)",255,260,1,516
"Fairfax County",-,"911 - Navy (CD 10)",703,580,0,"1,283"
"Fairfax County",-,"913 - Rocky Run (CD 10)",940,690,2,"1,632"
"Fairfax County",-,"914 - Vale (CD 11)",800,747,3,"1,550"
"Fairfax County",-,"915 - Virginia Run (CD 10)",778,395,0,"1,173"
"Fairfax County",-,"916 - Waples Mill (CD 11)","1,111",899,0,"2,010"
"Fairfax County",-,"917 - Stone (CD 10)",644,544,1,"1,189"
"Fairfax County",-,"918 - Centreville (CD 11)",646,581,3,"1,230"
"Fairfax County",-,"919 - Green Trails (CD 11)",716,609,2,"1,327"
"Fairfax County",-,"920 - Lees Corner East (CD 10)",480,421,1,902
"Fairfax County",-,"921 - Deer Park (CD 10)",833,475,0,"1,308"
"Fairfax County",-,"923 - Bull Run (CD 10)",620,284,2,906
"Fairfax County",-,"924 - London Towne West (CD 10)",275,435,0,710
"Fairfax County",-,"925 - Old Mill (CD 10)",366,304,2,672
"Fairfax County",-,"926 - Powell (CD 11)",458,457,1,916
"Fairfax County",-,"927 - Lees Corner West (CD 10)",736,624,0,"1,360"
"Fairfax County",-,"928 - Poplar Tree (CD 10)",687,485,0,"1,172"
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 10)","2,642","2,331",1,"4,974"
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 11)","4,891","4,259",7,"9,157"
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 8)","2,217","2,851",5,"5,073"
"Fairfax County",-,"Provisional Votes (CD 10)",15,20,0,35
"Fairfax County",-,"Provisional Votes (CD 11)",24,31,0,55
"Fairfax County",-,"Provisional Votes (CD 8)",24,28,0,52
"Fairfax City",-,"1 - One (CD 11)",377,403,2,782
"Fairfax City",-,"2 - Two (CD 11)",487,441,1,929
"Fairfax City",-,"3 - Three (CD 11)",617,621,0,"1,238"
"Fairfax City",-,"4 - Four (CD 11)",483,574,0,"1,057"
"Fairfax City",-,"5 - Five (CD 11)",417,432,0,849
"Fairfax City",-,"6 - Six (CD 11)",417,410,0,827
"Fairfax City",-,"Ab - Central Absentee Precinct (CD 11)",247,205,1,453
"Fairfax City",-,"Provisional Votes (CD 11)",2,2,0,4
"Falls Church City",-,"1 - First Ward (CD 8)",319,666,0,985
"Falls Church City",-,"2 - Second Ward (CD 8)",196,405,2,603
"Falls Church City",-,"3 - Third Ward (CD 8)",231,390,0,621
"Falls Church City",-,"4 - Fourth Ward (CD 8)",274,510,0,784
"Falls Church City",-,"5 - Fifth Ward (CD 8)",238,409,0,647
"Falls Church City",-,"Ab - Central Absentee Precinct (CD 8)",111,372,0,483
"Falls Church City",-,"Provisional Votes (CD 8)",4,23,0,27
"Fauquier County",-,"101 - Kettle Run (CD 1)",551,188,0,739
"Fauquier County",-,"102 - Catlett (CD 1)",752,242,2,996
"Fauquier County",-,"103 - Casanova (CD 1)",284,189,1,474
"Fauquier County",-,"104 - Lois (CD 1)",313,93,0,406
"Fauquier County",-,"105 - Opal (CD 1)",365,112,1,478
"Fauquier County",-,"201 - Courthouse (CD 10)",593,398,1,992
"Fauquier County",-,"202 - Airlie (CD 10)",511,256,0,767
"Fauquier County",-,"203 - Baldwin Ridge (CD 1)",602,265,3,870
"Fauquier County",-,"203 - Baldwin Ridge (CD 10)",129,59,0,188
"Fauquier County",-,"204 - Warrenton (CD 10)",573,353,3,929
"Fauquier County",-,"301 - Morrisville (CD 1)",483,171,1,655
"Fauquier County",-,"302 - Remington (CD 1)",669,294,0,963
"Fauquier County",-,"303 - Bealeton (CD 1)",560,238,1,799
"Fauquier County",-,"401 - Marshall (CD 10)",680,383,1,"1,064"
"Fauquier County",-,"402 - Leeds (CD 10)",564,453,1,"1,018"
"Fauquier County",-,"403 - Waterloo (CD 1)","1,187",575,1,"1,763"
"Fauquier County",-,"501 - The Plains (CD 10)",507,423,0,930
"Fauquier County",-,"502 - New Baltimore (CD 10)","1,338",519,4,"1,861"
"Fauquier County",-,"503 - Broad Run (CD 10)",698,315,0,"1,013"
"Fauquier County",-,"Ab - Central Absentee Precinct (CD 1)",270,119,0,389
"Fauquier County",-,"Ab - Central Absentee Precinct (CD 10)",313,151,0,464
"Fauquier County",-,"Provisional Votes (CD 1)",0,1,0,1
"Fauquier County",-,"Provisional Votes (CD 10)",0,1,0,1
"Floyd County",-,"101 - Locust Grove (CD 9)",500,284,2,786
"Floyd County",-,"201 - Little River (CD 9)",562,353,1,916
"Floyd County",-,"301 - Courthouse (CD 9)",553,354,0,907
"Floyd County",-,"401 - Burks Fork (CD 9)",539,238,2,779
"Floyd County",-,"501 - Indian Valley (CD 9)",574,195,1,770
"Floyd County",-,"Ab - Central Absentee Precinct (CD 9)",149,93,0,242
"Floyd County",-,"Provisional Votes (CD 9)",0,0,0,0
"Fluvanna County",-,"101 - Palmyra (CD 5)",510,258,0,768
"Fluvanna County",-,"201 - Columbia (CD 5)",563,412,1,976
"Fluvanna County",-,"301 - Fork Union (CD 5)",423,348,2,773
"Fluvanna County",-,"401 - Cunningham (CD 5)",890,320,0,"1,210"
"Fluvanna County",-,"501 - Rivanna (CD 5)","1,227",733,2,"1,962"
"Fluvanna County",-,"502 - Rivanna 2 (CD 5)",836,537,1,"1,374"
"Fluvanna County",-,"Ab - Central Absentee Precinct (CD 5)",282,142,0,424
"Fluvanna County",-,"Provisional Votes (CD 5)",1,0,0,1
"Franklin County",-,"102 - Burnt Chimney (CD 5)",961,334,1,"1,296"
"Franklin County",-,"103 - Scruggs (CD 5)","1,345",454,0,"1,799"
"Franklin County",-,"201 - Glade Hill (CD 5)",537,244,0,781
"Franklin County",-,"202 - Penhook (CD 5)",548,215,1,764
"Franklin County",-,"203 - Hodgesville (CD 5)",111,77,0,188
"Franklin County",-,"204 - Dudley (CD 5)",320,124,0,444
"Franklin County",-,"301 - Snow Creek (CD 5)",255,153,0,408
"Franklin County",-,"302 - Fork Mountain (CD 5)",235,135,0,370
"Franklin County",-,"303 - Sontag (CD 5)",302,298,0,600
"Franklin County",-,"304 - Dickinson (CD 5)",154,148,0,302
"Franklin County",-,"401 - Henry (CD 5)",404,117,2,523
"Franklin County",-,"402 - Ferrum (CD 5)",291,151,0,442
"Franklin County",-,"403 - Endicott (CD 5)",282,108,0,390
"Franklin County",-,"501 - Waidsboro (CD 5)",261,119,0,380
"Franklin County",-,"502 - Callaway (CD 5)",482,182,1,665
"Franklin County",-,"503 - Bowmans (CD 5)",281,140,0,421
"Franklin County",-,"504 - Gogginsville (CD 5)",380,161,0,541
"Franklin County",-,"601 - Boones Mill (CD 5)",596,205,0,801
"Franklin County",-,"602 - Bonbrook (CD 5)",479,196,0,675
"Franklin County",-,"603 - Coopers Cove (CD 5)",422,139,0,561
"Franklin County",-,"701 - Rocky Mount East (CD 5)",426,268,1,695
"Franklin County",-,"702 - Rocky Mount West (CD 5)",327,258,0,585
"Franklin County",-,"703 - Rocky Mount South (CD 5)",279,208,2,489
"Franklin County",-,"Ab - Central Absentee Precinct (CD 5)",425,176,2,603
"Franklin County",-,"Provisional Votes (CD 5)",3,0,0,3
"Franklin City",-,"101 - Precinct 1-1 (CD 4)",317,144,0,461
"Franklin City",-,"201 - Precinct 2-1 (CD 4)",330,179,0,509
"Franklin City",-,"301 - Precinct 3-1 (CD 4)",29,248,0,277
"Franklin City",-,"401 - Precinct 4-1 (CD 4)",33,231,1,265
"Franklin City",-,"501 - Precinct 5-1 (CD 4)",19,194,0,213
"Franklin City",-,"601 - Precinct 6-1 (CD 4)",217,143,0,360
"Franklin City",-,"Ab - Central Absentee Precinct (CD 4)",55,30,0,85
"Franklin City",-,"Provisional Votes (CD 4)",0,0,0,0
"Frederick County",-,"101 - Russells (CD 10)",637,179,2,818
"Frederick County",-,"102 - Gore (CD 10)",606,211,1,818
"Frederick County",-,"103 - Kernstown (CD 10)",699,282,2,983
"Frederick County",-,"104 - Cedar Creek (CD 10)",393,164,0,557
"Frederick County",-,"201 - Gainesborough (CD 10)",404,103,0,507
"Frederick County",-,"202 - Albin (CD 10)",863,284,0,"1,147"
"Frederick County",-,"203 - Redland (CD 10)",822,267,1,"1,090"
"Frederick County",-,"301 - Clear Brook (CD 10)",387,132,0,519
"Frederick County",-,"302 - Neffs Town (CD 10)",454,190,1,645
"Frederick County",-,"303 - White Hall (CD 10)",886,382,1,"1,269"
"Frederick County",-,"401 - Carpers Valley (CD 10)",693,281,1,975
"Frederick County",-,"402 - Shenandoah (CD 10)",357,129,1,487
"Frederick County",-,"403 - Parkins Mill (CD 10)","1,325",500,2,"1,827"
"Frederick County",-,"501 - Stephens City (CD 10)",633,250,2,885
"Frederick County",-,"502 - Newtown (CD 10)",634,230,1,865
"Frederick County",-,"503 - Canterburg (CD 10)",677,254,0,931
"Frederick County",-,"601 - Millbrook (CD 10)",475,188,0,663
"Frederick County",-,"602 - Ash Hollow (CD 10)",513,225,0,738
"Frederick County",-,"603 - Greenwood (CD 10)",828,351,1,"1,180"
"Frederick County",-,"Ab - Central Absentee Precinct (CD 10)",491,160,0,651
"Frederick County",-,"Provisional Votes (CD 10)",0,0,0,0
"Fredericksburg City",-,"101 - Precinct 1 - District One (CD 1)",646,540,0,"1,186"
"Fredericksburg City",-,"201 - Precinct 1 - District Two (CD 1)",432,586,1,"1,019"
"Fredericksburg City",-,"301 - Precinct 1 - District Three (CD 1)",586,530,2,"1,118"
"Fredericksburg City",-,"401 - Precinct 1 - District Four (CD 1)",141,413,0,554
"Fredericksburg City",-,"402 - Precinct 2 - District Four (CD 1)",101,140,2,243
"Fredericksburg City",-,"Ab - Central Absentee Precinct (CD 1)",145,182,2,329
"Fredericksburg City",-,"Provisional Votes (CD 1)",7,10,0,17
"Galax City",-,"1 - East (CD 9)",318,195,0,513
"Galax City",-,"2 - North (CD 9)",262,124,0,386
"Galax City",-,"3 - South (CD 9)",196,127,0,323
"Galax City",-,"Ab - Central Absentee Precinct (CD 9)",45,27,0,72
"Galax City",-,"Provisional Votes (CD 9)",0,0,0,0
"Giles County",-,"101 - Glen Lyn (CD 9)",50,18,0,68
"Giles County",-,"102 - Rich Creek (CD 9)",178,73,0,251
"Giles County",-,"103 - Narrows (CD 9)",532,325,0,857
"Giles County",-,"201 - Pearisburg (CD 9)",774,382,0,"1,156"
"Giles County",-,"202 - Staffordsville (CD 9)",147,78,1,226
"Giles County",-,"203 - White Gate (CD 9)",98,28,0,126
"Giles County",-,"301 - Eggleston (CD 9)",205,157,1,363
"Giles County",-,"302 - Pembroke (CD 9)",437,338,0,775
"Giles County",-,"303 - Newport (CD 9)",289,229,0,518
"Giles County",-,"Ab - Central Absentee Precinct (CD 9)",89,75,0,164
"Giles County",-,"Provisional Votes (CD 9)",1,0,0,1
"Gloucester County",-,"101 - Harcum (CD 1)",557,224,2,783
"Gloucester County",-,"102 - Salem (CD 1)",437,194,0,631
"Gloucester County",-,"103 - Bethel (CD 1)",503,193,2,698
"Gloucester County",-,"201 - Courthouse (CD 1)",702,332,4,"1,038"
"Gloucester County",-,"202 - Botetourt (CD 1)",781,373,1,"1,155"
"Gloucester County",-,"301 - White Marsh (CD 1)",924,378,0,"1,302"
"Gloucester County",-,"302 - Roanes (CD 1)",665,315,2,982
"Gloucester County",-,"401 - Hayes (CD 1)",808,409,2,"1,219"
"Gloucester County",-,"402 - Sarah's Creek (CD 1)",473,232,0,705
"Gloucester County",-,"501 - Achilles (CD 1)",941,377,0,"1,318"
"Gloucester County",-,"502 - Timberneck (CD 1)",544,264,0,808
"Gloucester County",-,"Ab - Central Absentee Precinct (CD 1)",336,161,0,497
"Gloucester County",-,"Provisional Votes (CD 1)",0,0,0,0
"Goochland County",-,"101 - Fife (CD 7)",336,189,1,526
"Goochland County",-,"102 - Hadensville (CD 7)",513,242,1,756
"Goochland County",-,"201 - Three Square (CD 7)",159,130,0,289
"Goochland County",-,"202 - Sandy Hook (CD 7)",755,422,0,"1,177"
"Goochland County",-,"301 - Goochland Court House (CD 7)",733,361,1,"1,095"
"Goochland County",-,"401 - Crozier (CD 7)",162,75,1,238
"Goochland County",-,"402 - Centerville (CD 7)","1,106",351,0,"1,457"
"Goochland County",-,"501 - Manakin (CD 7)","1,647",500,1,"2,148"
"Goochland County",-,"Ab - Central Absentee Precinct (CD 7)",332,94,2,428
"Goochland County",-,"Provisional Votes (CD 7)",0,0,0,0
"Grayson County",-,"101 - Bridle Creek (CD 9)",89,87,0,176
"Grayson County",-,"102 - Flatridge (CD 9)",78,38,0,116
"Grayson County",-,"103 - Grant (CD 9)",126,76,0,202
"Grayson County",-,"104 - Mouth Of Wilson (CD 9)",100,40,0,140
"Grayson County",-,"105 - Mount Rogers (CD 9)",121,42,0,163
"Grayson County",-,"106 - Rugby (CD 9)",96,43,0,139
"Grayson County",-,"107 - Troutdale (CD 9)",51,24,0,75
"Grayson County",-,"201 - Comers Rock (CD 9)",103,48,0,151
"Grayson County",-,"202 - Elk Creek (CD 9)",184,75,0,259
"Grayson County",-,"203 - Independence (CD 9)",496,266,0,762
"Grayson County",-,"301 - Baywood (CD 9)",260,121,0,381
"Grayson County",-,"302 - Fairview (CD 9)",443,149,0,592
"Grayson County",-,"401 - Fries (CD 9)",130,84,0,214
"Grayson County",-,"402 - Providence (CD 9)",317,107,0,424
"Grayson County",-,"403 - Oldtown (CD 9)",115,49,0,164
"Grayson County",-,"Ab - Central Absentee Precinct (CD 9)",130,102,0,232
"Grayson County",-,"Provisional Votes (CD 9)",0,0,0,0
"Greene County",-,"101 - Dyke (CD 5)",363,130,0,493
"Greene County",-,"102 - Swift Run (CD 5)",585,231,0,816
"Greene County",-,"201 - Ruckersville (CD 5)","1,265",536,1,"1,802"
"Greene County",-,"301 - Stanardsville (CD 5)","1,009",396,2,"1,407"
"Greene County",-,"Ab - Central Absentee Precinct (CD 5)",183,76,0,259
"Greene County",-,"Provisional Votes (CD 5)",0,0,0,0
"Greensville County",-,"101 - Precinct 1-a (CD 4)",138,171,0,309
"Greensville County",-,"102 - Precinct 1-b (CD 4)",66,52,0,118
"Greensville County",-,"103 - Precinct 1-c (CD 4)",62,114,2,178
"Greensville County",-,"201 - Precinct 2-a (CD 4)",100,201,0,301
"Greensville County",-,"202 - Precinct 2-b (CD 4)",234,151,0,385
"Greensville County",-,"302 - Precinct 3-a (CD 4)",292,363,0,655
"Greensville County",-,"401 - Precinct 4-a (CD 4)",138,63,0,201
"Greensville County",-,"402 - Precinct 4-b (CD 4)",126,179,0,305
"Greensville County",-,"403 - Precinct 4-c (CD 4)",74,84,0,158
"Greensville County",-,"Provisional Votes (CD 4)",0,0,0,0
"Halifax County",-,"101 - Childrey (CD 5)",228,184,0,412
"Halifax County",-,"102 - Liberty (CD 5)",120,78,0,198
"Halifax County",-,"103 - Republican Grove (CD 5)",211,157,1,369
"Halifax County",-,"201 - Clays Mill (CD 5)",221,69,0,290
"Halifax County",-,"202 - Crossroads (CD 5)",205,101,0,306
"Halifax County",-,"203 - Clover (CD 5)",237,183,0,420
"Halifax County",-,"302 - Meadville (CD 5)",56,117,0,173
"Halifax County",-,"304 - Vernon Hill (CD 5)",210,100,0,310
"Halifax County",-,"305 - Sinai (CD 5)",229,241,1,471
"Halifax County",-,"401 - Courthouse (CD 5)",310,235,1,546
"Halifax County",-,"403 - Center (CD 5)",453,120,0,573
"Halifax County",-,"502 - Dan River (CD 5)",579,187,0,766
"Halifax County",-,"503 - Scottsburg (CD 5)",258,82,0,340
"Halifax County",-,"601 - Black Walnut (CD 5)",245,113,0,358
"Halifax County",-,"603 - Mt Carmel (CD 5)",319,227,0,546
"Halifax County",-,"605 - Union (CD 5)",135,65,0,200
"Halifax County",-,"701 - Hyco (CD 5)",418,114,0,532
"Halifax County",-,"702 - Midway (CD 5)",324,63,0,387
"Halifax County",-,"703 - Virgilina (CD 5)",199,80,0,279
"Halifax County",-,"801 - South Boston East (CD 5)",200,262,1,463
"Halifax County",-,"802 - South Boston West (CD 5)",132,198,0,330
"Halifax County",-,"Ab - Central Absentee Precinct (CD 5)",177,66,1,244
"Halifax County",-,"Provisional Votes (CD 5)",0,0,0,0
"Hampton City",-,"101 - Aberdeen (CD 3)",167,712,1,880
"Hampton City",-,"102 - Bassette (CD 3)",90,844,2,936
"Hampton City",-,"103 - City Hall (CD 3)",125,456,1,582
"Hampton City",-,"104 - Cooper (CD 3)",238,744,2,984
"Hampton City",-,"105 - East Hampton (CD 3)",202,242,2,446
"Hampton City",-,"106 - Armstrong (CD 2)",509,637,3,"1,149"
"Hampton City",-,"107 - Lindsay (CD 3)",232,699,0,931
"Hampton City",-,"108 - Thomas (CD 3)",195,884,2,"1,081"
"Hampton City",-,"109 - Phenix (CD 3)",116,"1,093",4,"1,213"
"Hampton City",-,"110 - Phoebus (CD 2)",150,164,0,314
"Hampton City",-,"110 - Phoebus (CD 3)",3,10,0,13
"Hampton City",-,"111 - Hampton Library (CD 2)",213,276,0,489
"Hampton City",-,"112 - Smith (CD 3)",425,960,4,"1,389"
"Hampton City",-,"113 - Syms (CD 2)",391,243,0,634
"Hampton City",-,"115 - Wythe (CD 2)",426,392,1,819
"Hampton City",-,"116 - Jones (CD 3)",130,363,0,493
"Hampton City",-,"117 - Kecoughtan (CD 2)",257,478,4,739
"Hampton City",-,"118 - Mallory (CD 3)",213,"1,075",5,"1,293"
"Hampton City",-,"201 - Booker (CD 2)",870,559,1,"1,430"
"Hampton City",-,"202 - Bryan (CD 2)",583,480,1,"1,064"
"Hampton City",-,"203 - Burbank (CD 1)",273,259,2,534
"Hampton City",-,"203 - Burbank (CD 2)",197,179,1,377
"Hampton City",-,"204 - Forrest (CD 3)",421,474,3,898
"Hampton City",-,"205 - Asbury (CD 2)","1,321",664,3,"1,988"
"Hampton City",-,"208 - Kraft (CD 1)",831,820,1,"1,652"
"Hampton City",-,"209 - Langley (CD 2)",542,423,1,966
"Hampton City",-,"210 - Machen (CD 1)",421,924,0,"1,345"
"Hampton City",-,"212 - Bethel (CD 1)",637,"1,152",3,"1,792"
"Hampton City",-,"213 - Phillips (CD 2)","1,140",815,2,"1,957"
"Hampton City",-,"214 - Tucker Capps (CD 1)",661,611,2,"1,274"
"Hampton City",-,"215 - Tyler (CD 3)",87,187,1,275
"Hampton City",-,"216 - Sandy Bottom (CD 1)",273,445,3,721
"Hampton City",-,"Ab - Central Absentee Precinct (CD 1)",85,90,0,175
"Hampton City",-,"Ab - Central Absentee Precinct (CD 2)",241,157,1,399
"Hampton City",-,"Ab - Central Absentee Precinct (CD 3)",105,204,0,309
"Hampton City",-,"Provisional Votes (CD 1)",0,0,0,0
"Hampton City",-,"Provisional Votes (CD 2)",0,1,0,1
"Hampton City",-,"Provisional Votes (CD 3)",0,0,0,0
"Hanover County",-,"101 - Ashland (CD 7)",814,663,1,"1,478"
"Hanover County",-,"103 - Ashcake (CD 7)",733,232,3,968
"Hanover County",-,"104 - Sliding Hill (CD 7)",685,302,0,987
"Hanover County",-,"201 - Beaverdam (CD 7)","1,027",287,1,"1,315"
"Hanover County",-,"202 - Blunts (CD 7)",386,205,0,591
"Hanover County",-,"203 - Wilmington Parish (CD 7)","1,070",326,0,"1,396"
"Hanover County",-,"204 - Goddins Hill (CD 7)",395,170,0,565
"Hanover County",-,"206 - Courthouse (CD 7)",311,129,2,442
"Hanover County",-,"207 - Stony Run (CD 7)",104,49,0,153
"Hanover County",-,"301 - Clay (CD 7)",937,226,0,"1,163"
"Hanover County",-,"302 - Chickahominy (CD 7)",708,269,3,980
"Hanover County",-,"303 - Shady Grove (CD 7)",708,155,1,864
"Hanover County",-,"304 - Atlee (CD 7)","1,168",374,3,"1,545"
"Hanover County",-,"305 - Cool Spring (CD 7)",793,283,1,"1,077"
"Hanover County",-,"401 - Battlefield (CD 7)",806,153,2,961
"Hanover County",-,"402 - Old Church (CD 7)",728,153,3,884
"Hanover County",-,"403 - Cold Harbor (CD 7)","1,333",392,4,"1,729"
"Hanover County",-,"404 - Black Creek (CD 7)",704,143,0,847
"Hanover County",-,"405 - Pebble Creek (CD 7)",524,185,1,710
"Hanover County",-,"406 - Beaverdam Creek (CD 7)",176,47,0,223
