County/City,Ward,Pct,"Ralph Shearer Northam","Earl Walker Jackson, Sr.","All Others","Total Votes Cast"
"Roanoke County",-,"107 - Bennett Springs (CD 9)",141,321,0,462
"Roanoke County",-,"108 - Wildwood (CD 9)",229,400,2,631
"Roanoke County",-,"201 - Plantation (CD 6)",380,444,3,827
"Roanoke County",-,"202 - Burlington (CD 6)",237,276,1,514
"Roanoke County",-,"203 - Mountain View (CD 6)",569,860,2,"1,431"
"Roanoke County",-,"204 - Botetourt Springs (CD 9)",555,589,5,"1,149"
"Roanoke County",-,"205 - Orchards (CD 6)",600,988,4,"1,592"
"Roanoke County",-,"206 - Hollins (CD 6)",229,249,2,480
"Roanoke County",-,"301 - Bent Mountain (CD 9)",157,195,3,355
"Roanoke County",-,"302 - Poages Mill (CD 6)",570,910,3,"1,483"
"Roanoke County",-,"303 - Windsor Hills (CD 6)",411,479,5,895
"Roanoke County",-,"304 - Oak Grove (CD 6)",654,881,4,"1,539"
"Roanoke County",-,"305 - Castle Rock (CD 6)",796,937,6,"1,739"
"Roanoke County",-,"306 - Garst Mill (CD 6)",345,339,0,684
"Roanoke County",-,"402 - Bonsack (CD 6)",117,209,0,326
"Roanoke County",-,"403 - North Vinton (CD 6)",322,440,4,766
"Roanoke County",-,"404 - South Vinton (CD 6)",470,492,3,965
"Roanoke County",-,"405 - Lindenwood (CD 6)",659,"1,023",2,"1,684"
"Roanoke County",-,"406 - Mount Pleasant (CD 6)",383,745,3,"1,131"
"Roanoke County",-,"501 - Cotton Hill (CD 6)",312,462,4,778
"Roanoke County",-,"502 - Penn Forest (CD 6)",343,354,2,699
"Roanoke County",-,"503 - Cave Spring (CD 6)",418,513,4,935
"Roanoke County",-,"504 - Ogden (CD 6)",302,336,4,642
"Roanoke County",-,"505 - Clearbrook (CD 6)",241,369,0,610
"Roanoke County",-,"506 - Mount Vernon (CD 6)",340,333,1,674
"Roanoke County",-,"507 - Hunting Hills (CD 6)",566,737,10,"1,313"
"Roanoke County",-,"Ab - Central Absentee Precinct (CD 6)",467,552,6,"1,025"
"Roanoke County",-,"Ab - Central Absentee Precinct (CD 9)",140,126,2,268
"Roanoke County",-,"Provisional (CD 6)",0,2,2,4
"Roanoke County",-,"Provisional (CD 9)",1,1,2,4
"Roanoke City",-,"1 - Highland 1",272,85,0,357
"Roanoke City",-,"2 - Highland 2",423,152,1,576
"Roanoke City",-,"5 - Jefferson 1",255,204,0,459
"Roanoke City",-,"7 - Jefferson-riverdale",275,246,2,523
"Roanoke City",-,"8 - Jefferson 2",292,171,2,465
"Roanoke City",-,"9 - Tinker",408,392,7,807
"Roanoke City",-,"10 - Williamson Road 1",251,227,3,481
"Roanoke City",-,"11 - Williamson Road 2",189,215,0,404
"Roanoke City",-,"12 - Williamson Road 3",213,77,1,291
"Roanoke City",-,"13 - Williamson Road 4",316,161,0,477
"Roanoke City",-,"14 - Williamson Road 5",257,198,4,459
"Roanoke City",-,"15 - Williamson Road 6",229,231,3,463
"Roanoke City",-,"16 - Lincoln Terrace",299,45,0,344
"Roanoke City",-,"17 - Monterey",376,416,2,794
"Roanoke City",-,"18 - Peters Creek",986,294,3,"1,283"
"Roanoke City",-,"19 - Melrose",330,23,1,354
"Roanoke City",-,"20 - Eureka Park",500,52,1,553
"Roanoke City",-,"21 - Villa Heights",677,76,1,754
"Roanoke City",-,"22 - Washington Heights",809,267,2,"1,078"
"Roanoke City",-,"23 - Westside",430,76,2,508
"Roanoke City",-,"24 - Raleigh Court 1",422,203,0,625
"Roanoke City",-,"26 - Raleigh Court 2",359,223,4,586
"Roanoke City",-,"27 - Raleigh Court 3",430,182,4,616
"Roanoke City",-,"28 - Raleigh Court 4",319,207,0,526
"Roanoke City",-,"29 - Raleigh Court 5",344,198,3,545
"Roanoke City",-,"30 - Wasena",283,201,2,486
"Roanoke City",-,"31 - Fishburn Park",307,322,6,635
"Roanoke City",-,"32 - Grandin Court",376,264,3,643
"Roanoke City",-,"33 - South Roanoke 1",460,387,2,849
"Roanoke City",-,"34 - South Roanoke 2",505,489,8,"1,002"
"Roanoke City",-,"35 - Lee-hi",797,674,2,"1,473"
"Roanoke City",-,"37 - Garden City",404,482,1,887
"Roanoke City",-,"Ab - Central Absentee Precinct",583,313,1,897
"Roanoke City",-,Provisional,26,17,42,85
"Rockbridge County",-,"101 - Airport",350,244,2,596
"Rockbridge County",-,"102 - Ben Salem",204,206,0,410
"Rockbridge County",-,"103 - Plank Road",101,125,1,227
"Rockbridge County",-,"104 - Effinger",117,131,0,248
"Rockbridge County",-,"201 - Collierstown",232,188,1,421
"Rockbridge County",-,"202 - Highland Belle",409,365,1,775
"Rockbridge County",-,"203 - Vo-tech",124,92,1,217
"Rockbridge County",-,"301 - Maury River",204,144,2,350
"Rockbridge County",-,"302 - Natural Bridge",163,168,0,331
"Rockbridge County",-,"303 - Falling Spring",65,109,0,174
"Rockbridge County",-,"401 - Fairfield",194,219,0,413
"Rockbridge County",-,"402 - Mountain View",252,306,0,558
"Rockbridge County",-,"403 - Vesuvius",45,130,0,175
"Rockbridge County",-,"501 - Goshen",76,130,1,207
"Rockbridge County",-,"502 - Meadowview",228,154,2,384
"Rockbridge County",-,"503 - Rockbridge Baths",160,127,0,287
"Rockbridge County",-,"504 - Rockbridge",219,249,2,470
"Rockbridge County",-,"Ab - Central Absentee Precinct",150,178,0,328
"Rockbridge County",-,Provisional,0,2,0,2
"Rockingham County",-,"101 - Broadway",340,734,3,"1,077"
"Rockingham County",-,"102 - Timberville",128,313,2,443
"Rockingham County",-,"103 - Fulks Run",106,433,2,541
"Rockingham County",-,"104 - Bergton",36,193,1,230
"Rockingham County",-,"105 - Lacey Spring",86,368,0,454
"Rockingham County",-,"106 - Tenth Legion",92,313,0,405
"Rockingham County",-,"107 - Plains",108,364,5,477
"Rockingham County",-,"108 - Little North Mountain",73,259,1,333
"Rockingham County",-,"201 - Singers Glen",146,515,1,662
"Rockingham County",-,"202 - Edom",273,727,2,"1,002"
"Rockingham County",-,"203 - Dayton",158,365,2,525
"Rockingham County",-,"204 - Mt Clinton",201,612,7,820
"Rockingham County",-,"205 - Silver Lake",298,743,3,"1,044"
"Rockingham County",-,"301 - Keezletown",142,407,1,550
"Rockingham County",-,"302 - Port Republic",212,548,0,760
"Rockingham County",-,"303 - Melrose",117,336,0,453
"Rockingham County",-,"304 - Grottoes",181,454,3,638
"Rockingham County",-,"305 - Massanetta Springs",856,"1,381",10,"2,247"
"Rockingham County",-,"306 - Cross Keys",77,215,1,293
"Rockingham County",-,"401 - Bridgewater",562,996,6,"1,564"
"Rockingham County",-,"402 - Montezuma",207,645,6,858
"Rockingham County",-,"403 - Mt Crawford",39,78,0,117
"Rockingham County",-,"404 - North River",145,527,3,675
"Rockingham County",-,"405 - Ottobine",165,663,0,828
"Rockingham County",-,"501 - Elkton",206,477,2,685
"Rockingham County",-,"502 - Swift Run",197,750,0,947
"Rockingham County",-,"503 - Mcgaheysville",261,644,6,911
"Rockingham County",-,"504 - South Fork",97,358,1,456
"Rockingham County",-,"505 - Stony Run",364,541,1,906
"Rockingham County",-,"Ab - Central Absentee Precinct",283,523,2,808
"Rockingham County",-,Provisional,10,19,29,58
"Russell County",-,"101 - Moccasin",94,285,1,380
"Russell County",-,"102 - Copper Creek",105,202,0,307
"Russell County",-,"103 - South Castlewood",99,178,0,277
"Russell County",-,"201 - North Castlewood",228,446,0,674
"Russell County",-,"202 - Dante",58,94,0,152
"Russell County",-,"301 - Cooks Mill",42,61,0,103
"Russell County",-,"302 - Daugherty",57,106,0,163
"Russell County",-,"303 - New Garden",127,208,0,335
"Russell County",-,"304 - Cleveland",100,163,0,263
"Russell County",-,"401 - Drill",28,25,0,53
"Russell County",-,"402 - Swords Creek",163,382,0,545
"Russell County",-,"403 - Honaker",105,146,0,251
"Russell County",-,"501 - West Lebanon",330,624,4,958
"Russell County",-,"601 - East Lebanon",142,369,0,511
"Russell County",-,"602 - Elk Garden",178,436,2,616
"Russell County",-,"Ab - Central Absentee Precinct",133,170,0,303
"Russell County",-,Provisional,1,2,3,6
"Salem City",-,"1 - North Salem No 2",454,486,2,942
"Salem City",-,"2 - Conehurst",164,191,0,355
"Salem City",-,"3 - Beverly Heights",210,303,1,514
"Salem City",-,"4 - West Salem",310,424,2,736
"Salem City",-,"5 - North Salem No 1",406,429,7,842
"Salem City",-,"6 - South Salem No 1",203,195,0,398
"Salem City",-,"7 - South Salem No 2",284,340,4,628
"Salem City",-,"8 - East Salem",103,153,2,258
"Salem City",-,"9 - South Side Hills",382,561,6,949
"Salem City",-,"10 - Hidden Valley",466,597,4,"1,067"
"Salem City",-,"Ab - Central Absentee Precinct",176,163,1,340
"Salem City",-,Provisional,0,0,0,0
"Scott County",-,"101 - Weber City",77,307,2,386
"Scott County",-,"102 - Yuma",119,361,0,480
"Scott County",-,"202 - Weber City East",67,243,0,310
"Scott County",-,"203 - Hiltons",96,384,0,480
"Scott County",-,"204 - Clark's",30,90,0,120
"Scott County",-,"301 - Nickelsville",65,269,0,334
"Scott County",-,"302 - Snowflake",57,202,0,259
"Scott County",-,"303 - Twin Springs",47,177,1,225
"Scott County",-,"304 - Copper Creek",21,46,0,67
"Scott County",-,"401 - Gate City",186,720,1,907
"Scott County",-,"501 - Dungannon",36,98,0,134
"Scott County",-,"502 - Fort Blackmore",59,136,0,195
"Scott County",-,"503 - Manville",29,101,0,130
"Scott County",-,"504 - Rye Cove",46,209,1,256
"Scott County",-,"601 - Clinchport",26,143,0,169
"Scott County",-,"602 - Duffield-pattonsville",94,329,1,424
"Scott County",-,"603 - Fairview",34,57,0,91
"Scott County",-,"Ab - Central Absentee Precinct",67,140,1,208
"Scott County",-,Provisional,1,0,0,1
"Shenandoah County",-,"101 - Orkney Springs",218,341,2,561
"Shenandoah County",-,"103 - New Market",406,868,1,"1,275"
"Shenandoah County",-,"201 - Conicville",243,621,4,868
"Shenandoah County",-,"202 - Mt Jackson",245,481,0,726
"Shenandoah County",-,"302 - Edinburg",277,555,3,835
"Shenandoah County",-,"303 - St Luke",246,547,0,793
"Shenandoah County",-,"304 - Fort Valley",148,322,3,473
"Shenandoah County",-,"401 - Woodstock",771,"1,033",6,"1,810"
"Shenandoah County",-,"501 - Cedar Creek",25,55,0,80
"Shenandoah County",-,"503 - Toms Brook",489,797,2,"1,288"
"Shenandoah County",-,"504 - Lebanon Church",253,491,0,744
"Shenandoah County",-,"601 - Strasburg",580,872,2,"1,454"
"Shenandoah County",-,"Ab - Central Absentee Precinct",220,250,1,471
"Shenandoah County",-,Provisional,3,3,0,6
"Smyth County",-,"101 - Saltville",349,587,2,938
"Smyth County",-,"201 - Seven Mile Ford",154,424,3,581
"Smyth County",-,"202 - Rich Valley",118,154,0,272
"Smyth County",-,"301 - Chilhowie",219,626,2,847
"Smyth County",-,"302 - St Clair",60,187,0,247
"Smyth County",-,"401 - East Park",255,371,2,628
"Smyth County",-,"402 - West Park",126,174,2,302
"Smyth County",-,"501 - Atkins",182,474,4,660
"Smyth County",-,"502 - Wassona",240,322,1,563
"Smyth County",-,"601 - Royal Oak East",197,416,0,613
"Smyth County",-,"602 - Royal Oak West",101,243,1,345
"Smyth County",-,"701 - Adwolfe",126,473,3,602
"Smyth County",-,"702 - Sugar Grove",142,259,1,402
"Smyth County",-,"703 - Konnarock",19,45,0,64
"Smyth County",-,"Ab - Central Absentee Precinct",112,153,0,265
"Smyth County",-,Provisional,0,0,0,0
"Southampton County",-,"101 - Berlin",112,216,0,328
"Southampton County",-,"102 - Ivor",256,255,0,511
"Southampton County",-,"201 - Boykins",360,159,0,519
"Southampton County",-,"202 - Branchville",82,88,0,170
"Southampton County",-,"301 - Capron",253,164,1,418
"Southampton County",-,"302 - Sebrell",216,179,1,396
"Southampton County",-,"401 - Drewryville",201,86,0,287
"Southampton County",-,"501 - Hunterdale",290,324,1,615
"Southampton County",-,"502 - Forks-of-the-river",140,127,0,267
"Southampton County",-,"601 - Courtland",288,263,0,551
"Southampton County",-,"602 - Sedley",65,147,0,212
"Southampton County",-,"701 - Blackwater River",182,73,0,255
"Southampton County",-,"702 - Newsoms",204,196,0,400
"Southampton County",-,"Ab - Central Absentee Precinct",67,48,1,116
"Southampton County",-,Provisional,0,0,0,0
"Spotsylvania County",-,"101 - Partlow (CD 7)",369,507,3,879
"Spotsylvania County",-,"102 - Blaydes Corner (CD 7)",336,542,4,882
"Spotsylvania County",-,"103 - Travelers Rest (CD 7)",569,636,3,"1,208"
"Spotsylvania County",-,"104 - Massaponax (CD 1)",0,1,0,1
"Spotsylvania County",-,"104 - Massaponax (CD 7)",480,677,2,"1,159"
"Spotsylvania County",-,"201 - Wilderness School (CD 7)",440,611,6,"1,057"
"Spotsylvania County",-,"202 - Wilderness Fire (CD 7)",402,623,3,"1,028"
"Spotsylvania County",-,"203 - Ni River / Elys Ford (CD 7)",359,680,3,"1,042"
"Spotsylvania County",-,"204 - Chancellor (CD 7)",619,652,4,"1,275"
"Spotsylvania County",-,"301 - Plank Road (CD 1)",554,728,3,"1,285"
"Spotsylvania County",-,"302 - Hazel Run (CD 1)",667,717,3,"1,387"
"Spotsylvania County",-,"303 - Riverbend (CD 1)",656,985,4,"1,645"
"Spotsylvania County",-,"303 - Riverbend (CD 7)",1,3,0,4
"Spotsylvania County",-,"401 - Summit (CD 1)",572,594,0,"1,166"
"Spotsylvania County",-,"401 - Summit (CD 7)",6,5,0,11
"Spotsylvania County",-,"402 - Parkside (CD 1)",298,369,0,667
"Spotsylvania County",-,"402 - Parkside (CD 7)",274,236,2,512
"Spotsylvania County",-,"403 - Lee Hill (CD 1)",130,117,1,248
"Spotsylvania County",-,"403 - Lee Hill (CD 7)",659,748,7,"1,414"
"Spotsylvania County",-,"501 - Belmont (CD 7)",272,470,0,742
"Spotsylvania County",-,"502 - Brokenburg (CD 7)",259,395,2,656
"Spotsylvania County",-,"503 - Post Oak (CD 7)",239,524,0,763
"Spotsylvania County",-,"504 - Courthouse (CD 7)",507,633,2,"1,142"
"Spotsylvania County",-,"505 - Brock (CD 7)",467,749,1,"1,217"
"Spotsylvania County",-,"601 - Salem (CD 7)",582,757,3,"1,342"
"Spotsylvania County",-,"602 - Smith Station (CD 7)",857,829,5,"1,691"
"Spotsylvania County",-,"603 - Piedmont (CD 7)",396,412,3,811
"Spotsylvania County",-,"701 - Battlefield (CD 1)",534,543,7,"1,084"
"Spotsylvania County",-,"702 - Brents Mill (CD 1)",275,344,1,620
"Spotsylvania County",-,"702 - Brents Mill (CD 7)",276,314,3,593
"Spotsylvania County",-,"703 - Fairview (CD 7)",332,292,0,624
"Spotsylvania County",-,"704 - Gayle (CD 7)",758,831,3,"1,592"
"Spotsylvania County",-,"Ab - Central Absentee Precinct (CD 1)",200,244,1,445
"Spotsylvania County",-,"Ab - Central Absentee Precinct (CD 7)",523,634,4,"1,161"
"Spotsylvania County",-,"Provisional (CD 1)",0,3,0,3
"Spotsylvania County",-,"Provisional (CD 7)",0,5,0,5
"Stafford County",-,"101 - Hartwood",665,"1,252",6,"1,923"
"Stafford County",-,"102 - Rocky Run",418,436,5,859
"Stafford County",-,"103 - Simpson",424,582,1,"1,007"
"Stafford County",-,"104 - College",584,798,9,"1,391"
"Stafford County",-,"201 - Rock Hill",473,606,3,"1,082"
"Stafford County",-,"202 - Roseville",672,819,8,"1,499"
"Stafford County",-,"203 - Ruby",351,648,6,"1,005"
"Stafford County",-,"204 - Stefaniga",670,902,4,"1,576"
"Stafford County",-,"301 - Griffis",396,276,1,673
"Stafford County",-,"302 - Widewater",640,518,3,"1,161"
"Stafford County",-,"303 - Harbour",368,548,5,921
"Stafford County",-,"304 - Barrett",286,231,2,519
"Stafford County",-,"401 - Aquia",195,162,2,359
"Stafford County",-,"402 - Courthouse",796,626,5,"1,427"
"Stafford County",-,"403 - Brooke",698,934,5,"1,637"
"Stafford County",-,"404 - Government Island",504,695,5,"1,204"
"Stafford County",-,"501 - Grafton",759,"1,001",7,"1,767"
"Stafford County",-,"502 - Falmouth",636,646,8,"1,290"
"Stafford County",-,"503 - Drew",457,530,4,991
"Stafford County",-,"504 - Gayle",677,477,3,"1,157"
"Stafford County",-,"601 - Ferry Farm",576,701,3,"1,280"
"Stafford County",-,"602 - Chatham",664,704,5,"1,373"
"Stafford County",-,"603 - White Oak",562,829,4,"1,395"
"Stafford County",-,"604 - England Run",255,165,1,421
"Stafford County",-,"701 - Woodlands",751,833,4,"1,588"
"Stafford County",-,"702 - Whitson",574,536,3,"1,113"
"Stafford County",-,"703 - Hampton",785,870,7,"1,662"
"Stafford County",-,"Ab - Central Absentee Precinct",670,770,8,"1,448"
"Stafford County",-,Provisional,7,11,0,18
"Staunton City",-,"101 - Ward No 1",487,554,4,"1,045"
"Staunton City",-,"201 - Ward Two",562,702,2,"1,266"
"Staunton City",-,"301 - Ward No 3",617,597,9,"1,223"
"Staunton City",-,"401 - Ward No 4",610,582,2,"1,194"
"Staunton City",-,"501 - Ward No 5",821,423,2,"1,246"
"Staunton City",-,"Ab - Central Absentee Precinct",171,154,0,325
"Suffolk City",-,"101 - Belleharbour",434,160,2,596
"Suffolk City",-,"102 - Driver",924,"1,083",4,"2,011"
"Suffolk City",-,"104 - Bennetts Creek",545,479,1,"1,025"
"Suffolk City",-,"201 - Ebenezer",418,595,1,"1,014"
"Suffolk City",-,"202 - Chuckatuck",464,476,0,940
"Suffolk City",-,"203 - Kings Fork",736,390,1,"1,127"
"Suffolk City",-,"204 - Hillpoint",527,300,3,830
"Suffolk City",-,"301 - White Marsh",234,102,0,336
"Suffolk City",-,"302 - John F Kennedy",866,188,0,"1,054"
"Suffolk City",-,"304 - Nansemond River",671,386,1,"1,058"
"Suffolk City",-,"305 - Shoulders Hill",275,156,1,432
"Suffolk City",-,"401 - Airport",365,303,2,670
"Suffolk City",-,"402 - Whaleyville",262,490,0,752
"Suffolk City",-,"403 - Southside",347,55,0,402
"Suffolk City",-,"404 - Booker T Washington",585,90,0,675
"Suffolk City",-,"405 - Pittmantown",156,118,1,275
"Suffolk City",-,"501 - Kilbys Mill",595,686,0,"1,281"
"Suffolk City",-,"502 - Holland",583,581,1,"1,165"
"Suffolk City",-,"504 - Lake Cohoon",540,722,2,"1,264"
"Suffolk City",-,"601 - Lakeside",654,402,1,"1,057"
"Suffolk City",-,"602 - Olde Towne",161,86,2,249
"Suffolk City",-,"603 - Elephants Fork/westhaven",161,187,1,349
"Suffolk City",-,"604 - Wilroy",357,336,0,693
"Suffolk City",-,"605 - Hollywood",391,40,0,431
"Suffolk City",-,"702 - Harbourview",615,499,2,"1,116"
"Suffolk City",-,"704 - Burbage Grant",780,357,1,"1,138"
"Suffolk City",-,"706 - Huntersville",687,130,2,819
"Suffolk City",-,"Ab - Central Absentee Precinct",701,300,1,"1,002"
"Suffolk City",-,Provisional,3,2,5,10
"Surry County",-,"101 - Surry",286,304,3,593
"Surry County",-,"201 - Bacons Castle",382,155,0,537
"Surry County",-,"301 - Dendron",173,104,0,277
"Surry County",-,"302 - Walls Bridge",163,85,0,248
"Surry County",-,"401 - Carsley",321,165,1,487
"Surry County",-,"501 - Claremont",179,158,2,339
"Surry County",-,"502 - Spring Grove",140,27,0,167
"Surry County",-,Provisional,0,0,0,0
"Sussex County",-,"101 - Waverly",385,110,1,496
"Sussex County",-,"201 - Stony Creek",337,99,1,437
"Sussex County",-,"202 - Little Mill",71,23,0,94
"Sussex County",-,"301 - Courthouse",199,203,1,403
"Sussex County",-,"302 - Wakefield",42,75,1,118
"Sussex County",-,"401 - Mars Hill",314,136,0,450
"Sussex County",-,"402 - West Wakefield",69,8,0,77
"Sussex County",-,"501 - Henry",286,115,3,404
"Sussex County",-,"502 - Yale",118,54,0,172
"Sussex County",-,"601 - Blackwater",165,176,2,343
"Sussex County",-,"602 - Newville",87,95,0,182
"Tazewell County",-,"101 - Abbs Valley",70,95,0,165
"Tazewell County",-,"102 - Tip Top",58,171,1,230
"Tazewell County",-,"103 - Boissevain",40,63,0,103
"Tazewell County",-,"104 - Falls Mills",34,165,0,199
"Tazewell County",-,"106 - Pocahontas",53,62,0,115
"Tazewell County",-,"107 - Amonate",17,27,0,44
"Tazewell County",-,"109 - Bishop",33,62,1,96
"Tazewell County",-,"110 - Adria",59,180,1,240
"Tazewell County",-,"111 - Gap Store",74,151,0,225
"Tazewell County",-,"112 - Bandy",24,76,0,100
"Tazewell County",-,"203 - Burkes Garden",36,67,0,103
"Tazewell County",-,"204 - Clear Fork",73,223,1,297
"Tazewell County",-,"207 - Freestone",28,84,0,112
"Tazewell County",-,"209 - Jeffersonville",450,"1,041",2,"1,493"
"Tazewell County",-,"214 - Thompson Valley",80,259,0,339
"Tazewell County",-,"301 - Cedar Bluff",249,876,1,"1,126"
"Tazewell County",-,"302 - Baptist Valley",69,135,1,205
"Tazewell County",-,"303 - Wardell",106,336,0,442
"Tazewell County",-,"305 - Pounding Mill",77,283,0,360
"Tazewell County",-,"401 - Richlands",292,829,3,"1,124"
"Tazewell County",-,"402 - Jewell Ridge",32,85,0,117
"Tazewell County",-,"404 - Raven",111,241,1,353
"Tazewell County",-,"501 - Springville",103,498,0,601
"Tazewell County",-,"502 - Graham",277,941,0,"1,218"
"Tazewell County",-,"Ab - Central Absentee Precinct",113,229,1,343
"Tazewell County",-,Provisional,1,0,1,2
"Virginia Beach City",-,"1 - North Beach",910,657,2,"1,569"
"Virginia Beach City",-,"2 - South Beach",471,444,3,918
"Virginia Beach City",-,"3 - Ocean Lakes",689,621,6,"1,316"
"Virginia Beach City",-,"4 - Linkhorn",630,614,2,"1,246"
"Virginia Beach City",-,"5 - Seatack",574,279,1,854
"Virginia Beach City",-,"6 - Alanton",780,688,3,"1,471"
"Virginia Beach City",-,"7 - Kingston",512,499,4,"1,015"
"Virginia Beach City",-,"8 - London Bridge",568,537,0,"1,105"
"Virginia Beach City",-,"9 - Trantwood",683,685,2,"1,370"
"Virginia Beach City",-,"10 - Great Neck",781,825,3,"1,609"
"Virginia Beach City",-,"11 - Cape Henry","1,034",553,5,"1,592"
"Virginia Beach City",-,"12 - Plaza",659,427,4,"1,090"
"Virginia Beach City",-,"13 - Mt Trashmore",673,692,5,"1,370"
"Virginia Beach City",-,"14 - Malibu",678,559,1,"1,238"
"Virginia Beach City",-,"15 - Old Donation",399,341,1,741
"Virginia Beach City",-,"16 - Aragona",673,547,6,"1,226"
"Virginia Beach City",-,"17 - Ocean Park",578,420,2,"1,000"
"Virginia Beach City",-,"18 - Thoroughgood",850,744,6,"1,600"
"Virginia Beach City",-,"19 - Lake Smith",363,345,2,710
"Virginia Beach City",-,"20 - Bayside",456,404,1,861
"Virginia Beach City",-,"21 - Davis Corner",898,248,7,"1,153"
"Virginia Beach City",-,"22 - Point O View",420,509,1,930
"Virginia Beach City",-,"23 - Arrowhead",624,592,0,"1,216"
"Virginia Beach City",-,"24 - Larkspur",505,391,1,897
"Virginia Beach City",-,"25 - Avalon",784,828,2,"1,614"
"Virginia Beach City",-,"26 - Fairfield",636,579,2,"1,217"
"Virginia Beach City",-,"27 - Edwin",721,673,9,"1,403"
"Virginia Beach City",-,"28 - Thalia",471,445,5,921
"Virginia Beach City",-,"29 - Holland",533,333,3,869
"Virginia Beach City",-,"30 - Red Wing",564,539,0,"1,103"
"Virginia Beach City",-,"31 - Sigma",669,914,3,"1,586"
"Virginia Beach City",-,"32 - Creeds",242,345,0,587
"Virginia Beach City",-,"33 - Capps Shop",255,425,0,680
"Virginia Beach City",-,"34 - Blackwater",152,233,2,387
"Virginia Beach City",-,"35 - Courthouse",708,736,3,"1,447"
"Virginia Beach City",-,"36 - Windsor Oaks",773,491,1,"1,265"
"Virginia Beach City",-,"37 - Chesapeake Beach",382,310,0,692
"Virginia Beach City",-,"38 - Witchduck",891,865,7,"1,763"
"Virginia Beach City",-,"39 - Pembroke",656,491,2,"1,149"
"Virginia Beach City",-,"40 - Bonney",337,367,1,705
"Virginia Beach City",-,"41 - College Park","1,031",383,2,"1,416"
"Virginia Beach City",-,"42 - Brandon",619,544,3,"1,166"
"Virginia Beach City",-,"43 - Bellamy",518,329,3,850
"Virginia Beach City",-,"44 - Centerville",641,633,4,"1,278"
"Virginia Beach City",-,"45 - Timberlake",570,283,2,855
"Virginia Beach City",-,"46 - Green Run",558,249,3,810
"Virginia Beach City",-,"47 - Kings Grant",761,848,4,"1,613"
"Virginia Beach City",-,"48 - Wolfsnare",669,685,2,"1,356"
"Virginia Beach City",-,"49 - Lynnhaven",738,626,4,"1,368"
"Virginia Beach City",-,"50 - Oceana",294,140,1,435
"Virginia Beach City",-,"51 - Stratford Chase",511,589,4,"1,104"
"Virginia Beach City",-,"52 - Homestead",771,782,1,"1,554"
"Virginia Beach City",-,"53 - Shannon",533,485,1,"1,019"
"Virginia Beach City",-,"54 - Cromwell",452,322,2,776
"Virginia Beach City",-,"55 - Magic Hollow",574,276,3,853
"Virginia Beach City",-,"56 - Edinburgh",315,304,1,620
"Virginia Beach City",-,"57 - Sherry Park",378,393,1,772
"Virginia Beach City",-,"58 - Glenwood",608,485,5,"1,098"
"Virginia Beach City",-,"59 - Shelton Park",377,353,1,731
"Virginia Beach City",-,"60 - Foxfire",591,698,2,"1,291"
"Virginia Beach City",-,"61 - Baker",680,88,2,770
"Virginia Beach City",-,"62 - Landstown",587,608,5,"1,200"
"Virginia Beach City",-,"63 - Culver",629,653,3,"1,285"
"Virginia Beach City",-,"64 - Rosemont Forest",760,602,5,"1,367"
"Virginia Beach City",-,"65 - Colonial",522,481,2,"1,005"
"Virginia Beach City",-,"66 - Hunt",492,537,2,"1,031"
"Virginia Beach City",-,"67 - Eastern Shore",566,437,5,"1,008"
"Virginia Beach City",-,"68 - Manor",607,631,3,"1,241"
"Virginia Beach City",-,"69 - Shell",612,232,3,847
"Virginia Beach City",-,"70 - Corporate Landing",442,442,1,885
"Virginia Beach City",-,"71 - Round Hill",958,532,4,"1,494"
"Virginia Beach City",-,"72 - Rudee",571,514,8,"1,093"
"Virginia Beach City",-,"73 - Dahlia",842,442,4,"1,288"
"Virginia Beach City",-,"74 - Buckner",515,251,2,768
"Virginia Beach City",-,"75 - Colony",754,687,0,"1,441"
"Virginia Beach City",-,"76 - Village",437,235,1,673
"Virginia Beach City",-,"77 - Brookwood",503,394,2,899
"Virginia Beach City",-,"78 - Indian Lakes",517,432,1,950
"Virginia Beach City",-,"79 - Pleasant Hall",489,234,3,726
"Virginia Beach City",-,"80 - Chimney Hill",546,229,2,777
"Virginia Beach City",-,"81 - Rock Lake",632,400,5,"1,037"
"Virginia Beach City",-,"82 - Shelburne",401,481,3,885
"Virginia Beach City",-,"83 - Strawbridge",544,635,2,"1,181"
"Virginia Beach City",-,"84 - Tallwood",560,442,1,"1,003"
"Virginia Beach City",-,"85 - Upton",644,731,5,"1,380"
"Virginia Beach City",-,"86 - Haygood",710,552,3,"1,265"
"Virginia Beach City",-,"87 - Hillcrest",521,505,2,"1,028"
"Virginia Beach City",-,"88 - North Landing",387,470,0,857
"Virginia Beach City",-,"89 - Lake Christopher",594,590,2,"1,186"
"Virginia Beach City",-,"90 - Lake Joyce",372,363,3,738
"Virginia Beach City",-,"91 - Lexington",559,331,1,891
"Virginia Beach City",-,"92 - Little Neck",506,475,2,983
"Virginia Beach City",-,"93 - Newtown",480,68,0,548
"Virginia Beach City",-,"94 - Pinewood",314,269,0,583
"Virginia Beach City",-,"Ab - Central Absentee Precinct","2,502","2,081",13,"4,596"
"Virginia Beach City",-,Provisional,39,59,0,98
"Warren County",-,"101 - Fork Town",287,337,1,625
"Warren County",-,"102 - Otterburn",418,767,3,"1,188"
"Warren County",-,"201 - Happy Creek",439,653,3,"1,095"
"Warren County",-,"202 - Linden",379,532,8,919
"Warren County",-,"301 - North River",331,398,4,733
