County/City,Ward,Pct,"Barack Obama","John McCain","Ralph Nader","Bob Barr","Chuck Baldwin","Cynthia McKinney","All Others","Total Votes Cast"
"Fluvanna County",-,"501 - Rivanna (CD 5)","1,157","1,389",9,17,4,1,4,"2,581"
"Fluvanna County",-,"502 - Rivanna 2 (CD 5)","1,201","1,097",9,9,2,2,4,"2,324"
"Fluvanna County",-,"Ab - Central Absentee Precinct (CD 5)",887,729,5,9,1,0,2,"1,633"
"Fluvanna County",-,"Provisional Votes (CD 5)",7,4,0,0,0,0,0,11
"Franklin County",-,"102 - Burnt Chimney (CD 5)",688,"1,379",8,6,7,1,2,"2,091"
"Franklin County",-,"103 - Scruggs (CD 5)",725,"1,724",7,12,2,0,2,"2,472"
"Franklin County",-,"201 - Glade Hill (CD 5)",566,866,7,3,5,2,2,"1,451"
"Franklin County",-,"202 - Penhook (CD 5)",357,689,1,4,4,0,1,"1,056"
"Franklin County",-,"203 - Hodgesville (CD 5)",193,218,4,1,4,0,1,421
"Franklin County",-,"204 - Dudley (CD 5)",227,413,4,5,3,0,1,653
"Franklin County",-,"301 - Snow Creek (CD 5)",269,419,4,0,4,2,3,701
"Franklin County",-,"302 - Fork Mountain (CD 5)",267,446,5,1,5,0,2,726
"Franklin County",-,"303 - Sontag (CD 5)",602,487,1,5,5,0,1,"1,101"
"Franklin County",-,"304 - Dickinson (CD 5)",236,228,2,7,4,0,0,477
"Franklin County",-,"401 - Henry (CD 5)",283,687,7,4,0,2,3,986
"Franklin County",-,"402 - Ferrum (CD 5)",328,477,9,1,0,1,0,816
"Franklin County",-,"403 - Endicott (CD 5)",241,434,2,1,2,1,1,682
"Franklin County",-,"501 - Waidsboro (CD 5)",232,416,2,1,6,1,2,660
"Franklin County",-,"502 - Callaway (CD 5)",349,745,6,8,2,2,2,"1,114"
"Franklin County",-,"503 - Bowmans (CD 5)",230,385,5,4,1,1,0,626
"Franklin County",-,"504 - Gogginsville (CD 5)",299,569,6,4,2,1,2,883
"Franklin County",-,"601 - Boones Mill (CD 5)",469,867,2,8,4,3,4,"1,357"
"Franklin County",-,"602 - Bonbrook (CD 5)",424,711,6,6,9,0,4,"1,160"
"Franklin County",-,"603 - Coopers Cove (CD 5)",315,612,6,1,4,0,3,941
"Franklin County",-,"701 - Rocky Mount East (CD 5)",563,585,7,3,4,0,1,"1,163"
"Franklin County",-,"702 - Rocky Mount West (CD 5)",512,497,7,4,3,1,1,"1,025"
"Franklin County",-,"703 - Rocky Mount South (CD 5)",417,407,5,2,2,1,0,834
"Franklin County",-,"Ab - Central Absentee Precinct (CD 5)",826,"1,153",7,9,1,2,7,"2,005"
"Franklin County",-,"Provisional Votes (CD 5)",0,0,0,0,0,0,0,0
"Franklin City",-,"101 - Precinct 1-1 (CD 4)",215,481,0,0,4,0,1,701
"Franklin City",-,"201 - Precinct 2-1 (CD 4)",322,454,5,0,2,0,0,783
"Franklin City",-,"301 - Precinct 3-1 (CD 4)",496,29,0,1,1,0,0,527
"Franklin City",-,"401 - Precinct 4-1 (CD 4)",620,32,0,1,0,2,0,655
"Franklin City",-,"501 - Precinct 5-1 (CD 4)",515,21,0,1,1,1,0,539
"Franklin City",-,"601 - Precinct 6-1 (CD 4)",306,331,3,3,2,0,0,645
"Franklin City",-,"Ab - Central Absentee Precinct (CD 4)",343,227,0,2,1,1,0,574
"Franklin City",-,"Provisional Votes (CD 4)",2,1,0,0,0,0,0,3
"Frederick County",-,"101 - Russells (CD 10)",404,927,10,3,5,5,0,"1,354"
"Frederick County",-,"102 - Gore (CD 10)",591,"1,017",14,5,7,3,5,"1,642"
"Frederick County",-,"103 - Kernstown (CD 10)",486,972,2,3,10,1,2,"1,476"
"Frederick County",-,"104 - Cedar Creek (CD 10)",408,626,4,3,3,0,2,"1,046"
"Frederick County",-,"201 - Gainesborough (CD 10)",272,647,8,0,7,0,0,934
"Frederick County",-,"202 - Albin (CD 10)",695,"1,282",20,8,5,2,2,"2,014"
"Frederick County",-,"203 - Redland (CD 10)",718,"1,298",14,8,6,1,2,"2,047"
"Frederick County",-,"301 - Clear Brook (CD 10)",355,571,7,2,3,0,3,941
"Frederick County",-,"302 - Neffs Town (CD 10)",629,826,8,10,1,3,2,"1,479"
"Frederick County",-,"303 - White Hall (CD 10)",756,"1,380",10,3,9,0,1,"2,159"
"Frederick County",-,"401 - Carpers Valley (CD 10)",647,951,6,2,8,5,4,"1,623"
"Frederick County",-,"402 - Shenandoah (CD 10)",314,591,7,2,4,4,1,923
"Frederick County",-,"403 - Parkins Mill (CD 10)","1,315","1,959",18,11,6,2,9,"3,320"
"Frederick County",-,"501 - Stephens City (CD 10)",619,890,4,4,1,1,1,"1,520"
"Frederick County",-,"502 - Newtown (CD 10)",651,"1,011",12,5,6,2,0,"1,687"
"Frederick County",-,"503 - Canterburg (CD 10)",633,998,2,3,5,3,5,"1,649"
"Frederick County",-,"601 - Millbrook (CD 10)",493,739,11,5,8,2,4,"1,262"
"Frederick County",-,"602 - Ash Hollow (CD 10)",697,773,9,6,5,8,3,"1,501"
"Frederick County",-,"603 - Greenwood (CD 10)",979,"1,207",9,11,8,2,5,"2,221"
"Frederick County",-,"Ab - Central Absentee Precinct (CD 10)","1,287","1,483",10,10,0,2,9,"2,801"
"Frederick County",-,"Provisional Votes (CD 10)",12,1,0,0,0,0,0,13
"Fredericksburg City",-,"101 - Precinct 1 - District One (CD 1)","1,635","1,035",3,8,3,4,7,"2,695"
"Fredericksburg City",-,"201 - Precinct 1 - District Two (CD 1)","1,047",617,7,3,3,1,7,"1,685"
"Fredericksburg City",-,"301 - Precinct 1 - District Three (CD 1)","1,099",898,13,8,3,3,6,"2,030"
"Fredericksburg City",-,"401 - Precinct 1 - District Four (CD 1)",965,217,4,1,0,1,3,"1,191"
"Fredericksburg City",-,"402 - Precinct 2 - District Four (CD 1)",408,152,3,1,1,0,4,569
"Fredericksburg City",-,"Ab - Central Absentee Precinct (CD 1)",974,486,4,6,0,0,2,"1,472"
"Fredericksburg City",-,"Provisional Votes (CD 1)",27,8,0,0,0,0,0,35
"Galax City",-,"1 - East (CD 9)",459,509,0,6,3,2,0,979
"Galax City",-,"2 - North (CD 9)",259,388,7,5,1,1,0,661
"Galax City",-,"3 - South (CD 9)",244,287,2,2,1,0,2,538
"Galax City",-,"Ab - Central Absentee Precinct (CD 9)",90,132,0,1,0,0,0,223
"Galax City",-,"Provisional Votes (CD 9)",0,1,0,0,0,0,0,1
"Giles County",-,"101 - Glen Lyn (CD 9)",30,76,0,0,0,0,1,107
"Giles County",-,"102 - Rich Creek (CD 9)",160,305,2,2,3,2,0,474
"Giles County",-,"103 - Narrows (CD 9)",567,853,9,5,10,3,6,"1,453"
"Giles County",-,"201 - Pearisburg (CD 9)",774,"1,184",11,10,5,1,4,"1,989"
"Giles County",-,"202 - Staffordsville (CD 9)",123,209,2,1,3,0,0,338
"Giles County",-,"203 - White Gate (CD 9)",60,119,1,0,2,0,0,182
"Giles County",-,"301 - Eggleston (CD 9)",257,319,4,2,2,0,0,584
"Giles County",-,"302 - Pembroke (CD 9)",641,723,9,6,5,0,1,"1,385"
"Giles County",-,"303 - Newport (CD 9)",367,429,9,7,3,2,1,818
"Giles County",-,"Ab - Central Absentee Precinct (CD 9)",212,245,2,2,2,1,0,464
"Giles County",-,"Provisional Votes (CD 9)",1,0,0,0,0,0,0,1
"Gloucester County",-,"101 - Harcum (CD 1)",457,877,10,6,1,0,0,"1,351"
"Gloucester County",-,"102 - Salem (CD 1)",435,678,3,7,5,1,2,"1,131"
"Gloucester County",-,"103 - Bethel (CD 1)",409,761,2,2,0,0,2,"1,176"
"Gloucester County",-,"201 - Courthouse (CD 1)",632,973,8,9,4,0,0,"1,626"
"Gloucester County",-,"202 - Botetourt (CD 1)",689,"1,259",8,7,0,3,2,"1,968"
"Gloucester County",-,"301 - White Marsh (CD 1)",691,"1,400",9,3,9,1,0,"2,113"
"Gloucester County",-,"302 - Roanes (CD 1)",496,966,6,1,3,0,5,"1,477"
"Gloucester County",-,"401 - Hayes (CD 1)",801,"1,344",11,12,7,1,3,"2,179"
"Gloucester County",-,"402 - Sarah's Creek (CD 1)",400,655,1,4,2,0,2,"1,064"
"Gloucester County",-,"501 - Achilles (CD 1)",553,"1,300",6,10,2,0,2,"1,873"
"Gloucester County",-,"502 - Timberneck (CD 1)",463,805,4,3,3,0,4,"1,282"
"Gloucester County",-,"Ab - Central Absentee Precinct (CD 1)",886,"1,067",2,10,3,1,5,"1,974"
"Gloucester County",-,"Provisional Votes (CD 1)",4,4,0,0,0,0,0,8
"Goochland County",-,"101 - Fife (CD 7)",401,457,2,6,2,2,0,870
"Goochland County",-,"102 - Hadensville (CD 7)",508,716,5,1,2,3,2,"1,237"
"Goochland County",-,"201 - Three Square (CD 7)",240,222,1,1,1,1,0,466
"Goochland County",-,"202 - Sandy Hook (CD 7)",830,989,6,5,8,1,2,"1,841"
"Goochland County",-,"301 - Goochland Court House (CD 7)",615,883,5,7,5,1,3,"1,519"
"Goochland County",-,"401 - Crozier (CD 7)",124,181,2,1,0,0,0,308
"Goochland County",-,"402 - Centerville (CD 7)",652,"1,442",2,5,3,0,4,"2,108"
"Goochland County",-,"501 - Manakin (CD 7)",828,"1,931",3,2,0,3,1,"2,768"
"Goochland County",-,"Ab - Central Absentee Precinct (CD 7)",614,819,2,4,1,0,1,"1,441"
"Goochland County",-,"Provisional Votes (CD 7)",1,3,0,0,0,0,0,4
"Grayson County",-,"101 - Bridle Creek (CD 9)",105,132,0,0,0,1,2,240
"Grayson County",-,"102 - Flatridge (CD 9)",60,99,3,0,2,2,1,167
"Grayson County",-,"103 - Grant (CD 9)",116,179,2,0,2,0,1,300
"Grayson County",-,"104 - Mouth Of Wilson (CD 9)",66,129,2,0,0,1,0,198
"Grayson County",-,"105 - Mount Rogers (CD 9)",81,167,4,0,0,1,0,253
"Grayson County",-,"106 - Rugby (CD 9)",69,136,4,0,1,0,2,212
"Grayson County",-,"107 - Troutdale (CD 9)",40,79,3,0,3,1,1,127
"Grayson County",-,"201 - Comers Rock (CD 9)",70,144,4,2,2,1,0,223
"Grayson County",-,"202 - Elk Creek (CD 9)",109,272,8,0,2,4,1,396
"Grayson County",-,"203 - Independence (CD 9)",452,765,14,7,7,4,3,"1,252"
"Grayson County",-,"301 - Baywood (CD 9)",229,468,4,4,3,1,0,709
"Grayson County",-,"302 - Fairview (CD 9)",338,692,17,5,3,2,3,"1,060"
"Grayson County",-,"401 - Fries (CD 9)",164,223,8,1,1,2,4,403
"Grayson County",-,"402 - Providence (CD 9)",219,547,13,4,5,5,3,796
"Grayson County",-,"403 - Oldtown (CD 9)",107,179,4,0,2,0,2,294
"Grayson County",-,"Ab - Central Absentee Precinct (CD 9)",255,329,4,2,0,0,0,590
"Grayson County",-,"Provisional Votes (CD 9)",0,0,0,0,0,0,0,0
"Greene County",-,"101 - Dyke (CD 5)",219,529,4,4,5,1,1,763
"Greene County",-,"102 - Swift Run (CD 5)",550,927,8,5,2,1,4,"1,497"
"Greene County",-,"201 - Ruckersville (CD 5)","1,156","1,672",13,6,6,1,3,"2,857"
"Greene County",-,"301 - Stanardsville (CD 5)",852,"1,362",13,4,7,1,7,"2,246"
"Greene County",-,"Ab - Central Absentee Precinct (CD 5)",396,487,3,3,2,1,1,893
"Greene County",-,"Provisional Votes (CD 5)",1,3,0,0,0,0,0,4
"Greensville County",-,"101 - Precinct 1-a (CD 4)",398,200,0,1,3,0,0,602
"Greensville County",-,"102 - Precinct 1-b (CD 4)",109,102,1,1,3,0,0,216
"Greensville County",-,"103 - Precinct 1-c (CD 4)",425,75,0,3,1,0,0,504
"Greensville County",-,"201 - Precinct 2-a (CD 4)",417,139,0,1,0,0,0,557
"Greensville County",-,"202 - Precinct 2-b (CD 4)",274,346,1,1,2,0,0,624
"Greensville County",-,"302 - Precinct 3-a (CD 4)",783,410,3,1,2,0,1,"1,200"
"Greensville County",-,"401 - Precinct 4-a (CD 4)",140,189,3,1,1,0,0,334
"Greensville County",-,"402 - Precinct 4-b (CD 4)",407,166,3,0,2,0,1,579
"Greensville County",-,"403 - Precinct 4-c (CD 4)",168,102,0,0,0,0,0,270
"Greensville County",-,"Provisional Votes (CD 4)",1,0,0,0,0,0,0,1
"Halifax County",-,"101 - Childrey (CD 5)",364,369,2,0,3,2,1,741
"Halifax County",-,"102 - Liberty (CD 5)",178,176,1,2,0,0,0,357
"Halifax County",-,"103 - Republican Grove (CD 5)",396,309,2,1,4,1,1,714
"Halifax County",-,"201 - Clays Mill (CD 5)",177,339,1,1,2,0,1,521
"Halifax County",-,"202 - Crossroads (CD 5)",245,258,1,1,0,0,0,505
"Halifax County",-,"203 - Clover (CD 5)",475,351,2,2,1,1,1,833
"Halifax County",-,"302 - Meadville (CD 5)",313,111,0,1,1,2,1,429
"Halifax County",-,"304 - Vernon Hill (CD 5)",248,290,2,1,2,1,0,544
"Halifax County",-,"305 - Sinai (CD 5)",761,348,1,4,3,1,0,"1,118"
"Halifax County",-,"401 - Courthouse (CD 5)",525,451,1,2,1,1,0,981
"Halifax County",-,"403 - Center (CD 5)",280,624,2,2,3,0,0,911
"Halifax County",-,"502 - Dan River (CD 5)",448,892,5,5,1,0,0,"1,351"
"Halifax County",-,"503 - Scottsburg (CD 5)",177,395,1,0,1,2,1,577
"Halifax County",-,"601 - Black Walnut (CD 5)",274,414,3,1,1,0,0,693
"Halifax County",-,"603 - Mt Carmel (CD 5)",518,482,1,3,1,0,1,"1,006"
"Halifax County",-,"605 - Union (CD 5)",151,169,0,1,1,1,0,323
"Halifax County",-,"701 - Hyco (CD 5)",284,665,1,0,0,0,1,951
"Halifax County",-,"702 - Midway (CD 5)",147,564,2,0,0,0,0,713
"Halifax County",-,"703 - Virgilina (CD 5)",154,314,0,2,1,0,0,471
"Halifax County",-,"801 - South Boston East (CD 5)",740,287,0,2,1,0,3,"1,033"
"Halifax County",-,"802 - South Boston West (CD 5)",475,178,0,0,4,0,0,657
"Halifax County",-,"Ab - Central Absentee Precinct (CD 5)",779,605,4,4,2,0,1,"1,395"
"Halifax County",-,"Provisional Votes (CD 5)",17,9,0,0,0,0,0,26
"Hampton City",-,"101 - Aberdeen (CD 3)","1,300",217,4,2,3,0,1,"1,527"
"Hampton City",-,"102 - Bassette (CD 3)","1,711",96,1,1,3,0,1,"1,813"
"Hampton City",-,"103 - City Hall (CD 3)","1,389",199,4,3,1,0,2,"1,598"
"Hampton City",-,"104 - Cooper (CD 3)","2,121",431,4,9,3,0,1,"2,569"
"Hampton City",-,"105 - East Hampton (CD 3)","1,738",300,3,1,3,0,6,"2,051"
"Hampton City",-,"106 - Armstrong (CD 2)","1,180",728,9,7,10,1,4,"1,939"
"Hampton City",-,"107 - Lindsay (CD 3)","1,170",329,1,3,0,0,3,"1,506"
"Hampton City",-,"108 - Pembroke (CD 3)","2,198",285,5,1,3,2,0,"2,494"
"Hampton City",-,"109 - Phenix (CD 3)","2,107",111,4,5,2,4,4,"2,237"
"Hampton City",-,"110 - Phoebus (CD 2)",335,225,7,3,0,0,0,570
"Hampton City",-,"110 - Phoebus (CD 3)",35,8,0,0,0,0,0,43
"Hampton City",-,"111 - Hampton Library (CD 2)",431,342,1,6,0,0,1,781
"Hampton City",-,"112 - Smith (CD 3)","1,968",670,8,4,6,0,5,"2,661"
"Hampton City",-,"113 - Syms (CD 2)",435,587,0,6,0,1,1,"1,030"
"Hampton City",-,"115 - Wythe (CD 2)",617,605,4,6,2,1,6,"1,241"
"Hampton City",-,"116 - Jones (CD 3)",796,223,3,3,4,0,5,"1,034"
"Hampton City",-,"117 - Kecoughtan (CD 2)","1,251",476,5,2,2,0,4,"1,740"
"Hampton City",-,"118 - Mallory (CD 3)","1,947",277,4,2,2,3,0,"2,235"
"Hampton City",-,"201 - Booker (CD 2)","1,073","1,202",7,13,6,1,5,"2,307"
"Hampton City",-,"202 - Bryan (CD 2)","1,079",949,4,14,3,3,5,"2,057"
"Hampton City",-,"203 - Burbank (CD 1)",520,451,3,3,3,0,4,984
"Hampton City",-,"203 - Burbank (CD 2)",323,293,2,2,0,2,2,624
"Hampton City",-,"204 - Forrest (CD 3)","1,135",593,7,2,2,1,2,"1,742"
"Hampton City",-,"205 - Asbury (CD 2)","1,211","1,951",12,6,9,0,7,"3,196"
"Hampton City",-,"208 - Kraft (CD 1)","1,701","1,357",8,3,8,0,7,"3,084"
"Hampton City",-,"209 - Langley (CD 2)","1,050",866,8,9,9,3,1,"1,946"
"Hampton City",-,"210 - Machen (CD 1)","2,108",710,10,8,4,0,4,"2,844"
"Hampton City",-,"212 - Bethel (CD 1)","1,704",946,2,4,7,1,1,"2,665"
"Hampton City",-,"213 - Phillips (CD 2)","1,297","1,701",5,10,5,0,5,"3,023"
"Hampton City",-,"214 - Tucker Capps (CD 1)","1,446","1,070",8,4,3,2,2,"2,535"
"Hampton City",-,"215 - Tyler (CD 3)",569,124,4,0,0,1,1,699
"Hampton City",-,"216 - Sandy Bottom (CD 1)",882,478,2,2,3,0,2,"1,369"
"Hampton City",-,"Ab - Central Absentee Precinct (CD 1)","1,767",415,2,1,1,1,1,"2,188"
"Hampton City",-,"Ab - Central Absentee Precinct (CD 2)","1,729",851,6,4,2,0,2,"2,594"
"Hampton City",-,"Ab - Central Absentee Precinct (CD 3)","4,575",404,3,3,3,0,4,"4,992"
"Hampton City",-,"Provisional Votes (CD 1)",5,2,0,0,0,0,0,7
"Hampton City",-,"Provisional Votes (CD 2)",5,1,0,0,0,0,0,6
"Hampton City",-,"Provisional Votes (CD 3)",9,3,0,0,0,0,0,12
"Hanover County",-,"101 - Ashland (CD 7)","1,408","1,109",5,6,0,1,3,"2,532"
"Hanover County",-,"103 - Ashcake (CD 7)",476,"1,076",6,3,1,0,7,"1,569"
"Hanover County",-,"104 - Sliding Hill (CD 7)",605,919,3,2,2,4,1,"1,536"
"Hanover County",-,"201 - Beaverdam (CD 7)",671,"1,459",7,6,6,0,1,"2,150"
"Hanover County",-,"202 - Blunts (CD 7)",388,556,5,1,3,0,2,955
"Hanover County",-,"203 - Wilmington Parish (CD 7)",593,"1,324",5,5,4,0,3,"1,934"
"Hanover County",-,"204 - Goddins Hill (CD 7)",317,498,1,2,1,0,3,822
"Hanover County",-,"206 - Courthouse (CD 7)",218,431,2,1,2,0,0,654
"Hanover County",-,"207 - Stony Run (CD 7)",109,162,3,0,0,0,2,276
"Hanover County",-,"301 - Clay (CD 7)",451,"1,202",2,4,1,0,1,"1,661"
"Hanover County",-,"302 - Chickahominy (CD 7)",492,893,2,7,1,1,4,"1,400"
"Hanover County",-,"303 - Shady Grove (CD 7)",306,903,3,2,1,0,0,"1,215"
"Hanover County",-,"304 - Atlee (CD 7)",702,"1,559",9,7,5,1,5,"2,288"
"Hanover County",-,"305 - Cool Spring (CD 7)",596,"1,043",2,4,2,0,0,"1,647"
"Hanover County",-,"401 - Battlefield (CD 7)",291,"1,128",5,4,1,1,2,"1,432"
"Hanover County",-,"402 - Old Church (CD 7)",361,969,2,1,0,0,4,"1,337"
"Hanover County",-,"403 - Cold Harbor (CD 7)",828,"2,023",7,8,7,0,2,"2,875"
"Hanover County",-,"404 - Black Creek (CD 7)",268,963,2,5,2,0,1,"1,241"
"Hanover County",-,"405 - Pebble Creek (CD 7)",408,781,1,0,0,0,2,"1,192"
"Hanover County",-,"406 - Beaverdam Creek (CD 7)",160,291,2,0,3,1,1,458
"Hanover County",-,"502 - Rural Point (CD 7)",464,"1,136",4,4,0,0,0,"1,608"
"Hanover County",-,"503 - Newman (CD 7)",993,"2,100",7,12,5,0,5,"3,122"
"Hanover County",-,"504 - Studley (CD 7)",214,916,2,2,0,0,1,"1,135"
"Hanover County",-,"505 - Totopotomoy (CD 7)",99,345,1,0,2,0,1,448
"Hanover County",-,"506 - Georgetown (CD 7)",544,"1,086",7,6,3,0,0,"1,646"
"Hanover County",-,"601 - Village (CD 7)",636,"1,762",2,4,3,1,5,"2,413"
"Hanover County",-,"602 - Lee Davis (CD 7)",497,"1,296",2,3,3,1,2,"1,804"
"Hanover County",-,"603 - Mechanicsville (CD 7)",618,815,7,2,0,0,7,"1,449"
"Hanover County",-,"604 - Hanover Grove (CD 7)",313,827,2,4,0,0,2,"1,148"
"Hanover County",-,"701 - Farrington (CD 7)",533,"1,104",5,6,1,0,3,"1,652"
"Hanover County",-,"702 - Montpelier (CD 7)","1,036","1,717",4,8,1,1,1,"2,768"
"Hanover County",-,"703 - Rockville (CD 7)",525,"1,116",3,4,1,0,3,"1,652"
"Hanover County",-,"704 - Elmont (CD 7)",436,968,4,8,2,1,3,"1,422"
"Hanover County",-,"Ab - Central Absentee Precinct (CD 7)","1,887","2,866",13,15,7,3,11,"4,802"
"Hanover County",-,"Provisional Votes (CD 7)",4,1,0,0,0,0,0,5
"Harrisonburg City",-,"101 - Northeast (CD 6)","1,397","1,043",4,19,3,2,6,"2,474"
"Harrisonburg City",-,"102 - East Central (CD 6)",409,298,2,0,2,0,3,714
"Harrisonburg City",-,"103 - Southeast (CD 6)","2,810","1,675",13,17,4,0,12,"4,531"
"Harrisonburg City",-,"201 - Northwest (CD 6)","1,576","1,195",14,15,9,6,3,"2,818"
"Harrisonburg City",-,"202 - Southwest (CD 6)","1,495","1,345",8,13,6,1,6,"2,874"
"Harrisonburg City",-,"Ab - Central Absentee Precinct (CD 6)",753,489,8,4,0,0,3,"1,257"
"Harrisonburg City",-,"Provisional Votes (CD 6)",4,3,0,0,0,0,0,7
"Henrico County",-,"101 - Coalpit (CD 7)","1,137","1,341",8,8,2,0,5,"2,501"
"Henrico County",-,"102 - Dumbarton (CD 7)","1,530",670,3,8,7,3,3,"2,224"
"Henrico County",-,"103 - Glen Allen (CD 7)",952,"1,340",5,5,5,0,0,"2,307"
"Henrico County",-,"104 - Glenside (CD 7)","1,100",368,2,7,3,3,1,"1,484"
"Henrico County",-,"105 - Greendale (CD 7)",557,551,5,6,1,2,5,"1,127"
"Henrico County",-,"106 - Hermitage (CD 7)","1,115",928,6,6,5,1,4,"2,065"
"Henrico County",-,"107 - Hilliard (CD 7)",401,412,5,10,2,1,1,832
"Henrico County",-,"108 - Hunton (CD 7)",213,438,0,1,1,0,1,654
"Henrico County",-,"109 - Johnson (CD 7)",349,327,3,5,2,0,2,688
"Henrico County",-,"110 - Lakeside (CD 7)",890,835,10,6,4,0,7,"1,752"
"Henrico County",-,"111 - Longan (CD 7)",888,"1,070",7,5,2,2,4,"1,978"
"Henrico County",-,"112 - Maude Trevvett (CD 7)",357,436,2,5,1,0,0,801
"Henrico County",-,"113 - Staples Mill (CD 7)","1,172","1,628",7,5,5,1,2,"2,820"
"Henrico County",-,"114 - Summit Court (CD 7)",415,474,7,6,5,0,3,910
"Henrico County",-,"115 - Westwood (CD 7)",576,602,5,5,2,2,1,"1,193"
"Henrico County",-,"116 - Hungary Creek (CD 7)","1,152","1,426",6,7,3,2,2,"2,598"
"Henrico County",-,"201 - Adams (CD 3)",887,34,0,0,0,0,0,921
"Henrico County",-,"202 - Azalea (CD 7)","2,183",150,2,2,3,0,1,"2,341"
"Henrico County",-,"203 - Belmont (CD 7)",948,553,9,6,3,0,2,"1,521"
"Henrico County",-,"204 - Brookland (CD 7)",245,213,0,2,2,0,2,464
"Henrico County",-,"205 - Canterbury (CD 7)",214,452,0,1,0,0,0,667
"Henrico County",-,"206 - Central Gardens (CD 3)","1,739",23,3,4,1,1,1,"1,772"
"Henrico County",-,"207 - Chamberlayne (CD 7)","1,213",471,8,3,3,0,1,"1,699"
"Henrico County",-,"208 - Fairfield (CD 3)","1,562",62,0,1,0,1,0,"1,626"
"Henrico County",-,"209 - Glen Lea (CD 7)",787,212,2,4,3,2,0,"1,010"
"Henrico County",-,"210 - Greenwood (CD 7)",742,179,0,2,2,1,0,926
"Henrico County",-,"211 - Highland Gardens (CD 7)","1,382",52,1,1,1,0,1,"1,438"
"Henrico County",-,"212 - Hollybrook (CD 7)",353,186,2,1,3,0,1,546
"Henrico County",-,"213 - Hungary (CD 7)",843,196,2,1,0,0,0,"1,042"
"Henrico County",-,"214 - Longdale (CD 7)",650,398,3,5,0,1,1,"1,058"
"Henrico County",-,"215 - Maplewood (CD 3)","1,691",61,1,0,1,1,2,"1,757"
"Henrico County",-,"216 - Moody (CD 7)",379,353,3,3,2,1,2,743
"Henrico County",-,"217 - Mountain (CD 7)",197,185,0,4,1,0,1,388
"Henrico County",-,"218 - Oakview (CD 7)",50,66,0,0,0,0,0,116
"Henrico County",-,"219 - Randolph (CD 7)",223,27,0,1,0,0,0,251
"Henrico County",-,"220 - Ratcliffe (CD 3)","2,102",141,4,2,0,0,1,"2,250"
"Henrico County",-,"221 - Stratford Hall (CD 7)",159,119,1,2,2,0,1,284
"Henrico County",-,"222 - Wilder (CD 7)",978,253,2,1,3,0,2,"1,239"
"Henrico County",-,"223 - Yellow Tavern (CD 7)","1,196",971,4,9,4,1,3,"2,188"
"Henrico County",-,"301 - Causeway (CD 7)",551,753,1,2,1,2,1,"1,311"
"Henrico County",-,"302 - Cedarfield (CD 7)",671,"1,114",5,6,4,4,3,"1,807"
"Henrico County",-,"303 - Crestview (CD 7)",799,788,7,5,6,2,5,"1,612"
"Henrico County",-,"304 - Innsbrook (CD 7)",764,888,1,2,2,3,3,"1,663"
"Henrico County",-,"305 - Jackson Davis (CD 7)",569,788,6,3,3,0,1,"1,370"
"Henrico County",-,"306 - Monument Hills (CD 7)",332,414,4,3,1,0,1,755
"Henrico County",-,"307 - Nuckols Farm (CD 7)",807,"1,440",3,2,2,0,4,"2,258"
"Henrico County",-,"308 - Pocahontas (CD 7)",544,750,2,4,0,0,0,"1,300"
"Henrico County",-,"309 - Ridge (CD 7)",442,664,6,2,2,0,3,"1,119"
"Henrico County",-,"310 - Sadler (CD 7)",605,878,1,2,0,1,1,"1,488"
"Henrico County",-,"311 - Shady Grove (CD 7)",778,"1,407",0,12,1,0,2,"2,200"
"Henrico County",-,"312 - Skipwith (CD 7)",769,897,5,4,5,1,3,"1,684"
"Henrico County",-,"313 - Springfield (CD 7)",671,682,3,8,2,0,1,"1,367"
"Henrico County",-,"314 - Stoney Run (CD 7)","1,192","1,655",4,17,3,1,2,"2,874"
"Henrico County",-,"315 - Three Chopt (CD 7)",682,738,6,5,7,1,5,"1,444"
"Henrico County",-,"316 - Tucker (CD 7)","1,637",876,9,10,4,0,0,"2,536"
"Henrico County",-,"317 - Rivers Edge (CD 7)",622,"1,183",3,7,1,0,3,"1,819"
"Henrico County",-,"318 - Short Pump (CD 7)",835,"1,243",3,3,1,1,4,"2,090"
"Henrico County",-,"401 - Byrd (CD 7)",876,981,10,8,2,2,4,"1,883"
"Henrico County",-,"402 - Derbyshire (CD 7)",393,894,5,7,0,0,1,"1,300"
"Henrico County",-,"403 - Freeman (CD 7)",503,695,3,7,2,0,2,"1,212"
"Henrico County",-,"404 - Gayton (CD 7)",872,"1,501",7,9,1,0,3,"2,393"
"Henrico County",-,"405 - Godwin (CD 7)",788,978,2,6,1,2,3,"1,780"
"Henrico County",-,"406 - Lakewood (CD 7)",657,"1,014",6,8,3,0,1,"1,689"
"Henrico County",-,"407 - Lauderdale (CD 7)",930,918,7,4,3,2,2,"1,866"
"Henrico County",-,"408 - Maybeury (CD 7)",758,"1,025",3,2,1,0,0,"1,789"
"Henrico County",-,"409 - Mooreland (CD 7)",314,881,1,4,0,0,2,"1,202"
"Henrico County",-,"410 - Pemberton (CD 7)",799,770,7,3,0,1,2,"1,582"
"Henrico County",-,"411 - Pinchbeck (CD 7)",947,"1,088",8,9,2,1,3,"2,058"
"Henrico County",-,"412 - Ridgefield (CD 7)",899,"1,282",10,10,5,1,1,"2,208"
