County/City,Ward,Pct,"Glenn Allen Youngkin","Terence Richard McAuliffe","Princess Latece Teira Blanding","All Others","Total Votes Cast"
"Newport News City",-,"317 - Washington (CD 3)",10,169,3,0,182
"Newport News City",-,"318 - Wilson (CD 3)",53,339,7,0,399
"Newport News City",-,"319 - Saunders (CD 3)",659,599,7,0,"1,265"
"Newport News City",-,"320 - Watkins (CD 3)",994,702,22,2,"1,720"
"Newport News City",-,"##ab - Central Absentee Precinct (CD 2)",15,19,1,0,35
"Newport News City",-,"##ab - Central Absentee Precinct (CD 3)",865,"4,177",92,5,"5,139"
"Newport News City",-,"##ev - Central Absentee Precinct (CD 2)",24,55,0,0,79
"Newport News City",-,"##ev - Central Absentee Precinct (CD 3)","3,426","7,461",61,7,"10,955"
"Newport News City",-,"##pe - Central Absentee Precinct (CD 2)",0,0,0,0,0
"Newport News City",-,"##pe - Central Absentee Precinct (CD 3)",26,118,5,0,149
"Newport News City",-,"Provisional (CD 2)",0,0,0,0,0
"Newport News City",-,"Provisional (CD 3)",41,72,0,0,113
"Norfolk City",-,"101 - Granby (CD 3)",424,706,10,1,"1,141"
"Norfolk City",-,"102 - Ocean View School (CD 2)",297,229,5,0,531
"Norfolk City",-,"103 - Northside (CD 2)",500,389,10,1,900
"Norfolk City",-,"104 - Titustown (CD 2)",61,323,5,0,389
"Norfolk City",-,"104 - Titustown (CD 3)",1,22,0,0,23
"Norfolk City",-,"106 - Second Presbyterian (CD 2)",453,573,13,1,"1,040"
"Norfolk City",-,"201 - Larchmont School (CD 3)",379,558,10,1,948
"Norfolk City",-,"203 - Ghent Square (CD 3)",176,347,3,0,526
"Norfolk City",-,"207 - Lambert's Point (CD 3)",120,604,14,4,742
"Norfolk City",-,"208 - Larchmont Library (CD 3)",374,403,5,0,782
"Norfolk City",-,"210 - Maury (CD 3)",273,668,9,2,952
"Norfolk City",-,"211 - Chrysler Museum (CD 3)",459,729,10,2,"1,200"
"Norfolk City",-,"212 - Park Place (CD 3)",66,500,19,2,587
"Norfolk City",-,"213 - Taylor Elementary School (CD 3)",306,886,15,2,"1,209"
"Norfolk City",-,"214 - Stuart (CD 3)",320,795,18,2,"1,135"
"Norfolk City",-,"215 - Suburban Park (CD 2)",419,473,11,1,904
"Norfolk City",-,"217 - Wesley (CD 2)",300,400,13,0,713
"Norfolk City",-,"218 - Willard (CD 3)",652,703,10,4,"1,369"
"Norfolk City",-,"301 - Ballentine (CD 3)",131,565,12,1,709
"Norfolk City",-,"302 - Tanners Creek (CD 3)",123,360,6,1,490
"Norfolk City",-,"303 - Broad Creek (CD 3)",57,714,16,1,788
"Norfolk City",-,"304 - Coleman Place School (CD 3)",107,347,8,1,463
"Norfolk City",-,"305 - Lafayette-winona (CD 3)",153,486,9,0,648
"Norfolk City",-,"306 - Lindenwood (CD 3)",77,443,8,1,529
"Norfolk City",-,"309 - Norview (CD 3)",341,819,21,0,"1,181"
"Norfolk City",-,"310 - Rosemont (CD 3)",95,979,19,1,"1,094"
"Norfolk City",-,"311 - Sherwood (CD 3)",542,800,16,3,"1,361"
"Norfolk City",-,"313 - Union Chapel (CD 3)",15,333,11,0,359
"Norfolk City",-,"402 - Berkley (CD 3)",22,557,14,0,593
"Norfolk City",-,"404 - Campostella (CD 3)",35,538,20,0,593
"Norfolk City",-,"405 - Chesterfield (CD 3)",49,563,10,0,622
"Norfolk City",-,"406 - Barron Black (CD 2)",336,342,7,0,685
"Norfolk City",-,"408 - Easton (CD 3)",482,420,5,2,909
"Norfolk City",-,"409 - Fairlawn (CD 3)",334,340,7,0,681
"Norfolk City",-,"411 - Ruffner Academy (CD 3)",18,274,6,0,298
"Norfolk City",-,"412 - Ingleside (CD 3)",136,591,16,1,744
"Norfolk City",-,"413 - Poplar Halls (CD 3)",214,720,13,2,949
"Norfolk City",-,"414 - Young Park (CD 3)",37,465,12,0,514
"Norfolk City",-,"415 - Lake Taylor High School (CD 3)",302,367,15,0,684
"Norfolk City",-,"501 - Bayview (CD 2)",607,454,14,0,"1,075"
"Norfolk City",-,"503 - East Ocean View (CD 2)",630,510,12,1,"1,153"
"Norfolk City",-,"504 - Larrymore (CD 2)",420,489,10,0,919
"Norfolk City",-,"505 - Little Creek (CD 2)",434,313,9,2,758
"Norfolk City",-,"506 - Ocean View Center (CD 2)",445,558,16,2,"1,021"
"Norfolk City",-,"507 - Pretlow (CD 2)",429,427,20,2,878
"Norfolk City",-,"509 - Tarrallton (CD 2)",730,384,14,0,"1,128"
"Norfolk City",-,"510 - Third Presbyterian (CD 2)",770,468,11,1,"1,250"
"Norfolk City",-,"511 - Crossroads (CD 2)",543,489,15,0,"1,047"
"Norfolk City",-,"512 - Azalea Gardens (CD 2)",348,306,8,0,662
"Norfolk City",-,"##ab - Central Absentee Precinct (CD 2)",441,"1,681",31,3,"2,156"
"Norfolk City",-,"##ab - Central Absentee Precinct (CD 3)",577,"4,419",85,4,"5,085"
"Norfolk City",-,"##ev - Central Absentee Precinct (CD 2)","1,685","2,552",24,1,"4,262"
"Norfolk City",-,"##ev - Central Absentee Precinct (CD 3)","1,564","6,545",66,7,"8,182"
"Norfolk City",-,"##pe - Central Absentee Precinct (CD 2)",23,86,7,0,116
"Norfolk City",-,"##pe - Central Absentee Precinct (CD 3)",27,162,12,0,201
"Norfolk City",-,"Provisional (CD 2)",11,30,2,0,43
"Norfolk City",-,"Provisional (CD 3)",18,120,2,0,140
"Northampton County",-,"101 - Precinct 1-1",527,292,1,0,820
"Northampton County",-,"201 - Precinct 2-1",226,264,5,1,496
"Northampton County",-,"301 - Precinct 3-1",193,286,5,0,484
"Northampton County",-,"401 - Precinct 4-1",366,192,4,1,563
"Northampton County",-,"501 - Precinct 5-1",418,231,1,1,651
"Northampton County",-,"##ab - Central Absentee Precinct",136,369,4,0,509
"Northampton County",-,"##ev - Central Absentee Precinct",778,940,7,0,"1,725"
"Northampton County",-,"##pe - Central Absentee Precinct",5,7,0,0,12
"Northampton County",-,Provisional,1,3,0,0,4
"Northumberland County",-,"101 - 1a",452,157,4,0,613
"Northumberland County",-,"201 - 2a",554,172,8,0,734
"Northumberland County",-,"301 - 3a",192,267,6,0,465
"Northumberland County",-,"401 - 4a",769,259,6,0,"1,034"
"Northumberland County",-,"501 - 5a",768,207,5,0,980
"Northumberland County",-,"##ab - Central Absentee Precinct",118,257,1,0,376
"Northumberland County",-,"##ev - Central Absentee Precinct","1,309",985,7,0,"2,301"
"Northumberland County",-,"##pe - Central Absentee Precinct",3,0,0,0,3
"Northumberland County",-,Provisional,2,8,0,0,10
"Norton City",-,"1 - East Ward",515,142,4,3,664
"Norton City",-,"##ab - Central Absentee Precinct",16,53,2,0,71
"Norton City",-,"##ev - Central Absentee Precinct",334,125,7,1,467
"Norton City",-,"##pe - Central Absentee Precinct",0,0,0,0,0
"Norton City",-,Provisional,1,0,0,0,1
"Nottoway County",-,"101 - Precinct 1-1",325,101,2,0,428
"Nottoway County",-,"102 - Precinct 1-2",245,82,0,0,327
"Nottoway County",-,"201 - Precinct 2-1",373,142,4,1,520
"Nottoway County",-,"202 - Precinct 2-2",205,45,0,0,250
"Nottoway County",-,"301 - Precinct 3-1",167,154,2,0,323
"Nottoway County",-,"302 - Precinct 3-2",191,60,0,0,251
"Nottoway County",-,"401 - Precinct 4-1",90,183,1,0,274
"Nottoway County",-,"402 - Precinct 4-2",376,84,1,0,461
"Nottoway County",-,"501 - Precinct 5-1",427,207,4,1,639
"Nottoway County",-,"##ab - Central Absentee Precinct",99,161,3,1,264
"Nottoway County",-,"##ev - Central Absentee Precinct",998,667,7,0,"1,672"
"Nottoway County",-,"##pe - Central Absentee Precinct",1,6,0,0,7
"Nottoway County",-,Provisional,0,0,0,0,0
"Orange County",-,"101 - One West",883,346,2,1,"1,232"
"Orange County",-,"102 - One East",760,361,3,0,"1,124"
"Orange County",-,"201 - Two West",948,191,5,1,"1,145"
"Orange County",-,"202 - Two East",915,200,5,0,"1,120"
"Orange County",-,"301 - Three West",702,368,6,0,"1,076"
"Orange County",-,"302 - Three East",345,96,2,0,443
"Orange County",-,"401 - Four West","1,113",206,2,1,"1,322"
"Orange County",-,"402 - Four East",898,438,13,1,"1,350"
"Orange County",-,"501 - Five South",958,473,9,1,"1,441"
"Orange County",-,"502 - Five North","1,053",544,9,2,"1,608"
"Orange County",-,"##ab - Central Absentee Precinct",349,742,9,0,"1,100"
"Orange County",-,"##ev - Central Absentee Precinct","1,726","1,337",12,2,"3,077"
"Orange County",-,"##pe - Central Absentee Precinct",11,38,2,0,51
"Orange County",-,Provisional,9,11,1,0,21
"Page County",-,"101 - West Luray",959,199,3,1,"1,162"
"Page County",-,"201 - East Luray","1,097",231,5,0,"1,333"
"Page County",-,"301 - Marksville","1,473",170,1,1,"1,645"
"Page County",-,"401 - Newport","1,124",113,4,0,"1,241"
"Page County",-,"501 - Shenandoah","1,457",159,3,2,"1,621"
"Page County",-,"##ab - Central Absentee Precinct",225,324,7,0,556
"Page County",-,"##ev - Central Absentee Precinct","1,250",794,5,1,"2,050"
"Page County",-,"##pe - Central Absentee Precinct",2,3,0,0,5
"Page County",-,Provisional,7,2,0,0,9
"Patrick County",-,"101 - Ararat",321,59,2,0,382
"Patrick County",-,"102 - Claudville",316,47,0,0,363
"Patrick County",-,"103 - Willis Gap",366,50,0,0,416
"Patrick County",-,"201 - Dry Pond",201,24,0,0,225
"Patrick County",-,"202 - Patrick Springs",461,66,3,1,531
"Patrick County",-,"203 - Russell Creek",362,69,4,0,435
"Patrick County",-,"301 - Critz/stella",518,105,3,0,626
"Patrick County",-,"302 - Liberty",387,39,2,1,429
"Patrick County",-,"401 - Meadows Of Dan",422,101,3,0,526
"Patrick County",-,"402 - Stuart Fairgrounds",365,60,2,0,427
"Patrick County",-,"501 - Stuart Community",189,30,2,0,221
"Patrick County",-,"502 - Elamsville",346,62,2,1,411
"Patrick County",-,"503 - Woolwine",467,54,2,0,523
"Patrick County",-,"##ab - Central Absentee Precinct",171,215,5,1,392
"Patrick County",-,"##ev - Central Absentee Precinct","1,050",266,2,2,"1,320"
"Patrick County",-,"##pe - Central Absentee Precinct",4,6,0,0,10
"Patrick County",-,Provisional,0,2,0,0,2
"Petersburg City",-,"101 - First Ward First Precinct",90,413,10,0,513
"Petersburg City",-,"201 - Second Ward First Precinct",91,839,18,1,949
"Petersburg City",-,"301 - Third Ward First Precinct",238,738,18,1,995
"Petersburg City",-,"401 - Fourth Ward First Precinct",150,460,12,0,622
"Petersburg City",-,"501 - Fifth Ward First Precinct",56,477,13,1,547
"Petersburg City",-,"601 - Sixth Ward First Precinct",33,425,7,0,465
"Petersburg City",-,"701 - Seventh Ward First Precinct",79,643,7,1,730
"Petersburg City",-,"##ab - Central Absentee Precinct",93,"1,243",27,1,"1,364"
"Petersburg City",-,"##ev - Central Absentee Precinct",371,"2,297",24,0,"2,692"
"Petersburg City",-,"##pe - Central Absentee Precinct",2,41,3,0,46
"Petersburg City",-,Provisional,4,15,2,0,21
"Pittsylvania County",-,"103 - Twin Springs","1,484",222,5,1,"1,712"
"Pittsylvania County",-,"105 - Chatham",337,88,2,0,427
"Pittsylvania County",-,"106 - Tunstall",594,109,3,1,707
"Pittsylvania County",-,"108 - West Blairs",333,90,2,0,425
"Pittsylvania County",-,"201 - Callands",582,101,2,0,685
"Pittsylvania County",-,"202- Bearskin",135,49,0,0,184
"Pittsylvania County",-,"204 - Sandy Level",391,80,0,0,471
"Pittsylvania County",-,"206 - Climax",396,67,0,0,463
"Pittsylvania County",-,"207 - Gretna",918,198,4,1,"1,121"
"Pittsylvania County",-,"301 - Central",193,207,4,0,404
"Pittsylvania County",-,"305 - Riceville",253,217,2,0,472
"Pittsylvania County",-,"307 - East Blairs",182,372,0,0,554
"Pittsylvania County",-,"308 - Mt Airy",151,141,3,0,295
"Pittsylvania County",-,"309 - East Gretna",203,126,2,1,332
"Pittsylvania County",-,"402 - Keeling",609,76,3,0,688
"Pittsylvania County",-,"404 - Kentuck","1,057",202,3,1,"1,263"
"Pittsylvania County",-,"405 - Ringgold","1,087",252,1,0,"1,340"
"Pittsylvania County",-,"501 - Hurt",781,240,4,1,"1,026"
"Pittsylvania County",-,"502 - Motley Sycamore",920,232,3,2,"1,157"
"Pittsylvania County",-,"503 - Renan",511,110,4,0,625
"Pittsylvania County",-,"603 - Stony Mill",692,150,2,0,844
"Pittsylvania County",-,"604 - Swansonville",512,153,1,1,667
"Pittsylvania County",-,"605 - Whitmell",549,117,1,1,668
"Pittsylvania County",-,"606 - Brosville",413,264,4,0,681
"Pittsylvania County",-,"607 - Dry Fork",271,52,0,0,323
"Pittsylvania County",-,"702 - Bachelors Hall",878,111,1,0,990
"Pittsylvania County",-,"703 - Ferry Road",165,45,0,0,210
"Pittsylvania County",-,"704 - Mt Hermon",963,278,1,0,"1,242"
"Pittsylvania County",-,"705 - Mt Cross",610,100,0,0,710
"Pittsylvania County",-,"##ab - Central Absentee Precinct",545,842,9,1,"1,397"
"Pittsylvania County",-,"##ev - Central Absentee Precinct","2,789",994,7,1,"3,791"
"Pittsylvania County",-,"##pe - Central Absentee Precinct",27,27,3,0,57
"Pittsylvania County",-,Provisional,12,7,0,0,19
"Poquoson City",-,"1 - Central",972,178,7,1,"1,158"
"Poquoson City",-,"2 - Eastern","1,134",208,8,1,"1,351"
"Poquoson City",-,"3 - Western","1,107",217,6,1,"1,331"
"Poquoson City",-,"##ab - Central Absentee Precinct",85,133,2,0,220
"Poquoson City",-,"##ev - Central Absentee Precinct","1,599",619,9,2,"2,229"
"Poquoson City",-,"##pe - Central Absentee Precinct",0,7,0,0,7
"Poquoson City",-,Provisional,0,2,0,0,2
"Portsmouth City",-,"1 - Emanuel A. M. E. Church",229,520,9,0,758
"Portsmouth City",-,"5 - Hampton Roads Community Health Center",27,361,5,0,393
"Portsmouth City",-,"7- Park View Elementary School",142,374,6,0,522
"Portsmouth City",-,"9 - Third Baptist Church",119,507,8,1,635
"Portsmouth City",-,"10 - Port Norfolk Recreation Center",186,238,5,0,429
"Portsmouth City",-,"11 - Joseph E. Parker Recreation Center",16,388,4,0,408
"Portsmouth City",-,"13 - St. Mark Missionary Baptist Church",19,195,2,0,216
"Portsmouth City",-,"14 - Brighton Elementary School",31,453,7,1,492
"Portsmouth City",-,"16 - Cradock Middle School",186,352,8,0,546
"Portsmouth City",-,"17 - Victory Life Fellowship",266,396,12,0,674
"Portsmouth City",-,"19 - Victory Elementary School",215,191,7,0,413
"Portsmouth City",-,"20 - Noble Street Baptist Church",177,460,13,1,651
"Portsmouth City",-,"21 - John F. Kennedy Community Center",13,336,3,0,352
"Portsmouth City",-,"22 - St. Mark Deliverance Center",333,295,8,1,637
"Portsmouth City",-,"23 - Westhaven Baptist Church",492,221,4,1,718
"Portsmouth City",-,"24 - The Senior Station",236,287,6,0,529
"Portsmouth City",-,"25 - Waterview Elementary School",432,404,10,1,847
"Portsmouth City",-,"26 - William E. Waters Middle School",25,599,7,0,631
"Portsmouth City",-,"27 - Cavalier Manor Recreation Center",33,536,8,0,577
"Portsmouth City",-,"28 - Lakeview Elementary School",41,803,14,2,860
"Portsmouth City",-,"29 - Manor High School",424,145,4,0,573
"Portsmouth City",-,"30 - The Rescue Church",535,186,3,0,724
"Portsmouth City",-,"31 - West Park Church Of Christ",468,482,14,0,964
"Portsmouth City",-,"32 - Hodges Manor Elementary School",439,245,4,0,688
"Portsmouth City",-,"33- Pinecrest Baptist Church",507,170,2,1,680
"Portsmouth City",-,"34- Churchland Branch Library",512,296,7,2,817
"Portsmouth City",-,"35 - Churchland Elementary School",566,375,15,1,957
"Portsmouth City",-,"36 - Churchland High School",763,689,10,4,"1,466"
"Portsmouth City",-,"37 - Churchland Middle School",443,653,14,0,"1,110"
"Portsmouth City",-,"38 - Grove Baptist Church",183,748,15,0,946
"Portsmouth City",-,"39 - Churchland Primary And Intermediate School",379,810,21,1,"1,211"
"Portsmouth City",-,"##ab - Central Absentee Precinct",447,"2,889",53,2,"3,391"
"Portsmouth City",-,"##ev - Central Absentee Precinct","1,019","3,753",42,0,"4,814"
"Portsmouth City",-,"##pe - Central Absentee Precinct",29,88,2,0,119
"Portsmouth City",-,Provisional,14,68,3,0,85
"Powhatan County",-,"101 - Subletts",875,218,3,1,"1,097"
"Powhatan County",-,"102 - Manakin",677,210,1,2,890
"Powhatan County",-,"103 - Flat Rock",570,122,4,0,696
"Powhatan County",-,"201 - Powhatan Station",840,133,3,0,976
"Powhatan County",-,"202 - Graceland","1,090",214,8,0,"1,312"
"Powhatan County",-,"301 - Bethesda",694,178,2,2,876
"Powhatan County",-,"302 - Lee's Landing",780,196,3,0,979
"Powhatan County",-,"401 - Powhatan Courthouse","1,115",163,8,1,"1,287"
"Powhatan County",-,"402 - Mt Zion",508,97,1,0,606
"Powhatan County",-,"501 - Smith Cross Roads",611,218,6,1,836
"Powhatan County",-,"502 - Pineville",428,175,4,0,607
"Powhatan County",-,"503 - Tobaccoville",448,64,3,0,515
"Powhatan County",-,"##ab - Central Absentee Precinct",280,448,2,2,732
"Powhatan County",-,"##ev - Central Absentee Precinct","3,658","1,273",10,1,"4,942"
"Powhatan County",-,"##pe - Central Absentee Precinct",6,7,0,0,13
"Powhatan County",-,Provisional,2,5,0,0,7
"Prince Edward County",-,"101 - Farmville",312,267,4,0,583
"Prince Edward County",-,"201 - Lockett",526,278,2,1,807
"Prince Edward County",-,"301 - Leigh",317,195,1,0,513
"Prince Edward County",-,"302 - Mt Pleasant",163,144,0,2,309
"Prince Edward County",-,"401 - Hampden",371,221,4,0,596
"Prince Edward County",-,"501 - Darlington Hts",345,134,0,0,479
"Prince Edward County",-,"502 - Buffalo Hts",154,75,0,0,229
"Prince Edward County",-,"601 - Prospect",450,337,4,0,791
"Prince Edward County",-,"701 - West End",255,242,4,0,501
"Prince Edward County",-,"801 - Center",76,152,4,0,232
"Prince Edward County",-,"##ab - Central Absentee Precinct",171,440,6,0,617
"Prince Edward County",-,"##ev - Central Absentee Precinct",730,709,7,0,"1,446"
"Prince Edward County",-,"##pe - Central Absentee Precinct",5,7,0,0,12
"Prince Edward County",-,Provisional,1,9,0,0,10
"Prince George County",-,"101 - Richard Bland (CD 4)",442,167,1,2,612
"Prince George County",-,"102 - Templeton (CD 4)","1,382",283,7,0,"1,672"
"Prince George County",-,"103 - Union Branch (CD 4)",661,331,5,2,999
"Prince George County",-,"104 - Rives (CD 4)",321,263,5,0,589
"Prince George County",-,"105 - Harrison (CD 4)",358,51,1,0,410
"Prince George County",-,"201 - Bland (CD 4)",771,301,5,1,"1,078"
"Prince George County",-,"202 - Black Water (CD 4)",700,263,10,1,974
"Prince George County",-,"203 - Brandon (CD 4)",353,102,3,0,458
"Prince George County",-,"204 - Courts Bldg (CD 4)",544,445,8,1,998
"Prince George County",-,"205 - Jefferson Park (CD 4)",260,398,7,1,666
"Prince George County",-,"##ab - Central Absentee Precinct (CD 4)",230,459,11,1,701
"Prince George County",-,"##ev - Central Absentee Precinct (CD 4)","2,504","1,499",16,4,"4,023"
"Prince George County",-,"##pe - Central Absentee Precinct (CD 4)",22,15,5,0,42
"Prince George County",-,"Provisional (CD 4)",0,0,0,0,0
"Prince William County",-,"101 - Brentsville (CD 1)","1,016",294,5,0,"1,315"
"Prince William County",-,"102 - Cedar Point (CD 1)",900,777,11,1,"1,689"
"Prince William County",-,"103 - Glenkirk (CD 1)",665,549,7,1,"1,222"
"Prince William County",-,"104 - Nokesville (CD 1)",983,455,5,0,"1,443"
"Prince William County",-,"105 - Limestone (CD 1)",894,734,7,0,"1,635"
"Prince William County",-,"106 - Westgate (CD 1)",247,351,4,0,602
"Prince William County",-,"107 - Marsteller (CD 1)",840,789,11,0,"1,640"
"Prince William County",-,"108 - Victory (CD 1)",845,954,17,0,"1,816"
"Prince William County",-,"109 - Chris Yung (CD 1)",695,693,8,4,"1,400"
"Prince William County",-,"110 - Buckland Mills (CD 1)",186,133,0,0,319
"Prince William County",-,"110 - Buckland Mills (CD 10)",321,306,4,1,632
"Prince William County",-,"111 - Bristow Run (CD 1)",379,325,4,1,709
"Prince William County",-,"112 - Burke-nickens (CD 1)",57,61,2,0,120
"Prince William County",-,"112 - Burke-nickens (CD 10)",700,624,7,2,"1,333"
"Prince William County",-,"114 - Piney Branch (CD 1)",616,497,6,0,"1,119"
"Prince William County",-,"201 - Saunders (CD 11)",376,559,10,3,948
"Prince William County",-,"202 - Marshall (CD 1)",751,520,7,0,"1,278"
"Prince William County",-,"203 - Bennett (CD 1)",689,509,11,1,"1,210"
"Prince William County",-,"204 - Ellis (CD 1)",450,399,2,1,852
"Prince William County",-,"205 - Buckhall (CD 10)",721,596,6,1,"1,324"
"Prince William County",-,"206 - Coles (CD 1)",655,371,5,0,"1,031"
"Prince William County",-,"207 - Spriggs (CD 1)",617,735,14,1,"1,367"
"Prince William County",-,"208 - Hylton (CD 1)",630,358,3,2,993
"Prince William County",-,"209 - Independent Hill (CD 1)",656,263,7,1,927
"Prince William County",-,"210 - Penn (CD 1)",635,385,7,0,"1,027"
"Prince William County",-,"210 - Penn (CD 11)",38,66,0,0,104
"Prince William County",-,"211 - Signal Hill (CD 10)",635,528,12,1,"1,176"
"Prince William County",-,"212 - Yorkshire (CD 10)",563,663,12,2,"1,240"
"Prince William County",-,"213 - Saratoga (CD 1)",248,410,8,2,668
"Prince William County",-,"214 - Lucasville (CD 1)",531,276,7,1,815
"Prince William County",-,"215 - Rosa Parks (CD 11)",366,585,10,1,962
"Prince William County",-,"301 - Dumfries (CD 11)",206,395,8,0,609
"Prince William County",-,"302 - Potomac (CD 11)",174,618,13,1,806
