County/City,Ward,Pct,"Mark Rankin Herring","John Donley Adams","All Others","Total Votes Cast"
,,,Democratic,Republican
"Falls Church City",-,"3 - Third Ward","1,366",438,2,"1,806"
"Falls Church City",-,"Ab - Central Absentee Precinct","1,071",166,4,"1,241"
"Falls Church City",-,Provisional,11,3,0,14
"Fauquier County",-,"101 - Kettle Run (CD 5)",164,457,2,623
"Fauquier County",-,"102 - Catlett (CD 1)",341,953,0,"1,294"
"Fauquier County",-,"103 - Casanova (CD 5)",243,362,2,607
"Fauquier County",-,"104 - Lois (CD 1)",192,400,0,592
"Fauquier County",-,"105 - Opal (CD 5)",161,397,2,560
"Fauquier County",-,"106 - Baldwin Ridge (CD 5)",292,474,1,767
"Fauquier County",-,"201 - Courthouse (CD 5)",697,793,3,"1,493"
"Fauquier County",-,"202 - Airlie (CD 5)",519,735,2,"1,256"
"Fauquier County",-,"203 - Warrenton (CD 5)",667,705,1,"1,373"
"Fauquier County",-,"301 - Morrisville (CD 1)",232,584,2,818
"Fauquier County",-,"302 - Remington (CD 5)",438,769,0,"1,207"
"Fauquier County",-,"303 - Bealeton (CD 1)",541,811,2,"1,354"
"Fauquier County",-,"401 - Marshall (CD 5)",517,763,3,"1,283"
"Fauquier County",-,"402 - Leeds (CD 5)",584,682,1,"1,267"
"Fauquier County",-,"403 - Waterloo (CD 5)",551,993,3,"1,547"
"Fauquier County",-,"404 - Springs Valley (CD 5)",253,441,1,695
"Fauquier County",-,"501 - The Plains (CD 5)",571,582,3,"1,156"
"Fauquier County",-,"502 - New Baltimore (CD 5)",431,799,3,"1,233"
"Fauquier County",-,"503 - Broad Run (CD 5)",428,747,2,"1,177"
"Fauquier County",-,"504 - Vint Hill (CD 5)",711,"1,229",0,"1,940"
"Fauquier County",-,"Ab - Central Absentee Precinct (CD 1)",69,137,2,208
"Fauquier County",-,"Ab - Central Absentee Precinct (CD 5)",714,796,3,"1,513"
"Fauquier County",-,"Provisional (CD 1)",2,0,0,2
"Fauquier County",-,"Provisional (CD 5)",11,6,0,17
"Floyd County",-,"101 - Locust Grove",316,676,0,992
"Floyd County",-,"201 - Little River",451,712,1,"1,164"
"Floyd County",-,"301 - Courthouse",399,560,1,960
"Floyd County",-,"401 - Burks Fork",286,653,1,940
"Floyd County",-,"501 - Indian Valley",257,699,1,957
"Floyd County",-,"Ab - Central Absentee Precinct",213,230,0,443
"Floyd County",-,Provisional,0,1,0,1
"Fluvanna County",-,"101 - Palmyra",904,935,0,"1,839"
"Fluvanna County",-,"201 - Columbia",607,740,2,"1,349"
"Fluvanna County",-,"301 - Fork Union",613,707,1,"1,321"
"Fluvanna County",-,"401 - Cunningham",674,"1,108",0,"1,782"
"Fluvanna County",-,"501 - Rivanna","1,034","1,052",1,"2,087"
"Fluvanna County",-,"Ab - Central Absentee Precinct",409,391,0,800
"Fluvanna County",-,Provisional,2,2,0,4
"Franklin County",-,"102 - Burnt Chimney",328,858,1,"1,187"
"Franklin County",-,"103 - Scruggs",562,"1,582",1,"2,145"
"Franklin County",-,"201 - Glade Hill",229,685,2,916
"Franklin County",-,"202 - Penhook",243,603,0,846
"Franklin County",-,"203 - Hodgesville",56,100,0,156
"Franklin County",-,"204 - Dudley",187,413,0,600
"Franklin County",-,"301 - Snow Creek",109,357,0,466
"Franklin County",-,"302 - Fork Mountain",85,307,0,392
"Franklin County",-,"303 - Sontag",327,377,2,706
"Franklin County",-,"304 - Dickinson",167,189,0,356
"Franklin County",-,"401 - Henry",134,587,2,723
"Franklin County",-,"402 - Ferrum",127,311,1,439
"Franklin County",-,"403 - Endicott",128,324,1,453
"Franklin County",-,"501 - Waidsboro",142,377,1,520
"Franklin County",-,"502 - Callaway",184,566,0,750
"Franklin County",-,"503 - Bowmans",139,290,0,429
"Franklin County",-,"504 - Gogginsville",179,495,1,675
"Franklin County",-,"601 - Boones Mill",288,704,1,993
"Franklin County",-,"602 - Bonbrook",237,625,0,862
"Franklin County",-,"603 - Coopers Cove",139,525,0,664
"Franklin County",-,"701 - Rocky Mount East",346,593,2,941
"Franklin County",-,"702 - Rocky Mount West",299,380,0,679
"Franklin County",-,"703 - Rocky Mount South",274,358,1,633
"Franklin County",-,"Ab - Central Absentee Precinct",321,569,2,892
"Franklin County",-,Provisional,0,4,0,4
"Franklin City",-,"101 - Precinct 1-1",212,393,0,605
"Franklin City",-,"201 - Precinct 2-1",191,274,0,465
"Franklin City",-,"301 - Precinct 3-1",333,25,0,358
"Franklin City",-,"401 - Precinct 4-1",234,28,1,263
"Franklin City",-,"501 - Precinct 5-1",256,10,0,266
"Franklin City",-,"601 - Precinct 6-1",240,208,0,448
"Franklin City",-,"Ab - Central Absentee Precinct",64,76,0,140
"Franklin City",-,Provisional,3,1,0,4
"Frederick County",-,"101 - Russells",228,771,1,"1,000"
"Frederick County",-,"102 - Gore",253,737,1,991
"Frederick County",-,"103 - Kernstown",499,862,1,"1,362"
"Frederick County",-,"104 - Cedar Creek",219,497,1,717
"Frederick County",-,"201 - Gainesborough",141,540,1,682
"Frederick County",-,"202 - Albin",333,737,0,"1,070"
"Frederick County",-,"203 - Redland",418,915,0,"1,333"
"Frederick County",-,"204 - Nain",385,815,1,"1,201"
"Frederick County",-,"301 - Clear Brook",171,470,1,642
"Frederick County",-,"302 - Neff's Town",555,727,1,"1,283"
"Frederick County",-,"303 - White Hall",491,"1,014",1,"1,506"
"Frederick County",-,"401 - Carpers Valley",444,781,0,"1,225"
"Frederick County",-,"402 - Shenandoah",186,379,1,566
"Frederick County",-,"403 - Parkin's Mill",402,682,0,"1,084"
"Frederick County",-,"404 - Armel",401,707,1,"1,109"
"Frederick County",-,"501 - Stephens City",459,771,1,"1,231"
"Frederick County",-,"502 - Newtown",494,871,4,"1,369"
"Frederick County",-,"503 - Canterburg",521,866,0,"1,387"
"Frederick County",-,"601 - Millbrook",277,453,0,730
"Frederick County",-,"602 - Ash Hollow",426,537,0,963
"Frederick County",-,"603 - Greenwood",651,"1,063",3,"1,717"
"Frederick County",-,"Ab - Central Absentee Precinct",417,628,0,"1,045"
"Frederick County",-,Provisional,3,7,0,10
"Fredericksburg City",-,"101 - Precinct 1 - District One","1,004",734,1,"1,739"
"Fredericksburg City",-,"201 - Precinct 1 - District Two","1,285",627,6,"1,918"
"Fredericksburg City",-,"301 - Precinct 1 - District Three",877,654,0,"1,531"
"Fredericksburg City",-,"401 - Precinct 1 - District Four",721,198,0,919
"Fredericksburg City",-,"402 - Precinct 2 - District Four",366,158,1,525
"Fredericksburg City",-,"Ab - Central Absentee Precinct",325,177,0,502
"Fredericksburg City",-,Provisional,6,1,0,7
"Galax City",-,"1 - East",164,372,0,536
"Galax City",-,"2 - North",124,268,0,392
"Galax City",-,"3 - South",93,247,7,347
"Galax City",-,"Ab - Central Absentee Precinct",20,46,0,66
"Galax City",-,Provisional,0,0,0,0
"Giles County",-,"101 - Glen Lyn",16,48,0,64
"Giles County",-,"102 - Rich Creek",65,240,0,305
"Giles County",-,"103 - Narrows",287,757,0,"1,044"
"Giles County",-,"201 - Pearisburg",376,"1,058",0,"1,434"
"Giles County",-,"202 - Staffordsville",50,190,0,240
"Giles County",-,"203 - White Gate",27,136,0,163
"Giles County",-,"301 - Eggleston",144,299,0,443
"Giles County",-,"302 - Pembroke",312,741,1,"1,054"
"Giles County",-,"303 - Newport",244,386,1,631
"Giles County",-,"Ab - Central Absentee Precinct",127,241,0,368
"Giles County",-,Provisional,0,1,0,1
"Gloucester County",-,"101 - Harcum",261,635,0,896
"Gloucester County",-,"102 - Salem",220,518,0,738
"Gloucester County",-,"103 - Peasley",163,385,2,550
"Gloucester County",-,"201 - Courthouse",395,665,2,"1,062"
"Gloucester County",-,"202 - Botetourt",482,905,1,"1,388"
"Gloucester County",-,"301 - White Marsh",346,693,0,"1,039"
"Gloucester County",-,"302 - Roanes",418,911,1,"1,330"
"Gloucester County",-,"401 - Hayes",439,794,0,"1,233"
"Gloucester County",-,"402 - Sarahs Creek",413,683,0,"1,096"
"Gloucester County",-,"501 - Achilles",395,"1,151",0,"1,546"
"Gloucester County",-,"502 - Walker",336,711,0,"1,047"
"Gloucester County",-,"Ab - Central Absentee Precinct",262,366,0,628
"Gloucester County",-,Provisional,4,1,0,5
"Goochland County",-,"101 - Fife",260,376,2,638
"Goochland County",-,"102 - Hadensville",380,659,1,"1,040"
"Goochland County",-,"201 - Three Square",168,150,0,318
"Goochland County",-,"202 - Sandy Hook",598,788,0,"1,386"
"Goochland County",-,"301 - Goochland Court House 1",371,589,1,961
"Goochland County",-,"302 - Goochland Court House 2",142,271,0,413
"Goochland County",-,"401 - Shallow Well",375,559,0,934
"Goochland County",-,"402 - Centerville",424,"1,140",3,"1,567"
"Goochland County",-,"501 - Manakin",491,"1,092",1,"1,584"
"Goochland County",-,"502 - Blair Road",280,697,0,977
"Goochland County",-,"Ab - Central Absentee Precinct",299,391,0,690
"Goochland County",-,Provisional,0,0,0,0
"Grayson County",-,"101 - Bridle Creek",58,146,1,205
"Grayson County",-,"102 - Flatridge",22,100,1,123
"Grayson County",-,"103 - Grant",56,143,0,199
"Grayson County",-,"104 - Mouth Of Wilson",52,93,0,145
"Grayson County",-,"105 - Mount Rogers",27,119,0,146
"Grayson County",-,"106 - Rugby",28,118,0,146
"Grayson County",-,"107 - Troutdale",14,78,0,92
"Grayson County",-,"108 - Comers Rock",39,116,0,155
"Grayson County",-,"202 - Elk Creek",79,224,0,303
"Grayson County",-,"203 - Independence",200,598,0,798
"Grayson County",-,"301 - Baywood",88,351,0,439
"Grayson County",-,"302 - Fairview",101,444,1,546
"Grayson County",-,"401 - Fries",67,157,1,225
"Grayson County",-,"402 - Providence",97,400,1,498
"Grayson County",-,"403 - Oldtown",55,158,0,213
"Grayson County",-,"Ab - Central Absentee Precinct",69,193,0,262
"Grayson County",-,Provisional,0,2,0,2
"Greene County",-,"101 - Dyke",199,390,0,589
"Greene County",-,"102 - Swift Run",257,473,1,731
"Greene County",-,"201 - Ruckersville",489,906,1,"1,396"
"Greene County",-,"301 - Stanardsville",490,878,0,"1,368"
"Greene County",-,"401 - Midway",671,"1,038",0,"1,709"
"Greene County",-,"Ab - Central Absentee Precinct",177,291,0,468
"Greene County",-,Provisional,0,1,0,1
"Greensville County",-,"101 - Precinct 1-a",182,105,0,287
"Greensville County",-,"102 - Precinct 1-b",49,74,0,123
"Greensville County",-,"103 - Precinct 1-c",157,35,0,192
"Greensville County",-,"201 - Precinct 2-a",258,107,0,365
"Greensville County",-,"202 - Precinct 2-b",195,252,0,447
"Greensville County",-,"302 - Precinct 3-a",484,269,1,754
"Greensville County",-,"401 - Precinct 4-a",65,141,0,206
"Greensville County",-,"402 - Precinct 4-b",205,139,0,344
"Greensville County",-,"403 - Precinct 4-c",56,96,0,152
"Greensville County",-,Provisional,0,1,0,1
"Halifax County",-,"101 - Childrey",204,270,1,475
"Halifax County",-,"102 - Liberty",92,160,0,252
"Halifax County",-,"103 - Republican Grove",212,267,0,479
"Halifax County",-,"201 - Clays Mill",100,261,0,361
"Halifax County",-,"202 - Crossroads",118,224,0,342
"Halifax County",-,"203 - Clover",231,282,0,513
"Halifax County",-,"302 - Meadville",136,66,0,202
"Halifax County",-,"304 - Vernon Hill",122,260,0,382
"Halifax County",-,"305 - Sinai",379,259,1,639
"Halifax County",-,"401 - Courthouse",297,337,1,635
"Halifax County",-,"403 - Center",175,450,0,625
"Halifax County",-,"502 - Dan River",255,571,0,826
"Halifax County",-,"503 - Scottsburg",80,334,0,414
"Halifax County",-,"601 - Black Walnut",164,323,0,487
"Halifax County",-,"603 - Mt Carmel",324,419,0,743
"Halifax County",-,"605 - Union",70,151,0,221
"Halifax County",-,"701 - Hyco",177,458,1,636
"Halifax County",-,"702 - Midway",71,377,0,448
"Halifax County",-,"703 - Virgilina",70,238,0,308
"Halifax County",-,"801 - South Boston",560,266,1,827
"Halifax County",-,"Ab - Central Absentee Precinct",186,295,0,481
"Halifax County",-,Provisional,0,2,0,2
"Hampton City",-,"101 - Aberdeen (CD 3)","1,023",158,1,"1,182"
"Hampton City",-,"102 - Bassette (CD 3)","1,239",75,1,"1,315"
"Hampton City",-,"103 - City Hall (CD 3)",612,109,0,721
"Hampton City",-,"104 - Cooper (CD 3)","1,464",217,4,"1,685"
"Hampton City",-,"105 - East Hampton (CD 3)",713,197,2,912
"Hampton City",-,"106 - Armstrong (CD 3)",925,463,1,"1,389"
"Hampton City",-,"107 - Lindsay (CD 3)","1,084",203,0,"1,287"
"Hampton City",-,"108 - Thomas (CD 3)","1,336",173,2,"1,511"
"Hampton City",-,"109 - Phenix (CD 3)","1,413",103,1,"1,517"
"Hampton City",-,"110 - Phoebus (CD 2)",218,133,1,352
"Hampton City",-,"111 - Hampton Library (CD 3)",307,238,1,546
"Hampton City",-,"112 - Smith (CD 3)","1,282",414,4,"1,700"
"Hampton City",-,"115 - Wythe (CD 3)",455,362,1,818
"Hampton City",-,"116 - Jones (CD 3)",509,129,0,638
"Hampton City",-,"117 - Kecoughtan (CD 3)",740,219,1,960
"Hampton City",-,"118 - Mallory (CD 3)","1,514",156,1,"1,671"
"Hampton City",-,"201 - Booker (CD 2)",771,738,1,"1,510"
"Hampton City",-,"202 - Bryan (CD 2)",819,607,6,"1,432"
"Hampton City",-,"203 - Burbank (CD 2)",626,382,0,"1,008"
"Hampton City",-,"204 - Forrest (CD 3)",815,376,1,"1,192"
"Hampton City",-,"205 - Asbury (CD 2)",859,"1,228",0,"2,087"
"Hampton City",-,"208 - Kraft (CD 3)","1,294",782,5,"2,081"
"Hampton City",-,"209 - Langley (CD 2)",726,477,1,"1,204"
"Hampton City",-,"210 - Machen (CD 3)","1,562",429,5,"1,996"
"Hampton City",-,"212 - Bethel (CD 3)","1,716",516,2,"2,234"
"Hampton City",-,"213 - Phillips (CD 2)","1,074",971,4,"2,049"
"Hampton City",-,"214 - Tucker Capps (CD 3)","1,005",560,0,"1,565"
"Hampton City",-,"215 - Tyler (CD 2)",19,7,0,26
"Hampton City",-,"215 - Tyler (CD 3)",266,71,0,337
"Hampton City",-,"216 - Sandy Bottom (CD 3)",695,297,1,993
"Hampton City",-,"217 - Syms (CD 3)",372,357,0,729
"Hampton City",-,"Ab - Central Absentee Precinct (CD 2)",207,178,0,385
"Hampton City",-,"Ab - Central Absentee Precinct (CD 3)",806,249,3,"1,058"
"Hampton City",-,"Provisional (CD 2)",4,1,0,5
"Hampton City",-,"Provisional (CD 3)",29,8,0,37
"Hanover County",-,"101 - Ashland",572,456,2,"1,030"
"Hanover County",-,"104 - Sliding Hill",512,651,2,"1,165"
"Hanover County",-,"105 - Berkley",569,346,1,916
"Hanover County",-,"106 - Kersey Creek",253,467,1,721
"Hanover County",-,"107 - Chickahominy",408,574,0,982
"Hanover County",-,"201 - Beaverdam",367,"1,046",1,"1,414"
"Hanover County",-,"202 - Blunts",284,496,0,780
"Hanover County",-,"203 - Wilmington Parish",352,822,2,"1,176"
"Hanover County",-,"206 - Courthouse",415,530,1,946
"Hanover County",-,"208 - Oak Knoll",310,683,5,998
"Hanover County",-,"209 - West Hanover",87,198,0,285
"Hanover County",-,"210 - Oak Hill",123,288,1,412
"Hanover County",-,"301 - Clay",424,981,1,"1,406"
"Hanover County",-,"303 - Shady Grove",388,894,4,"1,286"
"Hanover County",-,"304 - Atlee","1,076","1,688",9,"2,773"
"Hanover County",-,"305 - Cool Spring",491,869,2,"1,362"
"Hanover County",-,"401 - Battlefield",282,"1,159",3,"1,444"
"Hanover County",-,"403 - Cold Harbor",484,"1,155",3,"1,642"
"Hanover County",-,"404 - Black Creek",293,"1,291",1,"1,585"
"Hanover County",-,"405 - Pebble Creek",295,551,1,847
"Hanover County",-,"406 - Beaverdam Creek",80,187,0,267
"Hanover County",-,"502 - Rural Point",452,931,5,"1,388"
"Hanover County",-,"503 - Newman",373,672,1,"1,046"
"Hanover County",-,"504 - Studley",200,717,1,918
"Hanover County",-,"505 - Totopotomoy",158,551,1,710
"Hanover County",-,"506 - Georgetown",313,784,1,"1,098"
"Hanover County",-,"507 - Laurel Meadow",347,841,1,"1,189"
"Hanover County",-,"601 - Village",554,"1,421",4,"1,979"
"Hanover County",-,"602 - Lee Davis",437,989,2,"1,428"
"Hanover County",-,"603 - Mechanicsville",374,473,1,848
"Hanover County",-,"604 - Hanover Grove",288,679,1,968
"Hanover County",-,"701 - Farrington",382,908,1,"1,291"
"Hanover County",-,"702 - Montpelier",439,730,0,"1,169"
"Hanover County",-,"703 - Rockville",420,889,1,"1,310"
"Hanover County",-,"704 - Elmont",503,882,2,"1,387"
"Hanover County",-,"705 - South Anna",244,502,2,748
"Hanover County",-,"Ab - Central Absentee Precinct",801,"1,276",1,"2,078"
"Hanover County",-,Provisional,15,13,0,28
"Harrisonburg City",-,"101 - Northeast",912,470,3,"1,385"
"Harrisonburg City",-,"102 - East Central",539,222,4,765
"Harrisonburg City",-,"103 - Southeast",824,431,2,"1,257"
"Harrisonburg City",-,"104 - East",708,523,1,"1,232"
"Harrisonburg City",-,"105 - South East Central",505,250,2,757
"Harrisonburg City",-,"201 - Northwest",809,586,0,"1,395"
"Harrisonburg City",-,"202 - Southwest",920,553,0,"1,473"
"Harrisonburg City",-,"203 - West",881,492,2,"1,375"
"Harrisonburg City",-,"Ab - Central Absentee Precinct",331,241,1,573
"Harrisonburg City",-,Provisional,1,1,0,2
"Henrico County",-,"101 - Coalpit (CD 7)","1,019",901,3,"1,923"
"Henrico County",-,"102 - Dumbarton (CD 7)","1,093",371,3,"1,467"
"Henrico County",-,"103 - Glen Allen (CD 7)","1,054","1,148",2,"2,204"
"Henrico County",-,"104 - Glenside (CD 7)",783,207,2,992
"Henrico County",-,"105 - Greendale (CD 7)",939,616,5,"1,560"
"Henrico County",-,"106 - Hermitage (CD 7)",872,571,5,"1,448"
"Henrico County",-,"108 - Hungary Creek (CD 7)","1,104","1,093",2,"2,199"
"Henrico County",-,"109 - Hunton (CD 7)",230,360,1,591
"Henrico County",-,"110 - Johnson (CD 7)",301,200,1,502
"Henrico County",-,"111 - Lakeside (CD 7)","1,164",810,2,"1,976"
"Henrico County",-,"112 - Longan (CD 7)",678,679,0,"1,357"
"Henrico County",-,"113 - Maude Trevvett (CD 7)",325,330,1,656
"Henrico County",-,"114 - Monument Hills (CD 7)",314,330,0,644
"Henrico County",-,"115 - Staples Mill (CD 7)","1,006","1,155",4,"2,165"
"Henrico County",-,"117 - Westwood (CD 7)",688,489,3,"1,180"
"Henrico County",-,"201 - Adams (CD 4)","1,050",40,1,"1,091"
"Henrico County",-,"202 - Azalea (CD 7)","1,300",90,3,"1,393"
"Henrico County",-,"203 - Belmont (CD 7)",858,353,0,"1,211"
"Henrico County",-,"204 - Brookland (CD 7)",195,131,0,326
"Henrico County",-,"205 - Canterbury (CD 7)",212,302,1,515
"Henrico County",-,"206 - Central Gardens (CD 4)","1,316",47,0,"1,363"
"Henrico County",-,"207 - Chamberlayne (CD 7)","1,174",373,0,"1,547"
"Henrico County",-,"208 - Fairfield (CD 4)","1,082",45,1,"1,128"
"Henrico County",-,"209 - Glen Lea (CD 4)",782,122,4,908
"Henrico County",-,"210 - Greenwood (CD 7)",697,141,1,839
"Henrico County",-,"211 - Highland Gardens (CD 4)",474,32,2,508
"Henrico County",-,"212 - Hollybrook (CD 7)",327,133,0,460
"Henrico County",-,"213 - Hungary (CD 7)",707,140,0,847
"Henrico County",-,"214 - Longdale (CD 7)",561,246,1,808
"Henrico County",-,"215 - Maplewood (CD 4)","1,461",66,0,"1,527"
"Henrico County",-,"216 - Moody (CD 7)",303,263,0,566
"Henrico County",-,"217 - Mountain (CD 7)",245,165,0,410
"Henrico County",-,"218 - Oakview (CD 7)",38,44,0,82
"Henrico County",-,"219 - Randolph (CD 7)",173,32,0,205
"Henrico County",-,"220 - Ratcliffe (CD 4)","1,579",103,2,"1,684"
"Henrico County",-,"221 - Stratford Hall (CD 7)",114,75,1,190
"Henrico County",-,"222 - Wilder (CD 7)",996,197,3,"1,196"
"Henrico County",-,"223 - Yellow Tavern (CD 7)","1,003",634,0,"1,637"
"Henrico County",-,"224 - Essex Village (CD 4)",299,11,1,311
"Henrico County",-,"301 - Causeway (CD 7)",537,554,0,"1,091"
"Henrico County",-,"302 - Cedarfield (CD 7)",648,838,2,"1,488"
"Henrico County",-,"303 - Innsbrook (CD 7)",839,707,3,"1,549"
"Henrico County",-,"304 - Jackson Davis (CD 7)",403,479,1,883
"Henrico County",-,"305 - Nuckols Farm (CD 7)",795,"1,013",2,"1,810"
"Henrico County",-,"306 - Pocahontas (CD 7)",742,637,2,"1,381"
"Henrico County",-,"307 - Ridge (CD 7)",396,432,0,828
"Henrico County",-,"308 - Rivers Edge (CD 7)",716,918,0,"1,634"
"Henrico County",-,"309 - Sadler (CD 7)",803,761,0,"1,564"
"Henrico County",-,"310 - Shady Grove (CD 7)",739,"1,026",2,"1,767"
"Henrico County",-,"311 - Short Pump (CD 7)","1,042",953,2,"1,997"
"Henrico County",-,"312 - Springfield (CD 7)",563,399,1,963
"Henrico County",-,"313 - Stoney Run (CD 7)","1,080","1,055",0,"2,135"
"Henrico County",-,"314 - Three Chopt (CD 7)",746,748,2,"1,496"
"Henrico County",-,"315 - Tucker (CD 7)",999,375,0,"1,374"
"Henrico County",-,"401 - Quioccasin (CD 7)",859,721,1,"1,581"
"Henrico County",-,"402 - Crestview (CD 7)",702,454,1,"1,157"
"Henrico County",-,"403 - Derbyshire (CD 7)",499,744,0,"1,243"
"Henrico County",-,"404 - Freeman (CD 7)",531,501,0,"1,032"
"Henrico County",-,"405 - Gayton (CD 7)",811,"1,128",1,"1,940"
"Henrico County",-,"406 - Godwin (CD 7)",738,673,2,"1,413"
"Henrico County",-,"407 - Lakewood (CD 7)",477,612,0,"1,089"
"Henrico County",-,"408 - Lauderdale (CD 7)",696,574,2,"1,272"
"Henrico County",-,"409 - Maybeury (CD 7)",710,787,1,"1,498"
"Henrico County",-,"410 - Mooreland (CD 7)",341,663,1,"1,005"
"Henrico County",-,"411 - Pemberton (CD 7)",642,526,0,"1,168"
"Henrico County",-,"412 - Pinchbeck (CD 7)",848,743,4,"1,595"
"Henrico County",-,"413 - Ridgefield (CD 7)",831,891,1,"1,723"
"Henrico County",-,"414 - Rollingwood (CD 7)",598,630,1,"1,229"
"Henrico County",-,"415 - Skipwith (CD 7)",450,327,3,780
"Henrico County",-,"416 - Spottswood (CD 7)",321,349,0,670
"Henrico County",-,"417 - Tuckahoe (CD 7)",816,"1,412",1,"2,229"
"Henrico County",-,"418 - Welborne (CD 7)",536,428,3,967
"Henrico County",-,"419 - West End (CD 7)",682,722,2,"1,406"
"Henrico County",-,"501 - Antioch (CD 4)",271,793,0,"1,064"
"Henrico County",-,"502 - Cedar Fork (CD 4)",520,90,0,610
"Henrico County",-,"503 - Chickahominy (CD 4)",519,615,1,"1,135"
"Henrico County",-,"504 - Donahoe (CD 4)",572,231,1,804
"Henrico County",-,"505 - Dorey (CD 4)",708,652,0,"1,360"
"Henrico County",-,"506 - Eanes (CD 4)",807,254,2,"1,063"
"Henrico County",-,"507 - Elko (CD 4)",71,334,1,406
"Henrico County",-,"508 - Highland Springs (CD 4)",767,162,1,930
"Henrico County",-,"509 - Laburnum (CD 4)",684,227,0,911
"Henrico County",-,"510 - Mehfoud (CD 4)",829,288,0,"1,117"
"Henrico County",-,"511 - Montrose (CD 4)","1,726",240,1,"1,967"
"Henrico County",-,"512 - Nine Mile (CD 4)",324,189,1,514
"Henrico County",-,"513 - Pleasants (CD 4)","1,233",138,1,"1,372"
"Henrico County",-,"514 - Rolfe (CD 4)","2,341",239,1,"2,581"
"Henrico County",-,"515 - Sandston (CD 4)",352,589,2,943
"Henrico County",-,"516 - Sullivans (CD 4)",749,332,1,"1,082"
"Henrico County",-,"517 - Town Hall (CD 4)",270,325,0,595
"Henrico County",-,"518 - Whitlocks (CD 4)",516,644,0,"1,160"
"Henrico County",-,"AB - Central Absentee Precinct (CD 4)","1,079",318,3,"1,400"
"Henrico County",-,"Ab - Central Absentee Precinct (CD 7)","2,720","2,243",2,"4,965"
"Henrico County",-,"Provisional (CD 4)",18,1,0,19
"Henrico County",-,"Provisional (CD 7)",59,27,0,86
"Henry County",-,"101 - Bassett Number Two (CD 9)",150,141,0,291
"Henry County",-,"102 - Gunville (CD 9)",102,418,0,520
"Henry County",-,"103 - Scott's Tanyard (CD 9)",204,742,1,947
"Henry County",-,"201 - Fieldale (CD 9)",125,214,1,340
"Henry County",-,"202 - Horsepasture #1 (CD 9)",236,390,0,626
"Henry County",-,"203 - Horsepasture #2 (CD 9)",453,162,0,615
"Henry County",-,"204 - Spencer (CD 9)",200,521,0,721
"Henry County",-,"302 - Axton (CD 5)",241,209,0,450
"Henry County",-,"303 - Irisburg (CD 5)",341,416,0,757
"Henry County",-,"304 - Mount Olivet (CD 5)",515,468,0,983
"Henry County",-,"304 - Mount Olivet (CD 9)",1,0,0,1
"Henry County",-,"305 - Mountain Valley (CD 5)",187,240,0,427
"Henry County",-,"401 - Collinsville Number 1 (CD 9)",107,342,0,449
"Henry County",-,"402 - Daniels Creek (CD 9)",124,303,0,427
"Henry County",-,"404 - Collinsville Number 2 (CD 9)",248,561,0,809
"Henry County",-,"405 - Mountain View (CD 5)",198,265,0,463
"Henry County",-,"501 - Bassett Number One (CD 9)",160,186,0,346
"Henry County",-,"502 - Figsboro (CD 9)",129,398,0,527
"Henry County",-,"503 - Stanleytown (CD 9)",143,647,0,790
"Henry County",-,"504 - Oak Level (CD 9)",76,219,0,295
"Henry County",-,"505 - Dyers Store (CD 5)",7,38,0,45
"Henry County",-,"505 - Dyers Store (CD 9)",112,189,0,301
"Henry County",-,"601 - Fontaine (CD 9)",197,477,0,674
"Henry County",-,"602 - Hillcrest (CD 9)",113,155,1,269
"Henry County",-,"603 - Ridgeway #1 (CD 5)",176,520,0,696
"Henry County",-,"604 - Ridgeway #2 (CD 9)",146,438,1,585
"Henry County",-,"Ab - Central Absentee Precinct (CD 5)",54,120,0,174
"Henry County",-,"Ab - Central Absentee Precinct (CD 9)",124,287,1,412
"Henry County",-,"Provisional (CD 5)",0,2,0,2
"Henry County",-,"Provisional (CD 9)",1,5,0,6
"Highland County",-,"1 - Monterey",134,224,0,358
"Highland County",-,"3 - Wilsons Mill",23,60,0,83
"Highland County",-,"5 - Blue Grass",66,118,0,184
"Highland County",-,"7 - Mill Gap",41,78,0,119
"Highland County",-,"8 - Mcdowell",56,163,1,220
"Highland County",-,"10 - Headwaters",14,56,0,70
"Highland County",-,Provisional,0,0,0,0
"Hopewell City",-,"101 - Ward One",269,312,1,582
"Hopewell City",-,"201 - Ward Two",367,78,1,446
"Hopewell City",-,"301 - Ward Three",260,719,3,982
"Hopewell City",-,"401 - Ward Four",560,564,3,"1,127"
"Hopewell City",-,"501 - Ward Five",279,500,2,781
"Hopewell City",-,"601 - Ward Six",476,107,2,585
"Hopewell City",-,"701 - Ward Seven",349,251,1,601
"Hopewell City",-,"Ab - Central Absentee Precinct",120,190,3,313
"Hopewell City",-,Provisional,2,0,0,2
"Isle of Wight County",-,"101 - Smithfield",597,"1,098",2,"1,697"
"Isle of Wight County",-,"102 - Cypress Creek",527,826,1,"1,354"
"Isle of Wight County",-,"201 - Bartlett",637,"1,049",3,"1,689"
"Isle of Wight County",-,"202 - Carrollton",682,913,2,"1,597"
"Isle of Wight County",-,"301 - Rushmere",671,572,1,"1,244"
"Isle of Wight County",-,"302 - Pons",763,427,1,"1,191"
"Isle of Wight County",-,"401 - Courthouse",135,355,0,490
"Isle of Wight County",-,"402 - Windsor",325,627,1,953
"Isle of Wight County",-,"403 - Longview",392,515,0,907
"Isle of Wight County",-,"501 - Walters",150,399,0,549
