County/City,Ward,Pct,"Mark Rankin Herring","John Donley Adams","All Others","Total Votes Cast"
,,,Democratic,Republican
"Roanoke County",-,"305 - Castle Rock (CD 6)",756,"1,084",2,"1,842"
"Roanoke County",-,"306 - Garst Mill (CD 6)",338,429,0,767
"Roanoke County",-,"402 - Bonsack (CD 6)",98,245,2,345
"Roanoke County",-,"403 - North Vinton (CD 6)",280,574,0,854
"Roanoke County",-,"404 - South Vinton (CD 6)",384,627,1,"1,012"
"Roanoke County",-,"405 - Lindenwood (CD 6)",591,"1,211",0,"1,802"
"Roanoke County",-,"406 - Mount Pleasant (CD 6)",361,839,0,"1,200"
"Roanoke County",-,"501 - Cotton Hill (CD 6)",363,582,0,945
"Roanoke County",-,"502 - Penn Forest (CD 6)",328,460,1,789
"Roanoke County",-,"503 - Cave Spring (CD 6)",415,635,0,"1,050"
"Roanoke County",-,"504 - Ogden (CD 6)",348,362,1,711
"Roanoke County",-,"505 - Clearbrook (CD 6)",225,467,0,692
"Roanoke County",-,"506 - Mount Vernon (CD 6)",345,393,2,740
"Roanoke County",-,"507 - Hunting Hills (CD 6)",583,844,2,"1,429"
"Roanoke County",-,"Ab - Central Absentee Precinct (CD 6)",536,819,3,"1,358"
"Roanoke County",-,"Ab - Central Absentee Precinct (CD 9)",0,0,0,0
"Roanoke County",-,"Provisional (CD 6)",7,5,0,12
"Roanoke County",-,"Provisional (CD 9)",2,2,0,4
"Roanoke City",-,"1 -Peters Creek",896,169,0,"1,065"
"Roanoke City",-,"2 - Grandview",753,347,1,"1,101"
"Roanoke City",-,"3 -Preston Park",463,594,0,"1,057"
"Roanoke City",-,"4 - Williamson Road",548,421,0,969
"Roanoke City",-,"5 - East Gate",380,580,2,962
"Roanoke City",-,"6 - Hollins Road",447,373,1,821
"Roanoke City",-,"7 - Southeast",310,353,2,665
"Roanoke City",-,"8 - Lincoln Terrace",655,46,0,701
"Roanoke City",-,"9 - Highland",701,218,0,919
"Roanoke City",-,"10 - Old Southwest-Wasena",835,364,3,"1,202"
"Roanoke City",-,"11 - Raleigh Court",944,569,2,"1,515"
"Roanoke City",-,"12 - South Roanoke",651,686,0,"1,337"
"Roanoke City",-,"13 - Garden City",384,654,1,"1,039"
"Roanoke City",-,"14 - Crystal Spring",759,670,0,"1,429"
"Roanoke City",-,"15 - Grandin Court",759,586,0,"1,345"
"Roanoke City",-,"16 - Deyerle",771,808,2,"1,581"
"Roanoke City",-,"17 - Lee-Hi",716,447,2,"1,165"
"Roanoke City",-,"18 - Old To Be Removed Virginia Heights-Norwich",874,280,1,"1,155"
"Roanoke City",-,"18 - Summit Hills",637,415,0,"1,052"
"Roanoke City",-,"19 - Forest Park",466,59,0,525
"Roanoke City",-,"20 - Eureka Park","1,176",89,0,"1,265"
"Roanoke City",-,"Ab - Central Absentee Precinct",791,429,1,"1,221"
"Roanoke City",-,Provisional,18,12,0,30
"Rockbridge County",-,"101 - Airport",317,416,2,735
"Rockbridge County",-,"102 - Ben Salem",182,331,1,514
"Rockbridge County",-,"103 - Plank Road",78,191,0,269
"Rockbridge County",-,"104 - Effinger",100,211,0,311
"Rockbridge County",-,"201 - Collierstown",194,275,1,470
"Rockbridge County",-,"202 - Highland Belle",370,540,0,910
"Rockbridge County",-,"203 - Vo-tech",131,113,0,244
"Rockbridge County",-,"301 - Maury River",159,258,0,417
"Rockbridge County",-,"302 - Natural Bridge",121,257,0,378
"Rockbridge County",-,"303 - Falling Spring",60,165,0,225
"Rockbridge County",-,"401 - Fairfield",146,339,0,485
"Rockbridge County",-,"402 - Mountain View",196,446,1,643
"Rockbridge County",-,"403 - Vesuvius",48,156,0,204
"Rockbridge County",-,"501 - Goshen",33,171,0,204
"Rockbridge County",-,"502 - Meadowview",196,252,0,448
"Rockbridge County",-,"503 - Rockbridge Baths",129,191,1,321
"Rockbridge County",-,"504 - Rockbridge",213,369,0,582
"Rockbridge County",-,"Ab - Central Absentee Precinct",230,260,0,490
"Rockbridge County",-,Provisional,4,5,0,9
"Rockingham County",-,"101 - Broadway",325,841,1,"1,167"
"Rockingham County",-,"102 - Timberville",146,406,1,553
"Rockingham County",-,"103 - Fulks Run",99,538,0,637
"Rockingham County",-,"104 - Bergton",40,214,0,254
"Rockingham County",-,"105 - Lacey Spring",93,436,0,529
"Rockingham County",-,"106 - Tenth Legion",84,379,0,463
"Rockingham County",-,"107 - Plains",118,439,1,558
"Rockingham County",-,"108 - Little North Mountain",78,280,1,359
"Rockingham County",-,"201 - Singers Glen",177,603,0,780
"Rockingham County",-,"202 - Edom",393,839,2,"1,234"
"Rockingham County",-,"203 - Dayton",191,410,0,601
"Rockingham County",-,"204 - Mt Clinton",206,679,1,886
"Rockingham County",-,"205 - Silver Lake",336,833,0,"1,169"
"Rockingham County",-,"301 - Keezletown",133,430,0,563
"Rockingham County",-,"302 - Port Republic",226,656,0,882
"Rockingham County",-,"303 - Melrose",126,395,0,521
"Rockingham County",-,"304 - Grottoes",169,563,0,732
"Rockingham County",-,"305 - Massanetta Springs",482,634,0,"1,116"
"Rockingham County",-,"306 - Cross Keys",87,251,0,338
"Rockingham County",-,"307 - Crossroads",575,908,0,"1,483"
"Rockingham County",-,"401 - Bridgewater",664,"1,129",1,"1,794"
"Rockingham County",-,"402 - Montezuma",182,704,2,888
"Rockingham County",-,"403 - Mt Crawford",42,96,0,138
"Rockingham County",-,"404 - North River",226,572,1,799
"Rockingham County",-,"405 - Ottobine",134,763,0,897
"Rockingham County",-,"501 - Elkton",209,607,1,817
"Rockingham County",-,"502 - Swift Run",191,987,1,"1,179"
"Rockingham County",-,"503 - Mcgaheysville",279,802,1,"1,082"
"Rockingham County",-,"504 - South Fork",87,425,0,512
"Rockingham County",-,"505 - Stony Run",392,615,2,"1,009"
"Rockingham County",-,"Ab - Central Absentee Precinct",450,696,1,"1,147"
"Rockingham County",-,Provisional,3,8,0,11
"Russell County",-,"101 - Moccasin",69,399,0,468
"Russell County",-,"102 - Copper Creek",83,289,0,372
"Russell County",-,"103 - South Castlewood",70,211,1,282
"Russell County",-,"201 - North Castlewood",169,597,0,766
"Russell County",-,"202 - Dante",29,111,0,140
"Russell County",-,"301 - Cooks Mill",32,109,0,141
"Russell County",-,"302 - Daugherty",52,192,0,244
"Russell County",-,"303 - New Garden",90,311,0,401
"Russell County",-,"304 - Cleveland",70,178,0,248
"Russell County",-,"401 - Drill",23,41,1,65
"Russell County",-,"402 - Swords Creek",83,494,1,578
"Russell County",-,"403 - Honaker",69,168,2,239
"Russell County",-,"501 - West Lebanon",237,813,1,"1,051"
"Russell County",-,"601 - East Lebanon",106,464,1,571
"Russell County",-,"602 - Elk Garden",128,532,0,660
"Russell County",-,"Ab - Central Absentee Precinct",173,251,0,424
"Russell County",-,Provisional,0,0,0,0
"Salem City",-,"1 - North Salem No 2",472,591,2,"1,065"
"Salem City",-,"2 - Conehurst",164,253,1,418
"Salem City",-,"3 - Beverly Heights",162,406,0,568
"Salem City",-,"4 - West Salem",279,549,2,830
"Salem City",-,"5 - North Salem No 1",447,562,1,"1,010"
"Salem City",-,"6 - South Salem No 1",210,276,0,486
"Salem City",-,"7 - South Salem No 2",269,453,0,722
"Salem City",-,"8 - East Salem",93,182,0,275
"Salem City",-,"9 - South Side Hills",325,750,0,"1,075"
"Salem City",-,"10 - Hidden Valley",450,710,0,"1,160"
"Salem City",-,"Ab - Central Absentee Precinct",190,326,0,516
"Salem City",-,Provisional,0,0,0,0
"Scott County",-,"101 - Weber City",78,325,1,404
"Scott County",-,"102 - Yuma",99,416,0,515
"Scott County",-,"202 - Weber City East",50,284,0,334
"Scott County",-,"203 - Hiltons",97,448,0,545
"Scott County",-,"204 - Clark's",23,121,0,144
"Scott County",-,"301 - Nickelsville",44,326,1,371
"Scott County",-,"302 - Snowflake",48,257,0,305
"Scott County",-,"303 - Twin Springs",57,218,3,278
"Scott County",-,"304 - Copper Creek",18,66,0,84
"Scott County",-,"401 - Gate City",199,837,3,"1,039"
"Scott County",-,"501 - Dungannon",59,165,0,224
"Scott County",-,"502 - Fort Blackmore",52,177,0,229
"Scott County",-,"503 - Manville",22,122,0,144
"Scott County",-,"504 - Rye Cove",40,276,1,317
"Scott County",-,"601 - Clinchport",29,191,0,220
"Scott County",-,"602 - Duffield-pattonsville",79,401,0,480
"Scott County",-,"603 - Fairview",33,82,0,115
"Scott County",-,"Ab - Central Absentee Precinct",69,260,0,329
"Scott County",-,Provisional,0,0,0,0
"Shenandoah County",-,"101 - Orkney Springs",221,423,0,644
"Shenandoah County",-,"103 - New Market",402,"1,085",0,"1,487"
"Shenandoah County",-,"201 - Conicville",242,770,2,"1,014"
"Shenandoah County",-,"202 - Mt Jackson",250,613,1,864
"Shenandoah County",-,"302 - Edinburg",253,717,0,970
"Shenandoah County",-,"303 - St Luke",210,788,0,998
"Shenandoah County",-,"304 - Fort Valley",148,393,1,542
"Shenandoah County",-,"401 - Woodstock",696,"1,336",3,"2,035"
"Shenandoah County",-,"501 - Cedar Creek",37,61,0,98
"Shenandoah County",-,"503 - Toms Brook",391,985,2,"1,378"
"Shenandoah County",-,"504 - Lebanon Church",235,660,3,898
"Shenandoah County",-,"601 - Strasburg",567,"1,043",0,"1,610"
"Shenandoah County",-,"Ab - Central Absentee Precinct",260,378,0,638
"Shenandoah County",-,Provisional,2,6,0,8
"Smyth County",-,"101 - Saltville",212,772,0,984
"Smyth County",-,"201 - Seven Mile Ford",121,594,1,716
"Smyth County",-,"202 - Rich Valley",82,200,0,282
"Smyth County",-,"301 - Chilhowie",166,782,0,948
"Smyth County",-,"302 - St Clair",40,235,0,275
"Smyth County",-,"401 - East Park",191,466,0,657
"Smyth County",-,"402 - West Park",105,213,0,318
"Smyth County",-,"501 - Atkins",102,587,0,689
"Smyth County",-,"502 - Wassona",177,349,0,526
"Smyth County",-,"601 - Royal Oak East",152,481,1,634
"Smyth County",-,"602 - Royal Oak West",77,289,0,366
"Smyth County",-,"701 - Adwolfe",87,612,0,699
"Smyth County",-,"702 - Sugar Grove",110,330,0,440
"Smyth County",-,"703 - Konnarock",10,71,0,81
"Smyth County",-,"Ab - Central Absentee Precinct",86,166,0,252
"Smyth County",-,Provisional,0,2,0,2
"Southampton County",-,"101 - Berlin",86,351,1,438
"Southampton County",-,"102 - Ivor",239,360,0,599
"Southampton County",-,"201 - Boykins",345,242,1,588
"Southampton County",-,"202 - Branchville",78,121,0,199
"Southampton County",-,"301 - Capron",248,249,0,497
"Southampton County",-,"302 - Sebrell",176,274,0,450
"Southampton County",-,"401 - Drewryville",177,160,0,337
"Southampton County",-,"501 - Hunterdale",234,518,1,753
"Southampton County",-,"502 - Forks-of-the-river",154,166,0,320
"Southampton County",-,"601 - Courtland",283,398,1,682
"Southampton County",-,"602 - Sedley",50,218,0,268
"Southampton County",-,"701 - Blackwater River",182,117,0,299
"Southampton County",-,"702 - Newsoms",166,305,0,471
"Southampton County",-,"Ab - Central Absentee Precinct",98,123,0,221
"Southampton County",-,Provisional,1,1,0,2
"Spotsylvania County",-,"101 - Partlow (CD 7)",264,708,1,973
"Spotsylvania County",-,"102 - Blaydes Corner (CD 7)",320,679,3,"1,002"
"Spotsylvania County",-,"103 - Travelers Rest (CD 1)",13,4,0,17
"Spotsylvania County",-,"103 - Travelers Rest (CD 7)",547,748,0,"1,295"
"Spotsylvania County",-,"104 - Massaponax (CD 1)",562,740,2,"1,304"
"Spotsylvania County",-,"201 - Wilderness School (CD 7)",467,669,0,"1,136"
"Spotsylvania County",-,"202 - Wilderness Fire (CD 7)",431,727,2,"1,160"
"Spotsylvania County",-,"203 - Ni River / Elys Ford (CD 7)",382,784,1,"1,167"
"Spotsylvania County",-,"204 - Chancellor (CD 7)",684,703,1,"1,388"
"Spotsylvania County",-,"301 - Plank Road (CD 7)",576,784,2,"1,362"
"Spotsylvania County",-,"302 - Hazel Run (CD 7)",755,737,4,"1,496"
"Spotsylvania County",-,"303 - Riverbend (CD 7)",764,"1,185",3,"1,952"
"Spotsylvania County",-,"401 - Summit (CD 1)",709,762,0,"1,471"
"Spotsylvania County",-,"402 - Parkside (CD 1)",638,587,2,"1,227"
"Spotsylvania County",-,"402 - Parkside (CD 7)",134,131,0,265
"Spotsylvania County",-,"403 - Lee Hill (CD 1)",846,983,0,"1,829"
"Spotsylvania County",-,"501 - Belmont (CD 7)",261,600,0,861
"Spotsylvania County",-,"502 - Brokenburg (CD 7)",206,574,1,781
"Spotsylvania County",-,"503 - Post Oak (CD 7)",218,649,0,867
"Spotsylvania County",-,"504 - Courthouse (CD 7)",521,763,2,"1,286"
"Spotsylvania County",-,"505 - Brock (CD 7)",474,982,0,"1,456"
"Spotsylvania County",-,"601 - Salem (CD 7)",702,776,4,"1,482"
"Spotsylvania County",-,"602 - Smith Station (CD 7)",978,892,1,"1,871"
"Spotsylvania County",-,"603 - Piedmont (CD 7)",395,506,1,902
"Spotsylvania County",-,"701 - Battlefield (CD 1)",597,586,1,"1,184"
"Spotsylvania County",-,"702 - Brents Mill (CD 1)",369,348,1,718
"Spotsylvania County",-,"702 - Brents Mill (CD 7)",314,343,0,657
"Spotsylvania County",-,"703 - Fairview (CD 1)",97,100,0,197
"Spotsylvania County",-,"703 - Fairview (CD 7)",261,204,2,467
"Spotsylvania County",-,"704 - Gayle (CD 1)",383,404,0,787
"Spotsylvania County",-,"704 - Gayle (CD 7)",602,624,0,"1,226"
"Spotsylvania County",-,"Ab - Central Absentee Precinct (CD 1)",362,383,0,745
"Spotsylvania County",-,"Ab - Central Absentee Precinct (CD 7)",875,"1,201",2,"2,078"
"Spotsylvania County",-,"Provisional (CD 1)",3,1,0,4
"Spotsylvania County",-,"Provisional (CD 7)",3,2,1,6
"Stafford County",-,"101 - Hartwood",728,"1,567",2,"2,297"
"Stafford County",-,"102 - Rocky Run",632,724,0,"1,356"
"Stafford County",-,"103 - Simpson",562,805,0,"1,367"
"Stafford County",-,"104 - College",738,969,0,"1,707"
"Stafford County",-,"201 - Rock Hill",552,736,2,"1,290"
"Stafford County",-,"202 - Roseville",846,847,2,"1,695"
"Stafford County",-,"203 - Ruby",358,796,1,"1,155"
"Stafford County",-,"204 - Stefaniga",739,"1,053",1,"1,793"
"Stafford County",-,"301 - Griffis",637,321,0,958
"Stafford County",-,"302 - Widewater",928,650,2,"1,580"
"Stafford County",-,"303 - Harbour",379,597,0,976
"Stafford County",-,"304 - Barrett",333,258,2,593
"Stafford County",-,"401 - Aquia",351,170,0,521
"Stafford County",-,"402 - Courthouse","1,122",658,2,"1,782"
"Stafford County",-,"403 - Brooke",684,"1,062",1,"1,747"
"Stafford County",-,"404 - Government Island",509,723,1,"1,233"
"Stafford County",-,"501 - Grafton",785,"1,115",1,"1,901"
"Stafford County",-,"502 - Falmouth",612,741,4,"1,357"
"Stafford County",-,"503 - Drew",534,682,2,"1,218"
"Stafford County",-,"504 - Gayle",740,546,2,"1,288"
"Stafford County",-,"601 - Ferry Farm",529,861,0,"1,390"
"Stafford County",-,"602 - Chatham",741,819,2,"1,562"
"Stafford County",-,"603 - White Oak",547,"1,085",2,"1,634"
"Stafford County",-,"604 - England Run",456,218,4,678
"Stafford County",-,"701 - Woodlands",834,919,1,"1,754"
"Stafford County",-,"702 - Whitson",747,528,0,"1,275"
"Stafford County",-,"703 - Hampton",968,"1,066",2,"2,036"
"Stafford County",-,"Ab - Central Absentee Precinct","1,091","1,151",2,"2,244"
"Stafford County",-,Provisional,23,17,0,40
"Staunton City",-,"101 - Ward No 1",633,632,3,"1,268"
"Staunton City",-,"201 - Ward Two",695,818,1,"1,514"
"Staunton City",-,"301 - Ward No 3",746,687,4,"1,437"
"Staunton City",-,"401 - Ward No 4",659,660,2,"1,321"
"Staunton City",-,"501 - Ward No 5",976,509,1,"1,486"
"Staunton City",-,"Ab - Central Absentee Precinct",277,210,0,487
"Staunton City",-,Provisional,4,6,0,10
"Suffolk City",-,"101 - Belleharbour (CD 3)",617,248,0,865
"Suffolk City",-,"102 - Driver (CD 3)",795,"1,302",1,"2,098"
"Suffolk City",-,"104 - Bennetts Creek (CD 3)",634,575,0,"1,209"
"Suffolk City",-,"201 - Ebenezer (CD 3)",337,733,2,"1,072"
"Suffolk City",-,"202 - Chuckatuck (CD 3)",391,610,1,"1,002"
"Suffolk City",-,"203 - Kings Fork (CD 3)",923,448,0,"1,371"
"Suffolk City",-,"204 - Hillpoint (CD 3)",678,332,1,"1,011"
"Suffolk City",-,"301 - White Marsh (CD 4)",273,113,1,387
"Suffolk City",-,"302 - John F Kennedy (CD 3)",465,105,1,571
"Suffolk City",-,"302 - John F Kennedy (CD 4)",639,28,0,667
"Suffolk City",-,"304 - Nansemond River (CD 3)",861,435,0,"1,296"
"Suffolk City",-,"305 - Shoulders Hill (CD 3)",361,217,0,578
"Suffolk City",-,"401 - Airport (CD 4)",324,379,0,703
"Suffolk City",-,"402 - Whaleyville (CD 4)",223,578,0,801
"Suffolk City",-,"403 - Southside (CD 4)",451,38,0,489
"Suffolk City",-,"404 - Booker T Washington (CD 3)",180,8,0,188
"Suffolk City",-,"404 - Booker T Washington (CD 4)",658,45,0,703
"Suffolk City",-,"405 - Pittmantown (CD 4)",135,168,0,303
"Suffolk City",-,"501 - Kilbys Mill (CD 4)",579,862,1,"1,442"
"Suffolk City",-,"502 - Holland (CD 4)",524,747,1,"1,272"
"Suffolk City",-,"504 - Lake Cohoon (CD 3)",126,313,1,440
"Suffolk City",-,"504 - Lake Cohoon (CD 4)",333,653,0,986
"Suffolk City",-,"601 - Lakeside (CD 4)",674,498,1,"1,173"
"Suffolk City",-,"602 - Olde Towne (CD 3)",175,104,0,279
"Suffolk City",-,"602 - Olde Towne (CD 4)",4,2,0,6
"Suffolk City",-,"603 - Elephants Fork/westhaven (CD 4)",193,200,0,393
"Suffolk City",-,"604 - Wilroy (CD 3)",400,419,0,819
"Suffolk City",-,"605 - Hollywood (CD 3)",438,23,0,461
"Suffolk City",-,"702 - Harbourview (CD 3)",842,641,0,"1,483"
"Suffolk City",-,"704 - Burbage Grant (CD 3)",971,412,3,"1,386"
"Suffolk City",-,"706 - Huntersville (CD 3)","1,136",154,2,"1,292"
"Suffolk City",-,"AB - Central Absentee Precinct (CD 3)",636,396,0,"1,032"
"Suffolk City",-,"Ab - Central Absentee Precinct (CD 4)",364,197,0,561
"Suffolk City",-,"Provisional (CD 3)",2,2,0,4
"Suffolk City",-,"Provisional (CD 4)",2,3,0,5
"Surry County",-,"101 - Surry",259,378,1,638
"Surry County",-,"201 - Bacons Castle",373,221,0,594
"Surry County",-,"301 - Dendron",165,165,1,331
"Surry County",-,"302 - Walls Bridge",155,116,0,271
"Surry County",-,"401 - Carsley",327,218,0,545
"Surry County",-,"501 - Claremont",202,179,1,382
"Surry County",-,"502 - Spring Grove",156,30,0,186
"Surry County",-,Provisional,0,0,0,0
"Sussex County",-,"101 - Waverly",360,124,0,484
"Sussex County",-,"201 - Stony Creek",279,130,0,409
"Sussex County",-,"202 - Little Mill",58,42,0,100
"Sussex County",-,"301 - Courthouse",146,265,0,411
"Sussex County",-,"302 - Wakefield",22,101,0,123
"Sussex County",-,"401 - Mars Hill",263,182,0,445
"Sussex County",-,"402 - West Wakefield",49,14,0,63
"Sussex County",-,"501 - Henry",230,143,0,373
"Sussex County",-,"502 - Yale",97,65,0,162
"Sussex County",-,"601 - Blackwater",148,209,0,357
"Sussex County",-,"602 - Newville",83,108,0,191
"Sussex County",-,"AB - Central Absentee Precinct",62,54,0,116
"Sussex County",-,Provisional,0,0,0,0
"Tazewell County",-,"101 - Abbs Valley",19,125,0,144
"Tazewell County",-,"102 - Tip Top",38,195,1,234
"Tazewell County",-,"103 - Boissevain",34,87,1,122
"Tazewell County",-,"104 - Falls Mills",35,184,0,219
"Tazewell County",-,"106 - Pocahontas",24,71,0,95
"Tazewell County",-,"107 - Amonate",8,40,0,48
"Tazewell County",-,"109 - Bishop",13,70,0,83
"Tazewell County",-,"110 - Adria",30,196,1,227
"Tazewell County",-,"111 - Gap Store",37,183,0,220
"Tazewell County",-,"112 - Bandy",18,86,0,104
"Tazewell County",-,"203 - Burkes Garden",18,72,0,90
"Tazewell County",-,"204 - Clear Fork",35,278,0,313
"Tazewell County",-,"207 - Freestone",23,88,0,111
"Tazewell County",-,"209 - Jeffersonville",350,"1,047",5,"1,402"
"Tazewell County",-,"214 - Thompson Valley",57,266,0,323
"Tazewell County",-,"301 - Cedar Bluff",171,924,2,"1,097"
"Tazewell County",-,"302 - Baptist Valley",54,164,0,218
"Tazewell County",-,"303 - Wardell",80,389,0,469
"Tazewell County",-,"305 - Pounding Mill",44,277,1,322
"Tazewell County",-,"401 - Richlands",232,966,2,"1,200"
"Tazewell County",-,"402 - Jewell Ridge",21,110,0,131
"Tazewell County",-,"404 - Raven",60,321,1,382
"Tazewell County",-,"501 - Springville",88,546,1,635
"Tazewell County",-,"502 - Graham",250,"1,048",2,"1,300"
"Tazewell County",-,"Ab - Central Absentee Precinct",150,351,0,501
"Tazewell County",-,Provisional,1,3,0,4
"Virginia Beach City",-,"1 - North Beach",724,"1,111",1,"1,836"
"Virginia Beach City",-,"2 - South Beach",632,589,3,"1,224"
"Virginia Beach City",-,"3 - Ocean Lakes",395,492,1,888
"Virginia Beach City",-,"4 - Linkhorn",575,851,1,"1,427"
"Virginia Beach City",-,"5 - Seatack",742,389,2,"1,133"
"Virginia Beach City",-,"6 - Alanton",670,940,1,"1,611"
"Virginia Beach City",-,"7 - Kingston",414,659,0,"1,073"
"Virginia Beach City",-,"8 - London Bridge",708,660,0,"1,368"
"Virginia Beach City",-,"9 - Trantwood",549,932,2,"1,483"
"Virginia Beach City",-,"10 - Great Neck",556,"1,169",5,"1,730"
"Virginia Beach City",-,"11 - Cape Henry",925,943,2,"1,870"
"Virginia Beach City",-,"12 - Plaza",686,531,3,"1,220"
"Virginia Beach City",-,"13 - Mt Trashmore",788,809,2,"1,599"
"Virginia Beach City",-,"14 - Malibu",674,680,0,"1,354"
"Virginia Beach City",-,"15 - Old Donation",385,404,1,790
"Virginia Beach City",-,"16 - Aragona",766,753,0,"1,519"
"Virginia Beach City",-,"17 - Ocean Park",518,582,0,"1,100"
"Virginia Beach City",-,"18 - Thoroughgood",756,957,1,"1,714"
"Virginia Beach City",-,"19 - Lake Smith",326,477,1,804
"Virginia Beach City",-,"20 - Bayside",512,559,0,"1,071"
"Virginia Beach City",-,"21 - Davis Corner",893,241,1,"1,135"
"Virginia Beach City",-,"22 - Point O View",483,639,1,"1,123"
"Virginia Beach City",-,"23 - Arrowhead",580,740,0,"1,320"
"Virginia Beach City",-,"24 - Larkspur",511,480,1,992
"Virginia Beach City",-,"25 - Avalon",874,952,0,"1,826"
"Virginia Beach City",-,"26 - Fairfield",617,718,1,"1,336"
"Virginia Beach City",-,"27 - Edwin",693,846,2,"1,541"
"Virginia Beach City",-,"28 - Thalia",505,602,0,"1,107"
"Virginia Beach City",-,"29 - Holland",658,406,0,"1,064"
"Virginia Beach City",-,"30 - Red Wing",460,808,1,"1,269"
"Virginia Beach City",-,"31 - Sigma",753,"1,405",0,"2,158"
"Virginia Beach City",-,"32 - Creeds",178,537,1,716
"Virginia Beach City",-,"33 - Capps Shop",176,619,0,795
"Virginia Beach City",-,"34 - Blackwater",112,327,0,439
"Virginia Beach City",-,"35 - Courthouse",593,"1,066",0,"1,659"
"Virginia Beach City",-,"36 - Windsor Oaks",906,592,2,"1,500"
"Virginia Beach City",-,"37 - Chesapeake Beach",483,410,2,895
"Virginia Beach City",-,"38 - Witchduck",749,"1,138",3,"1,890"
"Virginia Beach City",-,"39 - Pembroke",792,712,0,"1,504"
"Virginia Beach City",-,"40 - Bonney",479,471,1,951
"Virginia Beach City",-,"41 - College Park","1,274",388,1,"1,663"
"Virginia Beach City",-,"42 - Brandon",702,610,3,"1,315"
"Virginia Beach City",-,"43 - Bellamy",702,407,0,"1,109"
"Virginia Beach City",-,"44 - Centerville",762,808,3,"1,573"
"Virginia Beach City",-,"45 - Timberlake",772,335,1,"1,108"
"Virginia Beach City",-,"46 - Green Run",666,337,1,"1,004"
"Virginia Beach City",-,"47 - Kings Grant",684,"1,133",1,"1,818"
"Virginia Beach City",-,"48 - Wolfsnare",643,874,1,"1,518"
"Virginia Beach City",-,"49 - Lynnhaven",609,937,0,"1,546"
"Virginia Beach City",-,"50 - Oceana",476,179,0,655
"Virginia Beach City",-,"51 - Stratford Chase",556,661,1,"1,218"
"Virginia Beach City",-,"52 - Homestead",880,897,2,"1,779"
"Virginia Beach City",-,"53 - Shannon",539,646,0,"1,185"
"Virginia Beach City",-,"54 - Cromwell",561,461,0,"1,022"
"Virginia Beach City",-,"55 - Magic Hollow",722,333,1,"1,056"
"Virginia Beach City",-,"56 - Edinburgh",307,400,1,708
"Virginia Beach City",-,"57 - Sherry Park",384,461,2,847
"Virginia Beach City",-,"58 - Glenwood",704,618,1,"1,323"
"Virginia Beach City",-,"59 - Shelton Park",456,425,1,882
"Virginia Beach City",-,"60 - Foxfire",595,959,3,"1,557"
"Virginia Beach City",-,"61 - Baker",904,124,2,"1,030"
"Virginia Beach City",-,"62 - Landstown",690,797,4,"1,491"
"Virginia Beach City",-,"63 - Culver",708,833,0,"1,541"
"Virginia Beach City",-,"64 - Rosemont Forest","1,034",824,3,"1,861"
"Virginia Beach City",-,"65 - Colonial",676,572,2,"1,250"
"Virginia Beach City",-,"66 - Hunt",479,738,0,"1,217"
"Virginia Beach City",-,"67 - Eastern Shore",343,232,0,575
"Virginia Beach City",-,"68 - Manor",610,719,1,"1,330"
"Virginia Beach City",-,"69 - Shell",783,310,1,"1,094"
"Virginia Beach City",-,"70 - Corporate Landing",574,550,3,"1,127"
"Virginia Beach City",-,"71 - Round Hill",418,300,1,719
"Virginia Beach City",-,"72 - Rudee",559,730,2,"1,291"
"Virginia Beach City",-,"73 - Dahlia",721,320,1,"1,042"
"Virginia Beach City",-,"74 - Buckner",650,312,2,964
"Virginia Beach City",-,"75 - Colony",664,"1,011",2,"1,677"
"Virginia Beach City",-,"76 - Village",631,247,1,879
"Virginia Beach City",-,"77 - Brookwood",564,524,1,"1,089"
"Virginia Beach City",-,"78 - Indian Lakes",604,511,2,"1,117"
"Virginia Beach City",-,"79 - Pleasant Hall",729,276,0,"1,005"
"Virginia Beach City",-,"80 - Chimney Hill",676,339,1,"1,016"
"Virginia Beach City",-,"81 - Rock Lake",814,500,2,"1,316"
"Virginia Beach City",-,"82 - Shelburne",474,578,2,"1,054"
"Virginia Beach City",-,"83 - Strawbridge",533,777,1,"1,311"
"Virginia Beach City",-,"84 - Tallwood",720,447,2,"1,169"
"Virginia Beach City",-,"85 - Upton",668,852,2,"1,522"
"Virginia Beach City",-,"86 - Haygood",723,766,2,"1,491"
"Virginia Beach City",-,"87 - Hillcrest",580,658,1,"1,239"
"Virginia Beach City",-,"88 - North Landing",466,574,3,"1,043"
"Virginia Beach City",-,"89 - Lake Christopher",641,678,1,"1,320"
"Virginia Beach City",-,"90 - Lake Joyce",384,487,3,874
"Virginia Beach City",-,"91 - Lexington",741,433,2,"1,176"
"Virginia Beach City",-,"92 - Little Neck",424,651,2,"1,077"
"Virginia Beach City",-,"93 - Newtown",861,159,0,"1,020"
"Virginia Beach City",-,"94 - Pinewood",296,376,1,673
"Virginia Beach City",-,"95 - Dam Neck",337,341,0,678
"Virginia Beach City",-,"96 - Hilltop",465,290,2,757
"Virginia Beach City",-,"97 - Indian River",760,356,2,"1,118"
"Virginia Beach City",-,"98 - Independence",413,257,0,670
"Virginia Beach City",-,"Ab - Central Absentee Precinct","3,613","3,730",4,"7,347"
"Virginia Beach City",-,Provisional,67,90,0,157
"Warren County",-,"101 - Fork Town",236,372,0,608
"Warren County",-,"102 - Otterburn",382,898,1,"1,281"
