County/City,Ward,Pct,"Mark Robert Warner","Edward Walter Gillespie","Robert Christopher Sarvis","All Others","Total Votes Cast"
,,,Democratic,Republican,Libertarian
"Tazewell County",-,Provisional,1,2,0,0,3
"Virginia Beach City",-,"1 - North Beach",642,"1,026",21,1,"1,690"
"Virginia Beach City",-,"2 - South Beach",431,481,40,1,953
"Virginia Beach City",-,"3 - Ocean Lakes",590,749,49,0,"1,388"
"Virginia Beach City",-,"4 - Linkhorn",488,781,29,0,"1,298"
"Virginia Beach City",-,"5 - Seatack",526,312,32,0,870
"Virginia Beach City",-,"6 - Alanton",613,929,32,0,"1,574"
"Virginia Beach City",-,"7 - Kingston",364,639,25,1,"1,029"
"Virginia Beach City",-,"8 - London Bridge",514,590,35,0,"1,139"
"Virginia Beach City",-,"9 - Trantwood",528,843,32,0,"1,403"
"Virginia Beach City",-,"10 - Great Neck",529,"1,086",30,1,"1,646"
"Virginia Beach City",-,"11 - Cape Henry",810,819,28,1,"1,658"
"Virginia Beach City",-,"12 - Plaza",583,437,34,1,"1,055"
"Virginia Beach City",-,"13 - Mt Trashmore",625,717,35,2,"1,379"
"Virginia Beach City",-,"14 - Malibu",542,578,62,0,"1,182"
"Virginia Beach City",-,"15 - Old Donation",337,374,27,1,739
"Virginia Beach City",-,"16 - Aragona",620,618,66,0,"1,304"
"Virginia Beach City",-,"17 - Ocean Park",403,525,35,0,963
"Virginia Beach City",-,"18 - Thoroughgood",658,875,51,0,"1,584"
"Virginia Beach City",-,"19 - Lake Smith",279,423,21,0,723
"Virginia Beach City",-,"20 - Bayside",376,456,23,0,855
"Virginia Beach City",-,"21 - Davis Corner",884,271,26,2,"1,183"
"Virginia Beach City",-,"22 - Point O View",386,564,27,1,978
"Virginia Beach City",-,"23 - Arrowhead",440,662,53,1,"1,156"
"Virginia Beach City",-,"24 - Larkspur",400,448,11,1,860
"Virginia Beach City",-,"25 - Avalon",685,806,34,1,"1,526"
"Virginia Beach City",-,"26 - Fairfield",507,656,19,2,"1,184"
"Virginia Beach City",-,"27 - Edwin",610,764,44,0,"1,418"
"Virginia Beach City",-,"28 - Thalia",373,532,26,1,932
"Virginia Beach City",-,"29 - Holland",532,315,28,0,875
"Virginia Beach City",-,"30 - Red Wing",432,716,27,1,"1,176"
"Virginia Beach City",-,"31 - Sigma",566,"1,171",38,1,"1,776"
"Virginia Beach City",-,"32 - Creeds",203,419,15,0,637
"Virginia Beach City",-,"33 - Capps Shop",217,496,18,0,731
"Virginia Beach City",-,"34 - Blackwater",130,264,11,0,405
"Virginia Beach City",-,"35 - Courthouse",517,907,36,2,"1,462"
"Virginia Beach City",-,"36 - Windsor Oaks",702,538,49,0,"1,289"
"Virginia Beach City",-,"37 - Chesapeake Beach",316,375,24,0,715
"Virginia Beach City",-,"38 - Witchduck",693,"1,051",35,3,"1,782"
"Virginia Beach City",-,"39 - Pembroke",547,590,41,1,"1,179"
"Virginia Beach City",-,"40 - Bonney",327,375,30,1,733
"Virginia Beach City",-,"41 - College Park",977,369,22,0,"1,368"
"Virginia Beach City",-,"42 - Brandon",547,531,32,0,"1,110"
"Virginia Beach City",-,"43 - Bellamy",495,319,29,1,844
"Virginia Beach City",-,"44 - Centerville",551,682,48,0,"1,281"
"Virginia Beach City",-,"45 - Timberlake",544,257,24,1,826
"Virginia Beach City",-,"46 - Green Run",535,291,22,0,848
"Virginia Beach City",-,"47 - Kings Grant",575,"1,085",35,1,"1,696"
"Virginia Beach City",-,"48 - Wolfsnare",520,777,31,1,"1,329"
"Virginia Beach City",-,"49 - Lynnhaven",554,841,29,1,"1,425"
"Virginia Beach City",-,"50 - Oceana",290,149,9,0,448
"Virginia Beach City",-,"51 - Stratford Chase",470,575,19,1,"1,065"
"Virginia Beach City",-,"52 - Homestead",690,780,34,0,"1,504"
"Virginia Beach City",-,"53 - Shannon",453,575,24,0,"1,052"
"Virginia Beach City",-,"54 - Cromwell",409,342,27,0,778
"Virginia Beach City",-,"55 - Magic Hollow",530,303,26,2,861
"Virginia Beach City",-,"56 - Edinburgh",268,361,20,0,649
"Virginia Beach City",-,"57 - Sherry Park",283,428,17,0,728
"Virginia Beach City",-,"58 - Glenwood",540,520,20,2,"1,082"
"Virginia Beach City",-,"59 - Shelton Park",336,405,20,0,761
"Virginia Beach City",-,"60 - Foxfire",521,879,34,1,"1,435"
"Virginia Beach City",-,"61 - Baker",616,71,15,2,704
"Virginia Beach City",-,"62 - Landstown",546,673,27,1,"1,247"
"Virginia Beach City",-,"63 - Culver",559,748,44,3,"1,354"
"Virginia Beach City",-,"64 - Rosemont Forest",667,653,30,0,"1,350"
"Virginia Beach City",-,"65 - Colonial",500,496,24,0,"1,020"
"Virginia Beach City",-,"66 - Hunt",404,620,27,1,"1,052"
"Virginia Beach City",-,"67 - Eastern Shore",516,431,45,2,994
"Virginia Beach City",-,"68 - Manor",515,684,33,0,"1,232"
"Virginia Beach City",-,"69 - Shell",601,233,15,0,849
"Virginia Beach City",-,"70 - Corporate Landing",423,491,49,0,963
"Virginia Beach City",-,"71 - Round Hill",898,531,34,2,"1,465"
"Virginia Beach City",-,"72 - Rudee",449,630,39,1,"1,119"
"Virginia Beach City",-,"73 - Dahlia",771,446,39,0,"1,256"
"Virginia Beach City",-,"74 - Buckner",459,260,18,1,738
"Virginia Beach City",-,"75 - Colony",584,878,32,0,"1,494"
"Virginia Beach City",-,"76 - Village",433,234,21,0,688
"Virginia Beach City",-,"77 - Brookwood",439,423,27,1,890
"Virginia Beach City",-,"78 - Indian Lakes",476,434,27,0,937
"Virginia Beach City",-,"79 - Pleasant Hall",452,249,24,0,725
"Virginia Beach City",-,"80 - Chimney Hill",513,227,34,0,774
"Virginia Beach City",-,"81 - Rock Lake",577,411,31,1,"1,020"
"Virginia Beach City",-,"82 - Shelburne",342,542,23,0,907
"Virginia Beach City",-,"83 - Strawbridge",481,683,30,2,"1,196"
"Virginia Beach City",-,"84 - Tallwood",530,398,18,0,946
"Virginia Beach City",-,"85 - Upton",559,815,45,1,"1,420"
"Virginia Beach City",-,"86 - Haygood",569,685,25,0,"1,279"
"Virginia Beach City",-,"87 - Hillcrest",453,577,15,0,"1,045"
"Virginia Beach City",-,"88 - North Landing",308,510,33,1,852
"Virginia Beach City",-,"89 - Lake Christopher",522,641,20,0,"1,183"
"Virginia Beach City",-,"90 - Lake Joyce",314,426,32,0,772
"Virginia Beach City",-,"91 - Lexington",490,352,27,1,870
"Virginia Beach City",-,"92 - Little Neck",364,606,22,1,993
"Virginia Beach City",-,"93 - Newtown",396,59,13,0,468
"Virginia Beach City",-,"94 - Pinewood",220,331,24,0,575
"Virginia Beach City",-,"Ab - Central Absentee Precinct","2,226","2,465",78,5,"4,774"
"Virginia Beach City",-,Provisional,33,42,2,0,77
"Warren County",-,"101 - Fork Town",247,331,13,2,593
"Warren County",-,"102 - Otterburn",314,790,17,2,"1,123"
"Warren County",-,"201 - Happy Creek",335,681,28,7,"1,051"
"Warren County",-,"202 - Linden",300,558,40,1,899
"Warren County",-,"301 - North River",294,435,24,2,755
"Warren County",-,"302 - Riverton",218,556,11,3,788
"Warren County",-,"401 - East Shenandoah",326,849,25,2,"1,202"
"Warren County",-,"402 - Town - West Shenandoah",242,429,19,3,693
"Warren County",-,"501 - South River",356,594,32,1,983
"Warren County",-,"502 - Bentonville",122,261,9,0,392
"Warren County",-,"504 - Browntown",112,219,5,0,336
"Warren County",-,"Ab - Central Absentee Precinct",177,220,8,2,407
"Warren County",-,Provisional,5,10,0,0,15
"Washington County",-,"101 - East Abingdon",470,716,25,2,"1,213"
"Washington County",-,"102 - West Abingdon",292,381,12,3,688
"Washington County",-,"201 - Clinchburg",83,257,5,0,345
"Washington County",-,"202 - Greendale",148,432,6,1,587
"Washington County",-,"203 - Hayters Gap",73,154,5,0,232
"Washington County",-,"204 Woodland Hills",214,463,8,0,685
"Washington County",-,"301 - Watauga",357,789,26,1,"1,173"
"Washington County",-,"302 - South Abingdon",430,663,13,1,"1,107"
"Washington County",-,"401 - Glade Spring",296,569,18,0,883
"Washington County",-,"402 - Meadowview",351,638,18,1,"1,008"
"Washington County",-,"501 - Rhea Valley",303,769,21,0,"1,093"
"Washington County",-,"502 - Damascus",206,358,17,0,581
"Washington County",-,"504 - Green Cove",23,78,2,0,103
"Washington County",-,"601 - Burson Place",172,695,14,1,882
"Washington County",-,"602 - Mendota",39,128,3,3,173
"Washington County",-,"603 - Valley Institute",164,494,3,1,662
"Washington County",-,"701 - High Point",183,571,17,1,772
"Washington County",-,"702 - Wallace",119,257,6,0,382
"Washington County",-,"703 - John Battle",231,604,9,0,844
"Washington County",-,"Ab - Central Absentee Precinct",247,342,7,2,598
"Washington County",-,Provisional,1,3,0,0,4
"Waynesboro City",-,"1 - Ward A",257,275,32,0,564
"Waynesboro City",-,"2 - Ward B",588,809,63,0,"1,460"
"Waynesboro City",-,"3 - Ward C",384,464,41,0,889
"Waynesboro City",-,"4 - Ward D",635,"1,022",45,2,"1,704"
"Waynesboro City",-,"Ab - Central Absentee Precinct",86,104,3,0,193
"Waynesboro City",-,Provisional,1,1,0,0,2
"Westmoreland County",-,"101 - Precinct 1-1",382,177,10,2,571
"Westmoreland County",-,"102 - Precinct 1-2",171,122,4,0,297
"Westmoreland County",-,"201 - Precinct 2-1",465,501,18,0,984
"Westmoreland County",-,"301 - Precinct 3-1",337,370,14,1,722
"Westmoreland County",-,"401 - Precinct 4-1",253,508,24,3,788
"Westmoreland County",-,"501 - Precinct 5-1",417,455,19,0,891
"Westmoreland County",-,"Ab - Central Absentee Precinct",189,205,4,0,398
"Westmoreland County",-,Provisional,3,0,0,0,3
"Williamsburg City",-,"1 - Stryker","1,121",613,41,1,"1,776"
"Williamsburg City",-,"2 - Matoaka","1,161",621,46,2,"1,830"
"Williamsburg City",-,"Ab - Central Absentee Precinct",184,126,1,0,311
"Winchester City",-,"101 - Merrimans",651,702,45,1,"1,399"
"Winchester City",-,"102 - Old Town",473,529,36,2,"1,040"
"Winchester City",-,"201 - Virginia Avenue",444,327,39,3,813
"Winchester City",-,"301 - War Memorial",349,398,31,1,779
"Winchester City",-,"401 - Frederick Douglass",185,222,12,0,419
"Winchester City",-,"402 - Rolling Hills",412,603,27,2,"1,044"
"Winchester City",-,"Ab - Central Absentee Precinct",216,204,5,0,425
"Winchester City",-,Provisional,2,0,0,0,2
"Wise County",-,"101 - Appalachia",194,237,8,1,440
"Wise County",-,"102 - Dorchester",81,210,1,0,292
"Wise County",-,"103 - Guest River Voting Place",85,231,2,0,318
"Wise County",-,"104 - West Pound",247,663,13,0,923
"Wise County",-,"201 - North Coeburn",95,283,12,0,390
"Wise County",-,"202 - Wise",324,826,20,1,"1,171"
"Wise County",-,"203 - East Pound",49,160,6,0,215
"Wise County",-,"301 - Big Stone Gap",329,567,15,0,911
"Wise County",-,"302 - East Stone Gap",242,697,23,1,963
"Wise County",-,"401 - Clinch Valley",163,642,10,0,815
"Wise County",-,"402 - South Coeburn",171,615,9,0,795
"Wise County",-,"403 - St Paul",116,149,6,0,271
"Wise County",-,"Ab - Central Absentee Precinct",84,133,0,0,217
"Wise County",-,Provisional,1,1,0,0,2
"Wythe County",-,"101 - Royal Oak",57,209,4,0,270
"Wythe County",-,"102 - Rural Retreat",283,621,21,0,925
"Wythe County",-,"203 - West Wytheville",492,658,37,1,"1,188"
"Wythe County",-,"303 - East Wytheville",462,677,28,0,"1,167"
"Wythe County",-,"401 - Fort Chiswell",168,447,14,0,629
"Wythe County",-,"402 - Max Meadows",172,390,16,2,580
"Wythe County",-,"501 - Jackson Memorial",136,233,6,0,375
"Wythe County",-,"502 - Sheffey",186,477,14,3,680
"Wythe County",-,"601 - Huddle",83,192,8,0,283
"Wythe County",-,"602 - Zion",148,313,13,2,476
"Wythe County",-,"603  Evergreen",94,217,10,1,322
"Wythe County",-,"Ab - Central Absentee Precinct",112,127,6,1,246
"Wythe County",-,Provisional,0,1,0,0,1
"York County",-,"101 - Queens Lake",564,641,25,5,"1,235"
"York County",-,"102 - Waller Mill",548,728,27,2,"1,305"
"York County",-,"103 - Magruder",924,562,44,1,"1,531"
"York County",-,"201 - Coventry",754,"1,075",45,0,"1,874"
"York County",-,"202 - Kiln Creek",379,556,21,0,956
"York County",-,"301 - Seaford",479,"1,331",43,2,"1,855"
"York County",-,"302 - Yorktown",565,814,33,2,"1,414"
"York County",-,"303 - Edgehill",585,652,53,1,"1,291"
"York County",-,"401 - Harwoods Mill",578,"1,161",31,1,"1,771"
"York County",-,"402 - Dare",530,"1,239",41,0,"1,810"
"York County",-,"403 - Grafton",315,514,22,0,851
"York County",-,"501 - Tabb",689,"1,293",43,0,"2,025"
"York County",-,"502 - Bethel",684,"1,004",40,1,"1,729"
"York County",-,"Ab - Central Absentee Precinct",377,569,24,2,972
"York County",-,Provisional,3,2,1,0,6
TOTALS,,,"1,073,667","1,055,940","53,102","1,811","2,184,520"
