County/City,Ward,Pct,"Mark Robert Warner","Edward Walter Gillespie","Robert Christopher Sarvis","All Others","Total Votes Cast"
,,,Democratic,Republican,Libertarian
"Fairfax County",-,"628 - Laurel Hill (CD 11)",788,393,24,1,"1,206"
"Fairfax County",-,"629 - South County (CD 11)",601,624,19,1,"1,245"
"Fairfax County",-,"701 - Blake (CD 11)","1,014",639,43,1,"1,697"
"Fairfax County",-,"703 - Fort Buffalo (CD 8)",404,146,14,0,564
"Fairfax County",-,"704 - Freedom Hill (CD 11)",568,367,16,1,952
"Fairfax County",-,"705 - Graham - Greenway (CD 8)",966,448,31,4,"1,449"
"Fairfax County",-,"707 - Mantua (CD 11)",635,424,13,0,"1,072"
"Fairfax County",-,"708 - Marshall (CD 8)","1,196",543,58,4,"1,801"
"Fairfax County",-,"709 - Mosby (CD 11)",768,380,38,3,"1,189"
"Fairfax County",-,"710 - Pine Spring (CD 8)",612,286,33,0,931
"Fairfax County",-,"711 - Price (CD 11)",567,362,21,2,952
"Fairfax County",-,"712 - Shreve (CD 8)",461,242,21,1,725
"Fairfax County",-,"713 - Timber Lane (CD 8)",776,351,23,4,"1,154"
"Fairfax County",-,"714 - Walker (CD 11)",812,478,38,1,"1,329"
"Fairfax County",-,"717 - Woodburn (CD 11)",546,255,26,0,827
"Fairfax County",-,"718 - Pine Ridge (CD 11)",522,368,19,0,909
"Fairfax County",-,"719 - Stenwood (CD 11)",325,176,11,0,512
"Fairfax County",-,"720 - Thoreau (CD 11)",527,363,19,1,910
"Fairfax County",-,"721 - Merrifield (CD 11)",902,402,56,0,"1,360"
"Fairfax County",-,"726 - Magarity (CD 11)",0,0,0,0,0
"Fairfax County",-,"726 - Magarity (CD 8)",761,442,29,0,"1,232"
"Fairfax County",-,"727 - Oakton (CD 11)",670,615,22,1,"1,308"
"Fairfax County",-,"729 - Nottoway (CD 11)",926,519,46,2,"1,493"
"Fairfax County",-,"730 - Penderbrook (CD 11)",709,539,26,1,"1,275"
"Fairfax County",-,"731 - Tysons (CD 11)",544,332,24,0,900
"Fairfax County",-,"732 - Oak Marr (CD 11)",855,742,22,1,"1,620"
"Fairfax County",-,"733 - Kilmer (CD 11)",997,537,32,0,"1,566"
"Fairfax County",-,"734 - Hunters Branch (CD 11)",468,249,19,1,737
"Fairfax County",-,"801 - Burke (CD 11)","1,015",693,54,2,"1,764"
"Fairfax County",-,"802 - Cedar Lake (CD 11)",245,179,12,0,436
"Fairfax County",-,"803 - Clifton (CD 10)",819,"1,201",35,4,"2,059"
"Fairfax County",-,"804 - Colchester (CD 10)",374,481,7,1,863
"Fairfax County",-,"805 - Fairfax Station (CD 10)",381,437,12,0,830
"Fairfax County",-,"806 - Sydenstricker (CD 11)",710,689,25,1,"1,425"
"Fairfax County",-,"807 - Hunt Valley (CD 11)",513,508,33,2,"1,056"
"Fairfax County",-,"811 - Pohick (CD 11)",440,318,28,0,786
"Fairfax County",-,"812 - Valley (CD 11)",676,554,16,0,"1,246"
"Fairfax County",-,"815 - Woodyard (CD 10)",560,784,18,2,"1,364"
"Fairfax County",-,"824 - Orange (CD 11)",910,930,42,2,"1,884"
"Fairfax County",-,"825 - Cherry Run (CD 11)",677,655,21,1,"1,354"
"Fairfax County",-,"827 - Irving (CD 11)",699,544,20,1,"1,264"
"Fairfax County",-,"833 - White Oaks (CD 11)",695,529,22,2,"1,248"
"Fairfax County",-,"838 - Sangster (CD 10)",566,592,22,0,"1,180"
"Fairfax County",-,"839 - Silverbrook (CD 10)",807,864,22,2,"1,695"
"Fairfax County",-,"840 - West Springfield (CD 11)",735,628,30,0,"1,393"
"Fairfax County",-,"841 - Popes Head (CD 10)",339,468,12,1,820
"Fairfax County",-,"842 - Parkway (CD 11)",530,544,22,0,"1,096"
"Fairfax County",-,"843 - Fair Lakes (CD 11)",674,507,28,0,"1,209"
"Fairfax County",-,"844 - Centerpointe (CD 11)",515,303,25,2,845
"Fairfax County",-,"845 - Fountainhead (CD 10)",853,"1,051",28,4,"1,936"
"Fairfax County",-,"846 - Greenbriar East (CD 11)",616,490,53,3,"1,162"
"Fairfax County",-,"847 - Greenbriar West (CD 10)",510,446,26,0,982
"Fairfax County",-,"848 - Fair Oaks (CD 11)",566,392,26,2,986
"Fairfax County",-,"849 - Newgate North (CD 10)",368,376,10,1,755
"Fairfax County",-,"850 - South Run (CD 10)",663,762,18,1,"1,444"
"Fairfax County",-,"851 - Willow Springs (CD 11)",515,641,14,2,"1,172"
"Fairfax County",-,"854 - Newgate South (CD 10)",602,852,29,0,"1,483"
"Fairfax County",-,"901 - Centre Ridge (CD 11)",753,501,49,2,"1,305"
"Fairfax County",-,"902 - Brookfield (CD 10)",830,575,50,1,"1,456"
"Fairfax County",-,"903 - Cub Run (CD 10)",815,765,37,4,"1,621"
"Fairfax County",-,"904 - Stonecroft (CD 10)",285,387,14,0,686
"Fairfax County",-,"905 - Franklin (CD 10)",277,206,7,0,490
"Fairfax County",-,"908 - Kinross East (CD 10)",610,517,14,0,"1,141"
"Fairfax County",-,"909 - Kinross West (CD 10)",556,500,27,1,"1,084"
"Fairfax County",-,"910 - London Towne #1 (CD 11)",723,469,37,1,"1,230"
"Fairfax County",-,"911 - Navy (CD 10)",863,617,34,2,"1,516"
"Fairfax County",-,"913 - Rocky Run (CD 10)",890,906,34,3,"1,833"
"Fairfax County",-,"914 - Vale (CD 10)",605,568,18,0,"1,191"
"Fairfax County",-,"915 - Virginia Run (CD 10)",513,782,24,1,"1,320"
"Fairfax County",-,"916 - Waples Mill (CD 10)","1,114","1,084",37,3,"2,238"
"Fairfax County",-,"917 - Stone North (CD 10)",424,343,34,0,801
"Fairfax County",-,"918 - Centreville (CD 11)",803,567,38,4,"1,412"
"Fairfax County",-,"919 - Green Trails (CD 11)",764,597,36,1,"1,398"
"Fairfax County",-,"920 - Chantilly (CD 10)",580,497,18,0,"1,095"
"Fairfax County",-,"921 - Deer Park (CD 10)",683,838,37,0,"1,558"
"Fairfax County",-,"923 - Bull Run (CD 10)",368,619,13,3,"1,003"
"Fairfax County",-,"924 - London Towne #2 (CD 11)",128,49,4,0,181
"Fairfax County",-,"925 - Old Mill (CD 10)",371,307,21,0,699
"Fairfax County",-,"925 - Old Mill (CD 11)",0,0,0,0,0
"Fairfax County",-,"926 - Powell (CD 11)",743,516,41,0,"1,300"
"Fairfax County",-,"927 - Lees Corner #1 (CD 10)",429,294,20,1,744
"Fairfax County",-,"928 - Poplar Tree (CD 10)",620,607,16,0,"1,243"
"Fairfax County",-,"929 - Difficult Run (CD 10)",161,205,5,0,371
"Fairfax County",-,"930 - Lees Corner #2 (CD 10)",541,468,25,1,"1,035"
"Fairfax County",-,"931 - Carson (CD 10)",468,327,22,1,818
"Fairfax County",-,"932 - Stone South (CD 10)",327,218,13,1,559
"Fairfax County",-,"933 - Compton (CD 11)",133,117,11,0,261
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 10)","3,747","3,427",72,4,"7,250"
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 11)","6,888","4,394",167,7,"11,456"
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 8)","4,888","2,779",93,7,"7,767"
"Fairfax County",-,"Provisional (CD 10)",30,21,0,1,52
"Fairfax County",-,"Provisional (CD 11)",39,27,1,0,67
"Fairfax County",-,"Provisional (CD 8)",25,21,2,0,48
"Fairfax City",-,"1 - One",488,427,29,1,945
"Fairfax City",-,"2 - Two",560,480,26,0,"1,066"
"Fairfax City",-,"3 - Three",778,586,31,0,"1,395"
"Fairfax City",-,"4 - Four",653,492,28,1,"1,174"
"Fairfax City",-,"5 - Five",537,389,17,0,943
"Fairfax City",-,"6 - Six",482,370,23,1,876
"Fairfax City",-,"Ab - Central Absentee Precinct",310,273,6,0,589
"Fairfax City",-,Provisional,4,1,0,0,5
"Falls Church City",-,"1 - First Ward","1,090",416,43,0,"1,549"
"Falls Church City",-,"2 - Second Ward",847,336,25,2,"1,210"
"Falls Church City",-,"3 - Third Ward","1,170",422,42,1,"1,635"
"Falls Church City",-,"Ab - Central Absentee Precinct",490,133,13,0,636
"Falls Church City",-,Provisional,2,2,0,0,4
"Fauquier County",-,"101 - Kettle Run (CD 5)",149,404,13,0,566
"Fauquier County",-,"102 - Catlett (CD 1)",292,831,25,0,"1,148"
"Fauquier County",-,"103 - Casanova (CD 5)",210,325,11,0,546
"Fauquier County",-,"104 - Lois (CD 1)",127,366,8,0,501
"Fauquier County",-,"105 - Opal (CD 5)",134,356,6,0,496
"Fauquier County",-,"106 - Baldwin Ridge (CD 5)",252,468,15,0,735
"Fauquier County",-,"201 - Courthouse (CD 5)",516,767,38,0,"1,321"
"Fauquier County",-,"202 - Airlie (CD 5)",422,715,21,0,"1,158"
"Fauquier County",-,"203 - Warrenton (CD 5)",514,675,26,2,"1,217"
"Fauquier County",-,"301 - Morrisville (CD 1)",225,538,20,1,784
"Fauquier County",-,"302 - Remington (CD 5)",359,727,19,0,"1,105"
"Fauquier County",-,"303 - Bealeton (CD 1)",336,680,33,1,"1,050"
"Fauquier County",-,"401 - Marshall (CD 5)",405,695,26,0,"1,126"
"Fauquier County",-,"402 - Leeds (CD 5)",485,631,16,0,"1,132"
"Fauquier County",-,"403 - Waterloo (CD 5)",436,967,30,0,"1,433"
"Fauquier County",-,"404 - Springs Valley (CD 5)",200,380,4,1,585
"Fauquier County",-,"501 - The Plains (CD 5)",444,542,10,0,996
"Fauquier County",-,"502 - New Baltimore (CD 5)",314,754,34,0,"1,102"
"Fauquier County",-,"503 - Broad Run (CD 5)",338,727,10,0,"1,075"
"Fauquier County",-,"504 - Vint Hill (CD 5)",460,"1,024",31,1,"1,516"
"Fauquier County",-,"Ab - Central Absentee Precinct (CD 1)",32,84,2,0,118
"Fauquier County",-,"Ab - Central Absentee Precinct (CD 5)",332,557,7,0,896
"Fauquier County",-,"Provisional (CD 1)",2,0,0,0,2
"Fauquier County",-,"Provisional (CD 5)",1,6,0,0,7
"Floyd County",-,"101 - Locust Grove",340,527,34,4,905
"Floyd County",-,"201 - Little River",423,499,40,3,965
"Floyd County",-,"301 - Courthouse",459,388,36,1,884
"Floyd County",-,"401 - Burks Fork",313,485,25,3,826
"Floyd County",-,"501 - Indian Valley",222,543,20,0,785
"Floyd County",-,"Ab - Central Absentee Precinct",131,116,8,0,255
"Floyd County",-,Provisional,1,0,0,0,1
"Fluvanna County",-,"101 - Palmyra",703,832,47,1,"1,583"
"Fluvanna County",-,"201 - Columbia",488,599,38,0,"1,125"
"Fluvanna County",-,"301 - Fork Union",638,618,45,2,"1,303"
"Fluvanna County",-,"401 - Cunningham",575,"1,038",68,5,"1,686"
"Fluvanna County",-,"501 - Rivanna",852,"1,017",66,0,"1,935"
"Fluvanna County",-,"Ab - Central Absentee Precinct",303,373,10,0,686
"Fluvanna County",-,Provisional,4,3,0,0,7
"Franklin County",-,"102 - Burnt Chimney",358,697,38,0,"1,093"
"Franklin County",-,"103 - Scruggs",569,"1,431",46,1,"2,047"
"Franklin County",-,"201 - Glade Hill",284,505,26,1,816
"Franklin County",-,"202 - Penhook",305,538,12,0,855
"Franklin County",-,"203 - Hodgesville",49,76,2,0,127
"Franklin County",-,"204 - Dudley",218,326,8,1,553
"Franklin County",-,"301 - Snow Creek",150,239,17,0,406
"Franklin County",-,"302 - Fork Mountain",119,231,3,0,353
"Franklin County",-,"303 - Sontag",324,287,23,0,634
"Franklin County",-,"304 - Dickinson",182,136,8,0,326
"Franklin County",-,"401 - Henry",148,450,20,0,618
"Franklin County",-,"402 - Ferrum",149,224,9,0,382
"Franklin County",-,"403 - Endicott",133,239,15,2,389
"Franklin County",-,"501 - Waidsboro",187,280,16,0,483
"Franklin County",-,"502 - Callaway",198,431,26,0,655
"Franklin County",-,"503 - Bowmans",137,246,12,0,395
"Franklin County",-,"504 - Gogginsville",188,386,22,0,596
"Franklin County",-,"601 - Boones Mill",311,558,24,1,894
"Franklin County",-,"602 - Bonbrook",253,509,26,0,788
"Franklin County",-,"603 - Coopers Cove",170,423,11,0,604
"Franklin County",-,"701 - Rocky Mount East",347,454,21,1,823
"Franklin County",-,"702 - Rocky Mount West",300,297,7,0,604
"Franklin County",-,"703 - Rocky Mount South",274,267,6,0,547
"Franklin County",-,"Ab - Central Absentee Precinct",293,433,10,0,736
"Franklin County",-,Provisional,4,1,0,0,5
"Franklin City",-,"101 - Precinct 1-1",174,315,10,0,499
"Franklin City",-,"201 - Precinct 2-1",169,237,7,0,413
"Franklin City",-,"301 - Precinct 3-1",294,20,1,0,315
"Franklin City",-,"401 - Precinct 4-1",203,17,1,0,221
"Franklin City",-,"501 - Precinct 5-1",222,3,2,0,227
"Franklin City",-,"601 - Precinct 6-1",194,170,7,0,371
"Franklin City",-,"Ab - Central Absentee Precinct",72,56,1,0,129
"Frederick County",-,"101 - Russells",221,719,27,0,967
"Frederick County",-,"102 - Gore",214,664,31,2,911
"Frederick County",-,"103 - Kernstown",402,845,26,8,"1,281"
"Frederick County",-,"104 - Cedar Creek",201,439,15,3,658
"Frederick County",-,"201 - Gainesborough",130,480,16,3,629
"Frederick County",-,"202 - Albin",327,683,17,0,"1,027"
"Frederick County",-,"203 - Redland",325,842,31,5,"1,203"
"Frederick County",-,"204 - Nain",324,702,21,4,"1,051"
"Frederick County",-,"301 - Clear Brook",160,429,15,0,604
"Frederick County",-,"302 - Neff's Town",326,648,30,2,"1,006"
"Frederick County",-,"303 - White Hall",445,"1,019",27,0,"1,491"
"Frederick County",-,"401 - Carpers Valley",384,752,21,3,"1,160"
"Frederick County",-,"402 - Shenandoah",156,405,12,3,576
"Frederick County",-,"403 - Parkin's Mill",292,609,33,2,936
"Frederick County",-,"404 - Armel",323,676,29,2,"1,030"
"Frederick County",-,"501 - Stephens City",392,721,27,0,"1,140"
"Frederick County",-,"502 - Newtown",390,812,33,1,"1,236"
"Frederick County",-,"503 - Canterburg",347,708,26,2,"1,083"
"Frederick County",-,"601 - Millbrook",226,494,22,1,743
"Frederick County",-,"602 - Ash Hollow",319,530,41,2,892
"Frederick County",-,"603 - Greenwood",498,983,40,1,"1,522"
"Frederick County",-,"Ab - Central Absentee Precinct",256,530,16,1,803
"Frederick County",-,Provisional,1,3,0,0,4
"Fredericksburg City",-,"101 - Precinct 1 - District One",702,652,39,2,"1,395"
"Fredericksburg City",-,"201 - Precinct 1 - District Two",949,550,62,4,"1,565"
"Fredericksburg City",-,"301 - Precinct 1 - District Three",692,573,34,1,"1,300"
"Fredericksburg City",-,"401 - Precinct 1 - District Four",560,168,12,2,742
"Fredericksburg City",-,"402 - Precinct 2 - District Four",233,132,9,1,375
"Fredericksburg City",-,"Ab - Central Absentee Precinct",199,131,7,1,338
"Fredericksburg City",-,Provisional,6,5,1,0,12
"Galax City",-,"1 - East",247,304,13,1,565
"Galax City",-,"2 - North",153,218,8,1,380
"Galax City",-,"3 - South",143,173,7,1,324
"Galax City",-,"Ab - Central Absentee Precinct",21,48,1,1,71
"Giles County",-,"101 - Glen Lyn",21,46,1,0,68
"Giles County",-,"102 - Rich Creek",75,190,4,0,269
"Giles County",-,"103 - Narrows",336,498,21,1,856
"Giles County",-,"201 - Pearisburg",416,727,33,2,"1,178"
"Giles County",-,"202 - Staffordsville",73,133,2,0,208
"Giles County",-,"203 - White Gate",35,101,3,0,139
"Giles County",-,"301 - Eggleston",143,226,9,0,378
"Giles County",-,"302 - Pembroke",314,507,36,0,857
"Giles County",-,"303 - Newport",258,304,20,0,582
"Giles County",-,"Ab - Central Absentee Precinct",87,123,11,1,222
"Giles County",-,Provisional,2,1,0,0,3
"Gloucester County",-,"101 - Harcum",260,507,19,0,786
"Gloucester County",-,"102 - Salem",213,468,22,1,704
"Gloucester County",-,"103 - Peasley",139,309,16,0,464
"Gloucester County",-,"201 - Courthouse",357,540,18,0,915
"Gloucester County",-,"202 - Botetourt",431,758,37,0,"1,226"
"Gloucester County",-,"301 - White Marsh",315,611,19,0,945
"Gloucester County",-,"302 - Roanes",377,762,21,0,"1,160"
"Gloucester County",-,"401 - Hayes",354,611,25,0,990
"Gloucester County",-,"402 - Sarahs Creek",389,586,22,0,997
"Gloucester County",-,"501 - Achilles",412,982,42,0,"1,436"
"Gloucester County",-,"502 - Walker",324,581,28,0,933
"Gloucester County",-,"Ab - Central Absentee Precinct",155,272,8,0,435
"Gloucester County",-,Provisional,3,1,1,0,5
"Goochland County",-,"101 - Fife",248,298,18,1,565
"Goochland County",-,"102 - Hadensville",369,562,29,2,962
"Goochland County",-,"201 - Three Square",171,104,11,0,286
"Goochland County",-,"202 - Sandy Hook",574,674,36,0,"1,284"
"Goochland County",-,"301 - Goochland Court House 1",323,511,21,1,856
"Goochland County",-,"302 - Goochland Court House 2",127,255,14,0,396
"Goochland County",-,"401 - Shallow Well",371,473,21,0,865
"Goochland County",-,"402 - Centerville",324,897,28,1,"1,250"
"Goochland County",-,"501 - Manakin",466,985,24,0,"1,475"
"Goochland County",-,"502 - Blair Road",215,644,22,0,881
"Goochland County",-,"Ab - Central Absentee Precinct",189,326,11,0,526
"Goochland County",-,Provisional,4,6,0,0,10
"Grayson County",-,"101 - Bridle Creek",83,89,2,1,175
"Grayson County",-,"102 - Flatridge",42,63,3,0,108
"Grayson County",-,"103 - Grant",85,98,6,1,190
"Grayson County",-,"104 - Mouth Of Wilson",54,74,5,1,134
"Grayson County",-,"105 - Mount Rogers",42,95,5,0,142
"Grayson County",-,"106 - Rugby",46,87,4,0,137
"Grayson County",-,"107 - Troutdale",22,42,6,0,70
"Grayson County",-,"108 - Comers Rock",56,83,4,0,143
"Grayson County",-,"202 - Elk Creek",98,169,7,0,274
"Grayson County",-,"203 - Independence",269,455,15,1,740
"Grayson County",-,"301 - Baywood",117,290,10,0,417
"Grayson County",-,"302 - Fairview",160,374,13,1,548
"Grayson County",-,"401 - Fries",97,123,8,0,228
"Grayson County",-,"402 - Providence",122,292,10,1,425
"Grayson County",-,"403 - Oldtown",63,110,5,5,183
"Grayson County",-,"Ab - Central Absentee Precinct",83,141,6,0,230
"Grayson County",-,Provisional,2,0,0,0,2
"Greene County",-,"101 - Dyke",148,332,12,0,492
"Greene County",-,"102 - Swift Run",198,392,32,0,622
"Greene County",-,"201 - Ruckersville",364,687,51,2,"1,104"
"Greene County",-,"301 - Stanardsville",335,727,30,0,"1,092"
"Greene County",-,"401 - Midway",474,873,61,2,"1,410"
"Greene County",-,"Ab - Central Absentee Precinct",134,212,4,0,350
"Greene County",-,Provisional,2,0,0,0,2
"Greensville County",-,"101 - Precinct 1-a",197,93,5,0,295
"Greensville County",-,"102 - Precinct 1-b",53,62,3,0,118
"Greensville County",-,"103 - Precinct 1-c",139,28,3,0,170
"Greensville County",-,"201 - Precinct 2-a",268,84,2,0,354
"Greensville County",-,"202 - Precinct 2-b",193,193,3,0,389
"Greensville County",-,"302 - Precinct 3-a",516,230,8,1,755
"Greensville County",-,"401 - Precinct 4-a",84,108,4,0,196
"Greensville County",-,"402 - Precinct 4-b",212,111,7,0,330
"Greensville County",-,"403 - Precinct 4-c",75,75,2,0,152
"Greensville County",-,Provisional,1,0,0,0,1
"Halifax County",-,"101 - Childrey",200,224,1,0,425
"Halifax County",-,"102 - Liberty",109,118,1,0,228
"Halifax County",-,"103 - Republican Grove",234,192,5,3,434
"Halifax County",-,"201 - Clays Mill",110,183,5,0,298
"Halifax County",-,"202 - Crossroads",134,174,3,0,311
"Halifax County",-,"203 - Clover",265,207,8,0,480
"Halifax County",-,"302 - Meadville",161,62,1,1,225
"Halifax County",-,"304 - Vernon Hill",166,193,5,1,365
"Halifax County",-,"305 - Sinai",431,218,8,0,657
"Halifax County",-,"401 - Courthouse",332,303,6,0,641
"Halifax County",-,"403 - Center",190,419,15,0,624
"Halifax County",-,"502 - Dan River",246,495,22,1,764
"Halifax County",-,"503 - Scottsburg",109,241,9,0,359
"Halifax County",-,"601 - Black Walnut",180,233,5,0,418
"Halifax County",-,"603 - Mt Carmel",346,303,11,0,660
"Halifax County",-,"605 - Union",84,114,2,0,200
"Halifax County",-,"701 - Hyco",201,377,10,0,588
"Halifax County",-,"702 - Midway",91,322,6,0,419
"Halifax County",-,"703 - Virgilina",96,194,7,0,297
"Halifax County",-,"801 - South Boston East",337,146,13,0,496
"Halifax County",-,"802 - South Boston West",264,102,6,0,372
"Halifax County",-,"Ab - Central Absentee Precinct",147,182,4,0,333
"Halifax County",-,Provisional,2,3,0,0,5
"Hampton City",-,"101 - Aberdeen (CD 3)",853,135,10,0,998
"Hampton City",-,"102 - Bassette (CD 3)","1,087",47,10,1,"1,145"
"Hampton City",-,"103 - City Hall (CD 3)",492,86,11,2,591
"Hampton City",-,"104 - Cooper (CD 3)","1,149",164,15,0,"1,328"
"Hampton City",-,"105 - East Hampton (CD 3)",391,162,15,0,568
"Hampton City",-,"106 - Armstrong (CD 3)",772,439,30,0,"1,241"
"Hampton City",-,"107 - Lindsay (CD 3)",925,168,8,0,"1,101"
"Hampton City",-,"108 - Thomas (CD 3)","1,075",132,15,0,"1,222"
"Hampton City",-,"109 - Phenix (CD 3)","1,195",56,5,1,"1,257"
"Hampton City",-,"110 - Phoebus (CD 3)",194,120,8,0,322
"Hampton City",-,"111 - Hampton Library (CD 3)",293,206,17,2,518
"Hampton City",-,"112 - Smith (CD 3)","1,112",330,26,0,"1,468"
"Hampton City",-,"115 - Wythe (CD 3)",415,326,26,3,770
"Hampton City",-,"116 - Jones (CD 3)",407,85,7,0,499
"Hampton City",-,"117 - Kecoughtan (CD 3)",649,211,12,0,872
"Hampton City",-,"118 - Mallory (CD 3)","1,328",138,17,0,"1,483"
"Hampton City",-,"201 - Booker (CD 2)",650,662,42,0,"1,354"
"Hampton City",-,"202 - Bryan (CD 2)",680,546,31,0,"1,257"
"Hampton City",-,"203 - Burbank (CD 2)",526,316,13,2,857
"Hampton City",-,"204 - Forrest (CD 3)",665,329,25,0,"1,019"
"Hampton City",-,"205 - Asbury (CD 2)",790,"1,066",56,1,"1,913"
"Hampton City",-,"208 - Kraft (CD 3)","1,086",625,53,4,"1,768"
"Hampton City",-,"209 - Langley (CD 2)",587,484,30,0,"1,101"
"Hampton City",-,"210 - Machen (CD 2)","1,197",398,23,1,"1,619"
"Hampton City",-,"210 - Machen (CD 3)",11,4,0,0,15
"Hampton City",-,"212 - Bethel (CD 3)","1,472",501,36,1,"2,010"
"Hampton City",-,"213 - Phillips (CD 2)",921,923,51,3,"1,898"
"Hampton City",-,"214 - Tucker Capps (CD 3)",799,528,28,1,"1,356"
"Hampton City",-,"215 - Tyler (CD 3)",239,56,6,1,302
"Hampton City",-,"216 - Sandy Bottom (CD 2)",547,291,14,1,853
"Hampton City",-,"217 - Syms (CD 2)",319,330,21,0,670
"Hampton City",-,"Ab - Central Absentee Precinct (CD 2)",178,152,3,0,333
"Hampton City",-,"Ab - Central Absentee Precinct (CD 3)",454,126,8,0,588
"Hampton City",-,"Provisional (CD 2)",0,3,0,0,3
"Hampton City",-,"Provisional (CD 3)",25,4,1,0,30
"Hanover County",-,"101 - Ashland",514,382,22,0,918
"Hanover County",-,"104 - Sliding Hill",420,588,41,2,"1,051"
"Hanover County",-,"105 - Berkley",496,274,29,2,801
"Hanover County",-,"106 - Kersey Creek",224,411,25,0,660
"Hanover County",-,"107 - Chickahominy",302,562,31,0,895
"Hanover County",-,"201 - Beaverdam",376,954,50,3,"1,383"
"Hanover County",-,"202 - Blunts",288,394,24,0,706
"Hanover County",-,"203 - Wilmington Parish",340,725,34,1,"1,100"
"Hanover County",-,"206 - Courthouse",261,367,25,0,653
"Hanover County",-,"208 - Oak Knoll",296,602,37,2,937
"Hanover County",-,"209 - West Hanover",101,159,11,0,271
"Hanover County",-,"210 - Oak Hill",95,264,5,0,364
"Hanover County",-,"301 - Clay",386,905,41,0,"1,332"
"Hanover County",-,"303 - Shady Grove",346,794,38,0,"1,178"
"Hanover County",-,"304 - Atlee",728,"1,348",94,3,"2,173"
"Hanover County",-,"305 - Cool Spring",443,803,41,3,"1,290"
"Hanover County",-,"401 - Battlefield",331,"1,048",32,3,"1,414"
"Hanover County",-,"403 - Cold Harbor",474,"1,107",45,0,"1,626"
"Hanover County",-,"404 - Black Creek",305,"1,129",24,2,"1,460"
"Hanover County",-,"405 - Pebble Creek",261,497,23,0,781
"Hanover County",-,"406 - Beaverdam Creek",77,164,19,0,260
"Hanover County",-,"502 - Rural Point",367,815,35,2,"1,219"
"Hanover County",-,"503 - Newman",329,592,63,1,985
"Hanover County",-,"504 - Studley",156,641,38,1,836
"Hanover County",-,"505 - Totopotomoy",164,508,15,0,687
"Hanover County",-,"506 - Georgetown",258,653,28,0,939
"Hanover County",-,"507 - Laurel Meadow",313,732,39,0,"1,084"
"Hanover County",-,"601 - Village",483,"1,264",54,3,"1,804"
"Hanover County",-,"602 - Lee Davis",350,862,35,1,"1,248"
"Hanover County",-,"603 - Mechanicsville",290,456,25,0,771
"Hanover County",-,"604 - Hanover Grove",255,558,21,1,835
"Hanover County",-,"701 - Farrington",388,803,35,1,"1,227"
"Hanover County",-,"702 - Montpelier",429,663,31,1,"1,124"
"Hanover County",-,"703 - Rockville",377,806,31,0,"1,214"
"Hanover County",-,"704 - Elmont",458,789,48,2,"1,297"
"Hanover County",-,"705 - South Anna",210,424,13,0,647
"Hanover County",-,"Ab - Central Absentee Precinct",540,946,37,1,"1,524"
"Hanover County",-,Provisional,6,6,0,0,12
"Harrisonburg City",-,"101 - Northeast",618,468,64,0,"1,150"
"Harrisonburg City",-,"102 - East Central",503,336,45,0,884
"Harrisonburg City",-,"103 - Southeast",425,423,42,3,893
"Harrisonburg City",-,"104 - East",390,416,39,0,845
"Harrisonburg City",-,"201 - Northwest",580,515,47,0,"1,142"
"Harrisonburg City",-,"202 - Southwest",593,515,56,0,"1,164"
"Harrisonburg City",-,"203 - West",570,456,33,1,"1,060"
"Harrisonburg City",-,"Ab - Central Absentee Precinct",185,199,12,0,396
"Harrisonburg City",-,Provisional,1,4,0,0,5
"Henrico County",-,"101 - Coalpit (CD 7)",761,811,59,1,"1,632"
"Henrico County",-,"102 - Dumbarton (CD 7)",885,352,34,3,"1,274"
"Henrico County",-,"103 - Glen Allen (CD 7)",781,998,45,0,"1,824"
"Henrico County",-,"104 - Glenside (CD 7)",597,195,24,1,817
"Henrico County",-,"105 - Greendale (CD 7)",343,318,28,0,689
"Henrico County",-,"106 - Hermitage (CD 7)",661,510,60,3,"1,234"
"Henrico County",-,"107 - Hilliard (CD 7)",306,216,31,1,554
"Henrico County",-,"108 - Hungary Creek (CD 7)",905,"1,027",63,3,"1,998"
"Henrico County",-,"109 - Hunton (CD 7)",168,283,19,0,470
"Henrico County",-,"110 - Johnson (CD 7)",195,172,22,1,390
"Henrico County",-,"111 - Lakeside (CD 7)",498,516,49,1,"1,064"
"Henrico County",-,"112 - Longan (CD 7)",544,653,38,4,"1,239"
"Henrico County",-,"113 - Maude Trevvett (CD 7)",250,314,21,0,585
"Henrico County",-,"114 - Monument Hills (CD 7)",244,270,27,1,542
"Henrico County",-,"115 - Staples Mill (CD 7)",834,"1,088",71,3,"1,996"
"Henrico County",-,"116 - Summit Court (CD 7)",285,266,38,1,590
"Henrico County",-,"117 - Westwood (CD 7)",477,413,41,2,933
"Henrico County",-,"201 - Adams (CD 3)",829,36,5,1,871
"Henrico County",-,"202 - Azalea (CD 3)","1,053",79,11,10,"1,153"
"Henrico County",-,"203 - Belmont (CD 7)",599,320,59,0,978
"Henrico County",-,"204 - Brookland (CD 7)",151,123,16,0,290
"Henrico County",-,"205 - Canterbury (CD 7)",226,313,7,0,546
"Henrico County",-,"206 - Central Gardens (CD 3)","1,188",22,9,1,"1,220"
"Henrico County",-,"207 - Chamberlayne (CD 7)","1,070",311,26,0,"1,407"
