block_geoid20,total_population_2020,voting_age_population_2020
518100428011007,52,38
518100428011008,33,26
518100428011009,60,56
518100428011010,67,63
518100428011011,67,56
518100428011012,65,48
518100428011013,76,59
518100428011014,82,66
518100428011015,63,52
518100428011016,20,13
518100428011017,30,27
518100428011018,43,38
518100428011019,30,21
518100428011020,40,34
518100428011021,62,52
518100428012000,0,0
518100428012001,19,13
518100428012002,74,49
518100428012003,69,55
518100428012004,70,54
518100428012005,107,80
518100428012006,41,31
518100428012007,49,31
518100428012008,58,41
518100428012009,52,42
518100428012010,51,35
518100428012011,70,53
518100428012012,55,42
518100428012013,51,42
518100428012014,67,51
518100428012015,58,46
518100428012016,42,32
518100428013000,240,183
518100428013001,0,0
518100428013002,75,61
518100428013003,48,40
518100428013004,67,51
518100428013005,61,47
518100428013006,52,37
518100428013007,44,41
518100428013008,48,32
518100428013009,122,99
518100428013010,106,88
518100428013011,75,52
518100428013012,81,59
518100428013013,50,34
518100428013014,75,68
518100428013015,57,42
518100428013016,69,55
518100428014000,146,102
518100428014001,192,160
518100428014002,100,85
518100428014003,65,54
518100428014004,77,64
518100428014005,75,52
518100428014006,50,39
518100428014007,36,28
518100428014008,52,42
518100428014009,44,41
518100428014010,48,32
518100428014011,67,54
518100428014012,55,46
518100428015000,42,25
518100428015001,57,44
518100428015002,0,0
518100428015003,21,14
518100428015004,55,46
518100428015005,62,59
518100428015006,64,54
518100428015007,56,47
518100428015008,49,35
518100428015009,88,74
518100428015010,45,29
518100428015011,72,53
518100428015012,102,86
518100428015013,41,34
518100428015014,69,55
518100428015015,65,45
518100428015016,77,59
518100428015017,50,38
518100428015018,38,28
518100428015019,71,63
518100428015020,84,70
518100428021000,0,0
518100428021001,0,0
518100428021002,0,0
518100428021003,984,766
518100428021004,97,79
518100428021005,113,87
518100428021006,46,33
518100428021007,0,0
518100428021008,328,266
518100428021009,158,108
518100428021010,0,0
518100428021011,0,0
518100428021012,0,0
518100428022000,1246,1061
518100428022001,62,36
518100428022002,72,54
518100428022003,62,38
518100428022004,138,117
518100428022005,0,0
518100428022006,180,165
518100428022007,0,0
518100428022008,112,104
518100428022009,34,26
518100428023000,61,53
518100428023001,117,85
518100428023002,131,117
518100428023003,134,107
518100428023004,55,52
518100428023005,26,23
518100428023006,25,12
518100428023007,58,41
518100428023008,51,46
518100428023009,58,45
518100428023010,37,26
518100428023011,28,20
518100430021000,0,0
518100430021001,0,0
518100430021002,0,0
518100430021003,0,0
518100430021004,99,82
518100430021005,831,618
518100430021006,0,0
518100430021007,12,9
518100430021008,677,543
518100430021009,0,0
518100430021010,0,0
518100430021011,83,62
518100430021012,0,0
518100430021013,0,0
518100430021014,54,34
518100430021015,58,38
518100430021016,64,41
518100430021017,69,46
518100430021018,25,18
518100430021019,12,10
518100430021020,0,0
518100430021021,0,0
518100430021022,0,0
518100430021023,0,0
518100430021024,0,0
518100430021025,0,0
518100430021026,38,26
518100430021027,123,77
518100430021028,0,0
518100430021029,0,0
518100430021030,0,0
518100430022000,0,0
518100430022001,0,0
518100430022002,1340,1005
518100430022003,17,11
518100430022004,37,24
518100430022005,114,87
518100430022006,109,70
518100430022007,0,0
518100430022008,181,142
518100430022009,137,95
518100430022010,255,205
518100430022011,43,30
518100430022012,41,28
518100430022013,0,0
518100430022014,0,0
518100430022015,0,0
518100430022016,20,15
518100430041000,0,0
518100430041001,7,3
518100430041002,223,200
518100430041003,30,22
518100430041004,22,22
518100430041005,34,29
518100430041006,25,22
518100430041007,32,23
518100430041008,47,35
518100430041009,34,29
518100430041010,57,51
518100430041011,43,38
518100430041012,47,42
518100430041013,0,0
518100430041014,137,109
518100430041015,45,38
518100430041016,0,0
518100430041017,23,21
518100430041018,0,0
518100430041019,37,36
518100430041020,433,356
518100430041021,30,19
518100430041022,0,0
518100430041023,15,7
518100430041024,0,0
518100430042000,0,0
518100430042001,42,41
518100430042002,49,36
518100430042003,23,21
518100430042004,66,46
518100430042005,73,57
518100430042006,64,54
518100430042007,36,32
518100430042008,0,0
518100430042009,0,0
518100430042010,30,20
518100430042011,28,27
518100430042012,0,0
518100430042013,0,0
518100430042014,0,0
518100430042015,18,15
518100430042016,610,507
518100430042017,361,298
518100430042018,53,39
518100430042019,55,41
518100430042020,79,64
518100430042021,84,65
518100430042022,0,0
518100430043000,18,10
518100430043001,281,202
518100430043002,223,182
518100430043003,203,173
518100430043004,6,2
518100430043005,31,20
518100430043006,178,154
518100430043007,23,21
518100430043008,0,0
518100430043009,21,14
518100430043010,31,25
518100430043011,0,0
518100430051000,0,0
518100430051001,0,0
518100430051002,791,766
518100430051003,0,0
518100430051004,26,25
518100430051005,155,133
518100430051006,76,67
518100430051007,0,0
518100430051008,0,0
518100430052000,0,0
518100430052001,1119,1085
518100430052002,0,0
518100430061000,0,0
518100430061001,295,281
518100430061002,152,141
518100430061003,16,16
518100430061004,55,49
518100430061005,18,18
518100430061006,120,107
518100430061007,126,111
518100430061008,287,256
518100430061009,0,0
518100430061010,0,0
518100430061011,0,0
518100430061012,0,0
518100430061013,0,0
518100430061014,0,0
518100430061015,110,92
518100430061016,82,72
518100430061017,0,0
518100430061018,0,0
518100430061019,0,0
518100430061020,0,0
518100430061021,31,30
518100430061022,0,0
518100430061023,33,30
518100430061024,30,22
518100430061025,31,25
518100430061026,66,51
518100430062000,0,0
518100430062001,0,0
518100430062002,285,220
518100430062003,45,38
518100430062004,639,576
518100430062005,0,0
518100430062006,50,39
518100430062007,15,13
518100430062008,0,0
518100430062009,0,0
518100430062010,0,0
518100430062011,0,0
518100430062012,0,0
518100430062013,0,0
518100430062014,61,50
518100430062015,53,40
518100430062016,0,0
518100430062017,0,0
518100430062018,0,0
518100430062019,11,7
518100430062020,0,0
518100430062021,0,0
518100430062022,0,0
518100430062023,0,0
518100430062024,43,40
518100430062025,0,0
518100430062026,0,0
518100432001000,0,0
518100432001001,0,0
518100432001002,0,0
518100432001003,0,0
518100432001004,0,0
518100432001005,66,40
518100432001006,0,0
518100432001007,0,0
518100432001008,0,0
518100432001009,0,0
518100432001010,194,194
518100432001011,0,0
518100432001012,0,0
518100432001013,294,183
518100432001014,0,0
518100432001015,0,0
518100432001016,0,0
518100432001017,0,0
518100432001018,0,0
518100432001019,0,0
518100432001020,0,0
518100432001021,0,0
518100432001022,0,0
518100432001023,0,0
518100432001024,0,0
518100432001025,110,71
518100432001026,0,0
518100432001027,0,0
518100432001028,0,0
518100432001029,0,0
518100432001030,0,0
518100432001031,0,0
518100432001032,0,0
518100432001033,6,4
518100432001034,0,0
518100432001035,0,0
518100432001036,0,0
518100432001037,0,0
518100432001038,0,0
518100432001039,0,0
518100432001040,0,0
518100432001041,0,0
518100432001042,0,0
518100432001043,0,0
518100432001044,26,13
518100432001045,0,0
518100432001046,0,0
518100432001047,0,0
518100432001048,0,0
518100432001049,23,6
518100432001050,0,0
518100432001051,21,17
518100432001052,209,90
518100432001053,162,93
518100432001054,0,0
518100432001055,0,0
518100432001056,0,0
518100432001057,0,0
518100432001058,76,36
518100434001000,0,0
518100434001001,156,151
518100434001002,13,13
518100434001003,23,15
518100434001004,30,23
518100434001005,17,17
518100434001006,9,9
518100434001007,9,9
518100434001008,21,21
518100434001009,14,14
518100434001010,13,12
518100434001011,27,27
518100434001012,25,19
518100434001013,22,13
518100434001014,29,18
518100434001015,26,25
518100434001016,13,11
518100434001017,24,24
518100434001018,23,22
518100434001019,39,29
518100434001020,24,24
518100434001021,36,35
518100434001022,11,8
518100434001023,35,28
518100434001024,28,28
518100434001025,25,24
518100434002000,324,289
518100434002001,7,7
518100434002002,0,0
518100434002003,1035,911
518100434002004,10,7
518100434002005,0,0
518100434002006,60,59
518100436001000,0,0
518100436001001,65,56
518100436001002,0,0
518100436001003,12,11
518100436001004,13,11
518100436001005,18,17
518100436001006,13,13
518100436001007,14,12
518100436001008,9,7
518100436001009,3,3
518100436001010,22,16
518100436001011,19,17
518100436001012,13,13
518100436001013,21,18
518100436001014,20,15
518100436001015,5,4
518100436001016,23,16
518100436001017,16,13
518100436001018,230,201
518100436001019,20,19
518100436001020,21,21
518100436001021,8,8
518100436001022,27,23
518100436001023,60,60
518100436001024,54,41
518100436001025,14,14
518100436001026,36,35
518100436001027,35,30
518100436001028,21,12
518100436001029,19,16
518100436001030,48,47
518100436002000,141,106
518100436002001,0,0
518100436002002,418,352
518100436002003,43,32
518100436002004,31,27
518100436002005,3,2
518100436002006,53,49
518100436002007,70,68
518100436002008,32,26
518100436002009,74,61
518100436002010,5,5
518100436002011,26,24
518100436002012,0,0
518100436002013,0,0
518100436002014,6,4
518100436002015,5,5
518100436002016,12,10
518100438001000,0,0
518100438001001,27,27
518100438001002,9,9
518100438001003,14,14
518100438001004,0,0
518100438001005,12,10
518100438001006,2,2
518100438001007,34,32
518100438001008,255,240
518100438001009,0,0
518100438001010,16,14
518100438001011,15,14
518100438001012,0,0
518100438001013,172,170
518100438001014,0,0
518100438001015,21,19
518100438001016,3,1
518100438001017,7,7
518100438001018,6,5
518100438001019,6,0
518100438001020,14,14
518100438001021,0,0
518100438001022,10,10
518100438001023,0,0
518100438001024,0,0
518100438001025,69,66
518100438001026,0,0
518100438001027,0,0
518100438001028,0,0
518100438001029,0,0
518100438002000,13,13
518100438002001,32,25
518100438002002,9,8
518100438002003,12,12
518100438002004,61,48
518100438002005,28,27
518100438002006,13,10
518100438002007,66,47
518100438002008,33,29
518100438002009,40,29
518100438002010,4,0
518100438002011,8,8
518100438002012,111,96
518100438002013,65,52
518100438002014,43,35
518100438002015,0,0
518100438002016,60,60
518100438002017,0,0
518100438002018,0,0
518100438002019,126,106
518100438002020,39,35
518100438002021,10,2
518100438002022,32,31
518100438002023,12,10
518100438003000,11,10
518100438003001,31,27
518100438003002,79,64
518100438003003,0,0
518100438003004,51,40
518100438003005,18,13
518100438003006,63,51
518100438003007,14,8
518100438003008,12,12
518100438003009,2,1
518100438003010,0,0
518100438003011,22,18
518100438003012,26,26
518100438003013,36,32
518100438003014,0,0
518100438003015,34,34
518100438003016,34,34
518100438003017,34,30
518100438003018,32,30
518100438003019,13,11
518100438003020,157,141
518100438003021,3,3
518100438003022,64,62
518100438003023,41,40
518100438003024,6,6
518100438003025,0,0
518100438003026,14,8
518100438003027,23,21
518100438003028,11,11
518100438003029,7,7
518100438003030,13,11
518100438003031,39,33
518100438003032,25,25
518100438003033,21,18
518100438003034,40,31
518100438003035,8,6
518100438003036,5,1
518100438003037,223,216
518100438003038,11,8
518100438004000,0,0
518100438004001,0,0
518100438004002,221,196
518100438004003,30,17
518100438004004,38,33
518100438004005,35,29
518100438004006,26,20
518100438004007,83,72
518100438004008,44,33
518100438004009,38,19
518100438004010,117,79
518100438004011,48,35
518100438004012,64,50
518100438004013,45,31
518100438004014,32,31
518100438004015,41,31
518100438004016,0,0
518100438004017,0,0
518100438004018,80,65
518100438004019,39,25
518100438004020,55,39
518100438004021,58,40
518100438004022,37,29
518100438004023,28,28
518100438004024,58,49
518100438004025,50,29
518100438004026,15,11
518100438004027,0,0
518100438004028,46,30
518100438004029,44,37
518100440041000,0,0
518100440041001,4,3
518100440041002,0,0
518100440041003,0,0
518100440041004,0,0
518100440041005,0,0
518100440041006,0,0
518100440041007,34,31
518100440041008,3,3
518100440041009,71,67
518100440041010,0,0
518100440041011,0,0
518100440041012,34,32
518100440041013,20,20
518100440041014,29,22
518100440041015,24,24
518100440041016,5,2
518100440041017,0,0
518100440041018,23,21
518100440041019,25,19
518100440041020,88,77
518100440041021,73,64
518100440041022,51,45
518100440041023,24,24
518100440041024,33,28
518100440041025,35,35
518100440041026,0,0
518100440041027,18,13
518100440041028,0,0
518100440041029,33,26
518100440041030,28,24
518100440041031,0,0
518100440041032,0,0
518100440041033,196,173
518100440041034,19,19
518100440041035,28,28
518100440041036,0,0
518100440041037,83,69
518100440041038,38,36
518100440041039,38,30
518100440041040,54,47
518100440042000,53,50
518100440042001,26,21
518100440042002,41,34
518100440042003,13,9
518100440042004,41,32
518100440042005,27,24
518100440042006,30,27
518100440042007,33,26
518100440042008,0,0
518100440042009,14,14
518100440042010,20,18
518100440042011,0,0
518100440042012,9,7
518100440042013,19,15
518100440042014,31,31
518100440042015,17,16
518100440042016,23,18
518100440042017,58,55
518100440042018,0,0
518100440042019,3,2
518100440042020,54,54
518100440042021,20,15
518100440042022,56,52
518100440042023,113,98
518100440042024,5,3
518100440042025,22,15
518100440042026,0,0
518100440042027,0,0
518100440042028,18,15
518100440043000,0,0
518100440043001,0,0
518100440043002,11,4
518100440043003,8,6
518100440043004,9,7
518100440043005,63,62
518100440043006,40,40
518100440043007,31,31
518100440043008,52,47
518100440043009,22,20
518100440043010,30,23
518100440043011,6,1
518100440043012,0,0
518100440043013,30,21
518100440043014,27,26
518100440043015,46,38
518100440043016,0,0
518100440043017,9,9
518100440043018,12,9
518100440043019,37,35
518100440043020,52,40
518100440043021,0,0
518100440043022,0,0
518100440043023,0,0
518100440043024,23,22
518100440043025,0,0
518100440043026,56,48
518100440043027,6,6
518100440043028,0,0
518100440043029,13,13
518100440043030,0,0
518100440051000,56,46
518100440051001,562,510
518100440051002,21,12
518100440051003,55,48
518100440051004,377,332
518100440051005,23,13
518100440051006,0,0
518100440052000,1014,872
518100440052001,0,0
518100440052002,91,83
518100440052003,0,0
518100440052004,52,40
518100440061000,271,232
518100440061001,488,418
518100440061002,50,40
518100440061003,0,0
518100440061004,0,0
518100440061005,0,0
518100440061006,91,84
518100440061007,20,16
518100440061008,23,21
518100440061009,193,155
518100440061010,145,118
518100440061011,0,0
518100440061012,0,0
518100440061013,0,0
518100440061014,0,0
518100440062000,0,0
518100440062001,49,41
518100440062002,0,0
518100440062003,471,426
518100440062004,104,97
518100440062005,135,119
518100440062006,29,21
518100440062007,143,135
518100440062008,183,137
518100440062009,0,0
518100440062010,0,0
518100440062011,0,0
518100440063000,308,288
518100440063001,0,0
518100440063002,0,0
518100440063003,210,177
518100440063004,478,387
518100440071000,0,0
518100440071001,40,33
518100440071002,132,120
518100440071003,45,37
518100440071004,48,33
518100440071005,41,33
518100440071006,48,36
518100440071007,36,32
518100440071008,26,21
518100440071009,35,34
518100440071010,54,38
518100440071011,36,32
518100440071012,34,25
518100440071013,48,31
518100440071014,23,15
518100440071015,44,35
518100440071016,18,15
518100440071017,313,252
518100440071018,0,0
518100440071019,206,171
518100440071020,33,29
518100440071021,51,31
518100440071022,19,18
518100440071023,29,17
518100440071024,52,43
518100440071025,51,33
518100440071026,24,21
518100440071027,33,29
518100440072000,25,24
518100440072001,58,53
518100440072002,97,85
518100440072003,38,34
518100440072004,65,48
518100440072005,31,25
518100440072006,59,49
518100440072007,69,63
518100440072008,39,34
518100440072009,70,48
518100440072010,139,119
518100440072011,22,20
518100440072012,56,43
518100440072013,16,13
518100440072014,61,56
518100440073000,365,327
518100440073001,44,33
518100440073002,31,30
518100440073003,55,41
518100440073004,47,41
518100440073005,34,25
518100440073006,102,90
518100440073007,28,25
518100440073008,24,22
518100440073009,38,28
518100440073010,49,40
518100440073011,0,0
518100440074000,31,23
518100440074001,23,22
518100440074002,26,18
518100440074003,146,128
518100440074004,0,0
518100440074005,71,64
518100440074006,53,46
518100440074007,78,60
518100440074008,56,47
518100440074009,33,30
518100440074010,44,40
518100440074011,12,4
518100440081000,0,0
518100440081001,0,0
518100440081002,0,0
518100440081003,245,221
518100440081004,0,0
518100440081005,69,55
518100440081006,45,38
518100440081007,31,30
518100440081008,192,167
518100440081009,30,22
518100440081010,55,47
518100440081011,63,56
518100440081012,32,30
518100440081013,15,8
518100440081014,41,33
518100440081015,23,23
518100440081016,10,10
518100440081017,41,39
518100440081018,30,22
518100440081019,14,9
518100440081020,0,0
518100440081021,338,269
518100440081022,32,25
518100440081023,0,0
518100440081024,31,28
518100440081025,25,22
518100440081026,25,24
518100440081027,10,10
518100440081028,54,45
518100440081029,0,0
518100440081030,16,11
518100440081031,32,27
518100440081032,19,13
518100440082000,0,0
518100440082001,0,0
518100440082002,113,104
518100440082003,0,0
518100440082004,4,1
518100440082005,18,17
518100440082006,10,3
518100440082007,0,0
518100440082008,0,0
518100440082009,0,0
518100440082010,0,0
518100440082011,0,0
518100440082012,0,0
518100440082013,0,0
518100440082014,10,10
518100440082015,34,28
518100440082016,31,23
518100440082017,47,43
518100440082018,10,7
518100440082019,0,0
518100440082020,38,34
518100440082021,0,0
518100440082022,2,2
518100442011000,57,46
518100442011001,760,650
518100442011002,45,37
518100442011003,88,81
518100442011004,41,28
518100442011005,57,42
518100442011006,5,4
518100442011007,49,34
518100442011008,56,42
518100442011009,37,31
518100442011010,19,15
518100442011011,20,19
518100442011012,84,76
518100442011013,32,25
518100442011014,54,48
518100442011015,56,40
518100442011016,0,0
518100442011017,0,0
518100442011018,0,0
518100442011019,158,134
518100442011020,0,0
518100442011021,0,0
518100442011022,0,0
518100442011023,0,0
518100442011024,110,91
518100442011025,50,38
518100442011026,0,0
518100442011027,34,27
518100442012000,32,28
518100442012001,256,233
518100442012002,190,176
518100442012003,68,57
518100442012004,26,26
518100442012005,178,142
518100442012006,87,72
518100442012007,101,83
518100442012008,18,13
518100442012009,18,13
518100442012010,0,0
518100442012011,150,127
518100442012012,47,45
518100442021000,1260,825
518100442021001,20,18
518100442021002,0,0
518100442021003,0,0
518100442021004,0,0
518100442022000,756,601
518100442022001,65,50
518100442022002,88,64
518100442022003,102,67
518100442022004,79,62
518100442022005,115,85
518100442022006,124,95
518100442022007,26,20
518100442022008,25,16
518100442023000,0,0
518100442023001,606,382
518100442023002,0,0
518100442023003,0,0
518100442023004,37,20
518100442023005,21,9
518100442023006,0,0
518100442023007,0,0
518100442023008,33,22
518100442023009,63,48
518100442023010,57,48
518100442023011,0,0
518100442023012,78,42
518100442023013,0,0
518100442023014,272,244
518100442023015,0,0
518100442023016,201,161
518100442023017,0,0
518100442023018,0,0
518100442023019,13,9
518100444011000,0,0
518100444011001,563,450
518100444011002,39,35
518100444011003,29,25
518100444011004,53,45
518100444011005,50,37
518100444011006,0,0
518100444012000,0,0
518100444012001,51,39
518100444012002,0,0
518100444012003,0,0
518100444012004,0,0
518100444012005,977,732
518100444012006,66,40
518100444012007,31,22
518100444012008,100,70
518100444012009,44,40
518100444012010,0,0
518100444012011,133,104
518100444012012,64,43
518100444012013,52,40
518100444012014,0,0
518100444012015,0,0
518100444012016,81,61
518100444012017,66,45
518100444012018,45,42
518100444012019,0,0
518100444012020,0,0
518100444012021,0,0
518100444012022,96,74
518100444012023,0,0
518100444012024,89,73
518100444012025,31,28
518100444013000,0,0
518100444013001,522,400
518100444013002,35,34
518100444013003,0,0
518100444013004,45,32
518100444013005,61,48
518100444013006,39,33
518100444013007,43,34
518100444013008,32,17
518100444013009,39,30
518100444013010,50,43
518100444013011,64,52
518100444013012,48,21
518100444013013,54,41
518100444013014,0,0
518100444013015,0,0
518100444013016,0,0
518100444013017,0,0
518100444013018,60,43
518100444021000,242,191
518100444021001,75,61
518100444021002,96,73
518100444021003,65,51
518100444021004,471,411
518100444021005,22,15
518100444021006,0,0
518100444021007,14,0
518100444021008,0,0
518100444021009,117,69
518100444021010,0,0
518100444021011,963,773
518100444021012,25,22
518100444021013,0,0
518100444021014,116,94
518100444021015,97,68
518100444021016,0,0
518100444022000,0,0
518100444022001,0,0
518100444022002,0,0
518100444022003,218,174
518100444022004,69,56
518100444022005,23,18
518100444022006,561,478
518100444022007,117,95
518100444022008,81,71
518100444022009,77,67
518100444022010,0,0
518100444022011,0,0
518100444022012,40,34
518100444022013,24,14
518100444022014,27,22
518100444023000,0,0
518100444023001,1265,1005
518100444023002,0,0
518100444023003,80,66
518100444023004,30,23
518100444023005,0,0
518100444024000,0,0
518100444024001,0,0
518100444024002,0,0
518100444024003,89,74
518100444024004,66,46
518100444024005,72,55
518100444024006,114,97
518100444024007,198,159
518100444024008,59,46
518100444024009,92,66
518100444024010,80,60
518100444024011,103,79
518100444024012,42,29
518100444024013,65,39
518100444024014,61,50
518100446001000,0,0
518100446001001,0,0
518100446001002,0,0
518100446001003,130,111
518100446001004,664,510
518100446001005,106,78
518100446001006,0,0
518100446001007,49,35
518100446001008,0,0
518100446001009,122,96
518100446001010,76,54
518100446001011,79,57
518100446001012,66,49
518100446001013,37,35
518100446001014,61,50
518100446001015,0,0
518100446001016,28,18
518100446001017,76,56
518100446001018,30,27
518100446001019,96,69
518100446001020,43,34
518100446001021,44,31
518100446001022,0,0
518100446002000,0,0
518100446002001,134,106
518100446002002,76,64
518100446002003,0,0
518100446002004,122,100
518100446002005,825,681
518100446002006,161,161
518100446002007,68,54
518100446002008,9,9
518100446002009,0,0
518100446002010,21,21
518100446002011,53,53
518100446002012,166,123
518100446002013,23,17
518100446002014,49,35
518100446002015,8,4
518100446002016,8,5
518100446002017,56,49
518100446003000,0,0
518100446003001,0,0
518100446003002,513,428
518100446003003,12,9
518100446003004,43,33
518100446003005,35,34
518100446003006,9,9
518100446003007,11,8
518100446003008,13,11
518100446003009,64,55
518100446003010,17,17
518100446003011,114,109
518100446003012,0,0
518100446003013,0,0
518100446003014,0,0
518100446003015,0,0
518100446003016,0,0
518100446004000,0,0
518100446004001,498,446
518100446004002,82,73
518100446004003,60,58
518100446004004,56,52
518100446004005,40,31
518100446004006,169,142
518100446004007,20,18
518100446004008,35,29
518100446004009,50,39
518100446004010,41,31
518100446004011,127,103
518100446004012,0,0
518100446004013,90,63
518100446004014,66,54
518100446004015,178,144
518100446004016,0,0
518100446004017,0,0
518100446004018,29,19
518100446004019,60,47
518100448051000,0,0
518100448051001,61,50
518100448051002,202,169
518100448051003,672,584
518100448051004,36,27
518100448051005,242,193
518100448051006,0,0
518100448051007,0,0
518100448052000,694,543
518100448052001,91,67
518100448052002,62,47
518100448052003,73,52
518100448052004,0,0
518100448052005,0,0
518100448052006,0,0
518100448052007,0,0
518100448052008,0,0
518100448053000,0,0
518100448053001,0,0
518100448053002,0,0
518100448053003,0,0
518100448053004,20,15
518100448053005,726,602
518100448053006,373,331
518100448061000,0,0
518100448061001,830,663
518100448061002,487,390
518100448061003,128,103
518100448061004,80,62
518100448061005,6,4
518100448061006,0,0
518100448061007,47,39
518100448061008,229,175
518100448061009,23,13
518100448061010,51,46
518100448061011,34,26
518100448062000,80,66
518100448062001,139,103
518100448062002,19,14
518100448062003,58,41
518100448062004,25,22
518100448062005,29,22
518100448062006,53,37
518100448062007,22,15
518100448062008,39,27
518100448062009,54,46
518100448062010,34,21
518100448062011,43,34
518100448062012,72,47
518100448062013,0,0
518100448062014,2,2
518100448062015,0,0
518100448062016,58,40
518100448062017,30,25
518100448062018,18,15
518100448062019,0,0
518100448062020,0,0
518100448062021,13,13
518100448062022,0,0
518100448062023,0,0
518100448063000,0,0
518100448063001,0,0
518100448063002,14,6
518100448063003,0,0
518100448063004,0,0
518100448063005,0,0
518100448063006,46,40
518100448063007,83,69
518100448063008,31,30
518100448063009,16,15
518100448063010,0,0
518100448063011,56,45
518100448063012,110,94
518100448063013,40,28
518100448063014,29,20
518100448063015,26,23
518100448063016,50,39
518100448063017,42,28
518100448063018,56,44
518100448063019,11,8
518100448071000,0,0
518100448071001,0,0
518100448071002,448,399
518100448071003,55,53
518100448071004,52,35
518100448071005,0,0
518100448071006,48,38
518100448071007,49,28
518100448071008,56,39
518100448071009,77,56
518100448071010,71,62
518100448071011,73,59
518100448071012,0,0
518100448071013,0,0
518100448072000,525,384
518100448072001,237,160
518100448072002,201,157
518100448072003,0,0
518100448072004,274,219
518100448072005,75,70
518100448072006,84,69
518100448072007,0,0
518100448072008,0,0
518100448073000,260,200
518100448073001,71,57
518100448073002,34,25
518100448073003,88,63
518100448073004,71,47
518100448073005,55,39
518100448073006,86,59
518100448073007,41,30
518100448073008,23,22
518100448073009,0,0
518100448073010,0,0
518100448073011,0,0
518100448073012,0,0
518100448073013,0,0
518100448073014,69,56
518100448074000,356,259
518100448074001,0,0
518100448074002,0,0
518100448074003,0,0
518100448074004,0,0
518100448074005,0,0
518100448074006,438,341
518100448075000,505,406
518100448075001,35,31
518100448075002,169,128
518100448075003,48,31
518100448075004,128,90
518100448075005,111,85
518100448075006,0,0
518100448075007,37,26
518100448075008,74,52
518100448075009,24,20
518100448075010,62,44
518100448075011,64,52
518100448075012,95,75
518100448075013,61,44
518100448075014,44,30
518100448075015,29,23
518100448075016,56,39
518100448075017,32,25
518100448075018,31,21
518100448075019,0,0
518100448075020,0,0
518100448075021,0,0
518100448075022,0,0
518100448075023,0,0
518100448075024,0,0
518100448075025,87,57
518100448081000,0,0
518100448081001,234,201
518100448081002,731,553
518100448081003,325,245
518100448081004,663,565
518100448081005,73,56
518100448081006,47,38
518100448081007,0,0
518100448081008,0,0
518100448082000,27,23
518100448082001,119,88
518100448082002,0,0
518100448082003,0,0
518100448082004,85,66
518100448082005,129,90
518100448082006,125,95
518100448082007,48,27
518100448082008,123,104
518100448082009,0,0
518100448082010,109,91
518100448082011,0,0
518100448083000,166,124
518100448083001,998,787
518100448083002,0,0
518100448083003,66,52
518100448083004,32,27
518100448083005,0,0
518100448083006,0,0
518100448083007,0,0
518100448083008,6,6
518100448083009,0,0
518100448083010,0,0
518100448083011,0,0
518100448083012,0,0
518100448083013,0,0
518100448083014,0,0
518100448083015,0,0
518100450001000,0,0
518100450001001,0,0
518100450001002,0,0
518100450001003,516,510
518100450001004,0,0
518100450001005,0,0
518100450001006,0,0
518100450001007,0,0
518100450001008,0,0
518100450001009,0,0
518100450001010,0,0
518100450001011,0,0
518100450001012,0,0
518100450001013,0,0
518100450001014,0,0
518100450001015,0,0
518100450001016,0,0
518100450001017,11,9
518100450001018,0,0
518100450001019,0,0
518100450001020,0,0
518100450001021,0,0
518100450001022,0,0
518100450001023,0,0
518100450001024,6,5
518100450001025,62,38
518100450001026,10,8
518100450001027,13,11
518100450001028,19,16
518100450001029,23,17
518100450001030,0,0
518100450001031,123,118
518100450001032,0,0
518100450001033,0,0
518100450001034,2,1
518100450001035,0,0
518100450001036,0,0
518100450001037,0,0
518100450001038,567,559
518100450001039,10,7
518100450001040,0,0
518100450001041,0,0
518100450001042,0,0
518100450001043,0,0
518100450001044,0,0
518100450001045,0,0
518100452001000,0,0
518100452001001,0,0
518100452001002,0,0
518100452001003,0,0
518100452001004,10,7
518100452001005,0,0
518100452001006,0,0
518100452001007,0,0
518100452001008,0,0
518100452001009,0,0
518100452001010,0,0
518100452001011,0,0
518100452001012,0,0
518100452001013,0,0
518100452001014,0,0
518100452001015,0,0
518100452001016,32,22
518100452001017,0,0
518100452001018,0,0
518100452001019,0,0
518100452001020,0,0
518100452001021,0,0
518100452001022,0,0
518100452001023,0,0
518100452001024,0,0
518100452001025,0,0
518100452002000,1213,760
518100452002001,500,323
518100452002002,262,195
518100452002003,60,44
518100452002004,192,157
518100452002005,87,64
518100452002006,41,30
518100452002007,0,0
518100452002008,10,5
518100452002009,0,0
518100452002010,14,3
518100452002011,0,0
518100452002012,28,16
518100452002013,40,31
518100452002014,87,65
518100452003000,0,0
518100452003001,17,8
518100452003002,0,0
518100452003003,0,0
518100452003004,0,0
518100452003005,65,29
518100452003006,0,0
518100452003007,38,25
518100452003008,0,0
518100452003009,387,387
518100452003010,216,216
518100452003011,0,0
518100452003012,0,0
518100452003013,0,0
518100452003014,0,0
518100452003015,0,0
518100452003016,0,0
518100452003017,0,0
518100452003018,0,0
518100454051000,0,0
518100454051001,121,106
518100454051002,68,62
518100454051003,0,0
518100454051004,253,211
518100454051005,44,32
518100454051006,290,237
518100454051007,77,63
518100454052000,0,0
518100454052001,217,169
518100454052002,813,635
518100454053000,0,0
518100454053001,277,230
518100454053002,204,172
518100454053003,203,153
518100454054000,389,323
518100454054001,41,37
518100454054002,486,378
518100454054003,138,99
518100454054004,72,54
518100454055000,250,173
