block_geoid20,total_population_2020,voting_age_population_2020
510872009054002,49,40
510872009054003,185,130
510872009054004,146,120
510872009054005,0,0
510872009054006,518,297
510872009054007,115,68
510872009054008,0,0
510872009054009,114,96
510872009054010,49,36
510872009054011,0,0
510872009054012,541,402
510872009054013,427,331
510872009054014,65,55
510872009061000,26,23
510872009061001,65,51
510872009061002,32,20
510872009061003,33,19
510872009061004,403,322
510872009061005,42,24
510872009061006,62,46
510872009061007,92,69
510872009061008,144,114
510872009061009,93,81
510872009061010,34,21
510872009061011,57,42
510872009061012,82,73
510872009061013,188,162
510872009061014,52,42
510872009061015,41,39
510872009061016,143,111
510872009061017,66,51
510872009061018,43,29
510872009061019,226,190
510872009061020,54,35
510872009061021,36,35
510872009061022,48,40
510872009061023,61,52
510872009061024,99,79
510872009061025,61,47
510872009062000,0,0
510872009062001,44,30
510872009062002,42,28
510872009062003,0,0
510872009062004,0,0
510872009062005,283,210
510872009062006,67,44
510872009062007,68,58
510872009062008,70,42
510872009062009,45,33
510872009062010,0,0
510872009062011,87,59
510872009062012,0,0
510872009062013,0,0
510872009062014,0,0
510872009062015,222,178
510872009062016,68,53
510872009062017,50,50
510872009062018,69,58
510872009062019,0,0
510872009062020,177,143
510872009062021,20,13
510872009062022,40,27
510872009062023,49,38
510872009062024,45,39
510872009062025,195,156
510872009062026,194,144
510872009062027,273,205
510872009062028,65,45
510872009062029,432,313
510872009071000,0,0
510872009071001,0,0
510872009071002,220,143
510872009071003,46,34
510872009071004,0,0
510872009071005,0,0
510872009071006,46,43
510872009071007,25,25
510872009071008,28,22
510872009071009,92,77
510872009071010,7,2
510872009071011,8,8
510872009071012,0,0
510872009071013,46,34
510872009071014,18,13
510872009071015,13,10
510872009071016,106,95
510872009071017,5,2
510872009071018,0,0
510872009071019,44,34
510872009071020,46,35
510872009071021,32,27
510872009072000,0,0
510872009072001,0,0
510872009072002,0,0
510872009072003,5,0
510872009072004,0,0
510872009072005,0,0
510872009072006,0,0
510872009072007,26,18
510872009072008,0,0
510872009072009,0,0
510872009072010,28,17
510872009072011,0,0
510872009072012,182,159
510872009072013,31,24
510872009072014,464,386
510872009072015,0,0
510872009072016,0,0
510872009072017,0,0
510872009072018,0,0
510872009073000,0,0
510872009073001,0,0
510872009073002,358,295
510872009073003,0,0
510872009073004,0,0
510872009073005,0,0
510872009073006,183,145
510872009073007,0,0
510872009073008,23,20
510872009073009,0,0
510872009073010,908,630
510872009073011,39,34
510872009073012,92,73
510872009073013,107,66
510872009073014,53,35
510872009073015,0,0
510872009073016,39,27
510872009073017,70,57
510872009073018,43,32
510872009073019,0,0
510872009073020,0,0
510872009073021,282,226
510872009073022,509,351
510872009073023,52,23
510872009073024,0,0
510872009073025,0,0
510872009073026,0,0
510872009073027,0,0
510872009073028,0,0
510872009073029,63,49
510872009073030,170,144
510872009073031,74,58
510872009073032,36,28
510872009073033,0,0
510872009073034,0,0
510872009073035,0,0
510872009073036,0,0
510872009081000,0,0
510872009081001,0,0
510872009081002,0,0
510872009081003,0,0
510872009081004,505,372
510872009081005,46,39
510872009081006,60,49
510872009081007,50,37
510872009081008,86,69
510872009081009,39,19
510872009081010,63,56
510872009081011,42,30
510872009081012,69,47
510872009081013,0,0
510872009081014,0,0
510872009081015,52,33
510872009081016,0,0
510872009081017,0,0
510872009081018,0,0
510872009081019,141,94
510872009081020,20,20
510872009081021,0,0
510872009081022,0,0
510872009081023,0,0
510872009081024,0,0
510872009081025,39,23
510872009081026,0,0
510872009081027,0,0
510872009081028,0,0
510872009081029,0,0
510872009081030,21,15
510872009081031,23,20
510872009081032,0,0
510872009081033,0,0
510872009081034,73,62
510872009081035,15,5
510872009081036,12,9
510872009081037,21,18
510872009081038,0,0
510872009082000,0,0
510872009082001,0,0
510872009082002,33,22
510872009082003,27,13
510872009082004,22,18
510872009082005,661,540
510872009082006,33,30
510872009082007,0,0
510872009082008,65,45
510872009082009,47,33
510872009082010,31,17
510872009082011,50,41
510872009082012,0,0
510872009082013,46,28
510872009082014,37,26
510872009082015,49,26
510872009082016,49,41
510872009082017,27,23
510872009082018,50,40
510872009082019,20,16
510872009082020,31,25
510872009082021,0,0
510872009082022,35,28
510872009082023,36,29
510872009082024,119,90
510872009082025,29,24
510872009082026,49,37
510872009082027,52,43
510872009082028,0,0
510872009082029,0,0
510872010011000,0,0
510872010011001,0,0
510872010011002,0,0
510872010011003,0,0
510872010011004,0,0
510872010011005,436,366
510872010011006,45,26
510872010011007,100,81
510872010011008,34,34
510872010011009,50,44
510872010011010,0,0
510872010011011,61,37
510872010011012,52,48
510872010011013,46,41
510872010011014,0,0
510872010011015,12,11
510872010011016,29,24
510872010011017,14,13
510872010011018,43,35
510872010011019,48,40
510872010011020,32,29
510872010011021,51,47
510872010011022,35,30
510872010011023,33,31
510872010011024,33,27
510872010011025,34,27
510872010011026,25,21
510872010011027,40,36
510872010011028,29,29
510872010011029,62,51
510872010011030,162,129
510872010011031,48,36
510872010011032,23,13
510872010011033,47,37
510872010011034,0,0
510872010012000,0,0
510872010012001,0,0
510872010012002,0,0
510872010012003,610,470
510872010012004,11,4
510872010012005,3,3
510872010012006,64,49
510872010012007,47,30
510872010012008,0,0
510872010012009,0,0
510872010012010,0,0
510872010012011,128,103
510872010012012,0,0
510872010012013,0,0
510872010012014,0,0
510872010012015,212,164
510872010012016,23,20
510872010012017,286,233
510872010012018,68,60
510872010012019,119,102
510872010012020,23,21
510872010012021,62,45
510872010012022,53,39
510872010012023,0,0
510872010013000,172,126
510872010013001,32,24
510872010013002,61,58
510872010013003,60,51
510872010013004,265,229
510872010013005,0,0
510872010013006,0,0
510872010013007,0,0
510872010013008,33,25
510872010013009,122,99
510872010013010,111,79
510872010013011,32,27
510872010014000,0,0
510872010014001,8,8
510872010014002,0,0
510872010014003,0,0
510872010014004,0,0
510872010014005,0,0
510872010014006,0,0
510872010014007,239,188
510872010014008,195,168
510872010014009,64,46
510872010014010,50,42
510872010014011,53,42
510872010014012,115,85
510872010014013,136,119
510872010014014,66,50
510872010014015,707,556
510872010014016,81,61
510872010014017,60,42
510872010014018,137,101
510872010014019,30,25
510872010014020,0,0
510872010021000,0,0
510872010021001,109,89
510872010021002,47,37
510872010021003,37,30
510872010021004,111,100
510872010021005,34,32
510872010021006,0,0
510872010021007,0,0
510872010021008,0,0
510872010021009,63,55
510872010021010,75,59
510872010021011,0,0
510872010021012,17,9
510872010021013,19,14
510872010021014,7,1
510872010021015,35,23
510872010021016,62,51
510872010021017,32,22
510872010021018,31,24
510872010021019,120,91
510872010021020,24,20
510872010021021,31,21
510872010021022,57,46
510872010021023,52,43
510872010021024,0,0
510872010021025,7,4
510872010021026,26,25
510872010021027,30,22
510872010021028,24,18
510872010021029,14,13
510872010021030,19,18
510872010022000,0,0
510872010022001,0,0
510872010022002,0,0
510872010022003,46,41
510872010022004,45,38
510872010022005,20,20
510872010022006,18,17
510872010022007,47,30
510872010022008,31,22
510872010022009,11,9
510872010022010,18,17
510872010022011,26,23
510872010022012,33,27
510872010022013,48,33
510872010022014,22,13
510872010022015,19,12
510872010022016,25,19
510872010022017,25,21
510872010022018,29,20
510872010022019,31,19
510872010022020,132,100
510872010022021,0,0
510872010022022,21,18
510872010022023,27,26
510872010022024,6,6
510872010022025,0,0
510872010022026,8,8
510872010022027,2,0
510872010022028,0,0
510872010022029,12,9
510872010022030,8,8
510872010022031,26,21
510872010022032,26,21
510872010022033,25,25
510872010022034,0,0
510872010023000,0,0
510872010023001,0,0
510872010023002,0,0
510872010023003,0,0
510872010023004,77,51
510872010023005,84,61
510872010023006,49,37
510872010023007,0,0
510872010023008,0,0
510872010023009,0,0
510872010023010,0,0
510872010023011,0,0
510872010023012,35,25
510872010023013,54,34
510872010023014,43,31
510872010023015,74,58
510872010023016,24,16
510872010023017,0,0
510872010023018,0,0
510872010023019,0,0
510872010023020,61,48
510872010023021,125,92
510872010023022,161,118
510872010023023,124,101
510872010023024,0,0
510872010023025,0,0
510872010023026,43,33
510872010023027,55,40
510872010023028,71,59
510872010023029,11,10
510872010031000,0,0
510872010031001,134,93
510872010031002,58,53
510872010031003,68,58
510872010031004,160,104
510872010031005,120,87
510872010031006,38,31
510872010031007,49,43
510872010031008,155,130
510872010031009,0,0
510872010031010,0,0
510872010031011,0,0
510872010031012,39,28
510872010031013,50,38
510872010031014,33,31
510872010031015,61,48
510872010031016,93,73
510872010031017,52,41
510872010031018,56,47
510872010031019,26,25
510872010031020,29,24
510872010031021,30,23
510872010031022,96,77
510872010031023,21,16
510872010031024,44,34
510872010031025,97,78
510872010031026,21,20
510872010031027,39,27
510872010031028,45,44
510872010031029,62,46
510872010031030,67,54
510872010031031,39,32
510872010031032,46,39
510872010031033,116,88
510872010031034,54,42
510872010031035,53,43
510872010031036,129,103
510872010031037,0,0
510872010031038,0,0
510872010031039,48,41
510872010031040,42,39
510872010032000,307,242
510872010032001,212,171
510872010032002,22,22
510872010032003,44,38
510872010032004,178,124
510872010032005,285,227
510872010032006,199,138
510872010032007,123,82
510872010032008,39,30
510872010032009,46,36
510872010032010,27,25
510872010032011,53,33
510872010032012,50,47
510872010032013,0,0
510872010032014,252,200
510872010032015,48,40
510872010032016,72,62
510872010032017,56,43
510872010032018,25,20
510872010032019,31,26
510872010032020,47,30
510872010032021,0,0
510872010032022,0,0
510872010032023,92,74
510872010032024,211,158
510872010032025,61,46
510872010032026,30,27
510872010032027,53,45
510872010032028,47,29
510872010032029,27,22
510872010033000,40,34
510872010033001,262,210
510872010033002,37,31
510872010033003,56,53
510872010033004,51,43
510872010033005,41,39
510872010033006,0,0
510872010033007,0,0
510872010033008,59,50
510872010033009,182,134
510872010033010,20,20
510872010033011,20,15
510872010033012,5,3
510872010033013,15,13
510872010033014,16,12
510872010033015,23,23
510872010033016,46,43
510872010033017,33,28
510872010033018,3,0
510872010033019,23,13
510872010033020,29,24
510872010033021,41,32
510872010033022,79,66
510872010033023,20,20
510872011021000,201,172
510872011021001,58,42
510872011021002,85,73
510872011021003,77,66
510872011021004,0,0
510872011021005,0,0
510872011021006,0,0
510872011021007,163,135
510872011021008,15,14
510872011021009,35,28
510872011021010,18,16
510872011021011,33,20
510872011021012,28,19
510872011021013,7,6
510872011021014,58,43
510872011021015,57,43
510872011021016,21,20
510872011021017,26,20
510872011021018,22,19
510872011021019,32,30
510872011021020,16,16
510872011021021,16,12
510872011021022,49,36
510872011021023,41,36
510872011021024,31,31
510872011021025,24,18
510872011021026,39,31
510872011022000,0,0
510872011022001,0,0
510872011022002,0,0
510872011022003,6,4
510872011022004,0,0
510872011022005,0,0
510872011022006,0,0
510872011022007,0,0
510872011022008,0,0
510872011022009,0,0
510872011022010,0,0
510872011022011,83,64
510872011022012,29,20
510872011022013,78,60
510872011022014,53,38
510872011022015,203,168
510872011022016,93,73
510872011022017,267,210
510872011022018,57,49
510872011022019,51,35
510872011022020,50,39
510872011022021,57,34
510872011022022,73,46
510872011022023,408,272
510872011022024,22,19
510872011022025,19,13
510872011022026,31,20
510872011022027,39,33
510872011022028,118,102
510872011022029,35,27
510872011022030,49,41
510872011022031,23,21
510872011022032,44,34
510872011022033,36,20
510872011022034,47,35
510872011022035,33,22
510872011022036,20,16
510872011022037,55,39
510872011023000,0,0
510872011023001,0,0
510872011023002,499,418
510872011023003,161,140
510872011023004,0,0
510872011023005,60,42
510872011023006,0,0
510872011024000,0,0
510872011024001,0,0
510872011024002,168,144
510872011024003,100,95
510872011024004,12,11
510872011031000,911,721
510872011032000,1822,1389
510872011032001,67,53
510872011032002,0,0
510872011032003,59,47
510872011032004,83,66
510872011032005,78,47
510872011032006,21,18
510872011032007,34,28
510872011032008,211,185
510872011032009,33,20
510872011032010,150,116
510872011032011,111,86
510872011041000,0,0
510872011041001,5,4
510872011041002,144,117
510872011041003,222,167
510872011041004,150,109
510872011041005,381,292
510872011041006,149,106
510872011041007,230,140
510872011041008,0,0
510872011041009,208,167
510872011041010,53,42
510872011041011,42,31
510872011041012,0,0
510872011041013,40,39
510872011041014,47,37
510872011041015,59,39
510872011041016,33,17
510872011041017,201,198
510872011041018,68,51
510872011041019,70,62
510872011041020,0,0
510872011041021,0,0
510872011041022,19,11
510872011041023,37,31
510872011041024,0,0
510872011041025,15,9
510872011042000,0,0
510872011042001,42,28
510872011042002,0,0
510872011042003,102,87
510872011042004,56,46
510872011042005,32,31
510872011042006,70,61
510872011042007,44,44
510872011042008,0,0
510872011042009,0,0
510872011042010,0,0
510872011042011,52,45
510872011042012,40,39
510872011042013,24,19
510872011042014,24,20
510872011042015,82,63
510872011042016,0,0
510872011042017,0,0
510872011042018,33,27
510872011042019,0,0
510872011042020,0,0
510872011042021,0,0
510872011042022,0,0
510872011042023,0,0
510872011042024,0,0
510872011042025,11,7
510872011042026,0,0
510872011042027,188,136
510872011042028,0,0
510872011042029,30,26
510872011042030,52,44
510872011042031,33,22
510872011042032,159,121
510872011042033,18,14
510872011042034,208,203
510872011042035,0,0
510872011042036,13,11
510872011042037,0,0
510872011042038,0,0
510872011042039,0,0
510872011042040,37,20
510872011042041,23,16
510872011042042,15,14
510872012031000,23,21
510872012031001,48,37
510872012031002,67,56
510872012031003,102,69
510872012031004,336,255
510872012031005,194,101
510872012031006,29,28
510872012031007,52,46
510872012031008,76,66
510872012031009,0,0
510872012031010,0,0
510872012031011,46,37
510872012032000,719,557
510872012032001,73,60
510872012032002,0,0
510872012032003,0,0
510872012032004,43,36
510872012032005,48,32
510872012032006,27,22
510872012032007,0,0
510872012032008,0,0
510872012032009,0,0
510872012032010,0,0
510872012032011,0,0
510872012032012,734,613
510872012032013,89,60
510872012032014,93,77
510872012032015,25,23
510872012032016,26,24
510872012032017,39,36
510872012032018,53,40
510872012032019,41,34
510872012032020,107,82
510872012032021,0,0
510872012041000,119,91
510872012041001,76,61
510872012041002,173,149
510872012041003,69,57
510872012041004,85,71
510872012041005,43,35
510872012041006,45,39
510872012041007,163,132
510872012041008,13,8
510872012041009,17,14
510872012041010,53,44
510872012041011,40,36
510872012041012,51,33
510872012041013,30,24
510872012041014,15,14
510872012041015,61,52
510872012041016,24,20
510872012041017,28,19
510872012041018,22,17
510872012041019,51,38
510872012041020,91,68
510872012041021,54,41
510872012041022,70,45
510872012041023,51,40
510872012041024,52,32
510872012041025,36,28
510872012042000,94,78
510872012042001,73,60
510872012042002,185,118
510872012042003,61,47
510872012042004,61,43
510872012042005,53,41
510872012042006,38,30
510872012042007,45,35
510872012042008,61,44
510872012042009,152,120
510872012042010,38,23
510872012042011,0,0
510872012042012,45,41
510872012042013,45,32
510872012042014,43,31
510872012042015,36,26
510872012043000,108,89
510872012043001,234,173
510872012043002,89,68
510872012043003,38,28
510872012043004,31,31
510872012043005,33,27
510872012043006,44,39
510872012043007,43,30
510872012043008,101,84
510872012043009,112,82
510872012043010,84,62
510872012043011,91,67
510872012043012,61,48
510872012043013,51,33
510872012043014,63,47
510872012043015,35,35
510872012043016,42,39
510872012043017,21,17
510872012043018,56,32
510872012043019,27,20
510872012051000,173,130
510872012051001,29,26
510872012051002,57,45
510872012051003,260,155
510872012051004,209,116
510872012051005,223,107
510872012051006,110,69
510872012051007,53,33
510872012051008,70,50
510872012051009,32,26
510872012051010,44,37
510872012051011,102,83
510872012051012,45,42
510872012051013,26,16
510872012051014,43,42
510872012051015,23,21
510872012051016,47,32
510872012051017,57,47
510872012051018,42,31
510872012051019,57,40
510872012051020,57,52
510872012052000,14,11
510872012052001,541,404
510872012052002,0,0
510872012052003,0,0
510872012052004,57,44
510872012052005,35,26
510872012052006,69,60
510872012052007,30,26
510872012052008,0,0
510872012052009,11,4
510872012052010,0,0
510872012052011,0,0
510872012052012,0,0
510872012052013,0,0
510872012053000,44,33
510872012053001,27,14
510872012053002,21,11
510872012053003,40,31
510872012053004,44,39
510872012053005,71,59
510872012053006,64,48
510872012053007,51,46
510872012053008,138,113
510872012053009,199,161
510872012053010,71,57
510872012053011,83,64
510872012053012,28,22
510872012053013,177,123
510872012053014,34,22
510872012053015,0,0
510872012061000,258,180
510872012061001,0,0
510872012061002,38,20
510872012061003,133,96
510872012061004,218,182
510872012061005,40,35
510872012061006,67,50
510872012061007,887,620
510872012061008,60,39
510872012061009,51,30
510872012062000,204,148
510872012062001,112,96
510872012062002,381,302
510872012062003,86,72
510872012062004,282,220
510872012062005,75,61
510872012062006,0,0
510872014031000,0,0
510872014031001,0,0
510872014031002,17,14
510872014031003,0,0
510872014031004,0,0
510872014031005,0,0
510872014031006,0,0
510872014031007,0,0
510872014031008,0,0
510872014031009,0,0
510872014031010,74,66
510872014031011,48,36
510872014031012,0,0
510872014031013,0,0
510872014031014,24,15
510872014031015,0,0
510872014031016,30,25
510872014031017,190,155
510872014031018,45,36
510872014031019,35,29
510872014031020,23,22
510872014031021,46,43
510872014031022,28,21
510872014031023,0,0
510872014031024,0,0
510872014032000,0,0
510872014032001,0,0
510872014032002,0,0
510872014032003,0,0
510872014032004,0,0
510872014032005,0,0
510872014032006,185,172
510872014032007,0,0
510872014032008,0,0
510872014032009,0,0
510872014032010,0,0
510872014032011,0,0
510872014032012,0,0
510872014032013,0,0
510872014032014,0,0
510872014032015,0,0
510872014032016,0,0
510872014032017,121,102
510872014032018,19,19
510872014032019,0,0
510872014032020,0,0
510872014032021,4,2
510872014032022,113,104
510872014032023,24,22
510872014032024,22,14
510872014032025,34,30
510872014032026,0,0
510872014032027,34,28
510872014032028,71,58
510872014032029,25,24
510872014032030,157,124
510872014032031,35,30
510872014032032,72,63
510872014032033,73,56
510872014032034,47,46
510872014032035,0,0
510872014032036,0,0
510872014032037,0,0
510872014033000,0,0
510872014033001,31,25
510872014033002,40,33
510872014033003,20,14
510872014033004,70,58
510872014033005,78,60
510872014033006,19,14
510872014033007,404,294
510872014033008,65,56
510872014033009,152,119
510872014033010,70,54
510872014033011,314,265
510872014033012,113,95
510872014033013,204,140
510872014033014,109,76
510872014033015,30,21
510872014033016,0,0
510872014033017,20,9
510872014033018,53,41
510872014033019,0,0
510872014033020,16,15
510872014033021,0,0
510872014033022,0,0
510872014034000,82,62
510872014034001,152,126
510872014034002,76,49
510872014034003,225,169
510872014034004,36,19
510872014034005,76,47
510872014034006,92,54
510872014034007,54,29
510872014034008,89,59
510872014034009,61,45
510872014034010,0,0
510872014034011,0,0
510872014034012,96,66
510872014034013,99,65
510872014034014,0,0
510872014034015,323,257
510872014035000,384,314
510872014035001,138,112
510872014035002,43,41
510872014035003,314,195
510872014035004,96,56
510872014035005,92,64
510872014041000,0,0
510872014041001,0,0
510872014041002,104,103
510872014041003,40,31
510872014041004,9,6
510872014041005,0,0
510872014041006,28,26
510872014041007,356,311
510872014041008,36,28
510872014041009,18,13
510872014041010,34,28
510872014041011,22,17
510872014041012,33,29
510872014041013,30,22
510872014041014,86,65
510872014041015,28,16
510872014041016,37,23
510872014041017,0,0
510872014041018,496,423
510872014041019,17,15
510872014041020,25,24
510872014041021,134,108
510872014041022,143,121
510872014041023,34,27
510872014041024,175,157
510872014041025,12,10
510872014041026,82,71
510872014041027,111,101
510872014041028,6,3
510872014041029,86,69
510872014041030,62,51
510872014041031,0,0
510872014042000,0,0
510872014042001,0,0
510872014042002,137,100
510872014042003,21,16
510872014042004,79,42
510872014042005,25,18
510872014042006,11,10
510872014042007,0,0
510872014042008,0,0
510872014042009,271,199
510872014042010,77,55
510872014042011,59,50
510872014042012,42,29
510872014042013,303,230
510872014042014,60,51
510872014042015,26,22
510872014042016,9,2
510872014042017,61,55
510872014042018,0,0
510872014042019,0,0
510872014042020,0,0
510872014042021,0,0
510872014042022,0,0
510872014042023,0,0
510872014042024,0,0
510872014042025,0,0
510872014042026,0,0
510872014042027,7,5
510872014042028,43,33
510872014042029,0,0
510872014042030,0,0
510872014042031,0,0
510872014042032,0,0
510872014043000,0,0
510872014043001,64,52
510872014043002,0,0
510872014043003,0,0
510872014043004,0,0
510872014043005,0,0
510872014043006,69,64
510872014043007,70,65
510872014043008,63,58
510872014043009,0,0
510872014043010,67,59
510872014043011,0,0
510872014043012,0,0
510872014043013,0,0
510872014043014,41,37
510872014043015,0,0
510872014043016,0,0
510872014043017,0,0
510872014043018,81,69
510872014043019,43,34
510872014043020,127,100
510872014043021,0,0
510872014043022,0,0
510872014043023,97,85
510872014043024,0,0
510872014043025,16,15
510872014043026,0,0
510872014043027,0,0
510872014043028,33,33
510872014043029,21,16
510872014043030,5,5
510872014043031,0,0
510872014043032,0,0
510872014043033,31,31
510872014043034,12,12
510872014043035,0,0
510872014043036,5,0
510872014043037,0,0
510872014043038,0,0
510872014043039,0,0
510872014043040,0,0
510872014051000,137,123
510872014051001,56,40
510872014051002,43,42
510872014051003,28,18
510872014051004,135,120
510872014051005,60,37
510872014051006,0,0
510872014051007,74,64
510872014051008,94,76
510872014051009,21,16
510872014051010,8,5
510872014051011,247,181
510872014051012,35,23
510872014051013,120,96
510872014051014,54,50
510872014051015,29,26
510872014051016,110,95
510872014051017,37,26
510872014051018,0,0
510872014051019,58,38
510872014051020,126,87
510872014051021,6,4
510872014051022,0,0
510872014051023,3,2
510872014051024,0,0
510872014051025,0,0
510872014061000,0,0
510872014061001,213,170
510872014061002,63,58
510872014061003,36,28
510872014061004,35,25
510872014061005,26,24
510872014061006,33,25
510872014061007,36,24
510872014061008,37,19
510872014061009,788,540
510872014061010,17,14
510872014061011,179,130
510872014061012,57,46
510872014061013,72,42
510872014061014,71,64
510872014061015,69,63
510872014061016,55,40
510872014061017,54,54
510872014061018,28,28
510872014061019,0,0
510872014061020,0,0
510872014061021,0,0
510872014062000,0,0
510872014062001,0,0
510872014062002,191,156
510872014062003,36,30
510872014062004,0,0
510872014062005,0,0
510872014062006,0,0
510872014062007,19,11
510872014062008,51,41
510872014062009,29,25
510872014062010,42,26
510872014062011,52,45
510872014062012,96,77
510872014062013,41,31
510872014062014,232,189
510872014062015,33,29
510872014063000,0,0
510872014063001,0,0
510872014063002,0,0
510872014063003,0,0
510872014063004,94,66
510872014063005,75,55
510872014063006,26,21
510872014063007,77,55
510872014063008,46,38
510872014063009,38,25
510872014063010,38,34
510872014063011,38,27
510872014063012,63,57
510872014063013,133,115
510872014063014,48,48
510872014063015,3,1
510872014063016,81,57
510872014063017,44,29
510872014064000,0,0
510872014064001,0,0
510872014064002,0,0
510872014064003,15,14
510872014064004,0,0
510872014064005,0,0
510872014064006,0,0
510872014064007,0,0
510872014064008,0,0
510872014064009,0,0
510872014064010,0,0
510872014064011,0,0
510872014064012,31,28
510872014064013,0,0
510872014064014,268,235
510872014064015,23,17
510872014064016,18,18
510872014064017,0,0
510872014064018,30,21
510872014064019,26,24
510872014064020,0,0
510872014064021,0,0
510872015021000,0,0
510872015021001,14,12
510872015021002,20,17
510872015021003,0,0
510872015021004,0,0
510872015021005,19,15
510872015021006,0,0
510872015021007,0,0
510872015021008,0,0
510872015021009,0,0
510872015021010,5,4
510872015021011,0,0
510872015021012,89,83
510872015021013,3,2
510872015021014,0,0
510872015021015,0,0
510872015021016,0,0
510872015021017,18,14
510872015021018,7,1
510872015021019,0,0
510872015021020,0,0
510872015021021,35,32
510872015021022,10,5
510872015021023,21,21
510872015021024,14,12
510872015021025,15,15
510872015021026,12,7
510872015021027,52,46
510872015021028,0,0
510872015021029,94,76
510872015021030,52,45
510872015021031,11,9
510872015021032,15,13
510872015021033,0,0
510872015021034,0,0
510872015021035,0,0
510872015021036,0,0
510872015021037,271,222
510872015021038,40,33
510872015021039,16,12
510872015021040,0,0
510872015021041,0,0
510872015021042,66,53
510872015021043,0,0
510872015021044,0,0
510872015021045,155,127
510872015021046,371,311
510872015021047,110,79
510872015021048,20,20
510872015021049,28,16
510872015021050,0,0
510872015022000,192,154
510872015022001,48,38
510872015022002,10,7
510872015022003,57,41
510872015022004,397,282
510872015022005,105,76
510872015022006,14,9
510872015022007,42,28
510872015022008,58,43
510872015022009,13,8
510872015022010,45,29
510872015022011,54,30
510872015022012,0,0
510872015022013,0,0
510872015022014,475,343
510872015022015,75,60
510872015022016,58,42
510872015022017,74,54
510872015022018,140,99
510872015022019,116,89
510872015022020,95,67
510872015022021,148,118
510872015022022,82,49
510872015022023,0,0
510872015022024,17,12
510872015022025,15,14
510872015022026,30,22
510872015022027,0,0
510872015022028,0,0
510872015022029,33,19
510872015023000,15,8
510872015023001,0,0
510872015023002,29,29
510872015023003,0,0
510872015023004,129,111
510872015023005,0,0
510872015023006,50,40
510872015023007,24,20
510872015023008,62,44
510872015023009,0,0
510872015023010,21,18
510872015023011,186,164
510872015023012,94,70
510872015023013,21,19
510872015023014,19,15
510872015023015,153,133
510872015023016,47,46
510872015023017,62,53
510872015023018,72,68
510872015023019,39,29
510872015023020,153,123
510872015023021,0,0
510872015023022,17,16
510872015023023,23,23
510872015023024,0,0
510872015023025,0,0
510872015023026,0,0
510872015023027,11,7
510872015023028,27,27
510872015023029,0,0
510872015023030,0,0
510872015023031,0,0
510872015023032,53,44
510872015023033,0,0
510872015023034,23,22
510872015023035,63,62
510872015023036,66,64
510872015023037,20,11
510872015023038,25,21
510872015023039,3,0
510872015023040,0,0
510872015023041,0,0
510872015023042,54,51
510872015031000,141,113
510872015031001,38,28
510872015031002,47,46
510872015031003,193,143
510872015031004,286,238
510872015031005,43,30
510872015031006,68,55
510872015031007,66,53
510872015031008,36,34
510872015031009,69,51
510872015031010,59,37
510872015031011,30,28
510872015031012,37,25
510872015031013,43,35
510872015031014,127,105
510872015031015,56,45
510872015031016,21,21
510872015031017,88,74
510872015031018,93,72
510872015031019,81,63
510872015031020,254,206
510872015032000,0,0
510872015032001,0,0
510872015032002,0,0
510872015032003,0,0
510872015032004,0,0
510872015032005,0,0
510872015032006,0,0
510872015032007,0,0
510872015032008,0,0
510872015032009,0,0
510872015032010,0,0
510872015032011,9,7
510872015032012,0,0
510872015032013,11,8
510872015032014,0,0
510872015032015,31,23
510872015032016,41,33
510872015032017,30,27
510872015032018,33,29
510872015032019,92,84
510872015032020,704,419
510872015032021,51,40
510872015032022,29,19
510872015032023,261,206
510872015032024,100,74
510872015032025,97,79
510872015032026,25,19
510872015032027,40,30
510872015032028,31,28
510872015032029,130,100
510872015032030,153,115
510872015032031,43,30
510872015032032,41,25
510872015032033,4,3
510872015032034,17,15
510872015032035,0,0
510872015033000,0,0
510872015033001,546,385
510872015033002,89,67
510872015033003,248,188
510872015033004,28,22
510872015033005,112,78
510872015033006,119,89
510872015033007,381,276
510872015033008,38,24
510872015033009,127,105
510872015033010,41,33
510872015033011,112,77
510872015033012,82,62
510872015033013,96,81
510872015033014,173,144
510872015033015,72,56
510872015033016,167,130
510872015033017,54,38
510872015041000,0,0
510872015041001,0,0
510872015041002,0,0
510872015041003,12,8
510872015041004,11,6
510872015041005,14,4
510872015041006,0,0
510872015041007,0,0
510872015041008,0,0
510872015041009,32,23
510872015041010,26,22
510872015041011,12,11
510872015041012,0,0
510872015041013,0,0
510872015041014,17,15
510872015041015,0,0
510872015041016,0,0
510872015041017,0,0
510872015041018,0,0
510872015041019,0,0
510872015041020,0,0
510872015041021,0,0
510872015041022,18,13
510872015041023,254,185
510872015041024,225,174
510872015041025,134,101
510872015041026,0,0
510872015041027,0,0
510872015041028,0,0
510872015041029,294,233
510872015041030,26,20
510872015041031,0,0
510872015041032,46,20
510872015041033,407,323
510872015041034,426,329
510872015041035,12,8
510872015041036,4,3
510872015041037,0,0
510872015041038,0,0
510872015041039,0,0
510872015041040,0,0
510872015041041,0,0
510872015041042,0,0
510872015041043,13,13
510872015041044,16,11
510872015041045,0,0
510872015041046,0,0
510872015041047,12,9
510872015042000,0,0
510872015042001,277,163
510872015042002,200,111
510872015042003,368,229
510872015042004,94,50
510872015042005,18,14
510872015042006,25,19
510872015042007,56,34
510872015042008,47,32
510872015042009,33,32
