County/City,Ward,Pct,"Ralph Shearer Northam","Edward Walter Gillespie","Clifford Daniel Hyra","All Others","Total Votes Cast"
"Fairfax County",-,"521 - Brook Hill (CD 8)",682,325,11,0,"1,018"
"Fairfax County",-,"522 - Camelot (CD 11)",524,305,5,0,834
"Fairfax County",-,"523 - Poe (CD 8)",869,369,7,3,"1,248"
"Fairfax County",-,"525 - Walnut Hill (CD 8)","1,085",445,15,0,"1,545"
"Fairfax County",-,"526 - Bren Mar (CD 8)","1,242",316,10,1,"1,569"
"Fairfax County",-,"527 - Edsall (CD 8)",694,256,4,2,956
"Fairfax County",-,"528 - Ridgelea (CD 11)",453,239,10,1,703
"Fairfax County",-,"530 - Holmes #2 (CD 11)",678,146,9,0,833
"Fairfax County",-,"601 - Belle Haven (CD 8)",671,467,4,0,"1,142"
"Fairfax County",-,"602 - Belleview (CD 8)",854,365,8,1,"1,228"
"Fairfax County",-,"604 - Bucknell (CD 8)","1,205",313,23,0,"1,541"
"Fairfax County",-,"605 - Fort Hunt (CD 8)",807,536,10,2,"1,355"
"Fairfax County",-,"606 - Hollin Hall (CD 8)",963,534,15,3,"1,515"
"Fairfax County",-,"607 - Huntington (CD 8)","1,373",421,27,2,"1,823"
"Fairfax County",-,"608 - Kirkside (CD 8)",816,305,7,0,"1,128"
"Fairfax County",-,"609 - Marlan (CD 8)",753,482,11,1,"1,247"
"Fairfax County",-,"610 - Sherwood (CD 8)",716,281,9,1,"1,007"
"Fairfax County",-,"611 - Stratford (CD 8)",992,604,8,1,"1,605"
"Fairfax County",-,"612 - Waynewood (CD 8)",478,309,3,1,791
"Fairfax County",-,"613 - Westgate (CD 8)",930,971,15,2,"1,918"
"Fairfax County",-,"614 - Riverside (CD 8)",694,484,11,2,"1,191"
"Fairfax County",-,"615 - Woodley (CD 8)",896,515,17,0,"1,428"
"Fairfax County",-,"616 - Gunston (CD 8)",661,555,15,0,"1,231"
"Fairfax County",-,"617 - Lorton (CD 8)",773,161,2,0,936
"Fairfax County",-,"618 - Newington (CD 11)","1,637",763,28,0,"2,428"
"Fairfax County",-,"619 - Belvoir (CD 8)","1,097",524,10,0,"1,631"
"Fairfax County",-,"621 - Grosvenor (CD 8)",774,202,11,2,989
"Fairfax County",-,"622 - Lorton Station (CD 8)","1,180",294,17,1,"1,492"
"Fairfax County",-,"623 - Alban (CD 8)","1,010",356,24,1,"1,391"
"Fairfax County",-,"626 - Saratoga (CD 8)","1,155",580,13,1,"1,749"
"Fairfax County",-,"627 - Woodlawn (CD 8)","1,237",360,11,0,"1,608"
"Fairfax County",-,"628 - Laurel Hill (CD 11)","1,337",409,12,3,"1,761"
"Fairfax County",-,"629 - South County (CD 11)",879,611,9,0,"1,499"
"Fairfax County",-,"630- Army (CD 8)",243,134,2,0,379
"Fairfax County",-,"701 - Blake (CD 11)","1,528",536,18,1,"2,083"
"Fairfax County",-,"703 - Fort Buffalo (CD 8)",711,180,13,0,904
"Fairfax County",-,"704 - Freedom Hill (CD 11)",811,318,6,1,"1,136"
"Fairfax County",-,"705 - Graham - Greenway (CD 8)","1,343",407,24,2,"1,776"
"Fairfax County",-,"707 - Mantua (CD 11)",826,404,7,0,"1,237"
"Fairfax County",-,"708 - Marshall (CD 8)","1,799",467,26,2,"2,294"
"Fairfax County",-,"709 - Mosby (CD 11)","1,088",340,17,3,"1,448"
"Fairfax County",-,"710 - Pine Spring (CD 8)",827,272,19,0,"1,118"
"Fairfax County",-,"711 - Price (CD 11)",760,344,11,1,"1,116"
"Fairfax County",-,"712 - Shreve (CD 8)",611,252,9,1,873
"Fairfax County",-,"713 - Timber Lane (CD 8)","1,172",313,10,1,"1,496"
"Fairfax County",-,"714 - Walker (CD 11)","1,084",413,19,0,"1,516"
"Fairfax County",-,"717 - Woodburn (CD 11)",689,246,15,0,950
"Fairfax County",-,"718 - Pine Ridge (CD 11)",773,317,14,2,"1,106"
"Fairfax County",-,"720 - Thoreau (CD 11)","1,124",474,19,4,"1,621"
"Fairfax County",-,"721 - Merrifield (CD 11)","1,282",312,30,1,"1,625"
"Fairfax County",-,"723 - Gallows East (CD 11)",604,175,11,0,790
"Fairfax County",-,"726 - Magarity (CD 8)","1,208",402,21,1,"1,632"
"Fairfax County",-,"727 - Oakton (CD 11)",787,529,12,0,"1,328"
"Fairfax County",-,"729 - Nottoway (CD 11)","1,258",463,21,2,"1,744"
"Fairfax County",-,"730 - Penderbrook (CD 11)","1,090",519,14,0,"1,623"
"Fairfax County",-,"731 - Tysons (CD 11)",749,238,16,1,"1,004"
"Fairfax County",-,"732 - Oak Marr (CD 11)","1,107",687,21,0,"1,815"
"Fairfax County",-,"733 - Kilmer (CD 11)","1,439",501,15,1,"1,956"
"Fairfax County",-,"734 - Hunters Branch (CD 11)",741,248,12,1,"1,002"
"Fairfax County",-,"735 - Rotonda (CD 11)",435,174,6,2,617
"Fairfax County",-,"801 - Burke (CD 11)","1,528",668,20,2,"2,218"
"Fairfax County",-,"802 - Cedar Lake (CD 11)",377,129,6,0,512
"Fairfax County",-,"803 - Clifton (CD 10)","1,006","1,168",16,2,"2,192"
"Fairfax County",-,"804 - Colchester (CD 10)",507,486,4,1,998
"Fairfax County",-,"805 - Fairfax Station (CD 10)",463,412,9,0,884
"Fairfax County",-,"806 - Sydenstricker (CD 11)","1,077",645,15,1,"1,738"
"Fairfax County",-,"807 - Hunt Valley (CD 11)",693,459,10,0,"1,162"
"Fairfax County",-,"811 - Pohick (CD 11)",737,253,5,4,999
"Fairfax County",-,"812 - Valley (CD 11)",939,522,10,0,"1,471"
"Fairfax County",-,"815 - Woodyard (CD 10)",691,732,8,2,"1,433"
"Fairfax County",-,"824 - Orange (CD 11)","1,321",777,28,2,"2,128"
"Fairfax County",-,"825 - Cherry Run (CD 11)",925,574,7,1,"1,507"
"Fairfax County",-,"827 - Irving (CD 11)",950,516,9,2,"1,477"
"Fairfax County",-,"833 - White Oaks (CD 11)",947,437,15,2,"1,401"
"Fairfax County",-,"838 - Sangster (CD 10)",685,528,7,0,"1,220"
"Fairfax County",-,"839 - Silverbrook (CD 10)",990,808,13,3,"1,814"
"Fairfax County",-,"840 - West Springfield (CD 11)",999,553,15,2,"1,569"
"Fairfax County",-,"841 - Popes Head (CD 10)",438,454,10,0,902
"Fairfax County",-,"842 - Parkway (CD 11)",721,523,7,0,"1,251"
"Fairfax County",-,"843 - Fair Lakes (CD 11)","1,066",478,19,1,"1,564"
"Fairfax County",-,"844 - Centerpointe (CD 11)",846,373,15,0,"1,234"
"Fairfax County",-,"845 - Fountainhead (CD 10)","1,021","1,021",10,0,"2,052"
"Fairfax County",-,"846 - Greenbriar East (CD 11)","1,110",458,20,2,"1,590"
"Fairfax County",-,"847 - Greenbriar West (CD 10)",745,399,13,0,"1,157"
"Fairfax County",-,"848 - Fair Oaks (CD 11)",909,394,13,2,"1,318"
"Fairfax County",-,"849 - Newgate (CD 10)","1,371","1,164",19,0,"2,554"
"Fairfax County",-,"850 - South Run (CD 10)",851,671,6,1,"1,529"
"Fairfax County",-,"851 - Willow Springs (CD 11)",770,537,6,1,"1,314"
"Fairfax County",-,"901 - Centre Ridge (CD 11)",969,359,17,0,"1,345"
"Fairfax County",-,"902 - Brookfield (CD 10)","1,240",545,20,2,"1,807"
"Fairfax County",-,"903 - Cub Run (CD 10)","1,136",719,27,3,"1,885"
"Fairfax County",-,"904 - Stonecroft (CD 10)",400,312,9,0,721
"Fairfax County",-,"905 - Franklin (CD 10)",331,183,10,1,525
"Fairfax County",-,"908 - Hidden Meadow (CD 10)",757,488,8,1,"1,254"
"Fairfax County",-,"909 - Oak Hill (CD 10)",797,391,12,0,"1,200"
"Fairfax County",-,"910 - London Towne (CD 11)","1,159",442,19,2,"1,622"
"Fairfax County",-,"911 - Navy (CD 10)","1,118",607,17,1,"1,743"
"Fairfax County",-,"913 - Rocky Run (CD 10)","1,203",840,20,1,"2,064"
"Fairfax County",-,"914 - Vale (CD 10)",780,494,13,0,"1,287"
"Fairfax County",-,"915 - Virginia Run (CD 10)",659,739,12,0,"1,410"
"Fairfax County",-,"916 - Waples Mill (CD 10)","1,365",957,13,1,"2,336"
"Fairfax County",-,"917 - Stone North (CD 10)",648,312,16,3,979
"Fairfax County",-,"918 - Centreville (CD 11)","1,368",522,26,0,"1,916"
"Fairfax County",-,"919 - Green Trails (CD 11)","1,273",537,24,2,"1,836"
"Fairfax County",-,"920 - Chantilly (CD 10)",898,441,11,1,"1,351"
"Fairfax County",-,"921 - Deer Park (CD 10)",916,731,25,2,"1,674"
"Fairfax County",-,"923 - Bull Run (CD 10)",540,610,7,0,"1,157"
"Fairfax County",-,"924 - Spindle (CD 11)",626,204,11,0,841
"Fairfax County",-,"925 - Old Mill (CD 10)",533,305,13,1,852
"Fairfax County",-,"926 - Powell (CD 11)","1,255",507,28,0,"1,790"
"Fairfax County",-,"927 - Armfield (CD 10)",573,287,9,0,869
"Fairfax County",-,"928 - Poplar Tree (CD 10)",898,576,10,3,"1,487"
"Fairfax County",-,"929 - Difficult Run (CD 10)",198,187,2,0,387
"Fairfax County",-,"930 - Lees Corner (CD 10)",733,420,17,0,"1,170"
"Fairfax County",-,"931 - Carson (CD 10)",810,361,12,2,"1,185"
"Fairfax County",-,"932 - Stone South (CD 10)",495,171,11,1,678
"Fairfax County",-,"933 - Compton (CD 11)",217,131,4,0,352
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 10)","6,768","3,984",45,4,"10,801"
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 11)","15,279","5,752",134,13,"21,178"
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 8)","9,433","3,439",74,4,"12,950"
"Fairfax County",-,"Provisional (CD 10)",55,18,1,0,74
"Fairfax County",-,"Provisional (CD 11)",142,41,6,0,189
"Fairfax County",-,"Provisional (CD 8)",75,22,0,0,97
"Fairfax City",-,"1 - One",708,361,18,2,"1,089"
"Fairfax City",-,"2 - Two",704,461,12,1,"1,178"
"Fairfax City",-,"3 - Three","1,011",544,20,1,"1,576"
"Fairfax City",-,"4 - Four",909,483,14,0,"1,406"
"Fairfax City",-,"5 - Five",739,353,9,1,"1,102"
"Fairfax City",-,"6 - Six",689,353,11,0,"1,053"
"Fairfax City",-,"Ab - Central Absentee Precinct",614,266,7,1,888
"Fairfax City",-,Provisional,6,1,1,0,8
"Falls Church City",-,"1 - First Ward","1,302",355,17,0,"1,674"
"Falls Church City",-,"2 - Second Ward",972,285,21,1,"1,279"
"Falls Church City",-,"3 - Third Ward","1,408",398,26,0,"1,832"
"Falls Church City",-,"Ab - Central Absentee Precinct","1,088",154,12,1,"1,255"
"Falls Church City",-,Provisional,11,3,0,0,14
"Fauquier County",-,"101 - Kettle Run (CD 5)",173,447,8,0,628
"Fauquier County",-,"102 - Catlett (CD 1)",343,943,14,1,"1,301"
"Fauquier County",-,"103 - Casanova (CD 5)",246,356,4,1,607
"Fauquier County",-,"104 - Lois (CD 1)",198,398,5,0,601
"Fauquier County",-,"105 - Opal (CD 5)",157,397,7,0,561
"Fauquier County",-,"106 - Baldwin Ridge (CD 5)",297,456,16,1,770
"Fauquier County",-,"201 - Courthouse (CD 5)",706,722,20,0,"1,448"
"Fauquier County",-,"202 - Airlie (CD 5)",540,711,11,0,"1,262"
"Fauquier County",-,"203 - Warrenton (CD 5)",669,695,20,0,"1,384"
"Fauquier County",-,"301 - Morrisville (CD 1)",220,588,14,0,822
"Fauquier County",-,"302 - Remington (CD 5)",441,756,15,0,"1,212"
"Fauquier County",-,"303 - Bealeton (CD 1)",554,792,15,0,"1,361"
"Fauquier County",-,"401 - Marshall (CD 5)",527,743,17,0,"1,287"
"Fauquier County",-,"402 - Leeds (CD 5)",590,674,12,0,"1,276"
"Fauquier County",-,"403 - Waterloo (CD 5)",543,987,21,0,"1,551"
"Fauquier County",-,"404 - Springs Valley (CD 5)",264,431,6,1,702
"Fauquier County",-,"501 - The Plains (CD 5)",578,578,8,0,"1,164"
"Fauquier County",-,"502 - New Baltimore (CD 5)",436,784,13,1,"1,234"
"Fauquier County",-,"503 - Broad Run (CD 5)",439,729,10,2,"1,180"
"Fauquier County",-,"504 - Vint Hill (CD 5)",720,"1,207",18,0,"1,945"
"Fauquier County",-,"Ab - Central Absentee Precinct (CD 1)",67,139,2,0,208
"Fauquier County",-,"Ab - Central Absentee Precinct (CD 5)",709,793,14,0,"1,516"
"Fauquier County",-,"Provisional (CD 1)",2,0,0,0,2
"Fauquier County",-,"Provisional (CD 5)",11,6,0,0,17
"Floyd County",-,"101 - Locust Grove",310,673,11,0,994
"Floyd County",-,"201 - Little River",463,694,17,1,"1,175"
"Floyd County",-,"301 - Courthouse",411,537,18,2,968
"Floyd County",-,"401 - Burks Fork",287,647,13,0,947
"Floyd County",-,"501 - Indian Valley",258,690,11,1,960
"Floyd County",-,"Ab - Central Absentee Precinct",217,226,2,1,446
"Floyd County",-,Provisional,0,1,0,0,1
"Fluvanna County",-,"101 - Palmyra",922,899,25,1,"1,847"
"Fluvanna County",-,"201 - Columbia",594,749,13,0,"1,356"
"Fluvanna County",-,"301 - Fork Union",621,693,13,1,"1,328"
"Fluvanna County",-,"401 - Cunningham",690,"1,081",21,1,"1,793"
"Fluvanna County",-,"501 - Rivanna","1,032","1,045",15,2,"2,094"
"Fluvanna County",-,"Ab - Central Absentee Precinct",406,395,2,0,803
"Fluvanna County",-,Provisional,2,2,0,0,4
"Franklin County",-,"102 - Burnt Chimney",343,840,15,0,"1,198"
"Franklin County",-,"103 - Scruggs",581,"1,556",23,0,"2,160"
"Franklin County",-,"201 - Glade Hill",228,687,7,1,923
"Franklin County",-,"202 - Penhook",263,586,5,0,854
"Franklin County",-,"203 - Hodgesville",47,110,1,0,158
"Franklin County",-,"204 - Dudley",191,408,4,0,603
"Franklin County",-,"301 - Snow Creek",114,349,7,1,471
"Franklin County",-,"302 - Fork Mountain",82,311,5,0,398
"Franklin County",-,"303 - Sontag",311,392,12,1,716
"Franklin County",-,"304 - Dickinson",171,186,6,0,363
"Franklin County",-,"401 - Henry",137,581,8,1,727
"Franklin County",-,"402 - Ferrum",128,311,2,0,441
"Franklin County",-,"403 - Endicott",126,326,3,0,455
"Franklin County",-,"501 - Waidsboro",154,368,4,0,526
"Franklin County",-,"502 - Callaway",188,558,6,1,753
"Franklin County",-,"503 - Bowmans",152,272,7,1,432
"Franklin County",-,"504 - Gogginsville",177,495,11,0,683
"Franklin County",-,"601 - Boones Mill",287,688,29,2,"1,006"
"Franklin County",-,"602 - Bonbrook",229,632,7,0,868
"Franklin County",-,"603 - Coopers Cove",141,527,3,0,671
"Franklin County",-,"701 - Rocky Mount East",349,590,13,0,952
"Franklin County",-,"702 - Rocky Mount West",304,379,4,1,688
"Franklin County",-,"703 - Rocky Mount South",272,358,9,0,639
"Franklin County",-,"Ab - Central Absentee Precinct",340,548,10,1,899
"Franklin County",-,Provisional,0,4,0,0,4
"Franklin City",-,"101 - Precinct 1-1",210,393,4,0,607
"Franklin City",-,"201 - Precinct 2-1",196,269,2,0,467
"Franklin City",-,"301 - Precinct 3-1",334,24,3,0,361
"Franklin City",-,"401 - Precinct 4-1",232,29,3,0,264
"Franklin City",-,"501 - Precinct 5-1",260,8,0,0,268
"Franklin City",-,"601 - Precinct 6-1",241,203,3,0,447
"Franklin City",-,"Ab - Central Absentee Precinct",63,75,0,0,138
"Franklin City",-,Provisional,3,1,0,0,4
"Frederick County",-,"101 - Russells",229,758,15,0,"1,002"
"Frederick County",-,"102 - Gore",252,730,10,2,994
"Frederick County",-,"103 - Kernstown",488,862,11,3,"1,364"
"Frederick County",-,"104 - Cedar Creek",221,495,5,0,721
"Frederick County",-,"201 - Gainesborough",137,543,5,0,685
"Frederick County",-,"202 - Albin",320,739,14,0,"1,073"
"Frederick County",-,"203 - Redland",413,912,12,3,"1,340"
"Frederick County",-,"204 - Nain",384,805,10,2,"1,201"
"Frederick County",-,"301 - Clear Brook",165,470,12,0,647
"Frederick County",-,"302 - Neff's Town",556,708,23,0,"1,287"
"Frederick County",-,"303 - White Hall",504,999,10,0,"1,513"
"Frederick County",-,"401 - Carpers Valley",455,759,12,0,"1,226"
"Frederick County",-,"402 - Shenandoah",187,380,4,0,571
"Frederick County",-,"403 - Parkin's Mill",393,669,25,0,"1,087"
"Frederick County",-,"404 - Armel",407,692,10,2,"1,111"
"Frederick County",-,"501 - Stephens City",475,751,8,1,"1,235"
"Frederick County",-,"502 - Newtown",497,857,19,4,"1,377"
"Frederick County",-,"503 - Canterburg",509,875,12,0,"1,396"
"Frederick County",-,"601 - Millbrook",290,435,8,0,733
"Frederick County",-,"602 - Ash Hollow",420,532,18,0,970
"Frederick County",-,"603 - Greenwood",662,"1,036",27,1,"1,726"
"Frederick County",-,"Ab - Central Absentee Precinct",396,642,8,0,"1,046"
"Frederick County",-,Provisional,3,7,0,0,10
"Fredericksburg City",-,"101 - Precinct 1 - District One","1,016",711,30,1,"1,758"
"Fredericksburg City",-,"201 - Precinct 1 - District Two","1,299",609,26,1,"1,935"
"Fredericksburg City",-,"301 - Precinct 1 - District Three",892,629,22,0,"1,543"
"Fredericksburg City",-,"401 - Precinct 1 - District Four",736,179,14,0,929
"Fredericksburg City",-,"402 - Precinct 2 - District Four",371,148,10,0,529
"Fredericksburg City",-,"Ab - Central Absentee Precinct",330,186,4,0,520
"Fredericksburg City",-,Provisional,5,1,1,0,7
"Galax City",-,"1 - East",165,370,8,0,543
"Galax City",-,"2 - North",125,272,2,0,399
"Galax City",-,"3 - South",97,244,3,3,347
"Galax City",-,"Ab - Central Absentee Precinct",22,44,0,0,66
"Galax City",-,Provisional,0,0,0,0,0
"Giles County",-,"101 - Glen Lyn",12,52,0,0,64
"Giles County",-,"102 - Rich Creek",70,238,3,0,311
"Giles County",-,"103 - Narrows",278,780,10,0,"1,068"
"Giles County",-,"201 - Pearisburg",359,"1,082",15,0,"1,456"
"Giles County",-,"202 - Staffordsville",59,182,0,1,242
"Giles County",-,"203 - White Gate",26,134,3,0,163
"Giles County",-,"301 - Eggleston",138,301,7,0,446
"Giles County",-,"302 - Pembroke",293,768,15,0,"1,076"
"Giles County",-,"303 - Newport",240,382,13,2,637
"Giles County",-,"Ab - Central Absentee Precinct",129,241,0,0,370
"Giles County",-,Provisional,0,1,0,0,1
"Gloucester County",-,"101 - Harcum",285,597,14,0,896
"Gloucester County",-,"102 - Salem",230,500,15,0,745
"Gloucester County",-,"103 - Peasley",166,376,9,1,552
"Gloucester County",-,"201 - Courthouse",422,653,5,1,"1,081"
"Gloucester County",-,"202 - Botetourt",492,891,15,0,"1,398"
"Gloucester County",-,"301 - White Marsh",363,677,7,0,"1,047"
"Gloucester County",-,"302 - Roanes",465,866,11,0,"1,342"
"Gloucester County",-,"401 - Hayes",467,761,18,1,"1,247"
"Gloucester County",-,"402 - Sarahs Creek",423,663,10,1,"1,097"
"Gloucester County",-,"501 - Achilles",414,"1,133",13,0,"1,560"
"Gloucester County",-,"502 - Walker",363,682,15,0,"1,060"
"Gloucester County",-,"Ab - Central Absentee Precinct",261,360,8,0,629
"Gloucester County",-,Provisional,5,0,0,0,5
"Goochland County",-,"101 - Fife",265,365,10,0,640
"Goochland County",-,"102 - Hadensville",389,639,12,2,"1,042"
"Goochland County",-,"201 - Three Square",165,150,4,0,319
"Goochland County",-,"202 - Sandy Hook",611,764,15,0,"1,390"
"Goochland County",-,"301 - Goochland Court House 1",379,572,9,3,963
"Goochland County",-,"302 - Goochland Court House 2",142,271,3,0,416
"Goochland County",-,"401 - Shallow Well",390,533,14,0,937
"Goochland County",-,"402 - Centerville",450,"1,108",14,0,"1,572"
"Goochland County",-,"501 - Manakin",513,"1,062",14,0,"1,589"
"Goochland County",-,"502 - Blair Road",305,670,4,1,980
"Goochland County",-,"Ab - Central Absentee Precinct",302,386,5,0,693
"Goochland County",-,Provisional,0,0,0,0,0
"Grayson County",-,"101 - Bridle Creek",54,151,1,0,206
"Grayson County",-,"102 - Flatridge",23,100,3,0,126
"Grayson County",-,"103 - Grant",60,142,1,0,203
"Grayson County",-,"104 - Mouth Of Wilson",50,96,1,0,147
"Grayson County",-,"105 - Mount Rogers",28,123,0,0,151
"Grayson County",-,"106 - Rugby",26,122,1,0,149
"Grayson County",-,"107 - Troutdale",10,84,2,0,96
"Grayson County",-,"108 - Comers Rock",38,116,1,0,155
"Grayson County",-,"202 - Elk Creek",73,228,2,1,304
"Grayson County",-,"203 - Independence",193,606,4,1,804
"Grayson County",-,"301 - Baywood",88,351,1,0,440
"Grayson County",-,"302 - Fairview",96,448,6,0,550
"Grayson County",-,"401 - Fries",70,154,0,0,224
"Grayson County",-,"402 - Providence",88,411,2,0,501
"Grayson County",-,"403 - Oldtown",60,153,1,0,214
"Grayson County",-,"Ab - Central Absentee Precinct",72,191,2,0,265
"Grayson County",-,Provisional,0,2,0,0,2
"Greene County",-,"101 - Dyke",190,399,4,1,594
"Greene County",-,"102 - Swift Run",250,475,10,0,735
"Greene County",-,"201 - Ruckersville",489,898,20,0,"1,407"
"Greene County",-,"301 - Stanardsville",462,892,20,1,"1,375"
"Greene County",-,"401 - Midway",657,"1,035",25,2,"1,719"
"Greene County",-,"Ab - Central Absentee Precinct",170,300,7,0,477
"Greene County",-,Provisional,1,1,0,0,2
"Greensville County",-,"101 - Precinct 1-a",188,100,3,0,291
"Greensville County",-,"102 - Precinct 1-b",46,79,1,0,126
"Greensville County",-,"103 - Precinct 1-c",157,34,3,0,194
"Greensville County",-,"201 - Precinct 2-a",256,111,0,0,367
"Greensville County",-,"202 - Precinct 2-b",182,266,2,0,450
"Greensville County",-,"302 - Precinct 3-a",488,267,3,0,758
"Greensville County",-,"401 - Precinct 4-a",63,142,1,0,206
"Greensville County",-,"402 - Precinct 4-b",206,138,1,0,345
"Greensville County",-,"403 - Precinct 4-c",57,94,4,0,155
"Greensville County",-,Provisional,0,1,0,0,1
"Halifax County",-,"101 - Childrey",211,265,5,0,481
"Halifax County",-,"102 - Liberty",91,160,0,0,251
"Halifax County",-,"103 - Republican Grove",209,272,5,0,486
"Halifax County",-,"201 - Clays Mill",97,263,4,0,364
"Halifax County",-,"202 - Crossroads",119,230,2,0,351
"Halifax County",-,"203 - Clover",232,288,5,0,525
"Halifax County",-,"302 - Meadville",139,66,1,0,206
"Halifax County",-,"304 - Vernon Hill",126,261,1,0,388
"Halifax County",-,"305 - Sinai",372,267,7,2,648
"Halifax County",-,"401 - Courthouse",300,333,3,0,636
"Halifax County",-,"403 - Center",178,443,8,0,629
"Halifax County",-,"502 - Dan River",255,569,6,0,830
"Halifax County",-,"503 - Scottsburg",86,329,4,0,419
"Halifax County",-,"601 - Black Walnut",154,334,4,1,493
"Halifax County",-,"603 - Mt Carmel",330,415,10,1,756
"Halifax County",-,"605 - Union",75,147,1,0,223
"Halifax County",-,"701 - Hyco",171,470,2,0,643
"Halifax County",-,"702 - Midway",72,373,3,1,449
"Halifax County",-,"703 - Virgilina",70,239,0,1,310
"Halifax County",-,"801 - South Boston",561,269,5,1,836
"Halifax County",-,"Ab - Central Absentee Precinct",189,296,3,0,488
"Halifax County",-,Provisional,0,2,0,0,2
"Hampton City",-,"101 - Aberdeen (CD 3)","1,034",148,6,1,"1,189"
"Hampton City",-,"102 - Bassette (CD 3)","1,251",64,7,3,"1,325"
"Hampton City",-,"103 - City Hall (CD 3)",619,98,8,0,725
"Hampton City",-,"104 - Cooper (CD 3)","1,478",199,17,2,"1,696"
"Hampton City",-,"105 - East Hampton (CD 3)",727,181,7,1,916
"Hampton City",-,"106 - Armstrong (CD 3)",939,436,15,1,"1,391"
"Hampton City",-,"107 - Lindsay (CD 3)","1,096",194,4,1,"1,295"
"Hampton City",-,"108 - Thomas (CD 3)","1,357",155,10,1,"1,523"
"Hampton City",-,"109 - Phenix (CD 3)","1,443",81,9,0,"1,533"
"Hampton City",-,"110 - Phoebus (CD 2)",224,130,2,0,356
"Hampton City",-,"111 - Hampton Library (CD 3)",329,211,11,1,552
"Hampton City",-,"112 - Smith (CD 3)","1,312",377,16,1,"1,706"
"Hampton City",-,"115 - Wythe (CD 3)",465,345,11,0,821
"Hampton City",-,"116 - Jones (CD 3)",519,121,7,0,647
"Hampton City",-,"117 - Kecoughtan (CD 3)",758,202,12,1,973
"Hampton City",-,"118 - Mallory (CD 3)","1,523",142,11,1,"1,677"
"Hampton City",-,"201 - Booker (CD 2)",784,713,24,0,"1,521"
"Hampton City",-,"202 - Bryan (CD 2)",844,575,22,0,"1,441"
"Hampton City",-,"203 - Burbank (CD 2)",631,364,17,1,"1,013"
"Hampton City",-,"204 - Forrest (CD 3)",831,353,12,3,"1,199"
"Hampton City",-,"205 - Asbury (CD 2)",875,"1,197",26,2,"2,100"
"Hampton City",-,"208 - Kraft (CD 3)","1,326",741,25,1,"2,093"
"Hampton City",-,"209 - Langley (CD 2)",714,487,16,0,"1,217"
"Hampton City",-,"210 - Machen (CD 3)","1,568",417,21,2,"2,008"
"Hampton City",-,"212 - Bethel (CD 3)","1,725",498,16,0,"2,239"
"Hampton City",-,"213 - Phillips (CD 2)","1,088",944,22,1,"2,055"
"Hampton City",-,"214 - Tucker Capps (CD 3)","1,016",547,13,1,"1,577"
"Hampton City",-,"215 - Tyler (CD 2)",18,7,1,0,26
"Hampton City",-,"215 - Tyler (CD 3)",269,68,1,0,338
"Hampton City",-,"216 - Sandy Bottom (CD 3)",700,288,8,1,997
"Hampton City",-,"217 - Syms (CD 3)",385,340,8,2,735
"Hampton City",-,"Ab - Central Absentee Precinct (CD 2)",209,178,2,0,389
"Hampton City",-,"Ab - Central Absentee Precinct (CD 3)",815,240,12,1,"1,068"
"Hampton City",-,"Provisional (CD 2)",5,1,0,0,6
"Hampton City",-,"Provisional (CD 3)",29,8,0,0,37
"Hanover County",-,"101 - Ashland",591,437,10,0,"1,038"
"Hanover County",-,"104 - Sliding Hill",509,628,28,0,"1,165"
"Hanover County",-,"105 - Berkley",574,330,12,0,916
"Hanover County",-,"106 - Kersey Creek",273,442,10,0,725
"Hanover County",-,"107 - Chickahominy",407,559,20,0,986
"Hanover County",-,"201 - Beaverdam",366,"1,031",21,0,"1,418"
"Hanover County",-,"202 - Blunts",291,482,10,0,783
"Hanover County",-,"203 - Wilmington Parish",357,805,15,0,"1,177"
"Hanover County",-,"206 - Courthouse",445,489,15,0,949
"Hanover County",-,"208 - Oak Knoll",316,672,14,0,"1,002"
"Hanover County",-,"209 - West Hanover",82,198,5,0,285
"Hanover County",-,"210 - Oak Hill",126,283,3,0,412
"Hanover County",-,"301 - Clay",439,965,3,1,"1,408"
"Hanover County",-,"303 - Shady Grove",408,871,10,2,"1,291"
"Hanover County",-,"304 - Atlee","1,111","1,603",67,1,"2,782"
"Hanover County",-,"305 - Cool Spring",518,831,18,0,"1,367"
"Hanover County",-,"401 - Battlefield",301,"1,129",11,2,"1,443"
"Hanover County",-,"403 - Cold Harbor",481,"1,137",28,2,"1,648"
"Hanover County",-,"404 - Black Creek",300,"1,278",7,0,"1,585"
"Hanover County",-,"405 - Pebble Creek",315,527,11,0,853
"Hanover County",-,"406 - Beaverdam Creek",84,174,8,2,268
"Hanover County",-,"502 - Rural Point",471,907,12,1,"1,391"
"Hanover County",-,"503 - Newman",389,646,12,0,"1,047"
"Hanover County",-,"504 - Studley",207,700,12,1,920
"Hanover County",-,"505 - Totopotomoy",164,543,7,0,714
"Hanover County",-,"506 - Georgetown",342,745,14,0,"1,101"
"Hanover County",-,"507 - Laurel Meadow",342,832,22,0,"1,196"
"Hanover County",-,"601 - Village",597,"1,352",36,2,"1,987"
"Hanover County",-,"602 - Lee Davis",434,977,16,3,"1,430"
"Hanover County",-,"603 - Mechanicsville",372,471,10,0,853
