County/City,Ward,Pct,"Ralph Shearer Northam","Edward Walter Gillespie","Clifford Daniel Hyra","All Others","Total Votes Cast"
"Prince William County",-,"202 - Marshall (CD 1)",706,840,22,0,"1,568"
"Prince William County",-,"203 - Bennett (CD 1)",761,721,16,0,"1,498"
"Prince William County",-,"204 - Ellis (CD 1)",605,408,21,1,"1,035"
"Prince William County",-,"205 - Buckhall (CD 10)",681,692,14,1,"1,388"
"Prince William County",-,"206 - Coles (CD 1)",532,598,27,0,"1,157"
"Prince William County",-,"207 - Spriggs (CD 1)","1,105",655,14,1,"1,775"
"Prince William County",-,"208 - Hylton (CD 1)",446,612,11,0,"1,069"
"Prince William County",-,"209 - Independent Hill (CD 1)",350,641,12,0,"1,003"
"Prince William County",-,"210 - Penn (CD 1)",558,694,14,1,"1,267"
"Prince William County",-,"210 - Penn (CD 11)",81,27,1,0,109
"Prince William County",-,"211 - Signal Hill (CD 10)",563,551,21,2,"1,137"
"Prince William County",-,"212 - Yorkshire (CD 10)",922,522,20,1,"1,465"
"Prince William County",-,"213 - Saratoga (CD 1)",572,246,7,2,827
"Prince William County",-,"214 - Lucasville (CD 1)",319,545,10,1,875
"Prince William County",-,"215 - Rosa Parks (CD 11)",776,299,11,2,"1,088"
"Prince William County",-,"301 - Dumfries (CD 11)",601,210,10,0,821
"Prince William County",-,"302 - Potomac (CD 11)","1,300",219,13,2,"1,534"
"Prince William County",-,"303 - Graham Park (CD 11)",474,164,6,0,644
"Prince William County",-,"304 - Quantico (CD 1)",68,63,1,0,132
"Prince William County",-,"305 - Pattie (CD 1)",761,532,16,1,"1,310"
"Prince William County",-,"306 - Washington-reid (CD 1)",847,624,13,0,"1,484"
"Prince William County",-,"307 - Henderson (CD 1)",683,541,10,2,"1,236"
"Prince William County",-,"308 - Montclair (CD 1)",469,376,7,2,854
"Prince William County",-,"309 - Ashland (CD 1)",564,449,9,0,"1,022"
"Prince William County",-,"310 - Forest Park (CD 1)",757,321,12,2,"1,092"
"Prince William County",-,"311 - Swans Creek (CD 11)","1,259",375,13,1,"1,648"
"Prince William County",-,"312 - Triangle (CD 1)",180,52,1,0,233
"Prince William County",-,"312 - Triangle (CD 11)",728,305,7,0,"1,040"
"Prince William County",-,"313 - Cardinal (CD 1)",619,272,6,2,899
"Prince William County",-,"314 - Cabin Branch (CD 1)",645,361,11,1,"1,018"
"Prince William County",-,"401 - Evergreen (CD 10)",579,802,21,0,"1,402"
"Prince William County",-,"402 - Battlefield (CD 10)",575,843,13,1,"1,432"
"Prince William County",-,"403 - Bull Run (CD 10)",561,456,9,1,"1,027"
"Prince William County",-,"404 - Ben Lomond (CD 1)",724,268,16,2,"1,010"
"Prince William County",-,"405 - Stonewall (CD 1)",916,410,20,1,"1,347"
"Prince William County",-,"406 - Alvey (CD 10)",369,438,2,1,810
"Prince William County",-,"407 - Heritage Hunt (CD 10)",916,"1,081",16,1,"2,014"
"Prince William County",-,"408 - Sudley (CD 1)",426,387,23,2,838
"Prince William County",-,"409 - Tyler (CD 10)",766,506,21,0,"1,293"
"Prince William County",-,"410 - Mountain View (CD 10)",717,782,13,0,"1,512"
"Prince William County",-,"411 - Mullen (CD 1)",737,199,19,0,955
"Prince William County",-,"412 - Catharpin (CD 10)",362,540,5,1,908
"Prince William County",-,"413 - Reagan (CD 10)",742,833,12,3,"1,590"
"Prince William County",-,"501 - Lake Ridge (CD 1)",796,439,8,1,"1,244"
"Prince William County",-,"502 - Occoquan (CD 11)",534,276,13,1,824
"Prince William County",-,"503 - Old Bridge (CD 11)",717,253,11,1,982
"Prince William County",-,"504 - Rockledge (CD 11)",617,405,14,1,"1,037"
"Prince William County",-,"505 - Mohican (CD 1)",837,508,16,1,"1,362"
"Prince William County",-,"506 - Bethel (CD 11)","1,031",556,14,1,"1,602"
"Prince William County",-,"507 - Chinn (CD 11)",719,380,11,0,"1,110"
"Prince William County",-,"508 - Springwoods (CD 1)",607,248,6,0,861
"Prince William County",-,"509 - Mc Coart (CD 1)",770,770,9,0,"1,549"
"Prince William County",-,"510 - Yates Ford (CD 10)",413,535,10,1,959
"Prince William County",-,"511 - Westridge (CD 1)",850,479,14,1,"1,344"
"Prince William County",-,"512 - York (CD 11)",977,192,11,4,"1,184"
"Prince William County",-,"513 - Lynnwood (CD 11)",751,564,10,3,"1,328"
"Prince William County",-,"514 - Antietam (CD 11)",968,500,31,1,"1,500"
"Prince William County",-,"601 - Dale (CD 11)",710,155,9,0,874
"Prince William County",-,"602 - Beville (CD 11)","1,263",416,13,2,"1,694"
"Prince William County",-,"603 - Hampton (CD 11)",640,141,3,1,785
"Prince William County",-,"604 - Gideon (CD 11)",673,207,9,0,889
"Prince William County",-,"605 - Minnieville (CD 11)",736,320,12,1,"1,069"
"Prince William County",-,"606 - Bel Air (CD 11)",688,318,10,1,"1,017"
"Prince William County",-,"607 - Kerrydale (CD 11)",897,300,11,1,"1,209"
"Prince William County",-,"608 - Enterprise (CD 11)",820,276,5,0,"1,101"
"Prince William County",-,"609 - King (CD 1)",6,0,0,0,6
"Prince William County",-,"609 - King (CD 11)","1,056",395,16,1,"1,468"
"Prince William County",-,"610 - Fitzgerald (CD 11)",898,288,10,3,"1,199"
"Prince William County",-,"611 - Neabsco (CD 11)",652,193,4,3,852
"Prince William County",-,"701 - Belmont (CD 11)",795,404,6,1,"1,206"
"Prince William County",-,"702 - Library (CD 11)",848,238,15,1,"1,102"
"Prince William County",-,"703 - Lynn (CD 11)",467,101,7,0,575
"Prince William County",-,"704 - Porter (CD 11)",863,151,6,2,"1,022"
"Prince William County",-,"705 - Potomac View (CD 11)",449,253,9,1,712
"Prince William County",-,"706 - Rippon (CD 11)",896,358,12,0,"1,266"
"Prince William County",-,"707 - Kilby (CD 11)",595,206,3,2,806
"Prince William County",-,"708 - River Oaks (CD 11)","1,032",189,7,3,"1,231"
"Prince William County",-,"709 - Freedom (CD 11)","1,035",182,14,2,"1,233"
"Prince William County",-,"710 - Powells Creek (CD 11)",837,128,9,0,974
"Prince William County",-,"711 - Grayson (CD 11)",861,249,7,0,"1,117"
"Prince William County",-,"712 - Leesylvania (CD 11)",890,397,10,1,"1,298"
"Prince William County",-,"Ab - Central Absentee Precinct (CD 1)","3,043","2,433",45,1,"5,522"
"Prince William County",-,"Ab - Central Absentee Precinct (CD 10)","1,666","1,587",23,5,"3,281"
"Prince William County",-,"Ab - Central Absentee Precinct (CD 11)","3,348","1,440",34,6,"4,828"
"Prince William County",-,"Provisional (CD 1)",21,21,3,0,45
"Prince William County",-,"Provisional (CD 10)",8,8,0,0,16
"Prince William County",-,"Provisional (CD 11)",24,16,1,0,41
"Pulaski County",-,"101 - Belspring",163,304,2,0,469
"Pulaski County",-,"102 - New River",585,759,21,0,"1,365"
"Pulaski County",-,"103 - West Cloyd",203,551,13,0,767
"Pulaski County",-,"201 - Draper",212,644,11,0,867
"Pulaski County",-,"202 - South Pulaski",51,120,3,0,174
"Pulaski County",-,"203 - Newbern",421,877,12,0,"1,310"
"Pulaski County",-,"301 - Dublin",322,922,12,0,"1,256"
"Pulaski County",-,"302 - Hiwassee",46,205,6,0,257
"Pulaski County",-,"304 - Snowville",178,508,11,1,698
"Pulaski County",-,"401 - Massie",484,"1,165",16,2,"1,667"
"Pulaski County",-,"402 - Walker",118,465,7,1,591
"Pulaski County",-,"501 - Robinson",554,"1,157",36,1,"1,748"
"Pulaski County",-,"Ab - Central Absentee Precinct",196,396,10,0,602
"Pulaski County",-,Provisional,0,8,0,0,8
"Radford City",-,"1 - East Precinct",843,460,29,1,"1,333"
"Radford City",-,"2 - Central Precinct",624,540,17,3,"1,184"
"Radford City",-,"3 - West Precinct",549,625,19,0,"1,193"
"Radford City",-,"Ab - Central Absentee Precinct",145,82,0,1,228
"Radford City",-,Provisional,2,0,0,0,2
"Rappahannock County",-,"101 - Washington",311,336,3,0,650
"Rappahannock County",-,"201 - Amissville",209,376,9,0,594
"Rappahannock County",-,"301 - Sperryville",321,289,5,1,616
"Rappahannock County",-,"401 - Scrabble",243,302,6,1,552
"Rappahannock County",-,"501 - Chester Gap",71,179,0,0,250
"Rappahannock County",-,"502 - Flint Hill",179,172,1,0,352
"Rappahannock County",-,"Ab - Central Absentee Precinct",152,115,1,0,268
"Rappahannock County",-,Provisional,2,3,0,0,5
"Richmond County",-,"101 - Precinct 1-1",285,170,6,0,461
"Richmond County",-,"201 - Precinct 2-1",131,306,3,0,440
"Richmond County",-,"301 - Precinct 3-1",152,278,1,0,431
"Richmond County",-,"401 - Precinct 4-1",140,316,4,2,462
"Richmond County",-,"501 - Precinct 5-1",128,341,0,0,469
"Richmond County",-,"Ab - Central Absentee Precinct",40,68,0,0,108
"Richmond County",-,Provisional,0,0,0,0,0
"Richmond City",-,"101 - One Hundred One (CD 4)",848,597,19,2,"1,466"
"Richmond City",-,"102 - One Hundred Two (CD 4)",415,379,4,0,798
"Richmond City",-,"104 - One Hundred Four (CD 4)",662,602,9,0,"1,273"
"Richmond City",-,"105 - One Hundred Five (CD 4)",718,402,14,1,"1,135"
"Richmond City",-,"106 - One Hundred Six (CD 4)",485,822,13,0,"1,320"
"Richmond City",-,"111 - One Hundred Eleven (CD 4)",688,361,12,1,"1,062"
"Richmond City",-,"112 - One Hundred Twelve (CD 4)",621,302,7,1,931
"Richmond City",-,"113 - One Hundred Thirteen (CD 4)","1,125",217,23,0,"1,365"
"Richmond City",-,"114 - One Hundred Fourteen (CD 4)","1,313",298,34,0,"1,645"
"Richmond City",-,"203 - Two Hundred Three (CD 4)","1,274",310,27,1,"1,612"
"Richmond City",-,"204 - Two Hundred Four (CD 4)","1,110",262,26,0,"1,398"
"Richmond City",-,"206 - Two Hundred Six (CD 4)",669,99,8,1,777
"Richmond City",-,"207 - Two Hundred Seven (CD 4)","1,187",299,25,0,"1,511"
"Richmond City",-,"208 - Two Hundred Eight (CD 4)","1,044",238,19,0,"1,301"
"Richmond City",-,"213 - Two Hundred Thirteen (CD 4)","1,452",58,13,1,"1,524"
"Richmond City",-,"214 - Two Hundred Fourteen (CD 4)","1,377",94,21,0,"1,492"
"Richmond City",-,"301 - Three Hundred One (CD 4)",484,18,7,0,509
"Richmond City",-,"302 - Three Hundred Two (CD 4)",683,90,6,1,780
"Richmond City",-,"303 - Three Hundred Three (CD 4)",568,24,4,0,596
"Richmond City",-,"304 - Three Hundred Four (CD 4)",815,22,7,0,844
"Richmond City",-,"305 - Three Hundred Five (CD 4)",820,50,14,1,885
"Richmond City",-,"306 - Three Hundred Six (CD 4)",654,40,6,2,702
"Richmond City",-,"307 - Three Hundred Seven (CD 4)",869,183,17,0,"1,069"
"Richmond City",-,"308 - Three Hundred Eight (CD 4)",911,212,14,1,"1,138"
"Richmond City",-,"309 - Three Hundred Nine (CD 4)",516,259,12,0,787
"Richmond City",-,"310 - Three Hundred Ten (CD 4)",207,5,0,3,215
"Richmond City",-,"402 - Four Hundred Two (CD 4)","1,412",446,29,1,"1,888"
"Richmond City",-,"404 - Four Hundred Four (CD 4)","1,144",287,27,1,"1,459"
"Richmond City",-,"409 - Four Hundred Nine (CD 4)","1,354",813,13,0,"2,180"
"Richmond City",-,"410 - Four Hundred Ten (CD 4)",780,319,14,1,"1,114"
"Richmond City",-,"412 - Four Hundred Twelve (CD 4)",726,216,20,1,963
"Richmond City",-,"413 - Four Hundred Thirteen (CD 4)",850,384,9,1,"1,244"
"Richmond City",-,"414 - Four Hundred Fourteen (CD 4)",818,489,22,0,"1,329"
"Richmond City",-,"501 - Five Hundred One (CD 4)","1,293",172,33,1,"1,499"
"Richmond City",-,"503 - Five Hundred Three (CD 4)","1,255",114,11,1,"1,381"
"Richmond City",-,"504 - Five Hundred Four (CD 4)","1,487",153,25,0,"1,665"
"Richmond City",-,"505 - Five Hundred Five (CD 4)",634,70,13,1,718
"Richmond City",-,"508 - Five Hundred Eight (CD 4)",656,108,7,1,772
"Richmond City",-,"509 - Five Hundred Nine (CD 4)",730,46,14,0,790
"Richmond City",-,"510 - Five Hundred Ten (CD 4)",955,71,20,1,"1,047"
"Richmond City",-,"602 - Six Hundred Two (CD 4)",408,13,3,0,424
"Richmond City",-,"603 - Six Hundred Three (CD 4)",725,28,10,1,764
"Richmond City",-,"604 - Six Hundred Four (CD 4)",514,24,8,1,547
"Richmond City",-,"606 - Six Hundred Six (CD 4)",874,23,9,1,907
"Richmond City",-,"607 - Six Hundred Seven (CD 4)",914,139,16,0,"1,069"
"Richmond City",-,"609 - Six Hundred Nine (CD 4)",975,79,14,1,"1,069"
"Richmond City",-,"610 - Six Hundred Ten (CD 4)",491,13,6,1,511
"Richmond City",-,"701 - Seven Hundred One (CD 4)",477,20,5,1,503
"Richmond City",-,"702 - Seven Hundred Two (CD 4)",606,34,6,0,646
"Richmond City",-,"703 - Seven Hundred Three (CD 4)",753,52,9,1,815
"Richmond City",-,"705 - Seven Hundred Five (CD 4)",751,68,21,0,840
"Richmond City",-,"706 - Seven Hundred Six (CD 4)","1,094",91,15,0,"1,200"
"Richmond City",-,"707 - Seven Hundred Seven (CD 4)","1,660",222,22,1,"1,905"
"Richmond City",-,"708 - Seven Hundred Eight (CD 4)","1,090",142,23,1,"1,256"
"Richmond City",-,"802 - Eight Hundred Two (CD 4)",573,22,8,2,605
"Richmond City",-,"806 - Eight Hundred Six (CD 4)",749,67,10,1,827
"Richmond City",-,"810 - Eight Hundred Ten (CD 4)",622,48,5,0,675
"Richmond City",-,"811 - Eight Hundred Eleven (CD 4)",616,62,6,0,684
"Richmond City",-,"812 - Eight Hundred Twelve (CD 4)","1,086",133,8,2,"1,229"
"Richmond City",-,"814 - Eight Hundred Fourteen (CD 4)",621,36,3,1,661
"Richmond City",-,"902 - Nine Hundred Two (CD 4)",310,24,6,1,341
"Richmond City",-,"903 - Nine Hundred Three (CD 4)",739,91,4,0,834
"Richmond City",-,"908 - Nine Hundred Eight (CD 4)",738,59,15,0,812
"Richmond City",-,"909 - Nine Hundred Nine (CD 4)",930,88,10,0,"1,028"
"Richmond City",-,"910 - Nine Hundred Ten (CD 4)",695,84,4,0,783
"Richmond City",-,"911 - Nine Hundred Eleven (CD 4)",799,33,6,1,839
"Richmond City",-,"AB - Central Absentee Precinct (CD 4)","2,582",632,35,4,"3,253"
"Richmond City",-,"Provisional (CD 4)",46,4,0,0,50
"Roanoke County",-,"101 - Catawba (CD 9)",101,281,7,0,389
"Roanoke County",-,"102 - Mason Valley (CD 9)",86,265,4,1,356
"Roanoke County",-,"103 - Glenvar (CD 9)",292,617,9,0,918
"Roanoke County",-,"104 - Northside (CD 9)",362,394,7,0,763
"Roanoke County",-,"105 - Peters Creek (CD 9)",596,916,21,0,"1,533"
"Roanoke County",-,"106 - Green Hill (CD 9)",507,972,18,0,"1,497"
"Roanoke County",-,"107 - Bennett Springs (CD 9)",119,361,9,1,490
"Roanoke County",-,"108 - Wildwood (CD 9)",235,458,24,0,717
"Roanoke County",-,"201 - Plantation (CD 6)",305,526,17,4,852
"Roanoke County",-,"202 - Burlington (CD 6)",259,302,18,0,579
"Roanoke County",-,"203 - Mountain View (CD 6)",517,954,8,3,"1,482"
"Roanoke County",-,"204 - Botetourt Springs (CD 9)",512,696,18,0,"1,226"
"Roanoke County",-,"205 - Orchards (CD 6)",531,"1,128",19,1,"1,679"
"Roanoke County",-,"206 - Hollins (CD 6)",212,273,1,0,486
"Roanoke County",-,"301 - Bent Mountain (CD 9)",132,234,14,0,380
"Roanoke County",-,"302 - Poages Mill (CD 6)",575,"1,111",20,2,"1,708"
"Roanoke County",-,"303 - Windsor Hills (CD 6)",329,502,14,0,845
"Roanoke County",-,"304 - Oak Grove (CD 6)",709,"1,044",16,1,"1,770"
"Roanoke County",-,"305 - Castle Rock (CD 6)",778,"1,050",22,1,"1,851"
"Roanoke County",-,"306 - Garst Mill (CD 6)",338,428,8,0,774
"Roanoke County",-,"402 - Bonsack (CD 6)",109,233,4,0,346
"Roanoke County",-,"403 - North Vinton (CD 6)",281,565,8,0,854
"Roanoke County",-,"404 - South Vinton (CD 6)",393,610,8,1,"1,012"
"Roanoke County",-,"405 - Lindenwood (CD 6)",606,"1,192",22,1,"1,821"
"Roanoke County",-,"406 - Mount Pleasant (CD 6)",364,834,9,1,"1,208"
"Roanoke County",-,"501 - Cotton Hill (CD 6)",375,562,10,1,948
"Roanoke County",-,"502 - Penn Forest (CD 6)",335,450,8,0,793
"Roanoke County",-,"503 - Cave Spring (CD 6)",428,620,6,0,"1,054"
"Roanoke County",-,"504 - Ogden (CD 6)",353,347,14,1,715
"Roanoke County",-,"505 - Clearbrook (CD 6)",219,467,8,0,694
"Roanoke County",-,"506 - Mount Vernon (CD 6)",348,390,7,2,747
"Roanoke County",-,"507 - Hunting Hills (CD 6)",605,812,17,1,"1,435"
"Roanoke County",-,"Ab - Central Absentee Precinct (CD 6)",553,808,9,1,"1,371"
"Roanoke County",-,"Ab - Central Absentee Precinct (CD 9)",177,239,4,1,421
"Roanoke County",-,"Provisional (CD 6)",7,5,0,0,12
"Roanoke County",-,"Provisional (CD 9)",2,2,0,0,4
"Roanoke City",-,"1 -Peters Creek",895,174,7,0,"1,076"
"Roanoke City",-,"2 - Grandview",764,336,10,0,"1,110"
"Roanoke City",-,"3 -Preston Park",466,594,17,2,"1,079"
"Roanoke City",-,"4 - Williamson Road",554,414,12,1,981
"Roanoke City",-,"5 - East Gate",383,566,20,0,969
"Roanoke City",-,"6 - Hollins Road",447,367,14,1,829
"Roanoke City",-,"7 - Southeast",309,353,11,1,674
"Roanoke City",-,"8 - Lincoln Terrace",661,35,6,0,702
"Roanoke City",-,"9 - Highland",704,213,11,0,928
"Roanoke City",-,"10 - Old Southwest-Wasena",837,344,25,2,"1,208"
"Roanoke City",-,"11 - Raleigh Court",968,535,28,2,"1,533"
"Roanoke City",-,"12 - South Roanoke",687,655,10,1,"1,353"
"Roanoke City",-,"13 - Garden City",384,643,20,0,"1,047"
"Roanoke City",-,"14 - Crystal Spring",778,643,15,1,"1,437"
"Roanoke City",-,"15 - Grandin Court",769,565,20,1,"1,355"
"Roanoke City",-,"16 - Deyerle",788,783,19,1,"1,591"
"Roanoke City",-,"17 - Lee-Hi",715,424,34,1,"1,174"
"Roanoke City",-,"18 - Old To Be Removed Virginia Heights-Norwich",874,272,22,0,"1,168"
"Roanoke City",-,"18 - Summit Hills",643,405,14,0,"1,062"
"Roanoke City",-,"19 - Forest Park",460,56,8,0,524
"Roanoke City",-,"20 - Eureka Park","1,199",77,3,2,"1,281"
"Roanoke City",-,"Ab - Central Absentee Precinct",796,424,11,2,"1,233"
"Roanoke City",-,Provisional,18,12,0,0,30
"Rockbridge County",-,"101 - Airport",352,382,5,2,741
"Rockbridge County",-,"102 - Ben Salem",179,328,8,0,515
"Rockbridge County",-,"103 - Plank Road",80,189,2,0,271
"Rockbridge County",-,"104 - Effinger",102,210,1,0,313
"Rockbridge County",-,"201 - Collierstown",201,268,5,1,475
"Rockbridge County",-,"202 - Highland Belle",374,538,8,1,921
"Rockbridge County",-,"203 - Vo-tech",134,107,4,0,245
"Rockbridge County",-,"301 - Maury River",154,263,4,0,421
"Rockbridge County",-,"302 - Natural Bridge",126,254,5,0,385
"Rockbridge County",-,"303 - Falling Spring",56,167,3,0,226
"Rockbridge County",-,"401 - Fairfield",140,347,4,0,491
"Rockbridge County",-,"402 - Mountain View",202,438,6,1,647
"Rockbridge County",-,"403 - Vesuvius",47,158,1,0,206
"Rockbridge County",-,"501 - Goshen",32,175,0,1,208
"Rockbridge County",-,"502 - Meadowview",206,238,7,2,453
"Rockbridge County",-,"503 - Rockbridge Baths",142,185,0,1,328
"Rockbridge County",-,"504 - Rockbridge",207,371,8,0,586
"Rockbridge County",-,"Ab - Central Absentee Precinct",236,250,6,0,492
"Rockbridge County",-,Provisional,4,5,0,0,9
"Rockingham County",-,"101 - Broadway",337,820,24,0,"1,181"
"Rockingham County",-,"102 - Timberville",146,399,8,1,554
"Rockingham County",-,"103 - Fulks Run",97,538,5,0,640
"Rockingham County",-,"104 - Bergton",37,218,3,0,258
"Rockingham County",-,"105 - Lacey Spring",85,443,8,0,536
"Rockingham County",-,"106 - Tenth Legion",95,368,8,0,471
"Rockingham County",-,"107 - Plains",109,445,7,0,561
"Rockingham County",-,"108 - Little North Mountain",80,275,9,0,364
"Rockingham County",-,"201 - Singers Glen",177,598,12,0,787
"Rockingham County",-,"202 - Edom",393,827,22,0,"1,242"
"Rockingham County",-,"203 - Dayton",191,407,6,0,604
"Rockingham County",-,"204 - Mt Clinton",208,673,11,1,893
"Rockingham County",-,"205 - Silver Lake",356,802,13,0,"1,171"
"Rockingham County",-,"301 - Keezletown",142,410,13,0,565
"Rockingham County",-,"302 - Port Republic",227,653,7,0,887
"Rockingham County",-,"303 - Melrose",126,389,7,0,522
"Rockingham County",-,"304 - Grottoes",171,565,5,0,741
"Rockingham County",-,"305 - Massanetta Springs",499,613,11,1,"1,124"
"Rockingham County",-,"306 - Cross Keys",86,249,3,0,338
"Rockingham County",-,"307 - Crossroads",600,886,11,0,"1,497"
"Rockingham County",-,"401 - Bridgewater",681,"1,106",23,1,"1,811"
"Rockingham County",-,"402 - Montezuma",197,692,5,0,894
"Rockingham County",-,"403 - Mt Crawford",47,89,0,0,136
"Rockingham County",-,"404 - North River",228,565,11,0,804
"Rockingham County",-,"405 - Ottobine",136,751,13,1,901
"Rockingham County",-,"501 - Elkton",209,606,8,1,824
"Rockingham County",-,"502 - Swift Run",185,991,10,1,"1,187"
"Rockingham County",-,"503 - Mcgaheysville",273,783,28,0,"1,084"
"Rockingham County",-,"504 - South Fork",76,430,6,0,512
"Rockingham County",-,"505 - Stony Run",403,592,16,0,"1,011"
"Rockingham County",-,"Ab - Central Absentee Precinct",461,689,9,0,"1,159"
"Rockingham County",-,Provisional,3,8,0,0,11
"Russell County",-,"101 - Moccasin",71,400,2,0,473
"Russell County",-,"102 - Copper Creek",86,283,3,0,372
"Russell County",-,"103 - South Castlewood",70,208,4,0,282
"Russell County",-,"201 - North Castlewood",173,596,7,0,776
"Russell County",-,"202 - Dante",33,109,2,1,145
"Russell County",-,"301 - Cooks Mill",34,109,1,0,144
"Russell County",-,"302 - Daugherty",60,186,2,0,248
"Russell County",-,"303 - New Garden",91,313,0,0,404
"Russell County",-,"304 - Cleveland",63,185,4,0,252
"Russell County",-,"401 - Drill",23,41,0,0,64
"Russell County",-,"402 - Swords Creek",78,491,7,0,576
"Russell County",-,"403 - Honaker",63,175,3,0,241
"Russell County",-,"501 - West Lebanon",245,801,13,0,"1,059"
"Russell County",-,"601 - East Lebanon",124,451,6,0,581
"Russell County",-,"602 - Elk Garden",128,536,2,0,666
"Russell County",-,"Ab - Central Absentee Precinct",164,260,4,0,428
"Russell County",-,Provisional,0,0,0,0,0
"Salem City",-,"1 - North Salem No 2",483,572,12,0,"1,067"
"Salem City",-,"2 - Conehurst",163,247,12,1,423
"Salem City",-,"3 - Beverly Heights",164,404,7,0,575
"Salem City",-,"4 - West Salem",289,535,13,1,838
"Salem City",-,"5 - North Salem No 1",454,553,11,0,"1,018"
"Salem City",-,"6 - South Salem No 1",206,276,10,0,492
"Salem City",-,"7 - South Salem No 2",271,443,14,0,728
"Salem City",-,"8 - East Salem",97,177,4,0,278
"Salem City",-,"9 - South Side Hills",330,737,16,1,"1,084"
"Salem City",-,"10 - Hidden Valley",472,692,9,0,"1,173"
"Salem City",-,"Ab - Central Absentee Precinct",205,309,5,0,519
"Salem City",-,Provisional,0,1,0,0,1
"Scott County",-,"101 - Weber City",82,328,1,1,412
"Scott County",-,"102 - Yuma",98,417,2,0,517
"Scott County",-,"202 - Weber City East",52,285,1,0,338
"Scott County",-,"203 - Hiltons",93,451,2,0,546
"Scott County",-,"204 - Clark's",24,121,1,0,146
"Scott County",-,"301 - Nickelsville",46,325,1,1,373
"Scott County",-,"302 - Snowflake",51,253,4,0,308
"Scott County",-,"303 - Twin Springs",57,226,4,0,287
"Scott County",-,"304 - Copper Creek",19,64,1,0,84
"Scott County",-,"401 - Gate City",201,825,15,0,"1,041"
"Scott County",-,"501 - Dungannon",58,164,3,0,225
"Scott County",-,"502 - Fort Blackmore",46,191,0,0,237
"Scott County",-,"503 - Manville",19,122,3,0,144
"Scott County",-,"504 - Rye Cove",36,284,1,0,321
"Scott County",-,"601 - Clinchport",27,190,3,0,220
"Scott County",-,"602 - Duffield-pattonsville",80,406,5,0,491
"Scott County",-,"603 - Fairview",31,84,1,0,116
"Scott County",-,"Ab - Central Absentee Precinct",69,261,3,0,333
"Scott County",-,Provisional,0,0,0,0,0
"Shenandoah County",-,"101 - Orkney Springs",225,413,12,0,650
"Shenandoah County",-,"103 - New Market",401,"1,084",22,1,"1,508"
"Shenandoah County",-,"201 - Conicville",230,781,10,0,"1,021"
"Shenandoah County",-,"202 - Mt Jackson",250,607,18,0,875
"Shenandoah County",-,"302 - Edinburg",245,722,8,0,975
"Shenandoah County",-,"303 - St Luke",198,805,5,0,"1,008"
"Shenandoah County",-,"304 - Fort Valley",143,389,13,1,546
"Shenandoah County",-,"401 - Woodstock",729,"1,297",26,3,"2,055"
"Shenandoah County",-,"501 - Cedar Creek",37,59,2,0,98
"Shenandoah County",-,"503 - Toms Brook",388,997,13,0,"1,398"
"Shenandoah County",-,"504 - Lebanon Church",243,654,11,0,908
"Shenandoah County",-,"601 - Strasburg",586,"1,026",11,0,"1,623"
"Shenandoah County",-,"Ab - Central Absentee Precinct",255,380,6,1,642
"Shenandoah County",-,Provisional,2,6,0,0,8
"Smyth County",-,"101 - Saltville",213,777,4,2,996
"Smyth County",-,"201 - Seven Mile Ford",130,579,9,0,718
"Smyth County",-,"202 - Rich Valley",85,200,1,0,286
"Smyth County",-,"301 - Chilhowie",171,772,14,0,957
"Smyth County",-,"302 - St Clair",35,238,4,4,281
"Smyth County",-,"401 - East Park",201,456,5,0,662
"Smyth County",-,"402 - West Park",105,212,1,0,318
"Smyth County",-,"501 - Atkins",96,594,5,0,695
"Smyth County",-,"502 - Wassona",192,336,5,0,533
"Smyth County",-,"601 - Royal Oak East",161,471,6,0,638
"Smyth County",-,"602 - Royal Oak West",81,284,4,0,369
"Smyth County",-,"701 - Adwolfe",72,623,8,0,703
"Smyth County",-,"702 - Sugar Grove",110,323,8,1,442
"Smyth County",-,"703 - Konnarock",10,68,2,0,80
"Smyth County",-,"Ab - Central Absentee Precinct",85,172,2,0,259
"Smyth County",-,Provisional,0,2,0,0,2
"Southampton County",-,"101 - Berlin",86,347,7,0,440
"Southampton County",-,"102 - Ivor",236,361,3,0,600
"Southampton County",-,"201 - Boykins",349,239,7,0,595
"Southampton County",-,"202 - Branchville",84,114,1,0,199
"Southampton County",-,"301 - Capron",247,247,4,0,498
"Southampton County",-,"302 - Sebrell",174,273,5,0,452
"Southampton County",-,"401 - Drewryville",180,158,2,0,340
"Southampton County",-,"501 - Hunterdale",224,522,10,2,758
"Southampton County",-,"502 - Forks-of-the-river",148,168,3,0,319
"Southampton County",-,"601 - Courtland",297,379,8,0,684
"Southampton County",-,"602 - Sedley",45,220,4,0,269
"Southampton County",-,"701 - Blackwater River",185,117,1,0,303
"Southampton County",-,"702 - Newsoms",176,297,1,0,474
"Southampton County",-,"Ab - Central Absentee Precinct",97,121,4,0,222
"Southampton County",-,Provisional,1,1,0,0,2
"Spotsylvania County",-,"101 - Partlow (CD 7)",259,699,19,0,977
"Spotsylvania County",-,"102 - Blaydes Corner (CD 7)",301,695,15,1,"1,012"
"Spotsylvania County",-,"103 - Travelers Rest (CD 1)",14,3,0,0,17
"Spotsylvania County",-,"103 - Travelers Rest (CD 7)",565,728,9,1,"1,303"
"Spotsylvania County",-,"104 - Massaponax (CD 1)",561,728,18,2,"1,309"
