County/City,Ward,Pct,"Jason Stuart Redding Miyares","Mark Rankin Herring","All Others","Total Votes Cast"
"Giles County",-,"##ab - Central Absentee Precinct",131,176,1,308
"Giles County",-,"##ev - Central Absentee Precinct","1,846",632,0,"2,478"
"Giles County",-,"##pe - Central Absentee Precinct",2,4,0,6
"Giles County",-,Provisional,0,1,0,1
"Gloucester County",-,"101 - Harcum",795,203,2,"1,000"
"Gloucester County",-,"102 - Salem",680,175,0,855
"Gloucester County",-,"103 - Peasley",542,135,0,677
"Gloucester County",-,"201 - Courthouse",618,227,0,845
"Gloucester County",-,"202 - Botetourt",991,311,1,"1,303"
"Gloucester County",-,"301 - White Marsh",881,229,1,"1,111"
"Gloucester County",-,"302 - Roanes","1,038",294,0,"1,332"
"Gloucester County",-,"401 - Hayes",966,338,1,"1,305"
"Gloucester County",-,"402 - Sarahs Creek",842,324,2,"1,168"
"Gloucester County",-,"501 - Achilles","1,438",316,0,"1,754"
"Gloucester County",-,"502 - Walker",872,237,1,"1,110"
"Gloucester County",-,"##ab - Central Absentee Precinct",321,586,1,908
"Gloucester County",-,"##ev - Central Absentee Precinct","2,437","1,456",2,"3,895"
"Gloucester County",-,"##pe - Central Absentee Precinct",13,9,0,22
"Gloucester County",-,Provisional,11,5,0,16
"Goochland County",-,"101 - Fife",448,146,5,599
"Goochland County",-,"102 - Hadensville",700,265,0,965
"Goochland County",-,"201 - Three Square",172,99,0,271
"Goochland County",-,"202 - Sandy Hook",632,322,2,956
"Goochland County",-,"301 - Goochland Court House 1",457,171,0,628
"Goochland County",-,"302 - Goochland Court House 2",216,67,0,283
"Goochland County",-,"401 - Shallow Well",777,305,0,"1,082"
"Goochland County",-,"402 - Centerville",772,300,1,"1,073"
"Goochland County",-,"501 - Manakin",947,353,1,"1,301"
"Goochland County",-,"502 - Blair",594,291,2,887
"Goochland County",-,"##ab - Central Absentee Precinct",339,597,0,936
"Goochland County",-,"##ev - Central Absentee Precinct","3,520","1,959",1,"5,480"
"Goochland County",-,"##pe - Central Absentee Precinct",12,27,0,39
"Goochland County",-,Provisional,5,4,0,9
"Grayson County",-,"101 - Bridle Creek",182,46,0,228
"Grayson County",-,"102 - Flatridge",103,17,0,120
"Grayson County",-,"103 - Grant",197,41,0,238
"Grayson County",-,"104 - Mouth Of Wilson",109,24,0,133
"Grayson County",-,"105 - Mount Rogers",141,26,0,167
"Grayson County",-,"106 - Rugby",155,30,0,185
"Grayson County",-,"107 - Troutdale",94,11,0,105
"Grayson County",-,"108 - Comers Rock",130,29,0,159
"Grayson County",-,"202 - Elk Creek",305,48,0,353
"Grayson County",-,"203 - Independence",704,125,1,830
"Grayson County",-,"301 - Baywood",485,44,0,529
"Grayson County",-,"302 - Fairview",594,76,1,671
"Grayson County",-,"401 - Fries",238,62,2,302
"Grayson County",-,"402 - Providence",583,64,1,648
"Grayson County",-,"403 - Oldtown",230,31,1,262
"Grayson County",-,"##ab - Central Absentee Precinct",158,198,0,356
"Grayson County",-,"##ev - Central Absentee Precinct",664,242,0,906
"Grayson County",-,"##pe - Central Absentee Precinct",2,1,0,3
"Grayson County",-,Provisional,1,1,0,2
"Greene County",-,"101 - Dyke",507,133,0,640
"Greene County",-,"102 - Swift Run",588,175,0,763
"Greene County",-,"201 - Ruckersville",974,443,1,"1,418"
"Greene County",-,"301 - Stanardsville",849,244,0,"1,093"
"Greene County",-,"401 - Midway",965,430,1,"1,396"
"Greene County",-,"##ab - Central Absentee Precinct",153,450,0,603
"Greene County",-,"##ev - Central Absentee Precinct","1,802","1,038",3,"2,843"
"Greene County",-,"##pe - Central Absentee Precinct",8,21,0,29
"Greene County",-,Provisional,2,1,0,3
"Greensville County",-,"101 - Precinct 1-a",135,165,1,301
"Greensville County",-,"102 - Precinct 1-b",94,35,0,129
"Greensville County",-,"103 - Precinct 1-c",35,143,0,178
"Greensville County",-,"201 - Precinct 2-a",90,203,0,293
"Greensville County",-,"202 - Precinct 2-b",277,117,0,394
"Greensville County",-,"302 - Precinct 3-a",223,333,0,556
"Greensville County",-,"401 - Precinct 4-a",154,52,0,206
"Greensville County",-,"402 - Precinct 4-b",140,187,0,327
"Greensville County",-,"403 - Precinct 4-c",102,51,0,153
"Greensville County",-,"##ab - Central Absentee Precinct",59,236,0,295
"Greensville County",-,"##ev - Central Absentee Precinct",370,406,0,776
"Greensville County",-,"##pe - Central Absentee Precinct",0,1,0,1
"Greensville County",-,Provisional,0,0,0,0
"Halifax County",-,"101 - Childrey",374,154,1,529
"Halifax County",-,"102 - Liberty",192,65,0,257
"Halifax County",-,"103 - Republican Grove",343,163,1,507
"Halifax County",-,"201 - Clays Mill",281,85,0,366
"Halifax County",-,"202 - Crossroads",270,83,0,353
"Halifax County",-,"203 - Clover",297,186,0,483
"Halifax County",-,"302 - Meadville",78,122,0,200
"Halifax County",-,"304 - Vernon Hill",302,97,2,401
"Halifax County",-,"305 - Sinai",210,232,1,443
"Halifax County",-,"401 - Courthouse",300,179,0,479
"Halifax County",-,"403 - Center",367,143,0,510
"Halifax County",-,"502 - Dan River",433,181,0,614
"Halifax County",-,"503 - Scottsburg",419,72,0,491
"Halifax County",-,"601 - Black Walnut",350,114,0,464
"Halifax County",-,"603 - Mt Carmel",466,239,0,705
"Halifax County",-,"605 - Union",188,52,0,240
"Halifax County",-,"701 - Hyco",581,152,1,734
"Halifax County",-,"702 - Midway",475,65,0,540
"Halifax County",-,"703 - Virgilina",325,33,0,358
"Halifax County",-,"801 - South Boston",227,405,1,633
"Halifax County",-,"##ab - Central Absentee Precinct",235,546,0,781
"Halifax County",-,"##ev - Central Absentee Precinct","1,887","1,444",2,"3,333"
"Halifax County",-,"##pe - Central Absentee Precinct",6,13,0,19
"Halifax County",-,Provisional,0,6,0,6
"Hampton City",-,"101 - Aberdeen (CD 3)",146,672,0,818
"Hampton City",-,"102 - Bassette (CD 3)",83,758,1,842
"Hampton City",-,"103 - City Hall (CD 3)",101,347,0,448
"Hampton City",-,"104 - Cooper (CD 3)",209,888,0,"1,097"
"Hampton City",-,"105 - East Hampton (CD 3)",152,303,2,457
"Hampton City",-,"106 - Armstrong (CD 3)",376,583,2,961
"Hampton City",-,"107 - Lindsay (CD 3)",180,679,1,860
"Hampton City",-,"108 - Thomas (CD 3)",156,726,1,883
"Hampton City",-,"109 - Phenix (CD 3)",125,876,0,"1,001"
"Hampton City",-,"110 - Phoebus (CD 2)",132,184,1,317
"Hampton City",-,"111 - Hampton Library (CD 3)",196,213,0,409
"Hampton City",-,"112 - Smith (CD 3)",427,735,0,"1,162"
"Hampton City",-,"115 - Wythe (CD 3)",351,332,0,683
"Hampton City",-,"116 - Jones (CD 3)",127,340,2,469
"Hampton City",-,"117 - Kecoughtan (CD 3)",252,550,1,803
"Hampton City",-,"118 - Mallory (CD 3)",132,904,4,"1,040"
"Hampton City",-,"201 - Booker (CD 2)",749,528,0,"1,277"
"Hampton City",-,"202 - Bryan (CD 2)",584,609,0,"1,193"
"Hampton City",-,"203 - Burbank (CD 2)",390,441,0,831
"Hampton City",-,"204 - Forrest (CD 3)",354,538,1,893
"Hampton City",-,"205 - Asbury (CD 2)","1,324",612,1,"1,937"
"Hampton City",-,"208 - Kraft (CD 3)",763,814,2,"1,579"
"Hampton City",-,"209 - Langley (CD 2)",540,483,3,"1,026"
"Hampton City",-,"210 - Machen (CD 3)",421,975,2,"1,398"
"Hampton City",-,"212 - Bethel (CD 3)",493,"1,009",1,"1,503"
"Hampton City",-,"213 - Phillips (CD 2)",954,733,2,"1,689"
"Hampton City",-,"214 - Tucker Capps (CD 3)",557,710,0,"1,267"
"Hampton City",-,"215 - Tyler (CD 2)",8,19,0,27
"Hampton City",-,"215 - Tyler (CD 3)",55,178,0,233
"Hampton City",-,"216 - Sandy Bottom (CD 3)",320,455,0,775
"Hampton City",-,"217 - Syms (CD 3)",330,239,0,569
"Hampton City",-,"##ab - Central Absentee Precinct (CD 2)",209,682,4,895
"Hampton City",-,"##ab - Central Absentee Precinct (CD 3)",450,"2,933",5,"3,388"
"Hampton City",-,"##ev - Central Absentee Precinct (CD 2)","1,089","1,672",1,"2,762"
"Hampton City",-,"##ev - Central Absentee Precinct (CD 3)","1,797","7,257",7,"9,061"
"Hampton City",-,"##pe - Central Absentee Precinct (CD 2)",14,24,0,38
"Hampton City",-,"##pe - Central Absentee Precinct (CD 3)",27,134,0,161
"Hampton City",-,"Provisional (CD 2)",9,20,0,29
"Hampton City",-,"Provisional (CD 3)",14,81,0,95
"Hanover County",-,"101 - Ashland",429,383,2,814
"Hanover County",-,"104 - Sliding Hill",576,366,1,943
"Hanover County",-,"105 - Berkley",380,348,2,730
"Hanover County",-,"106 - Kersey Creek",403,163,1,567
"Hanover County",-,"107 - Chickahominy",472,295,0,767
"Hanover County",-,"201 - Beaverdam","1,229",241,0,"1,470"
"Hanover County",-,"202 - Blunts",521,224,1,746
"Hanover County",-,"203 - Wilmington Parish",798,254,1,"1,053"
"Hanover County",-,"206 - Courthouse",484,283,0,767
"Hanover County",-,"208 - Oak Knoll",609,194,1,804
"Hanover County",-,"209 - West Hanover",255,79,0,334
"Hanover County",-,"210 - Oak Hill",246,83,0,329
"Hanover County",-,"301 - Clay",721,264,0,985
"Hanover County",-,"303 - Shady Grove",807,348,1,"1,156"
"Hanover County",-,"304 - Atlee","1,596",969,1,"2,566"
"Hanover County",-,"305 - Cool Spring",810,361,0,"1,171"
"Hanover County",-,"401 - Battlefield","1,009",229,1,"1,239"
"Hanover County",-,"403 - Cold Harbor","1,179",423,2,"1,604"
"Hanover County",-,"404 - Black Creek","1,329",221,0,"1,550"
"Hanover County",-,"405 - Pebble Creek",586,272,0,858
"Hanover County",-,"406 - Beaverdam Creek",233,98,0,331
"Hanover County",-,"502 - Rural Point",854,341,2,"1,197"
"Hanover County",-,"503 - Newman",644,303,2,949
"Hanover County",-,"504 - Studley",777,157,3,937
"Hanover County",-,"505 - Totopotomoy",567,111,1,679
"Hanover County",-,"506 - Georgetown",623,226,1,850
"Hanover County",-,"507 - Laurel Meadow",795,280,0,"1,075"
"Hanover County",-,"601 - Village","1,241",508,2,"1,751"
"Hanover County",-,"602 - Lee Davis","1,006",360,1,"1,367"
"Hanover County",-,"603 - Mechanicsville",591,306,0,897
"Hanover County",-,"604 - Hanover Grove",593,221,2,816
"Hanover County",-,"701 - Farrington",853,248,0,"1,101"
"Hanover County",-,"702 - Montpelier",805,337,0,"1,142"
"Hanover County",-,"703 - Rockville",991,323,0,"1,314"
"Hanover County",-,"704 - Elmont",906,417,0,"1,323"
"Hanover County",-,"705 - South Anna",580,170,0,750
"Hanover County",-,"##ab - Central Absentee Precinct","1,665","2,666",5,"4,336"
"Hanover County",-,"##ev - Central Absentee Precinct","11,240","5,065",10,"16,315"
"Hanover County",-,"##pe - Central Absentee Precinct",63,80,0,143
"Hanover County",-,Provisional,31,40,0,71
"Harrisonburg City",-,"101 - Northeast",377,614,2,993
"Harrisonburg City",-,"102 - East Central",169,315,1,485
"Harrisonburg City",-,"103 - Southeast",394,587,0,981
"Harrisonburg City",-,"104 - East",405,445,0,850
"Harrisonburg City",-,"105 - South East Central",66,207,0,273
"Harrisonburg City",-,"201 - Northwest",433,516,3,952
"Harrisonburg City",-,"202 - Southwest",426,574,2,"1,002"
"Harrisonburg City",-,"203 - West",421,509,1,931
"Harrisonburg City",-,"##ab - Central Absentee Precinct",114,484,1,599
"Harrisonburg City",-,"##ev - Central Absentee Precinct","1,481","2,622",4,"4,107"
"Harrisonburg City",-,"##pe - Central Absentee Precinct",7,56,0,63
"Harrisonburg City",-,Provisional,3,13,0,16
"Henrico County",-,"101 - Coalpit (CD 7)",961,742,1,"1,704"
"Henrico County",-,"102 - Dumbarton (CD 7)",328,671,0,999
"Henrico County",-,"103 - Glen Allen (CD 7)","1,141",660,3,"1,804"
"Henrico County",-,"105 - Greendale (CD 7)",555,731,1,"1,287"
"Henrico County",-,"106 - Hermitage (CD 7)",618,653,2,"1,273"
"Henrico County",-,"108 - Hungary Creek (CD 7)",785,674,3,"1,462"
"Henrico County",-,"109 - Hunton (CD 7)",355,187,0,542
"Henrico County",-,"110 - Johnson (CD 7)",531,877,3,"1,411"
"Henrico County",-,"111 - Lakeside (CD 7)",778,900,4,"1,682"
"Henrico County",-,"112 - Longan (CD 7)",623,526,0,"1,149"
"Henrico County",-,"113 - Maude Trevvett (CD 7)",302,266,0,568
"Henrico County",-,"114 - Monument Hills (CD 7)",294,320,0,614
"Henrico County",-,"115 - Staples Mill (CD 7)",830,640,0,"1,470"
"Henrico County",-,"117 - Westwood (CD 7)",396,506,1,903
"Henrico County",-,"201 - Adams (CD 4)",64,658,1,723
"Henrico County",-,"202 - Azalea (CD 7)",118,937,3,"1,058"
"Henrico County",-,"203 - Belmont (CD 7)",415,767,0,"1,182"
"Henrico County",-,"204 - Brookland (CD 7)",172,184,1,357
"Henrico County",-,"205 - Canterbury (CD 7)",206,235,0,441
"Henrico County",-,"206 - Central Gardens (CD 4)",47,802,0,849
"Henrico County",-,"207 - Chamberlayne (CD 7)",309,806,2,"1,117"
"Henrico County",-,"208 - Fairfield (CD 4)",53,621,1,675
"Henrico County",-,"209 - Glen Lea (CD 4)",122,560,3,685
"Henrico County",-,"210 - Greenwood (CD 7)",160,445,0,605
"Henrico County",-,"211 - Highland Gardens (CD 4)",19,324,1,344
"Henrico County",-,"212 - Hollybrook (CD 7)",128,269,0,397
"Henrico County",-,"213 - Hungary (CD 7)",179,465,0,644
"Henrico County",-,"214 - Longdale (CD 7)",295,509,0,804
"Henrico County",-,"215 - Maplewood (CD 4)",63,"1,021",2,"1,086"
"Henrico County",-,"216 - Moody (CD 7)",237,254,0,491
"Henrico County",-,"217 - Mountain (CD 7)",166,208,0,374
"Henrico County",-,"218 - Oakview (CD 7)",34,25,0,59
"Henrico County",-,"219 - Randolph (CD 7)",36,132,0,168
"Henrico County",-,"220 - Ratcliffe (CD 4)",86,"1,093",0,"1,179"
"Henrico County",-,"221 - Stratford Hall (CD 7)",76,99,0,175
"Henrico County",-,"222 - Wilder (CD 7)",177,663,1,841
"Henrico County",-,"223 - Yellow Tavern (CD 7)",584,738,2,"1,324"
"Henrico County",-,"224 - Essex Village (CD 4)",10,203,1,214
"Henrico County",-,"301 - Causeway (CD 7)",577,560,1,"1,138"
"Henrico County",-,"302 - Cedarfield (CD 7)",734,463,0,"1,197"
"Henrico County",-,"303 - Innsbrook (CD 7)",678,681,1,"1,360"
"Henrico County",-,"304 - Jackson Davis (CD 7)",450,349,1,800
"Henrico County",-,"305 - Nuckols Farm (CD 7)",975,767,2,"1,744"
"Henrico County",-,"306 - Pocahontas (CD 7)",579,666,2,"1,247"
"Henrico County",-,"307 - Ridge (CD 7)",391,377,0,768
"Henrico County",-,"308 - Rivers Edge (CD 7)",876,751,1,"1,628"
"Henrico County",-,"309 - Sadler (CD 7)",761,772,1,"1,534"
"Henrico County",-,"310 - Shady Grove (CD 7)","1,031",757,2,"1,790"
"Henrico County",-,"311 - Short Pump (CD 7)",493,434,0,927
"Henrico County",-,"312 - Springfield (CD 7)",400,460,0,860
"Henrico County",-,"313 - Stoney Run (CD 7)",979,804,2,"1,785"
"Henrico County",-,"314 - Three Chopt (CD 7)",678,625,1,"1,304"
"Henrico County",-,"315 - Tucker (CD 7)",384,770,1,"1,155"
"Henrico County",-,"316 - Colonial Trail (CD 7)",447,552,0,999
"Henrico County",-,"401 - Quioccasin (CD 7)",615,712,3,"1,330"
"Henrico County",-,"402 - Crestview (CD 7)",494,681,2,"1,177"
"Henrico County",-,"403 - Derbyshire (CD 7)",642,501,2,"1,145"
"Henrico County",-,"404 - Freeman (CD 7)",473,461,1,935
"Henrico County",-,"405 - Gayton (CD 7)",856,588,1,"1,445"
"Henrico County",-,"406 - Godwin (CD 7)",581,569,1,"1,151"
"Henrico County",-,"407 - Lakewood (CD 7)",538,364,0,902
"Henrico County",-,"408 - Lauderdale (CD 7)",566,551,1,"1,118"
"Henrico County",-,"409 - Maybeury (CD 7)",677,551,0,"1,228"
"Henrico County",-,"410 - Mooreland (CD 7)",584,327,0,911
"Henrico County",-,"411 - Pemberton (CD 7)",475,517,1,993
"Henrico County",-,"412 - Pinchbeck (CD 7)",647,675,1,"1,323"
"Henrico County",-,"413 - Ridgefield (CD 7)",890,708,0,"1,598"
"Henrico County",-,"414 - Rollingwood (CD 7)",569,574,1,"1,144"
"Henrico County",-,"415 - Skipwith (CD 7)",308,366,0,674
"Henrico County",-,"416 - Spottswood (CD 7)",326,345,1,672
"Henrico County",-,"417 - Tuckahoe (CD 7)","1,007",548,1,"1,556"
"Henrico County",-,"418 - Welborne (CD 7)",452,485,0,937
"Henrico County",-,"419 - West End (CD 7)",737,581,3,"1,321"
"Henrico County",-,"501 - Antioch (CD 4)",866,259,1,"1,126"
"Henrico County",-,"502 - Cedar Fork (CD 4)",83,413,3,499
"Henrico County",-,"503 - Chickahominy (CD 4)",576,438,0,"1,014"
"Henrico County",-,"504 - Donahoe (CD 4)",261,434,2,697
"Henrico County",-,"505 - Dorey (CD 4)",579,685,0,"1,264"
"Henrico County",-,"506 - Eanes (CD 4)",310,721,3,"1,034"
"Henrico County",-,"507 - Elko (CD 4)",353,66,0,419
"Henrico County",-,"508 - Highland Springs (CD 4)",146,527,4,677
"Henrico County",-,"509 - Laburnum (CD 4)",169,427,2,598
"Henrico County",-,"510 - Mehfoud (CD 4)",287,605,0,892
"Henrico County",-,"511 - Montrose (CD 4)",174,"1,007",2,"1,183"
"Henrico County",-,"512 - Nine Mile (CD 4)",198,309,1,508
"Henrico County",-,"513 - Pleasants (CD 4)",132,920,0,"1,052"
"Henrico County",-,"514 - Rolfe (CD 4)",132,"1,103",1,"1,236"
"Henrico County",-,"515 - Sandston (CD 4)",685,318,0,"1,003"
"Henrico County",-,"516 - Sullivans (CD 4)",309,835,1,"1,145"
"Henrico County",-,"517 - Town Hall (CD 4)",311,180,0,491
"Henrico County",-,"518 - Whitlocks (CD 4)",751,396,1,"1,148"
"Henrico County",-,"##ab - Central Absentee Precinct (CD 4)",374,"2,430",6,"2,810"
"Henrico County",-,"##ab - Central Absentee Precinct (CD 7)","2,650","7,309",13,"9,972"
"Henrico County",-,"##ev - Central Absentee Precinct (CD 4)","1,922","7,625",11,"9,558"
"Henrico County",-,"##ev - Central Absentee Precinct (CD 7)","9,712","13,100",8,"22,820"
"Henrico County",-,"##pe - Central Absentee Precinct (CD 4)",46,368,2,416
"Henrico County",-,"##pe - Central Absentee Precinct (CD 7)",572,"1,384",7,"1,963"
"Henrico County",-,"Provisional (CD 4)",16,74,0,90
"Henrico County",-,"Provisional (CD 7)",84,181,0,265
"Henry County",-,"101 - Bassett Number Two (CD 9)",174,112,0,286
"Henry County",-,"102 - Gunville (CD 9)",565,77,0,642
"Henry County",-,"103 - Scott's Tanyard (CD 9)",914,153,3,"1,070"
"Henry County",-,"201 - Fieldale (CD 9)",242,77,0,319
"Henry County",-,"202 - Horsepasture #1 (CD 9)",546,198,2,746
"Henry County",-,"203 - Horsepasture #2 (CD 9)",133,252,0,385
"Henry County",-,"204 - Spencer (CD 9)",630,157,0,787
"Henry County",-,"302 - Axton (CD 5)",270,169,0,439
"Henry County",-,"303 - Irisburg (CD 5)",462,212,0,674
"Henry County",-,"304 - Mount Olivet (CD 5)",377,308,1,686
"Henry County",-,"304 - Mount Olivet (CD 9)",0,0,0,0
"Henry County",-,"305 - Mountain Valley (CD 5)",296,127,0,423
"Henry County",-,"401 - Collinsville Number 1 (CD 9)",301,87,0,388
"Henry County",-,"402 - Daniels Creek (CD 9)",287,116,0,403
"Henry County",-,"404 - Collinsville Number 2 (CD 9)",513,186,0,699
"Henry County",-,"405 - Mountain View (CD 5)",276,149,0,425
"Henry County",-,"501 - Bassett Number One (CD 9)",248,117,1,366
"Henry County",-,"502 - Figsboro (CD 9)",423,91,0,514
"Henry County",-,"503 - Stanleytown (CD 9)",710,99,1,810
"Henry County",-,"504 - Oak Level (CD 9)",243,66,0,309
"Henry County",-,"505 - Dyers Store (CD 5)",41,7,0,48
"Henry County",-,"505 - Dyers Store (CD 9)",215,68,1,284
"Henry County",-,"601 - Fontaine (CD 9)",473,169,1,643
"Henry County",-,"602 - Hillcrest (CD 9)",193,86,0,279
"Henry County",-,"603 - Ridgeway #1 (CD 5)",655,162,0,817
"Henry County",-,"604 - Ridgeway #2 (CD 9)",498,132,0,630
"Henry County",-,"##ab - Central Absentee Precinct (CD 5)",66,229,0,295
"Henry County",-,"##ab - Central Absentee Precinct (CD 9)",318,463,0,781
"Henry County",-,"##ev - Central Absentee Precinct (CD 5)",713,612,1,"1,326"
"Henry County",-,"##ev - Central Absentee Precinct (CD 9)","1,864",984,0,"2,848"
"Henry County",-,"##pe - Central Absentee Precinct (CD 5)",3,12,0,15
"Henry County",-,"##pe - Central Absentee Precinct (CD 9)",17,26,0,43
"Henry County",-,"Provisional (CD 5)",3,4,0,7
"Henry County",-,"Provisional (CD 9)",6,11,0,17
"Highland County",-,"1 - Monterey",231,69,0,300
"Highland County",-,"3 - Wilsons Mill",69,16,0,85
"Highland County",-,"5 - Blue Grass",125,45,0,170
"Highland County",-,"7 - Mill Gap",86,33,0,119
"Highland County",-,"8 - Mcdowell",206,45,0,251
"Highland County",-,"10 - Headwaters",67,12,0,79
"Highland County",-,"##ab - Central Absentee Precinct",21,35,0,56
"Highland County",-,"##ev - Central Absentee Precinct",139,92,0,231
"Highland County",-,"##pe - Central Absentee Precinct",1,1,0,2
"Highland County",-,Provisional,0,0,0,0
"Hopewell City",-,"101 - Ward One",264,179,2,445
"Hopewell City",-,"201 - Ward Two",75,272,0,347
"Hopewell City",-,"301 - Ward Three",522,213,0,735
"Hopewell City",-,"401 - Ward Four",454,371,9,834
"Hopewell City",-,"501 - Ward Five",379,217,0,596
"Hopewell City",-,"601 - Ward Six",100,314,0,414
"Hopewell City",-,"701 - Ward Seven",225,231,2,458
"Hopewell City",-,"##ab - Central Absentee Precinct",115,322,0,437
"Hopewell City",-,"##ev - Central Absentee Precinct",939,"1,031",2,"1,972"
"Hopewell City",-,"##pe - Central Absentee Precinct",0,0,0,0
"Hopewell City",-,Provisional,12,9,0,21
"Isle of Wight County",-,"101 - Smithfield","1,092",447,0,"1,539"
"Isle of Wight County",-,"102 - Cypress Creek",856,382,3,"1,241"
"Isle of Wight County",-,"201 - Bartlett","1,217",532,3,"1,752"
"Isle of Wight County",-,"202 - Carrollton",967,518,4,"1,489"
"Isle of Wight County",-,"301 - Rushmere",591,414,1,"1,006"
"Isle of Wight County",-,"302 - Pons",429,461,0,890
"Isle of Wight County",-,"401 - Courthouse",379,90,1,470
"Isle of Wight County",-,"402 - Windsor",685,198,0,883
"Isle of Wight County",-,"403 - Longview",662,374,1,"1,037"
"Isle of Wight County",-,"501 - Walters",533,117,0,650
"Isle of Wight County",-,"502 - Camps Mill",153,112,0,265
"Isle of Wight County",-,"503 - Carrsville",328,127,1,456
"Isle of Wight County",-,"504 - Zuni",568,123,1,692
"Isle of Wight County",-,"505 - Raynor",331,54,0,385
"Isle of Wight County",-,"##ab - Central Absentee Precinct",422,883,0,"1,305"
