County/City,Ward,Pct,"Winsome Earle Sears","Hala Sophia Ayala","All Others","Total Votes Cast"
"Giles County",-,"102 - Rich Creek",292,52,0,344
"Giles County",-,"103 - Narrows",740,122,2,864
"Giles County",-,"201 - Pearisburg",728,135,0,863
"Giles County",-,"202 - Staffordsville",209,36,0,245
"Giles County",-,"203 - White Gate",151,18,0,169
"Giles County",-,"301 - Eggleston",333,101,1,435
"Giles County",-,"302 - Pembroke",763,170,0,933
"Giles County",-,"303 - Newport",410,169,1,580
"Giles County",-,"##ab - Central Absentee Precinct",132,175,0,307
"Giles County",-,"##ev - Central Absentee Precinct","1,834",635,1,"2,470"
"Giles County",-,"##pe - Central Absentee Precinct",1,5,0,6
"Giles County",-,Provisional,0,1,0,1
"Gloucester County",-,"101 - Harcum",793,205,2,"1,000"
"Gloucester County",-,"102 - Salem",681,176,0,857
"Gloucester County",-,"103 - Peasley",552,129,1,682
"Gloucester County",-,"201 - Courthouse",629,217,0,846
"Gloucester County",-,"202 - Botetourt","1,002",298,2,"1,302"
"Gloucester County",-,"301 - White Marsh",890,220,0,"1,110"
"Gloucester County",-,"302 - Roanes","1,055",276,0,"1,331"
"Gloucester County",-,"401 - Hayes",966,332,0,"1,298"
"Gloucester County",-,"402 - Sarahs Creek",855,308,2,"1,165"
"Gloucester County",-,"501 - Achilles","1,464",289,0,"1,753"
"Gloucester County",-,"502 - Walker",884,225,0,"1,109"
"Gloucester County",-,"##ab - Central Absentee Precinct",330,579,2,911
"Gloucester County",-,"##ev - Central Absentee Precinct","2,448","1,443",2,"3,893"
"Gloucester County",-,"##pe - Central Absentee Precinct",12,10,0,22
"Gloucester County",-,Provisional,11,5,0,16
"Goochland County",-,"101 - Fife",453,144,2,599
"Goochland County",-,"102 - Hadensville",704,261,0,965
"Goochland County",-,"201 - Three Square",173,99,0,272
"Goochland County",-,"202 - Sandy Hook",631,324,2,957
"Goochland County",-,"301 - Goochland Court House 1",455,172,2,629
"Goochland County",-,"302 - Goochland Court House 2",217,66,0,283
"Goochland County",-,"401 - Shallow Well",776,303,0,"1,079"
"Goochland County",-,"402 - Centerville",779,292,0,"1,071"
"Goochland County",-,"501 - Manakin",943,357,2,"1,302"
"Goochland County",-,"502 - Blair",589,294,1,884
"Goochland County",-,"##ab - Central Absentee Precinct",324,607,3,934
"Goochland County",-,"##ev - Central Absentee Precinct","3,508","1,963",1,"5,472"
"Goochland County",-,"##pe - Central Absentee Precinct",16,23,0,39
"Goochland County",-,Provisional,5,4,0,9
"Grayson County",-,"101 - Bridle Creek",186,43,0,229
"Grayson County",-,"102 - Flatridge",102,18,0,120
"Grayson County",-,"103 - Grant",191,46,0,237
"Grayson County",-,"104 - Mouth Of Wilson",111,21,0,132
"Grayson County",-,"105 - Mount Rogers",142,23,0,165
"Grayson County",-,"106 - Rugby",157,28,0,185
"Grayson County",-,"107 - Troutdale",93,11,0,104
"Grayson County",-,"108 - Comers Rock",127,30,1,158
"Grayson County",-,"202 - Elk Creek",303,49,1,353
"Grayson County",-,"203 - Independence",703,126,0,829
"Grayson County",-,"301 - Baywood",487,45,0,532
"Grayson County",-,"302 - Fairview",592,79,0,671
"Grayson County",-,"401 - Fries",236,66,0,302
"Grayson County",-,"402 - Providence",583,63,1,647
"Grayson County",-,"403 - Oldtown",226,35,1,262
"Grayson County",-,"##ab - Central Absentee Precinct",161,190,0,351
"Grayson County",-,"##ev - Central Absentee Precinct",661,243,1,905
"Grayson County",-,"##pe - Central Absentee Precinct",2,1,0,3
"Grayson County",-,Provisional,1,1,0,2
"Greene County",-,"101 - Dyke",514,125,1,640
"Greene County",-,"102 - Swift Run",598,168,0,766
"Greene County",-,"201 - Ruckersville","1,008",408,0,"1,416"
"Greene County",-,"301 - Stanardsville",866,231,0,"1,097"
"Greene County",-,"401 - Midway",998,397,1,"1,396"
"Greene County",-,"##ab - Central Absentee Precinct",159,445,0,604
"Greene County",-,"##ev - Central Absentee Precinct","1,838","1,005",2,"2,845"
"Greene County",-,"##pe - Central Absentee Precinct",8,21,0,29
"Greene County",-,Provisional,2,1,0,3
"Greensville County",-,"101 - Precinct 1-a",135,168,1,304
"Greensville County",-,"102 - Precinct 1-b",95,33,1,129
"Greensville County",-,"103 - Precinct 1-c",40,138,0,178
"Greensville County",-,"201 - Precinct 2-a",94,198,0,292
"Greensville County",-,"202 - Precinct 2-b",277,116,0,393
"Greensville County",-,"302 - Precinct 3-a",226,333,0,559
"Greensville County",-,"401 - Precinct 4-a",153,54,0,207
"Greensville County",-,"402 - Precinct 4-b",139,186,0,325
"Greensville County",-,"403 - Precinct 4-c",101,53,0,154
"Greensville County",-,"##ab - Central Absentee Precinct",63,231,0,294
"Greensville County",-,"##ev - Central Absentee Precinct",372,400,0,772
"Greensville County",-,"##pe - Central Absentee Precinct",0,1,0,1
"Greensville County",-,Provisional,0,0,0,0
"Halifax County",-,"101 - Childrey",374,154,0,528
"Halifax County",-,"102 - Liberty",194,63,0,257
"Halifax County",-,"103 - Republican Grove",344,161,2,507
"Halifax County",-,"201 - Clays Mill",283,81,1,365
"Halifax County",-,"202 - Crossroads",276,79,0,355
"Halifax County",-,"203 - Clover",297,184,0,481
"Halifax County",-,"302 - Meadville",88,111,0,199
"Halifax County",-,"304 - Vernon Hill",301,99,0,400
"Halifax County",-,"305 - Sinai",216,229,0,445
"Halifax County",-,"401 - Courthouse",298,184,0,482
"Halifax County",-,"403 - Center",357,152,0,509
"Halifax County",-,"502 - Dan River",431,184,0,615
"Halifax County",-,"503 - Scottsburg",408,80,0,488
"Halifax County",-,"601 - Black Walnut",348,114,0,462
"Halifax County",-,"603 - Mt Carmel",466,236,0,702
"Halifax County",-,"605 - Union",188,53,0,241
"Halifax County",-,"701 - Hyco",588,145,0,733
"Halifax County",-,"702 - Midway",471,70,0,541
"Halifax County",-,"703 - Virgilina",319,37,0,356
"Halifax County",-,"801 - South Boston",237,394,1,632
"Halifax County",-,"##ab - Central Absentee Precinct",229,550,1,780
"Halifax County",-,"##ev - Central Absentee Precinct","1,893","1,425",2,"3,320"
"Halifax County",-,"##pe - Central Absentee Precinct",6,14,0,20
"Halifax County",-,Provisional,0,6,0,6
"Hampton City",-,"101 - Aberdeen (CD 3)",165,656,0,821
"Hampton City",-,"102 - Bassette (CD 3)",86,752,1,839
"Hampton City",-,"103 - City Hall (CD 3)",109,340,0,449
"Hampton City",-,"104 - Cooper (CD 3)",218,875,3,"1,096"
"Hampton City",-,"105 - East Hampton (CD 3)",154,301,1,456
"Hampton City",-,"106 - Armstrong (CD 3)",385,576,3,964
"Hampton City",-,"107 - Lindsay (CD 3)",190,669,0,859
"Hampton City",-,"108 - Thomas (CD 3)",155,727,0,882
"Hampton City",-,"109 - Phenix (CD 3)",133,868,1,"1,002"
"Hampton City",-,"110 - Phoebus (CD 2)",136,182,0,318
"Hampton City",-,"111 - Hampton Library (CD 3)",190,216,0,406
"Hampton City",-,"112 - Smith (CD 3)",431,731,1,"1,163"
"Hampton City",-,"115 - Wythe (CD 3)",359,326,0,685
"Hampton City",-,"116 - Jones (CD 3)",132,335,1,468
"Hampton City",-,"117 - Kecoughtan (CD 3)",254,550,1,805
"Hampton City",-,"118 - Mallory (CD 3)",150,885,5,"1,040"
"Hampton City",-,"201 - Booker (CD 2)",746,530,0,"1,276"
"Hampton City",-,"202 - Bryan (CD 2)",597,594,2,"1,193"
"Hampton City",-,"203 - Burbank (CD 2)",391,437,0,828
"Hampton City",-,"204 - Forrest (CD 3)",357,532,1,890
"Hampton City",-,"205 - Asbury (CD 2)","1,329",600,0,"1,929"
"Hampton City",-,"208 - Kraft (CD 3)",763,809,2,"1,574"
"Hampton City",-,"209 - Langley (CD 2)",544,479,1,"1,024"
"Hampton City",-,"210 - Machen (CD 3)",440,958,4,"1,402"
"Hampton City",-,"212 - Bethel (CD 3)",518,984,1,"1,503"
"Hampton City",-,"213 - Phillips (CD 2)",966,720,3,"1,689"
"Hampton City",-,"214 - Tucker Capps (CD 3)",567,696,2,"1,265"
"Hampton City",-,"215 - Tyler (CD 2)",8,19,0,27
"Hampton City",-,"215 - Tyler (CD 3)",53,178,0,231
"Hampton City",-,"216 - Sandy Bottom (CD 3)",327,448,0,775
"Hampton City",-,"217 - Syms (CD 3)",335,233,2,570
"Hampton City",-,"##ab - Central Absentee Precinct (CD 2)",204,690,0,894
"Hampton City",-,"##ab - Central Absentee Precinct (CD 3)",493,"2,891",7,"3,391"
"Hampton City",-,"##ev - Central Absentee Precinct (CD 2)","1,107","1,650",2,"2,759"
"Hampton City",-,"##ev - Central Absentee Precinct (CD 3)","1,860","7,188",8,"9,056"
"Hampton City",-,"##pe - Central Absentee Precinct (CD 2)",17,21,0,38
"Hampton City",-,"##pe - Central Absentee Precinct (CD 3)",29,132,0,161
"Hampton City",-,"Provisional (CD 2)",10,20,0,30
"Hampton City",-,"Provisional (CD 3)",14,80,0,94
"Hanover County",-,"101 - Ashland",429,381,3,813
"Hanover County",-,"104 - Sliding Hill",580,363,1,944
"Hanover County",-,"105 - Berkley",381,348,3,732
"Hanover County",-,"106 - Kersey Creek",398,167,2,567
"Hanover County",-,"107 - Chickahominy",472,289,2,763
"Hanover County",-,"201 - Beaverdam","1,226",240,1,"1,467"
"Hanover County",-,"202 - Blunts",524,221,0,745
"Hanover County",-,"203 - Wilmington Parish",802,249,0,"1,051"
"Hanover County",-,"206 - Courthouse",496,270,0,766
"Hanover County",-,"208 - Oak Knoll",617,181,1,799
"Hanover County",-,"209 - West Hanover",254,82,0,336
"Hanover County",-,"210 - Oak Hill",246,82,1,329
"Hanover County",-,"301 - Clay",725,261,0,986
"Hanover County",-,"303 - Shady Grove",816,335,2,"1,153"
"Hanover County",-,"304 - Atlee","1,600",959,6,"2,565"
"Hanover County",-,"305 - Cool Spring",814,357,2,"1,173"
"Hanover County",-,"401 - Battlefield","1,010",229,1,"1,240"
"Hanover County",-,"403 - Cold Harbor","1,181",424,0,"1,605"
"Hanover County",-,"404 - Black Creek","1,323",224,2,"1,549"
"Hanover County",-,"405 - Pebble Creek",591,265,0,856
"Hanover County",-,"406 - Beaverdam Creek",229,98,1,328
"Hanover County",-,"502 - Rural Point",853,342,2,"1,197"
"Hanover County",-,"503 - Newman",640,306,1,947
"Hanover County",-,"504 - Studley",784,148,1,933
"Hanover County",-,"505 - Totopotomoy",573,106,1,680
"Hanover County",-,"506 - Georgetown",621,228,1,850
"Hanover County",-,"507 - Laurel Meadow",790,286,0,"1,076"
"Hanover County",-,"601 - Village","1,229",513,3,"1,745"
"Hanover County",-,"602 - Lee Davis","1,004",361,1,"1,366"
"Hanover County",-,"603 - Mechanicsville",594,298,1,893
"Hanover County",-,"604 - Hanover Grove",594,220,1,815
"Hanover County",-,"701 - Farrington",863,242,0,"1,105"
"Hanover County",-,"702 - Montpelier",808,334,0,"1,142"
"Hanover County",-,"703 - Rockville",991,321,1,"1,313"
"Hanover County",-,"704 - Elmont",909,416,0,"1,325"
"Hanover County",-,"705 - South Anna",581,171,0,752
"Hanover County",-,"##ab - Central Absentee Precinct","1,643","2,680",5,"4,328"
"Hanover County",-,"##ev - Central Absentee Precinct","11,184","5,094",15,"16,293"
"Hanover County",-,"##pe - Central Absentee Precinct",69,75,1,145
"Hanover County",-,Provisional,34,37,0,71
"Harrisonburg City",-,"101 - Northeast",410,586,1,997
"Harrisonburg City",-,"102 - East Central",184,299,2,485
"Harrisonburg City",-,"103 - Southeast",415,564,0,979
"Harrisonburg City",-,"104 - East",414,435,2,851
"Harrisonburg City",-,"105 - South East Central",68,206,0,274
"Harrisonburg City",-,"201 - Northwest",450,504,2,956
"Harrisonburg City",-,"202 - Southwest",436,564,1,"1,001"
"Harrisonburg City",-,"203 - West",429,498,1,928
"Harrisonburg City",-,"##ab - Central Absentee Precinct",122,477,1,600
"Harrisonburg City",-,"##ev - Central Absentee Precinct","1,501","2,597",4,"4,102"
"Harrisonburg City",-,"##pe - Central Absentee Precinct",11,52,0,63
"Harrisonburg City",-,Provisional,3,13,0,16
"Henrico County",-,"101 - Coalpit (CD 7)",969,737,1,"1,707"
"Henrico County",-,"102 - Dumbarton (CD 7)",334,666,1,"1,001"
"Henrico County",-,"103 - Glen Allen (CD 7)","1,125",676,3,"1,804"
"Henrico County",-,"105 - Greendale (CD 7)",563,720,3,"1,286"
"Henrico County",-,"106 - Hermitage (CD 7)",621,647,3,"1,271"
"Henrico County",-,"108 - Hungary Creek (CD 7)",781,680,3,"1,464"
"Henrico County",-,"109 - Hunton (CD 7)",354,188,0,542
"Henrico County",-,"110 - Johnson (CD 7)",532,879,2,"1,413"
"Henrico County",-,"111 - Lakeside (CD 7)",780,895,5,"1,680"
"Henrico County",-,"112 - Longan (CD 7)",623,527,0,"1,150"
"Henrico County",-,"113 - Maude Trevvett (CD 7)",297,270,0,567
"Henrico County",-,"114 - Monument Hills (CD 7)",306,311,0,617
"Henrico County",-,"115 - Staples Mill (CD 7)",828,643,0,"1,471"
"Henrico County",-,"117 - Westwood (CD 7)",397,506,0,903
"Henrico County",-,"201 - Adams (CD 4)",70,650,2,722
"Henrico County",-,"202 - Azalea (CD 7)",124,929,5,"1,058"
"Henrico County",-,"203 - Belmont (CD 7)",397,784,0,"1,181"
"Henrico County",-,"204 - Brookland (CD 7)",165,191,1,357
"Henrico County",-,"205 - Canterbury (CD 7)",205,233,1,439
"Henrico County",-,"206 - Central Gardens (CD 4)",52,795,0,847
"Henrico County",-,"207 - Chamberlayne (CD 7)",319,794,2,"1,115"
"Henrico County",-,"208 - Fairfield (CD 4)",60,609,5,674
"Henrico County",-,"209 - Glen Lea (CD 4)",126,561,0,687
"Henrico County",-,"210 - Greenwood (CD 7)",158,447,0,605
"Henrico County",-,"211 - Highland Gardens (CD 4)",23,322,1,346
"Henrico County",-,"212 - Hollybrook (CD 7)",126,270,0,396
"Henrico County",-,"213 - Hungary (CD 7)",186,455,2,643
"Henrico County",-,"214 - Longdale (CD 7)",293,510,1,804
"Henrico County",-,"215 - Maplewood (CD 4)",75,"1,004",2,"1,081"
"Henrico County",-,"216 - Moody (CD 7)",234,255,0,489
"Henrico County",-,"217 - Mountain (CD 7)",168,208,1,377
"Henrico County",-,"218 - Oakview (CD 7)",32,27,0,59
"Henrico County",-,"219 - Randolph (CD 7)",35,131,0,166
"Henrico County",-,"220 - Ratcliffe (CD 4)",94,"1,083",3,"1,180"
"Henrico County",-,"221 - Stratford Hall (CD 7)",74,103,0,177
"Henrico County",-,"222 - Wilder (CD 7)",176,660,1,837
"Henrico County",-,"223 - Yellow Tavern (CD 7)",579,742,1,"1,322"
"Henrico County",-,"224 - Essex Village (CD 4)",7,205,2,214
"Henrico County",-,"301 - Causeway (CD 7)",576,563,0,"1,139"
"Henrico County",-,"302 - Cedarfield (CD 7)",727,464,2,"1,193"
"Henrico County",-,"303 - Innsbrook (CD 7)",675,684,0,"1,359"
"Henrico County",-,"304 - Jackson Davis (CD 7)",438,362,1,801
"Henrico County",-,"305 - Nuckols Farm (CD 7)",982,750,5,"1,737"
"Henrico County",-,"306 - Pocahontas (CD 7)",571,668,1,"1,240"
"Henrico County",-,"307 - Ridge (CD 7)",385,381,0,766
"Henrico County",-,"308 - Rivers Edge (CD 7)",877,740,2,"1,619"
"Henrico County",-,"309 - Sadler (CD 7)",770,761,3,"1,534"
"Henrico County",-,"310 - Shady Grove (CD 7)","1,038",747,1,"1,786"
"Henrico County",-,"311 - Short Pump (CD 7)",497,431,0,928
"Henrico County",-,"312 - Springfield (CD 7)",405,449,1,855
"Henrico County",-,"313 - Stoney Run (CD 7)",978,806,3,"1,787"
"Henrico County",-,"314 - Three Chopt (CD 7)",675,625,0,"1,300"
"Henrico County",-,"315 - Tucker (CD 7)",390,764,1,"1,155"
"Henrico County",-,"316 - Colonial Trail (CD 7)",456,544,0,"1,000"
"Henrico County",-,"401 - Quioccasin (CD 7)",606,717,3,"1,326"
"Henrico County",-,"402 - Crestview (CD 7)",496,682,0,"1,178"
"Henrico County",-,"403 - Derbyshire (CD 7)",644,497,2,"1,143"
"Henrico County",-,"404 - Freeman (CD 7)",486,449,0,935
"Henrico County",-,"405 - Gayton (CD 7)",842,599,2,"1,443"
"Henrico County",-,"406 - Godwin (CD 7)",573,574,2,"1,149"
"Henrico County",-,"407 - Lakewood (CD 7)",535,365,1,901
"Henrico County",-,"408 - Lauderdale (CD 7)",560,552,2,"1,114"
"Henrico County",-,"409 - Maybeury (CD 7)",674,550,1,"1,225"
"Henrico County",-,"410 - Mooreland (CD 7)",596,314,1,911
"Henrico County",-,"411 - Pemberton (CD 7)",476,510,1,987
"Henrico County",-,"412 - Pinchbeck (CD 7)",652,667,0,"1,319"
"Henrico County",-,"413 - Ridgefield (CD 7)",885,711,0,"1,596"
"Henrico County",-,"414 - Rollingwood (CD 7)",569,567,2,"1,138"
"Henrico County",-,"415 - Skipwith (CD 7)",310,362,0,672
"Henrico County",-,"416 - Spottswood (CD 7)",332,337,2,671
"Henrico County",-,"417 - Tuckahoe (CD 7)","1,015",534,2,"1,551"
"Henrico County",-,"418 - Welborne (CD 7)",452,485,1,938
"Henrico County",-,"419 - West End (CD 7)",724,594,3,"1,321"
"Henrico County",-,"501 - Antioch (CD 4)",862,262,1,"1,125"
"Henrico County",-,"502 - Cedar Fork (CD 4)",93,403,3,499
"Henrico County",-,"503 - Chickahominy (CD 4)",585,424,1,"1,010"
"Henrico County",-,"504 - Donahoe (CD 4)",274,420,3,697
"Henrico County",-,"505 - Dorey (CD 4)",582,680,0,"1,262"
"Henrico County",-,"506 - Eanes (CD 4)",317,717,3,"1,037"
"Henrico County",-,"507 - Elko (CD 4)",355,63,0,418
"Henrico County",-,"508 - Highland Springs (CD 4)",151,523,3,677
"Henrico County",-,"509 - Laburnum (CD 4)",166,429,1,596
"Henrico County",-,"510 - Mehfoud (CD 4)",303,586,0,889
"Henrico County",-,"511 - Montrose (CD 4)",177,"1,005",1,"1,183"
"Henrico County",-,"512 - Nine Mile (CD 4)",196,310,0,506
"Henrico County",-,"513 - Pleasants (CD 4)",143,907,1,"1,051"
"Henrico County",-,"514 - Rolfe (CD 4)",142,"1,094",1,"1,237"
"Henrico County",-,"515 - Sandston (CD 4)",688,314,1,"1,003"
"Henrico County",-,"516 - Sullivans (CD 4)",316,827,2,"1,145"
"Henrico County",-,"517 - Town Hall (CD 4)",312,177,1,490
"Henrico County",-,"518 - Whitlocks (CD 4)",740,407,1,"1,148"
"Henrico County",-,"##ab - Central Absentee Precinct (CD 4)",381,"2,418",6,"2,805"
"Henrico County",-,"##ab - Central Absentee Precinct (CD 7)","2,569","7,352",7,"9,928"
"Henrico County",-,"##ev - Central Absentee Precinct (CD 4)","1,926","7,617",7,"9,550"
"Henrico County",-,"##ev - Central Absentee Precinct (CD 7)","9,670","13,109",15,"22,794"
"Henrico County",-,"##pe - Central Absentee Precinct (CD 4)",53,359,1,413
"Henrico County",-,"##pe - Central Absentee Precinct (CD 7)",569,"1,382",4,"1,955"
"Henrico County",-,"Provisional (CD 4)",15,75,0,90
"Henrico County",-,"Provisional (CD 7)",82,183,0,265
"Henry County",-,"101 - Bassett Number Two (CD 9)",171,114,0,285
"Henry County",-,"102 - Gunville (CD 9)",557,85,1,643
"Henry County",-,"103 - Scott's Tanyard (CD 9)",911,152,2,"1,065"
"Henry County",-,"201 - Fieldale (CD 9)",234,83,0,317
"Henry County",-,"202 - Horsepasture #1 (CD 9)",554,193,0,747
"Henry County",-,"203 - Horsepasture #2 (CD 9)",140,244,2,386
"Henry County",-,"204 - Spencer (CD 9)",628,156,0,784
"Henry County",-,"302 - Axton (CD 5)",279,159,0,438
"Henry County",-,"303 - Irisburg (CD 5)",470,206,1,677
"Henry County",-,"304 - Mount Olivet (CD 5)",393,290,0,683
"Henry County",-,"304 - Mount Olivet (CD 9)",0,0,0,0
"Henry County",-,"305 - Mountain Valley (CD 5)",291,129,0,420
"Henry County",-,"401 - Collinsville Number 1 (CD 9)",298,90,1,389
"Henry County",-,"402 - Daniels Creek (CD 9)",288,114,0,402
"Henry County",-,"404 - Collinsville Number 2 (CD 9)",518,180,1,699
"Henry County",-,"405 - Mountain View (CD 5)",277,145,1,423
"Henry County",-,"501 - Bassett Number One (CD 9)",252,113,1,366
"Henry County",-,"502 - Figsboro (CD 9)",426,85,0,511
"Henry County",-,"503 - Stanleytown (CD 9)",696,105,1,802
"Henry County",-,"504 - Oak Level (CD 9)",245,63,0,308
"Henry County",-,"505 - Dyers Store (CD 5)",40,8,0,48
"Henry County",-,"505 - Dyers Store (CD 9)",213,67,0,280
"Henry County",-,"601 - Fontaine (CD 9)",476,167,1,644
"Henry County",-,"602 - Hillcrest (CD 9)",193,85,0,278
"Henry County",-,"603 - Ridgeway #1 (CD 5)",657,161,0,818
"Henry County",-,"604 - Ridgeway #2 (CD 9)",502,126,0,628
"Henry County",-,"##ab - Central Absentee Precinct (CD 5)",69,225,0,294
"Henry County",-,"##ab - Central Absentee Precinct (CD 9)",319,461,0,780
"Henry County",-,"##ev - Central Absentee Precinct (CD 5)",719,609,2,"1,330"
"Henry County",-,"##ev - Central Absentee Precinct (CD 9)","1,851",984,1,"2,836"
"Henry County",-,"##pe - Central Absentee Precinct (CD 5)",3,11,0,14
"Henry County",-,"##pe - Central Absentee Precinct (CD 9)",16,27,0,43
"Henry County",-,"Provisional (CD 5)",3,4,0,7
"Henry County",-,"Provisional (CD 9)",5,14,0,19
"Highland County",-,"1 - Monterey",233,67,0,300
"Highland County",-,"3 - Wilsons Mill",69,16,0,85
"Highland County",-,"5 - Blue Grass",126,44,0,170
"Highland County",-,"7 - Mill Gap",87,30,0,117
"Highland County",-,"8 - Mcdowell",206,45,0,251
"Highland County",-,"10 - Headwaters",68,11,0,79
"Highland County",-,"##ab - Central Absentee Precinct",21,34,0,55
"Highland County",-,"##ev - Central Absentee Precinct",142,91,0,233
"Highland County",-,"##pe - Central Absentee Precinct",1,1,0,2
"Highland County",-,Provisional,0,0,0,0
"Hopewell City",-,"101 - Ward One",266,174,2,442
"Hopewell City",-,"201 - Ward Two",82,262,0,344
"Hopewell City",-,"301 - Ward Three",532,205,0,737
"Hopewell City",-,"401 - Ward Four",451,376,7,834
"Hopewell City",-,"501 - Ward Five",383,211,0,594
"Hopewell City",-,"601 - Ward Six",101,313,1,415
"Hopewell City",-,"701 - Ward Seven",228,228,1,457
"Hopewell City",-,"##ab - Central Absentee Precinct",115,320,0,435
"Hopewell City",-,"##ev - Central Absentee Precinct",927,"1,031",1,"1,959"
"Hopewell City",-,"##pe - Central Absentee Precinct",0,0,0,0
"Hopewell City",-,Provisional,10,10,0,20
"Isle of Wight County",-,"101 - Smithfield","1,108",427,1,"1,536"
"Isle of Wight County",-,"102 - Cypress Creek",861,376,5,"1,242"
"Isle of Wight County",-,"201 - Bartlett","1,230",517,4,"1,751"
"Isle of Wight County",-,"202 - Carrollton",970,521,3,"1,494"
"Isle of Wight County",-,"301 - Rushmere",601,407,1,"1,009"
"Isle of Wight County",-,"302 - Pons",433,450,0,883
"Isle of Wight County",-,"401 - Courthouse",389,79,1,469
"Isle of Wight County",-,"402 - Windsor",683,199,0,882
"Isle of Wight County",-,"403 - Longview",665,368,1,"1,034"
