County/City,Ward,Pct,"Mark Rankin Herring","Mark Dudley Obenshain","All Others","Total Votes Cast"
"Fairfax County",-,"827 - Irving (CD 11)",723,525,4,"1,252"
"Fairfax County",-,"833 - White Oaks (CD 11)",739,490,4,"1,233"
"Fairfax County",-,"838 - Sangster (CD 10)",577,556,3,"1,136"
"Fairfax County",-,"839 - Silverbrook (CD 10)",805,842,4,"1,651"
"Fairfax County",-,"840 - West Springfield (CD 11)",795,629,2,"1,426"
"Fairfax County",-,"841 - Popes Head (CD 10)",325,469,4,798
"Fairfax County",-,"842 - Parkway (CD 11)",576,520,2,"1,098"
"Fairfax County",-,"843 - Fair Lakes (CD 11)",678,520,4,"1,202"
"Fairfax County",-,"844 - Centerpointe (CD 11)",540,297,1,838
"Fairfax County",-,"845 - Fountainhead (CD 10)",802,981,5,"1,788"
"Fairfax County",-,"846 - Greenbriar East (CD 11)",706,493,1,"1,200"
"Fairfax County",-,"847 - Greenbriar West (CD 10)",521,470,5,996
"Fairfax County",-,"848 - Fair Oaks (CD 11)",619,389,6,"1,014"
"Fairfax County",-,"849 - Newgate North (CD 10)",404,372,0,776
"Fairfax County",-,"850 - South Run (CD 10)",723,766,1,"1,490"
"Fairfax County",-,"851 - Willow Springs (CD 11)",543,583,3,"1,129"
"Fairfax County",-,"854 - Newgate South (CD 10)",623,843,1,"1,467"
"Fairfax County",-,"901 - Centre Ridge (CD 11)",829,512,3,"1,344"
"Fairfax County",-,"902 - Brookfield (CD 10)",791,552,3,"1,346"
"Fairfax County",-,"903 - Cub Run (CD 10)",879,749,5,"1,633"
"Fairfax County",-,"904 - Stonecroft (CD 10)",322,345,3,670
"Fairfax County",-,"905 - Franklin (CD 10)",263,208,1,472
"Fairfax County",-,"908 - Kinross East (CD 10)",600,512,1,"1,113"
"Fairfax County",-,"909 - Kinross West (CD 10)",587,475,2,"1,064"
"Fairfax County",-,"910 - London Towne #1 (CD 11)",773,430,4,"1,207"
"Fairfax County",-,"911 - Navy (CD 10)",852,617,2,"1,471"
"Fairfax County",-,"913 - Rocky Run (CD 10)",933,876,1,"1,810"
"Fairfax County",-,"914 - Vale (CD 10)",603,507,4,"1,114"
"Fairfax County",-,"915 - Virginia Run (CD 10)",537,748,4,"1,289"
"Fairfax County",-,"916 - Waples Mill (CD 10)","1,188","1,005",3,"2,196"
"Fairfax County",-,"917 - Stone North (CD 10)",434,340,2,776
"Fairfax County",-,"918 - Centreville (CD 11)",820,592,6,"1,418"
"Fairfax County",-,"919 - Green Trails (CD 11)",809,541,1,"1,351"
"Fairfax County",-,"920 - Chantilly (CD 10)",628,443,3,"1,074"
"Fairfax County",-,"921 - Deer Park (CD 10)",687,766,3,"1,456"
"Fairfax County",-,"923 - Bull Run (CD 10)",401,596,4,"1,001"
"Fairfax County",-,"924 - London Towne #2 (CD 11)",151,51,0,202
"Fairfax County",-,"925 - Old Mill (CD 10)",419,310,2,731
"Fairfax County",-,"926 - Powell (CD 11)",756,493,1,"1,250"
"Fairfax County",-,"927 - Lees Corner #1 (CD 10)",423,305,3,731
"Fairfax County",-,"928 - Poplar Tree (CD 10)",617,597,4,"1,218"
"Fairfax County",-,"929 - Difficult Run (CD 10)",162,178,0,340
"Fairfax County",-,"930 - Lees Corner #2 (CD 10)",552,444,2,998
"Fairfax County",-,"931 - Carson (CD 10)",491,325,2,818
"Fairfax County",-,"932 - Stone South (CD 10)",304,214,1,519
"Fairfax County",-,"933 - Compton (CD 11)",151,123,0,274
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 10)","3,825","2,957",13,"6,795"
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 11)","7,660","3,843",14,"11,517"
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 8)","5,137","2,039",10,"7,186"
"Fairfax County",-,"Provisional (CD 10)",31,21,52,104
"Fairfax County",-,"Provisional (CD 11)",62,48,110,220
"Fairfax County",-,"Provisional (CD 8)",67,34,101,202
"Fairfax City",-,"1 - One",557,374,2,933
"Fairfax City",-,"2 - Two",598,479,4,"1,081"
"Fairfax City",-,"3 - Three",825,580,1,"1,406"
"Fairfax City",-,"4 - Four",706,465,1,"1,172"
"Fairfax City",-,"5 - Five",608,403,1,"1,012"
"Fairfax City",-,"6 - Six",527,396,0,923
"Fairfax City",-,"Ab - Central Absentee Precinct",326,247,0,573
"Fairfax City",-,Provisional,3,4,0,7
"Falls Church City",-,"1 - First Ward","1,096",402,3,"1,501"
"Falls Church City",-,"2 - Second Ward",802,283,2,"1,087"
"Falls Church City",-,"3 - Third Ward","1,121",432,1,"1,554"
"Falls Church City",-,"Ab - Central Absentee Precinct",587,162,2,751
"Falls Church City",-,Provisional,7,2,0,9
"Fauquier County",-,"101 - Kettle Run (CD 5)",188,381,2,571
"Fauquier County",-,"102 - Catlett (CD 1)",334,866,0,"1,200"
"Fauquier County",-,"103 - Casanova (CD 5)",231,337,1,569
"Fauquier County",-,"104 - Lois (CD 1)",151,388,0,539
"Fauquier County",-,"105 - Opal (CD 5)",136,373,1,510
"Fauquier County",-,"106 - Baldwin Ridge (CD 5)",272,450,3,725
"Fauquier County",-,"201 - Courthouse (CD 5)",553,751,4,"1,308"
"Fauquier County",-,"202 - Airlie (CD 5)",462,683,2,"1,147"
"Fauquier County",-,"203 - Warrenton (CD 5)",560,661,4,"1,225"
"Fauquier County",-,"301 - Morrisville (CD 1)",242,552,3,797
"Fauquier County",-,"302 - Remington (CD 5)",360,685,2,"1,047"
"Fauquier County",-,"303 - Bealeton (CD 1)",414,769,3,"1,186"
"Fauquier County",-,"401 - Marshall (CD 5)",460,726,0,"1,186"
"Fauquier County",-,"402 - Leeds (CD 5)",535,578,1,"1,114"
"Fauquier County",-,"403 - Waterloo (CD 5)",537,936,1,"1,474"
"Fauquier County",-,"404 - Springs Valley (CD 5)",242,360,0,602
"Fauquier County",-,"501 - The Plains (CD 5)",505,486,6,997
"Fauquier County",-,"502 - New Baltimore (CD 5)",382,743,2,"1,127"
"Fauquier County",-,"503 - Broad Run (CD 5)",403,714,1,"1,118"
"Fauquier County",-,"504 - Vint Hill (CD 5)",521,953,2,"1,476"
"Fauquier County",-,"Ab - Central Absentee Precinct (CD 1)",26,62,0,88
"Fauquier County",-,"Ab - Central Absentee Precinct (CD 5)",367,479,3,849
"Fauquier County",-,"Provisional (CD 1)",0,1,0,1
"Fauquier County",-,"Provisional (CD 5)",2,2,0,4
"Floyd County",-,"101 - Locust Grove",277,586,0,863
"Floyd County",-,"201 - Little River",357,572,0,929
"Floyd County",-,"301 - Courthouse",360,501,2,863
"Floyd County",-,"401 - Burks Fork",246,559,1,806
"Floyd County",-,"501 - Indian Valley",199,573,0,772
"Floyd County",-,"Ab - Central Absentee Precinct",125,142,0,267
"Floyd County",-,Provisional,1,2,0,3
"Fluvanna County",-,"101 - Palmyra",713,772,4,"1,489"
"Fluvanna County",-,"201 - Columbia",522,624,2,"1,148"
"Fluvanna County",-,"301 - Fork Union",553,562,2,"1,117"
"Fluvanna County",-,"401 - Cunningham",578,935,2,"1,515"
"Fluvanna County",-,"501 - Rivanna",893,973,4,"1,870"
"Fluvanna County",-,"Ab - Central Absentee Precinct",273,372,1,646
"Fluvanna County",-,Provisional,1,3,0,4
"Franklin County",-,"102 - Burnt Chimney",291,771,1,"1,063"
"Franklin County",-,"103 - Scruggs",512,"1,463",5,"1,980"
"Franklin County",-,"201 - Glade Hill",256,624,2,882
"Franklin County",-,"202 - Penhook",224,556,1,781
"Franklin County",-,"203 - Hodgesville",44,97,0,141
"Franklin County",-,"204 - Dudley",179,387,1,567
"Franklin County",-,"301 - Snow Creek",149,303,1,453
"Franklin County",-,"302 - Fork Mountain",107,261,2,370
"Franklin County",-,"303 - Sontag",331,380,2,713
"Franklin County",-,"304 - Dickinson",178,181,0,359
"Franklin County",-,"401 - Henry",115,513,2,630
"Franklin County",-,"402 - Ferrum",126,267,0,393
"Franklin County",-,"403 - Endicott",116,288,1,405
"Franklin County",-,"501 - Waidsboro",147,351,2,500
"Franklin County",-,"502 - Callaway",191,499,1,691
"Franklin County",-,"503 - Bowmans",111,272,0,383
"Franklin County",-,"504 - Gogginsville",169,455,1,625
"Franklin County",-,"601 - Boones Mill",271,700,2,973
"Franklin County",-,"602 - Bonbrook",230,561,1,792
"Franklin County",-,"603 - Coopers Cove",163,466,0,629
"Franklin County",-,"701 - Rocky Mount East",309,538,0,847
"Franklin County",-,"702 - Rocky Mount West",280,363,0,643
"Franklin County",-,"703 - Rocky Mount South",245,322,1,568
"Franklin County",-,"Ab - Central Absentee Precinct",235,413,1,649
"Franklin County",-,Provisional,2,0,0,2
"Franklin City",-,"101 - Precinct 1-1",186,366,0,552
"Franklin City",-,"201 - Precinct 2-1",159,273,1,433
"Franklin City",-,"301 - Precinct 3-1",310,20,0,330
"Franklin City",-,"401 - Precinct 4-1",221,24,0,245
"Franklin City",-,"501 - Precinct 5-1",232,13,0,245
"Franklin City",-,"601 - Precinct 6-1",188,190,3,381
"Franklin City",-,"Ab - Central Absentee Precinct",47,46,0,93
"Franklin City",-,Provisional,0,1,0,1
"Frederick County",-,"101 - Russells",243,648,2,893
"Frederick County",-,"102 - Gore",268,601,1,870
"Frederick County",-,"103 - Kernstown",412,835,2,"1,249"
"Frederick County",-,"104 - Cedar Creek",199,440,0,639
"Frederick County",-,"201 - Gainesborough",144,437,4,585
"Frederick County",-,"202 - Albin",318,647,1,966
"Frederick County",-,"203 - Redland",341,747,2,"1,090"
"Frederick County",-,"204 - Nain",331,664,2,997
"Frederick County",-,"301 - Clear Brook",165,386,1,552
"Frederick County",-,"302 - Neff's Town",326,559,0,885
"Frederick County",-,"303 - White Hall",444,916,2,"1,362"
"Frederick County",-,"401 - Carpers Valley",428,666,0,"1,094"
"Frederick County",-,"402 - Shenandoah",159,386,0,545
"Frederick County",-,"403 - Parkin's Mill",286,586,3,875
"Frederick County",-,"404 - Armel",312,632,1,945
"Frederick County",-,"501 - Stephens City",379,630,3,"1,012"
"Frederick County",-,"502 - Newtown",361,740,0,"1,101"
"Frederick County",-,"503 - Canterburg",353,672,2,"1,027"
"Frederick County",-,"601 - Millbrook",243,469,2,714
"Frederick County",-,"602 - Ash Hollow",356,532,0,888
"Frederick County",-,"603 - Greenwood",525,872,1,"1,398"
"Frederick County",-,"Ab - Central Absentee Precinct",263,456,1,720
"Frederick County",-,Provisional,3,4,0,7
"Fredericksburg City",-,"101 - Precinct 1 - District One",728,661,1,"1,390"
"Fredericksburg City",-,"201 - Precinct 1 - District Two","1,094",571,3,"1,668"
"Fredericksburg City",-,"301 - Precinct 1 - District Three",759,626,2,"1,387"
"Fredericksburg City",-,"401 - Precinct 1 - District Four",625,172,0,797
"Fredericksburg City",-,"402 - Precinct 2 - District Four",264,132,4,400
"Fredericksburg City",-,"Ab - Central Absentee Precinct",198,126,0,324
"Fredericksburg City",-,Provisional,4,9,0,13
"Galax City",-,"1 - East",184,359,1,544
"Galax City",-,"2 - North",130,213,0,343
"Galax City",-,"3 - South",106,204,0,310
"Galax City",-,"Ab - Central Absentee Precinct",26,40,0,66
"Galax City",-,Provisional,0,0,0,0
"Giles County",-,"101 - Glen Lyn",13,49,0,62
"Giles County",-,"102 - Rich Creek",63,209,0,272
"Giles County",-,"103 - Narrows",245,555,4,804
"Giles County",-,"201 - Pearisburg",352,888,1,"1,241"
"Giles County",-,"202 - Staffordsville",53,167,0,220
"Giles County",-,"203 - White Gate",27,123,0,150
"Giles County",-,"301 - Eggleston",149,243,1,393
"Giles County",-,"302 - Pembroke",304,610,1,915
"Giles County",-,"303 - Newport",238,320,1,559
"Giles County",-,"Ab - Central Absentee Precinct",77,165,1,243
"Giles County",-,Provisional,0,1,0,1
"Gloucester County",-,"101 - Harcum",268,519,0,787
"Gloucester County",-,"102 - Salem",208,426,1,635
"Gloucester County",-,"103 - Peasley",142,365,1,508
"Gloucester County",-,"201 - Courthouse",335,558,2,895
"Gloucester County",-,"202 - Botetourt",485,783,2,"1,270"
"Gloucester County",-,"301 - White Marsh",328,659,2,989
"Gloucester County",-,"302 - Roanes",375,805,1,"1,181"
"Gloucester County",-,"401 - Hayes",324,649,2,975
"Gloucester County",-,"402 - Sarahs Creek",363,638,1,"1,002"
"Gloucester County",-,"501 - Achilles",436,"1,103",1,"1,540"
"Gloucester County",-,"502 - Walker",335,580,2,917
"Gloucester County",-,"Ab - Central Absentee Precinct",152,249,1,402
"Gloucester County",-,Provisional,1,4,0,5
"Goochland County",-,"101 - Fife",266,326,0,592
"Goochland County",-,"102 - Hadensville",367,580,5,952
"Goochland County",-,"201 - Three Square",160,121,0,281
"Goochland County",-,"202 - Sandy Hook",550,699,2,"1,251"
"Goochland County",-,"301 - Goochland Court House 1",353,499,1,853
"Goochland County",-,"302 - Goochland Court House 2",120,250,1,371
"Goochland County",-,"401 - Shallow Well",368,482,3,853
"Goochland County",-,"402 - Centerville",334,819,1,"1,154"
"Goochland County",-,"501 - Manakin",446,"1,008",5,"1,459"
"Goochland County",-,"502 - Blair Road",244,582,1,827
"Goochland County",-,"Ab - Central Absentee Precinct",161,316,1,478
"Goochland County",-,Provisional,0,1,1,2
"Grayson County",-,"101 - Bridle Creek",80,123,0,203
"Grayson County",-,"102 - Flatridge",45,93,0,138
"Grayson County",-,"103 - Grant",80,145,0,225
"Grayson County",-,"104 - Mouth Of Wilson",51,88,0,139
"Grayson County",-,"105 - Mount Rogers",36,119,0,155
"Grayson County",-,"106 - Rugby",46,106,0,152
"Grayson County",-,"107 - Troutdale",22,80,0,102
"Grayson County",-,"108 - Comers Rock",44,110,0,154
"Grayson County",-,"202 - Elk Creek",96,207,0,303
"Grayson County",-,"203 - Independence",282,591,0,873
"Grayson County",-,"301 - Baywood",137,333,0,470
"Grayson County",-,"302 - Fairview",152,424,0,576
"Grayson County",-,"401 - Fries",84,162,0,246
"Grayson County",-,"402 - Providence",128,381,0,509
"Grayson County",-,"403 - Oldtown",87,139,0,226
"Grayson County",-,"Ab - Central Absentee Precinct",106,176,0,282
"Greene County",-,"101 - Dyke",163,345,1,509
"Greene County",-,"102 - Swift Run",217,406,3,626
"Greene County",-,"201 - Ruckersville",426,675,3,"1,104"
"Greene County",-,"301 - Stanardsville",381,819,3,"1,203"
"Greene County",-,"401 - Midway",535,956,1,"1,492"
"Greene County",-,"Ab - Central Absentee Precinct",128,211,1,340
"Greene County",-,Provisional,0,2,0,2
"Greensville County",-,"101 - Precinct 1-a",206,84,1,291
"Greensville County",-,"102 - Precinct 1-b",57,62,0,119
"Greensville County",-,"103 - Precinct 1-c",136,32,0,168
"Greensville County",-,"201 - Precinct 2-a",267,104,0,371
"Greensville County",-,"202 - Precinct 2-b",193,230,0,423
"Greensville County",-,"302 - Precinct 3-a",517,271,0,788
"Greensville County",-,"401 - Precinct 4-a",85,122,0,207
"Greensville County",-,"402 - Precinct 4-b",194,119,0,313
"Greensville County",-,"403 - Precinct 4-c",67,80,0,147
"Greensville County",-,Provisional,1,1,2,4
"Halifax County",-,"101 - Childrey",164,260,0,424
"Halifax County",-,"102 - Liberty",91,118,2,211
"Halifax County",-,"103 - Republican Grove",199,222,1,422
"Halifax County",-,"201 - Clays Mill",111,219,1,331
"Halifax County",-,"202 - Crossroads",131,179,0,310
"Halifax County",-,"203 - Clover",221,246,0,467
"Halifax County",-,"302 - Meadville",137,65,0,202
"Halifax County",-,"304 - Vernon Hill",132,204,0,336
"Halifax County",-,"305 - Sinai",345,257,1,603
"Halifax County",-,"401 - Courthouse",299,355,2,656
"Halifax County",-,"403 - Center",164,487,1,652
"Halifax County",-,"502 - Dan River",210,576,1,787
"Halifax County",-,"503 - Scottsburg",86,283,2,371
"Halifax County",-,"601 - Black Walnut",155,292,0,447
"Halifax County",-,"603 - Mt Carmel",281,370,2,653
"Halifax County",-,"605 - Union",77,132,1,210
"Halifax County",-,"701 - Hyco",151,434,0,585
"Halifax County",-,"702 - Midway",81,336,1,418
"Halifax County",-,"703 - Virgilina",70,233,0,303
"Halifax County",-,"801 - South Boston East",319,185,1,505
"Halifax County",-,"802 - South Boston West",235,128,1,364
"Halifax County",-,"Ab - Central Absentee Precinct",117,195,0,312
"Halifax County",-,Provisional,2,3,5,10
"Hampton City",-,"101 - Aberdeen (CD 3)",885,155,1,"1,041"
"Hampton City",-,"102 - Bassette (CD 3)","1,132",76,2,"1,210"
"Hampton City",-,"103 - City Hall (CD 3)",588,116,2,706
"Hampton City",-,"104 - Cooper (CD 3)","1,182",202,1,"1,385"
"Hampton City",-,"105 - East Hampton (CD 3)",434,174,1,609
"Hampton City",-,"106 - Armstrong (CD 3)",801,522,3,"1,326"
"Hampton City",-,"107 - Lindsay (CD 3)",928,201,2,"1,131"
"Hampton City",-,"108 - Thomas (CD 3)","1,171",153,3,"1,327"
"Hampton City",-,"109 - Phenix (CD 3)","1,333",91,3,"1,427"
"Hampton City",-,"110 - Phoebus (CD 3)",203,135,0,338
"Hampton City",-,"111 - Hampton Library (CD 3)",334,214,0,548
"Hampton City",-,"112 - Smith (CD 3)","1,161",385,3,"1,549"
"Hampton City",-,"115 - Wythe (CD 3)",441,351,2,794
"Hampton City",-,"116 - Jones (CD 3)",493,117,1,611
"Hampton City",-,"117 - Kecoughtan (CD 3)",710,277,1,988
"Hampton City",-,"118 - Mallory (CD 3)","1,383",183,1,"1,567"
"Hampton City",-,"201 - Booker (CD 2)",706,759,5,"1,470"
"Hampton City",-,"202 - Bryan (CD 2)",665,591,2,"1,258"
"Hampton City",-,"203 - Burbank (CD 2)",465,405,3,873
"Hampton City",-,"204 - Forrest (CD 3)",699,363,3,"1,065"
"Hampton City",-,"205 - Asbury (CD 2)",763,"1,225",6,"1,994"
"Hampton City",-,"208 - Kraft (CD 3)","1,103",789,4,"1,896"
"Hampton City",-,"209 - Langley (CD 2)",599,530,2,"1,131"
"Hampton City",-,"210 - Machen (CD 2)","1,228",404,3,"1,635"
"Hampton City",-,"210 - Machen (CD 3)",5,4,0,9
"Hampton City",-,"212 - Bethel (CD 3)","1,439",576,2,"2,017"
"Hampton City",-,"213 - Phillips (CD 2)",961,"1,081",3,"2,045"
"Hampton City",-,"214 - Tucker Capps (CD 3)",845,580,3,"1,428"
"Hampton City",-,"215 - Tyler (CD 3)",244,73,2,319
"Hampton City",-,"216 - Sandy Bottom (CD 2)",599,311,5,915
"Hampton City",-,"217 - Syms (CD 2)",306,351,2,659
"Hampton City",-,"Ab - Central Absentee Precinct (CD 2)",217,163,2,382
"Hampton City",-,"Ab - Central Absentee Precinct (CD 3)",515,165,0,680
"Hampton City",-,"Provisional (CD 2)",7,6,0,13
"Hampton City",-,"Provisional (CD 3)",12,3,0,15
"Hanover County",-,"101 - Ashland",506,394,4,904
"Hanover County",-,"104 - Sliding Hill",450,630,3,"1,083"
"Hanover County",-,"105 - Berkley",483,313,6,802
"Hanover County",-,"106 - Kersey Creek",242,439,1,682
"Hanover County",-,"107 - Chickahominy",342,605,6,953
"Hanover County",-,"201 - Beaverdam",412,"1,006",6,"1,424"
"Hanover County",-,"202 - Blunts",277,402,4,683
"Hanover County",-,"203 - Wilmington Parish",322,768,2,"1,092"
"Hanover County",-,"206 - Courthouse",239,384,0,623
"Hanover County",-,"208 - Oak Knoll",292,586,5,883
"Hanover County",-,"209 - West Hanover",113,163,2,278
"Hanover County",-,"210 - Oak Hill",93,269,1,363
"Hanover County",-,"301 - Clay",410,937,2,"1,349"
"Hanover County",-,"303 - Shady Grove",350,794,5,"1,149"
"Hanover County",-,"304 - Atlee",737,"1,376",9,"2,122"
"Hanover County",-,"305 - Cool Spring",447,813,5,"1,265"
"Hanover County",-,"401 - Battlefield",316,"1,088",4,"1,408"
"Hanover County",-,"403 - Cold Harbor",499,"1,105",10,"1,614"
"Hanover County",-,"404 - Black Creek",327,"1,131",3,"1,461"
"Hanover County",-,"405 - Pebble Creek",269,548,6,823
"Hanover County",-,"406 - Beaverdam Creek",84,176,0,260
"Hanover County",-,"502 - Rural Point",374,844,2,"1,220"
"Hanover County",-,"503 - Newman",335,628,7,970
"Hanover County",-,"504 - Studley",162,649,9,820
"Hanover County",-,"505 - Totopotomoy",185,502,0,687
"Hanover County",-,"506 - Georgetown",273,648,7,928
"Hanover County",-,"507 - Laurel Meadow",332,758,9,"1,099"
"Hanover County",-,"601 - Village",471,"1,291",9,"1,771"
"Hanover County",-,"602 - Lee Davis",347,879,3,"1,229"
"Hanover County",-,"603 - Mechanicsville",323,498,2,823
"Hanover County",-,"604 - Hanover Grove",231,569,0,800
"Hanover County",-,"701 - Farrington",392,820,7,"1,219"
"Hanover County",-,"702 - Montpelier",433,688,4,"1,125"
"Hanover County",-,"703 - Rockville",375,818,4,"1,197"
"Hanover County",-,"704 - Elmont",473,871,11,"1,355"
"Hanover County",-,"705 - South Anna",210,450,1,661
"Hanover County",-,"Ab - Central Absentee Precinct",491,861,6,"1,358"
"Hanover County",-,Provisional,4,4,8,16
"Harrisonburg City",-,"101 - Northeast",613,517,1,"1,131"
"Harrisonburg City",-,"102 - East Central",639,440,3,"1,082"
"Harrisonburg City",-,"103 - Southeast",473,492,4,969
"Harrisonburg City",-,"104 - East",424,477,5,906
"Harrisonburg City",-,"201 - Northwest",576,614,4,"1,194"
"Harrisonburg City",-,"202 - Southwest",604,620,2,"1,226"
"Harrisonburg City",-,"203 - West",559,511,0,"1,070"
"Harrisonburg City",-,"Ab - Central Absentee Precinct",172,206,0,378
"Harrisonburg City",-,Provisional,3,0,0,3
"Henrico County",-,"101 - Coalpit (CD 7)",812,917,8,"1,737"
"Henrico County",-,"102 - Dumbarton (CD 7)",954,401,3,"1,358"
"Henrico County",-,"103 - Glen Allen (CD 7)",741,"1,082",4,"1,827"
"Henrico County",-,"104 - Glenside (CD 7)",611,209,2,822
"Henrico County",-,"105 - Greendale (CD 7)",390,337,3,730
"Henrico County",-,"106 - Hermitage (CD 7)",717,595,3,"1,315"
"Henrico County",-,"107 - Hilliard (CD 7)",352,246,3,601
"Henrico County",-,"108 - Hungary Creek (CD 7)",902,"1,114",5,"2,021"
"Henrico County",-,"109 - Hunton (CD 7)",158,321,1,480
"Henrico County",-,"110 - Johnson (CD 7)",212,188,4,404
"Henrico County",-,"111 - Lakeside (CD 7)",572,562,4,"1,138"
"Henrico County",-,"112 - Longan (CD 7)",581,722,3,"1,306"
"Henrico County",-,"113 - Maude Trevvett (CD 7)",259,352,2,613
"Henrico County",-,"114 - Monument Hills (CD 7)",272,306,2,580
"Henrico County",-,"115 - Staples Mill (CD 7)",871,"1,197",10,"2,078"
"Henrico County",-,"116 - Summit Court (CD 7)",332,302,4,638
"Henrico County",-,"117 - Westwood (CD 7)",498,440,9,947
"Henrico County",-,"201 - Adams (CD 3)",853,55,1,909
"Henrico County",-,"202 - Azalea (CD 3)","1,175",114,3,"1,292"
"Henrico County",-,"203 - Belmont (CD 7)",713,371,4,"1,088"
"Henrico County",-,"204 - Brookland (CD 7)",166,135,5,306
"Henrico County",-,"205 - Canterbury (CD 7)",198,344,0,542
"Henrico County",-,"206 - Central Gardens (CD 3)","1,317",47,0,"1,364"
"Henrico County",-,"207 - Chamberlayne (CD 7)","1,072",373,5,"1,450"
"Henrico County",-,"208 - Fairfield (CD 3)",912,57,1,970
"Henrico County",-,"209 - Glen Lea (CD 3)",651,143,1,795
"Henrico County",-,"210 - Greenwood (CD 7)",630,127,1,758
"Henrico County",-,"211 - Highland Gardens (CD 3)",748,47,2,797
"Henrico County",-,"212 - Hollybrook (CD 7)",267,142,2,411
"Henrico County",-,"213 - Hungary (CD 7)",649,135,2,786
"Henrico County",-,"214 - Longdale (CD 7)",457,262,1,720
"Henrico County",-,"215 - Maplewood (CD 3)","1,321",70,0,"1,391"
"Henrico County",-,"216 - Moody (CD 7)",256,249,0,505
"Henrico County",-,"217 - Mountain (CD 7)",169,155,2,326
"Henrico County",-,"218 - Oakview (CD 7)",33,44,0,77
"Henrico County",-,"219 - Randolph (CD 7)",162,29,0,191
"Henrico County",-,"220 - Ratcliffe (CD 3)","1,532",81,3,"1,616"
"Henrico County",-,"221 - Stratford Hall (CD 7)",85,72,2,159
"Henrico County",-,"222 - Wilder (CD 3)",931,187,2,"1,120"
"Henrico County",-,"223 - Yellow Tavern (CD 7)",888,637,3,"1,528"
"Henrico County",-,"301 - Causeway (CD 7)",419,525,2,946
"Henrico County",-,"302 - Cedarfield (CD 7)",529,838,4,"1,371"
"Henrico County",-,"303 - Innsbrook (CD 7)",562,678,6,"1,246"
"Henrico County",-,"304 - Jackson Davis (CD 7)",328,479,2,809
"Henrico County",-,"305 - Nuckols Farm (CD 7)",660,"1,084",4,"1,748"
"Henrico County",-,"306 - Pocahontas (CD 7)",502,579,7,"1,088"
"Henrico County",-,"307 - Ridge (CD 7)",322,455,2,779
"Henrico County",-,"308 - Rivers Edge (CD 7)",488,903,3,"1,394"
"Henrico County",-,"309 - Sadler (CD 7)",438,675,6,"1,119"
"Henrico County",-,"310 - Shady Grove (CD 7)",551,"1,074",3,"1,628"
"Henrico County",-,"311 - Short Pump (CD 7)",589,848,4,"1,441"
"Henrico County",-,"312 - Springfield (CD 7)",405,406,3,814
"Henrico County",-,"313 - Stoney Run (CD 7)",805,"1,124",12,"1,941"
"Henrico County",-,"314 - Three Chopt (CD 7)",578,741,7,"1,326"
"Henrico County",-,"315 - Tucker (CD 7)",797,417,3,"1,217"
"Henrico County",-,"401 - Byrd (CD 7)",701,780,5,"1,486"
"Henrico County",-,"402 - Crestview (CD 7)",505,462,3,970
"Henrico County",-,"403 - Derbyshire (CD 7)",400,732,5,"1,137"
"Henrico County",-,"404 - Freeman (CD 7)",389,515,2,906
"Henrico County",-,"405 - Gayton (CD 7)",728,"1,129",5,"1,862"
"Henrico County",-,"406 - Godwin (CD 7)",616,718,7,"1,341"
"Henrico County",-,"407 - Lakewood (CD 7)",408,686,3,"1,097"
"Henrico County",-,"408 - Lauderdale (CD 7)",558,638,11,"1,207"
"Henrico County",-,"409 - Maybeury (CD 7)",599,809,3,"1,411"
"Henrico County",-,"410 - Mooreland (CD 7)",294,662,1,957
"Henrico County",-,"411 - Pemberton (CD 7)",480,504,3,987
"Henrico County",-,"412 - Pinchbeck (CD 7)",635,791,1,"1,427"
"Henrico County",-,"413 - Ridgefield (CD 7)",660,909,8,"1,577"
"Henrico County",-,"414 - Rollingwood (CD 7)",514,585,6,"1,105"
"Henrico County",-,"415 - Skipwith (CD 7)",368,363,3,734
"Henrico County",-,"416 - Spottswood (CD 7)",251,337,6,594
"Henrico County",-,"417 - Tuckahoe (CD 7)",701,"1,426",6,"2,133"
"Henrico County",-,"418 - Welborne (CD 7)",370,441,0,811
"Henrico County",-,"419 - West End (CD 7)",581,754,5,"1,340"
"Henrico County",-,"501 - Antioch (CD 3)",282,722,3,"1,007"
"Henrico County",-,"502 - Cedar Fork (CD 3)",471,96,4,571
"Henrico County",-,"503 - Chickahominy (CD 3)",541,661,1,"1,203"
"Henrico County",-,"504 - Donahoe (CD 3)",470,225,0,695
"Henrico County",-,"505 - Dorey (CD 3)",622,653,3,"1,278"
"Henrico County",-,"506 - Eanes (CD 3)",659,233,2,894
"Henrico County",-,"507 - Elko (CD 3)",115,276,8,399
"Henrico County",-,"508 - Highland Springs (CD 3)",706,167,3,876
"Henrico County",-,"509 - Laburnum (CD 3)",613,258,1,872
"Henrico County",-,"510 - Mehfoud (CD 3)",713,279,1,993
"Henrico County",-,"511 - Montrose (CD 3)","1,538",248,2,"1,788"
"Henrico County",-,"512 - Nine Mile (CD 3)",290,199,3,492
"Henrico County",-,"513 - Pleasants (CD 3)","1,182",151,1,"1,334"
"Henrico County",-,"514 - Rolfe (CD 3)","2,144",219,3,"2,366"
"Henrico County",-,"515 - Sandston (CD 3)",299,648,7,954
