County/City,Ward,Pct,"Mark R. Warner","James Jim S. Gilmore, III","Glenda Gail Parker","William B. Redpath","All Others","Total Votes Cast"
,,,Democratic,Republican,Independent,Libertarian
"James City County",-,"301 - Powhatan A (CD 1)","1,180",924,15,15,1,"2,135"
"James City County",-,"302 - Powhatan B (CD 1)",589,266,6,11,0,872
"James City County",-,"303 - Powhatan C (CD 1)","1,486","1,221",12,19,3,"2,741"
"James City County",-,"304 - Powhatan D (CD 1)","1,454",723,10,13,7,"2,207"
"James City County",-,"401 - Stonehouse A (CD 1)","1,515","1,131",18,20,0,"2,684"
"James City County",-,"402 - Stonehouse B (CD 1)","1,286","1,046",9,15,1,"2,357"
"James City County",-,"403 - Stonehouse C (CD 1)",939,850,5,16,1,"1,811"
"James City County",-,"501 - Roberts A (CD 1)","1,392",647,13,18,2,"2,072"
"James City County",-,"502 - Roberts B (CD 1)",733,602,3,7,1,"1,346"
"James City County",-,"503 - Roberts C (CD 1)",613,275,7,9,1,905
"James City County",-,"Ab - Central Absentee Precinct (CD 1)","4,683","2,727",35,40,5,"7,490"
"James City County",-,"Provisional Votes (CD 1)",14,9,0,0,0,23
"King and Queen County",-,"101 - Owenton (CD 1)",523,137,3,5,0,668
"King and Queen County",-,"201 - Clarks (CD 1)",391,263,4,4,0,662
"King and Queen County",-,"301 - Shacklefords (CD 1)",360,239,5,6,0,610
"King and Queen County",-,"401 - Courthouse (CD 1)",365,161,2,1,0,529
"King and Queen County",-,"501 - Oldmill (CD 1)",347,274,2,5,0,628
"King and Queen County",-,"Ab - Central Absentee Precinct (CD 1)",353,130,1,2,1,487
"King and Queen County",-,"Provisional Votes (CD 1)",1,0,0,0,0,1
"King George County",-,"101 - Courthouse (CD 1)",891,593,10,9,2,"1,505"
"King George County",-,"102 - Passapatanzy (CD 1)",525,329,3,4,0,861
"King George County",-,"201 - Monroe (CD 1)","1,699","1,403",18,14,3,"3,137"
"King George County",-,"301 - Dahlgren (CD 1)","1,043",623,12,9,1,"1,688"
"King George County",-,"401 - Shiloh (CD 1)","1,173",762,16,8,3,"1,962"
"King George County",-,"Ab - Central Absentee Precinct (CD 1)",693,401,8,5,0,"1,107"
"King George County",-,"Provisional Votes (CD 1)",2,1,0,0,0,3
"King William County",-,"101 - West Point (CD 1)",820,570,5,4,1,"1,400"
"King William County",-,"201 - Sweet Hall (CD 1)",360,235,2,2,0,599
"King William County",-,"202 - Courthouse (CD 1)",673,345,7,5,0,"1,030"
"King William County",-,"301 - Aylett (CD 1)",772,715,9,14,3,"1,513"
"King William County",-,"401 - Manquin (CD 1)",765,694,7,5,3,"1,474"
"King William County",-,"501 - Mangohick (CD 1)",920,665,10,12,2,"1,609"
"King William County",-,"Ab - Central Absentee Precinct (CD 1)",409,212,0,3,0,624
"King William County",-,"Provisional Votes (CD 1)",0,0,0,0,0,0
"Lancaster County",-,"101 - Precinct 1-1 (CD 1)",747,487,5,2,0,"1,241"
"Lancaster County",-,"201 - Precinct 2-1 (CD 1)",705,268,2,7,0,982
"Lancaster County",-,"301 - Precinct 3-1 (CD 1)",427,412,3,9,0,851
"Lancaster County",-,"302 - Precinct 3-2 (CD 1)",214,226,2,5,0,447
"Lancaster County",-,"401 - Precinct 4-1 (CD 1)",846,334,2,8,0,"1,190"
"Lancaster County",-,"501 - Precinct 5-1 (CD 1)",635,568,6,8,1,"1,218"
"Lancaster County",-,"Ab - Central Absentee Precinct (CD 1)",493,306,4,3,0,806
"Lancaster County",-,"Provisional Votes (CD 1)",5,1,0,0,0,6
"Lee County",-,"101 - Elydale (CD 9)",258,213,0,0,0,471
"Lee County",-,"102 - Ewing (CD 9)",229,215,1,1,0,446
"Lee County",-,"103 - Rose Hill (CD 9)",455,320,11,0,0,786
"Lee County",-,"201 - Blackwater (CD 9)",100,54,0,0,0,154
"Lee County",-,"202 - Flatwoods (CD 9)",350,290,4,3,0,647
"Lee County",-,"203 - North Jonesville (CD 9)",288,192,5,0,0,485
"Lee County",-,"204 - South Jonesville (CD 9)",379,211,4,2,0,596
"Lee County",-,"301 - Ben Hur (CD 9)",454,315,1,3,1,774
"Lee County",-,"302 - West Pennington Gap (CD 9)",249,157,3,0,0,409
"Lee County",-,"303 - Woodway (CD 9)",449,248,4,2,0,703
"Lee County",-,"401 - Stickleyville (CD 9)",232,155,1,1,1,390
"Lee County",-,"402 - Jasper (CD 9)",182,78,1,0,0,261
"Lee County",-,"403 - Seminary (CD 9)",189,138,1,0,0,328
"Lee County",-,"404 - Dryden (CD 9)",440,205,3,3,0,651
"Lee County",-,"501 - Saint Charles (CD 9)",203,20,2,0,0,225
"Lee County",-,"502 - Stone Creek (CD 9)",138,44,2,0,0,184
"Lee County",-,"503 - East Pennington Gap (CD 9)",349,203,5,1,0,558
"Lee County",-,"504 - Robbins Chapel (CD 9)",76,40,3,1,1,121
"Lee County",-,"505 - Keokee (CD 9)",164,25,2,0,0,191
"Lee County",-,"Ab - Central Absentee Precinct (CD 9)",322,288,7,2,0,619
"Lee County",-,"Provisional Votes (CD 9)",1,0,0,0,0,1
"Lexington City",-,"1 - Lexington (CD 6)","1,502",531,4,14,3,"2,054"
"Lexington City",-,"Ab - Central Absentee Precinct (CD 6)",294,57,3,3,0,357
"Lexington City",-,"Provisional Votes (CD 6)",0,0,0,0,0,0
"Loudoun County",-,"101 - Sanders Corner (CD 10)",989,766,8,14,1,"1,778"
"Loudoun County",-,"102 - Ashburn Farm (CD 10)","1,560","1,106",10,16,0,"2,692"
"Loudoun County",-,"105 - Hillside (CD 10)","1,377",940,5,12,2,"2,336"
"Loudoun County",-,"106 - Eagle Ridge (CD 10)","2,180","1,361",19,26,3,"3,589"
"Loudoun County",-,"107 - Little River (CD 10)","2,141","1,445",19,15,2,"3,622"
"Loudoun County",-,"108 - Mercer (CD 10)","2,168","1,455",17,12,4,"3,656"
"Loudoun County",-,"109 - Hutchison (CD 10)","1,629",969,10,9,1,"2,618"
"Loudoun County",-,"110 - Oak Grove (CD 10)",430,104,0,4,2,540
"Loudoun County",-,"111 - Briar Woods (CD 10)","2,912","1,569",29,20,3,"4,533"
"Loudoun County",-,"112 - Freedom (CD 10)","1,682","1,023",18,12,1,"2,736"
"Loudoun County",-,"207 - River Bend (CD 10)",690,491,11,6,2,"1,200"
"Loudoun County",-,"208 - Algonkian (CD 10)","1,269",716,12,8,1,"2,006"
"Loudoun County",-,"209 - Potomac Falls (CD 10)","1,056",588,14,10,2,"1,670"
"Loudoun County",-,"210 - Cascades (CD 10)","1,272",677,11,8,1,"1,969"
"Loudoun County",-,"211 - Buchanan (CD 10)",489,216,2,5,1,713
"Loudoun County",-,"212 - Claude Moore Park (CD 10)","1,247",553,18,15,2,"1,835"
"Loudoun County",-,"213 - Countryside (CD 10)",683,443,14,8,1,"1,149"
"Loudoun County",-,"301 - Purcellville (CD 10)","2,027","1,572",16,17,3,"3,635"
"Loudoun County",-,"302 - Round Hill (CD 10)","1,489","1,263",7,12,2,"2,773"
"Loudoun County",-,"303 - Hillsboro (CD 10)",760,682,9,9,1,"1,461"
"Loudoun County",-,"304 - Hamilton (CD 10)","1,324","1,091",12,9,2,"2,438"
"Loudoun County",-,"305 - Philomont (CD 10)",705,618,4,5,0,"1,332"
"Loudoun County",-,"306 - Between The Hills (CD 10)",126,127,1,1,0,255
"Loudoun County",-,"307 - Middleburg (CD 10)",567,233,3,5,1,809
"Loudoun County",-,"308 - St Louis (CD 10)",595,282,1,2,2,882
"Loudoun County",-,"309 - Aldie (CD 10)",413,232,2,3,1,651
"Loudoun County",-,"401 - West Lovettsville (CD 10)",911,707,8,9,2,"1,637"
"Loudoun County",-,"402 - Waterford (CD 10)",862,656,2,10,2,"1,532"
"Loudoun County",-,"403 - Lucketts (CD 10)",714,573,6,6,1,"1,300"
"Loudoun County",-,"405 - Greenway (CD 10)",653,347,13,9,1,"1,023"
"Loudoun County",-,"406 - Balls Bluff (CD 10)","1,160",735,7,7,0,"1,909"
"Loudoun County",-,"407 - Harper Park (CD 10)","1,397","1,197",9,10,1,"2,614"
"Loudoun County",-,"408 - Evergreen (CD 10)","1,274","1,001",8,10,0,"2,293"
"Loudoun County",-,"409 - Clarkes Gap (CD 10)",616,454,3,10,1,"1,084"
"Loudoun County",-,"410 - Tolbert (CD 10)","1,472",758,9,23,1,"2,263"
"Loudoun County",-,"411 - East Lovettsville (CD 10)",843,606,7,9,3,"1,468"
"Loudoun County",-,"412 - Heritage (CD 10)",678,576,5,3,0,"1,262"
"Loudoun County",-,"501 - West Leesburg (CD 10)","1,084",521,14,18,1,"1,638"
"Loudoun County",-,"502 - East Leesburg (CD 10)","1,343",520,10,18,2,"1,893"
"Loudoun County",-,"503 - Dry Mill (CD 10)",565,344,8,6,0,923
"Loudoun County",-,"504 - Smarts Mill (CD 10)","1,043",584,8,7,5,"1,647"
"Loudoun County",-,"505 - Cool Spring (CD 10)","1,031",768,7,20,1,"1,827"
"Loudoun County",-,"506 - Brandon Park (CD 10)",685,316,10,11,0,"1,022"
"Loudoun County",-,"604 - Sugarland North (CD 10)","1,349",832,7,7,4,"2,199"
"Loudoun County",-,"605 - Sugarland South (CD 10)","1,089",546,12,16,1,"1,664"
"Loudoun County",-,"606 - Seneca (CD 10)",914,564,6,10,1,"1,495"
"Loudoun County",-,"607 - Lowes Island (CD 10)",997,700,9,5,0,"1,711"
"Loudoun County",-,"608 - Mirror Ridge (CD 10)","1,080",443,15,16,0,"1,554"
"Loudoun County",-,"609 - South Bank (CD 10)","1,079",639,6,7,0,"1,731"
"Loudoun County",-,"701 - Sully (CD 10)",877,405,12,12,2,"1,308"
"Loudoun County",-,"702 - Park View (CD 10)","1,172",633,8,9,2,"1,824"
"Loudoun County",-,"703 - Rolling Ridge (CD 10)","1,102",448,20,13,3,"1,586"
"Loudoun County",-,"704 - Guilford (CD 10)",678,368,9,5,1,"1,061"
"Loudoun County",-,"705 - Forest Grove (CD 10)","1,007",589,8,11,1,"1,616"
"Loudoun County",-,"808 - Stone Bridge (CD 10)","1,314",836,12,12,2,"2,176"
"Loudoun County",-,"809 - Russell Branch (CD 10)","1,203",710,17,10,2,"1,942"
"Loudoun County",-,"810 - Cedar Lane (CD 10)","1,159",653,13,9,3,"1,837"
"Loudoun County",-,"811 - Dominion (CD 10)","1,288",717,8,12,4,"2,029"
"Loudoun County",-,"812 - Farmwell Station (CD 10)","2,184","1,172",17,9,7,"3,389"
"Loudoun County",-,"813 - Seldens Landing (CD 10)","1,507",709,19,19,2,"2,256"
"Loudoun County",-,"814 - Newton-lee (CD 10)","1,815","1,334",12,12,3,"3,176"
"Loudoun County",-,"815 - Belmont Ridge (CD 10)","1,602","1,095",10,11,1,"2,719"
"Loudoun County",-,"Ab - Central Absentee Precinct (CD 10)","12,897","6,366",110,89,22,"19,484"
"Loudoun County",-,"Provisional Votes (CD 10)",46,18,0,0,0,64
"Louisa County",-,"101 - Zion (CD 7)",678,509,6,1,1,"1,195"
"Louisa County",-,"102 - Mechanicsville (CD 7)",598,384,12,3,0,997
"Louisa County",-,"201 - Louisa #1 (CD 7)",558,337,5,7,2,909
"Louisa County",-,"202 - Louisa #2 (CD 7)",503,284,8,5,1,801
"Louisa County",-,"301 - Patrick Henry No 1 (CD 7)","1,253",558,6,10,4,"1,831"
"Louisa County",-,"401 - Mineral (CD 7)",695,566,9,4,0,"1,274"
"Louisa County",-,"402 - Yanceyville (CD 7)",342,135,4,4,0,485
"Louisa County",-,"501 - Fredericks Hall (CD 7)",578,288,6,2,0,874
"Louisa County",-,"502 - Cuckoo (CD 7)",561,363,13,7,0,944
"Louisa County",-,"601 - Bumpass (CD 7)",481,482,10,9,1,983
"Louisa County",-,"602 - Locust Creek (CD 7)",517,457,12,10,0,996
"Louisa County",-,"701 - Sheltons Mill (CD 7)",625,483,8,3,1,"1,120"
"Louisa County",-,"702 - South Anna (CD 7)",424,301,1,3,0,729
"Louisa County",-,"Ab - Central Absentee Precinct (CD 7)","1,193",704,7,14,1,"1,919"
"Louisa County",-,"Provisional Votes (CD 7)",14,8,0,1,0,23
"Lunenburg County",-,"101 - Plymouth (CD 5)",325,223,3,0,1,552
"Lunenburg County",-,"201 - Browns Store (CD 5)",349,234,5,5,1,594
"Lunenburg County",-,"301 - Rosebud (CD 5)",327,214,3,3,0,547
"Lunenburg County",-,"302 - Flat Rock (CD 5)",142,63,2,1,0,208
"Lunenburg County",-,"401 - Arrowhead Gun Club (CD 5)",142,115,1,1,0,259
"Lunenburg County",-,"402 - Pleasant Grove (CD 5)",301,199,10,2,0,512
"Lunenburg County",-,"501 - Reedy Creek (CD 5)",220,124,6,2,0,352
"Lunenburg County",-,"502 - Peoples Community Center (CD 5)",388,70,2,1,0,461
"Lunenburg County",-,"601 - Hounds Creek (CD 5)",565,208,1,5,0,779
"Lunenburg County",-,"701 - Meherrin Fire Department (CD 5)",208,123,2,3,0,336
"Lunenburg County",-,"702 - Victoria Christian Church (CD 5)",245,197,1,1,0,444
"Lunenburg County",-,"Ab - Central Absentee Precinct (CD 5)",330,162,2,2,0,496
"Lunenburg County",-,"Provisional Votes (CD 5)",0,0,0,0,0,0
"Lynchburg City",-,"101 - First Ward First Precinct (CD 6)","1,687","1,315",10,18,13,"3,043"
"Lynchburg City",-,"102 - First Ward Second Precinct (CD 6)","1,248",837,4,4,2,"2,095"
"Lynchburg City",-,"103 - First Ward Third Precinct (CD 6)","1,004",611,6,6,2,"1,629"
"Lynchburg City",-,"104 - First Ward Fourth Precinct (CD 6)",628,284,4,7,0,923
"Lynchburg City",-,"105 - First Ward Fifth Precinct (CD 6)",752,371,3,5,2,"1,133"
"Lynchburg City",-,"201 - Second Ward First Precinct (CD 6)","1,969",314,9,19,1,"2,312"
"Lynchburg City",-,"202 - Second Ward Second Precinct (CD 6)","1,531",203,6,5,0,"1,745"
"Lynchburg City",-,"203 - Second Ward Third Precinct (CD 6)",617,90,2,2,2,713
"Lynchburg City",-,"301 - Third Ward First Precinct (CD 6)",781,473,3,10,0,"1,267"
"Lynchburg City",-,"302 - Third Ward Second Precinct (CD 6)",414,214,4,4,0,636
"Lynchburg City",-,"303 - Third Ward Third Precinct (CD 6)",595,450,6,16,1,"1,068"
"Lynchburg City",-,"304 - Third Ward Fourth Precinct (CD 6)",817,"2,734",25,26,9,"3,611"
"Lynchburg City",-,"305 - Third Ward Fifth Precinct (CD 6)",692,803,9,7,2,"1,513"
"Lynchburg City",-,"401 - Fourth Ward First Precinct (CD 6)","1,202","1,264",7,12,2,"2,487"
"Lynchburg City",-,"402 - Fourth Ward Second Precinct (CD 6)",557,521,3,2,0,"1,083"
"Lynchburg City",-,"403 - Fourth Ward Third Precinct (CD 6)","1,420","1,098",16,26,5,"2,565"
"Lynchburg City",-,"404 - Fourth Ward Fourth Precinct (CD 6)","1,336",809,4,10,5,"2,164"
"Lynchburg City",-,"Ab - Central Absentee Precinct (CD 6)","2,597","1,086",17,9,8,"3,717"
"Lynchburg City",-,"Provisional Votes (CD 6)",5,12,1,1,0,19
"Madison County",-,"1 - Oak Park (CD 7)",401,234,5,2,0,642
"Madison County",-,"2 - Radiant (CD 7)",627,377,6,4,1,"1,015"
"Madison County",-,"3 - Rochelle (CD 7)",238,242,6,2,0,488
"Madison County",-,"4 - Graves Mill (CD 7)",24,24,0,0,0,48
"Madison County",-,"5 - Madison (CD 7)",691,426,16,4,0,"1,137"
"Madison County",-,"6 - Wolftown (CD 7)",370,261,9,5,1,646
"Madison County",-,"7 - Brightwood (CD 7)",509,507,11,5,0,"1,032"
"Madison County",-,"8 - Criglersville (CD 7)",252,236,7,3,0,498
"Madison County",-,"9 - Etlan (CD 7)",178,132,4,0,0,314
"Madison County",-,"Ab - Central Absentee Precinct (CD 7)",411,218,4,1,0,634
"Madison County",-,"Provisional Votes (CD 7)",0,0,0,0,0,0
"Manassas City",-,"1 - Dean (CD 10)","1,392",955,10,13,2,"2,372"
"Manassas City",-,"2 - Weems (CD 10)","1,078",613,15,11,2,"1,719"
"Manassas City",-,"3 - Metz (CD 10)","1,148",707,12,10,0,"1,877"
"Manassas City",-,"4 - Haydon (CD 10)","1,354",759,11,6,6,"2,136"
"Manassas City",-,"5 - Baldwin (CD 10)","1,211",568,4,10,8,"1,801"
"Manassas City",-,"Ab - Central Absentee Precinct (CD 10)","1,440",565,8,14,7,"2,034"
"Manassas City",-,"Provisional Votes (CD 10)",1,0,0,0,0,1
"Manassas Park City",-,"1 - Precinct One (CD 10)","1,218",608,18,12,1,"1,857"
"Manassas Park City",-,"2 - Precinct Two (CD 10)","1,012",441,13,6,1,"1,473"
"Manassas Park City",-,"Ab - Central Absentee Precinct (CD 10)",511,215,8,4,0,738
"Manassas Park City",-,"Provisional Votes (CD 10)",2,0,0,0,0,2
"Martinsville City",-,"1 - Precinct #1 (CD 5)",608,4,0,0,0,612
"Martinsville City",-,"2 - Precinct #2 (CD 5)",906,181,4,1,1,"1,093"
"Martinsville City",-,"3 - Precinct #3 (CD 5)",689,122,2,2,1,816
"Martinsville City",-,"4 - Precinct #4 (CD 5)",998,160,8,5,0,"1,171"
"Martinsville City",-,"5 - Precinct #5 (CD 5)","1,045",458,2,9,0,"1,514"
"Martinsville City",-,"6 - Precinct #6 (CD 5)",348,2,0,0,0,350
"Martinsville City",-,"Ab - Central Absentee Precinct (CD 5)",667,162,2,3,0,834
"Martinsville City",-,"Provisional Votes (CD 5)",0,0,0,0,0,0
"Mathews County",-,"1 - Chesapeake (CD 1)",576,441,2,3,1,"1,023"
"Mathews County",-,"2 - Westville (CD 1)",911,669,9,7,0,"1,596"
"Mathews County",-,"3 - Piankatank (CD 1)",968,729,8,8,1,"1,714"
"Mathews County",-,"Ab - Central Absentee Precinct (CD 1)",615,389,7,7,0,"1,018"
"Mathews County",-,"Provisional Votes (CD 1)",0,0,0,0,0,0
"Mecklenburg County",-,"101 - Wrights Store (CD 5)",272,164,4,1,0,441
"Mecklenburg County",-,"102 - Pearsons Store (CD 5)",63,83,2,1,0,149
"Mecklenburg County",-,"103 - South Clarksville (CD 5)",582,246,16,7,0,851
"Mecklenburg County",-,"201 - Boydton (CD 5)",326,145,1,5,0,477
"Mecklenburg County",-,"202 - Bluestone Senior High School (CD 5)",147,42,3,2,0,194
"Mecklenburg County",-,"203 - Chase City Vfw Post (CD 5)",292,56,2,1,0,351
"Mecklenburg County",-,"301 - Bracey (CD 5)",458,504,13,2,0,977
"Mecklenburg County",-,"302 - Lacrosse (CD 5)",422,282,5,3,0,712
"Mecklenburg County",-,"401 - American Legion Hall (CD 5)",936,345,9,12,0,"1,302"
"Mecklenburg County",-,"402 - Park View Middle School (CD 5)",173,44,1,1,0,219
"Mecklenburg County",-,"501 - South Hill (CD 5)",815,604,15,10,0,"1,444"
"Mecklenburg County",-,"601 - Baskerville (CD 5)",328,319,7,5,0,659
"Mecklenburg County",-,"602 - Union Level (CD 5)",216,228,8,2,0,454
"Mecklenburg County",-,"603 - Smith Crossroads (CD 5)",137,121,0,1,0,259
"Mecklenburg County",-,"604 - Lake Gaston (CD 5)",124,131,1,1,0,257
"Mecklenburg County",-,"701 - Chase City (CD 5)",403,293,2,5,0,703
"Mecklenburg County",-,"702 - Sunshine (CD 5)",224,193,3,4,0,424
"Mecklenburg County",-,"801 - Finchley (CD 5)",138,137,0,1,0,276
"Mecklenburg County",-,"802 - Bluestone (CD 5)",376,306,8,6,0,696
"Mecklenburg County",-,"803 - Chase City Elementary School (CD 5)",332,201,7,6,0,546
"Mecklenburg County",-,"901 - Averett (CD 5)",70,87,3,2,0,162
"Mecklenburg County",-,"902 - Buffalo Springs (CD 5)",151,169,2,3,0,325
"Mecklenburg County",-,"903 - Clarksville (CD 5)",579,599,11,6,0,"1,195"
"Mecklenburg County",-,"Ab - Central Absentee Precinct (CD 5)",873,447,9,10,1,"1,340"
"Mecklenburg County",-,"Provisional Votes (CD 5)",8,1,0,0,0,9
"Middlesex County",-,"101 - Saluda (CD 1)",430,285,5,7,0,727
"Middlesex County",-,"102 - Urbanna (CD 1)",372,299,3,5,1,680
"Middlesex County",-,"103 - Harmony Village (CD 1)",358,225,2,1,0,586
"Middlesex County",-,"201 - Wilton (CD 1)",583,468,9,8,0,"1,068"
"Middlesex County",-,"202 - New Market (CD 1)",620,608,3,5,0,"1,236"
"Middlesex County",-,"301 - Waterview (CD 1)",243,184,5,2,0,434
"Middlesex County",-,"302 - Church View (CD 1)",325,203,1,6,0,535
"Middlesex County",-,"Ab - Central Absentee Precinct (CD 1)",394,238,6,2,0,640
"Middlesex County",-,"Provisional Votes (CD 1)",0,0,0,0,0,0
"Montgomery County",-,"101 - Precinct A-1 (CD 9)",976,432,5,7,1,"1,421"
"Montgomery County",-,"102 - Precinct A-2 (CD 9)","1,767",530,19,27,3,"2,346"
"Montgomery County",-,"103 - Precinct A-3 (CD 9)","1,640",364,13,24,3,"2,044"
"Montgomery County",-,"201 - Precinct B-1 (CD 9)",740,350,5,9,0,"1,104"
"Montgomery County",-,"202 - Precinct B-2 (CD 9)","1,483",644,14,21,3,"2,165"
"Montgomery County",-,"203 - Precinct B-3 (CD 9)",840,434,6,11,0,"1,291"
"Montgomery County",-,"204 - Precinct B-4 (CD 9)","1,397",707,6,9,4,"2,123"
"Montgomery County",-,"301 - Precinct C-1 (CD 9)",978,581,10,8,1,"1,578"
"Montgomery County",-,"302 - Precinct C-2 (CD 9)",949,619,15,3,2,"1,588"
"Montgomery County",-,"303 - Precinct C-3 (CD 9)",367,247,0,4,0,618
"Montgomery County",-,"304 - Precinct C-4 (CD 9)",919,503,5,5,2,"1,434"
"Montgomery County",-,"401 - Precinct D-1 (CD 9)",655,383,6,5,1,"1,050"
"Montgomery County",-,"402 - Precinct D-2 (CD 9)",777,609,8,5,0,"1,399"
"Montgomery County",-,"403 - Precinct D-3 (CD 9)",775,474,8,9,0,"1,266"
"Montgomery County",-,"404 - Precinct D-4 (CD 9)",433,290,7,2,0,732
"Montgomery County",-,"405 - Precinct D-5 (CD 9)","1,019",523,5,7,2,"1,556"
"Montgomery County",-,"501 - Precinct E-1 (CD 9)","2,550","1,078",28,37,8,"3,701"
"Montgomery County",-,"502 - Precinct E-2 (CD 9)",416,224,3,3,0,646
"Montgomery County",-,"601 - Precinct F-1 (CD 9)","1,904",592,7,32,3,"2,538"
"Montgomery County",-,"602 - Precinct F-2 (CD 9)","1,330",375,8,14,1,"1,728"
"Montgomery County",-,"701 - Precinct G-1 (CD 9)","1,691",482,20,34,4,"2,231"
"Montgomery County",-,"702 - Precinct G-2 (CD 9)","1,746",571,15,22,5,"2,359"
"Montgomery County",-,"Ab - Central Absentee Precinct (CD 9)","2,207",754,10,24,1,"2,996"
"Montgomery County",-,"Provisional Votes (CD 9)",5,1,0,0,0,6
"Nelson County",-,"101 - Rockfish (CD 5)","1,023",457,4,6,0,"1,490"
"Nelson County",-,"201 - Lovingston (CD 5)",484,218,2,5,1,710
"Nelson County",-,"202 - Schuyler (CD 5)",409,167,2,4,0,582
"Nelson County",-,"301 - Shipman (CD 5)",884,315,3,6,1,"1,209"
"Nelson County",-,"302 - Gladstone (CD 5)",161,58,0,0,0,219
"Nelson County",-,"401 - Roseland (CD 5)",731,390,2,4,0,"1,127"
"Nelson County",-,"402 - Montebello (CD 5)",62,49,1,3,0,115
"Nelson County",-,"501 - Faber (CD 5)",387,174,3,2,0,566
"Nelson County",-,"502 - Nellysford (CD 5)",866,391,2,3,0,"1,262"
"Nelson County",-,"Ab - Central Absentee Precinct (CD 5)",573,193,4,5,0,775
"Nelson County",-,"Provisional Votes (CD 5)",1,0,0,0,0,1
"New Kent County",-,"102 - Tunstall (CD 3)",232,283,5,6,0,526
"New Kent County",-,"103 - Southern Branch (CD 3)",551,662,5,8,0,"1,226"
"New Kent County",-,"201 - Quinton (CD 3)",532,478,3,12,1,"1,026"
"New Kent County",-,"202 - Kentwood (CD 3)",408,428,2,7,0,845
"New Kent County",-,"301 - Watkins (CD 3)",547,333,2,9,1,892
"New Kent County",-,"302 - Cumberland (CD 3)",356,268,5,6,0,635
"New Kent County",-,"402 - Chickahominy River (CD 3)",396,421,5,4,0,826
"New Kent County",-,"403 - Airport (CD 3)",318,332,5,6,0,661
"New Kent County",-,"501 - Eltham (CD 3)",440,342,7,4,0,793
"New Kent County",-,"503 - Providence Forge (CD 3)",819,878,7,17,5,"1,726"
"New Kent County",-,"Ab - Central Absentee Precinct (CD 3)",388,287,6,4,1,686
"New Kent County",-,"Provisional Votes (CD 3)",2,1,0,0,0,3
"Newport News City",-,"101 - Denbigh (CD 3)","2,229",426,17,13,0,"2,685"
"Newport News City",-,"102 - Epes (CD 3)","2,195",378,19,14,3,"2,609"
"Newport News City",-,"103 - Jenkins (CD 3)","1,704",622,19,15,0,"2,360"
"Newport News City",-,"104 - Mcintosh (CD 3)","1,364",289,17,4,3,"1,677"
"Newport News City",-,"105 - Oyster Point (CD 3)",319,183,3,3,2,510
"Newport News City",-,"106 - Reservoir (CD 3)","2,092",650,25,17,4,"2,788"
"Newport News City",-,"107 - Richneck (CD 1)","1,813",791,18,17,1,"2,640"
"Newport News City",-,"108 - Lee Hall (CD 3)","1,544",399,21,11,2,"1,977"
"Newport News City",-,"109 - Windsor (CD 1)",905,398,11,10,1,"1,325"
"Newport News City",-,"110 - Greenwood (CD 1)",0,0,0,0,0,0
"Newport News City",-,"110 - Greenwood (CD 3)","1,721",382,24,12,4,"2,143"
"Newport News City",-,"201 - Bland (CD 3)",319,104,5,0,0,428
"Newport News City",-,"202 - Boulevard (CD 1)","1,151",690,15,16,4,"1,876"
"Newport News City",-,"203 - Charles (CD 3)","1,648","1,134",13,16,2,"2,813"
"Newport News City",-,"204 - Wellesley (CD 1)",899,462,10,13,2,"1,386"
"Newport News City",-,"205 - Deep Creek (CD 1)","1,087",986,10,13,1,"2,097"
"Newport News City",-,"208 - Hidenwood (CD 1)",694,552,6,11,0,"1,263"
"Newport News City",-,"209 - Hilton (CD 1)",997,616,11,17,4,"1,645"
"Newport News City",-,"210 - Nelson (CD 3)","1,870","1,110",9,15,1,"3,005"
"Newport News City",-,"211 - Palmer (CD 1)","1,257",578,8,17,1,"1,861"
"Newport News City",-,"212 - Riverside (CD 1)",663,452,3,7,0,"1,125"
"Newport News City",-,"213 - Sanford (CD 3)",427,388,3,10,2,830
"Newport News City",-,"215 - Warwick (CD 1)",803,318,8,8,1,"1,138"
"Newport News City",-,"216 - Yates (CD 1)",721,524,4,7,0,"1,256"
"Newport News City",-,"217 - Riverview (CD 3)","1,037",750,6,9,3,"1,805"
"Newport News City",-,"218 - Kiln Creek (CD 1)","1,877",899,17,14,5,"2,812"
"Newport News City",-,"219 - Deer Park (CD 1)","1,953",836,30,17,12,"2,848"
"Newport News City",-,"302 - Briarfield (CD 3)","1,241",230,12,2,1,"1,486"
"Newport News City",-,"303 - Carver (CD 3)",942,170,10,9,0,"1,131"
"Newport News City",-,"304 - Chestnut (CD 3)",765,22,5,2,0,794
"Newport News City",-,"305 - Downtown (CD 3)",338,63,3,4,0,408
"Newport News City",-,"306 - Dunbar (CD 3)",688,20,6,2,0,716
"Newport News City",-,"307 - Huntington (CD 3)",638,9,6,0,1,654
"Newport News City",-,"308 - Jefferson (CD 3)",840,8,4,0,0,852
"Newport News City",-,"309 - Magruder (CD 3)",767,15,4,2,0,788
"Newport News City",-,"310 - Marshall (CD 3)","1,040",14,4,1,1,"1,060"
"Newport News City",-,"311 - Newmarket (CD 3)","1,494",351,14,7,4,"1,870"
"Newport News City",-,"312 - Newsome Park (CD 3)",545,9,1,0,0,555
"Newport News City",-,"313 - Reed (CD 3)","1,410",20,9,5,1,"1,445"
"Newport News City",-,"314 - River (CD 3)",737,298,9,5,2,"1,051"
