County/City,Ward,Pct,"Mark R. Warner","James Jim S. Gilmore, III","Glenda Gail Parker","William B. Redpath","All Others","Total Votes Cast"
,,,Democratic,Republican,Independent,Libertarian
"Newport News City",-,"315 - Sedgefield (CD 1)",844,531,5,7,1,"1,388"
"Newport News City",-,"316 - South Morrison (CD 1)","1,395",514,20,4,2,"1,935"
"Newport News City",-,"317 - Washington (CD 3)",434,6,3,2,1,446
"Newport News City",-,"318 - Wilson (CD 3)",885,39,2,1,0,927
"Newport News City",-,"319 - Saunders (CD 1)","1,577",793,20,15,1,"2,406"
"Newport News City",-,"320 - Watkins (CD 1)","1,184",835,20,11,0,"2,050"
"Newport News City",-,"Ab - Central Absentee Precinct (CD 1)","2,497",986,18,20,3,"3,524"
"Newport News City",-,"Ab - Central Absentee Precinct (CD 3)","4,073",612,35,17,7,"4,744"
"Newport News City",-,"Provisional Votes (CD 1)",12,6,0,0,0,18
"Newport News City",-,"Provisional Votes (CD 3)",19,1,0,0,0,20
"Norfolk City",-,"101 - Granby (CD 3)","1,813",494,24,14,1,"2,346"
"Norfolk City",-,"102 - Ocean View School (CD 2)","1,746",635,17,19,2,"2,419"
"Norfolk City",-,"103 - Northside (CD 2)",957,470,11,9,1,"1,448"
"Norfolk City",-,"104 - Titustown Center (CD 2)",525,76,13,0,1,615
"Norfolk City",-,"105 - Tucker House (CD 3)",383,34,2,0,1,420
"Norfolk City",-,"106 - Zion Grace (CD 2)","1,523",589,14,7,2,"2,135"
"Norfolk City",-,"201 - Old Dominion (CD 2)",753,377,2,6,0,"1,138"
"Norfolk City",-,"203 - Ghent Square (CD 3)",661,211,4,4,1,881
"Norfolk City",-,"204 - Immanuel (CD 3)",818,61,10,2,0,891
"Norfolk City",-,"205 - Lafayette Library (CD 3)",625,279,7,11,1,923
"Norfolk City",-,"207 - Lambert's Point (CD 3)",869,69,8,5,2,953
"Norfolk City",-,"208 - Larchmont Library (CD 2)",505,195,0,4,0,704
"Norfolk City",-,"209 - Larchmont Rec Center (CD 2)",900,341,4,11,0,"1,256"
"Norfolk City",-,"210 - Maury (CD 3)","1,129",332,5,13,2,"1,481"
"Norfolk City",-,"211 - Chrysler Museum (CD 3)","1,090",401,8,18,1,"1,518"
"Norfolk City",-,"212 - Park Place (CD 3)","1,280",40,17,5,2,"1,344"
"Norfolk City",-,"213 - Taylor Elementary School (CD 2)",108,34,0,1,0,143
"Norfolk City",-,"213 - Taylor Elementary School (CD 3)","1,400",384,10,18,4,"1,816"
"Norfolk City",-,"214 - Stuart (CD 3)","1,446",300,5,18,2,"1,771"
"Norfolk City",-,"215 - Suburban Park (CD 3)","1,026",438,10,10,4,"1,488"
"Norfolk City",-,"217 - Wesley (CD 2)","1,170",318,20,6,2,"1,516"
"Norfolk City",-,"218 - Willard (CD 3)",957,459,5,6,0,"1,427"
"Norfolk City",-,"301 - Ballentine (CD 3)","1,625",132,22,7,0,"1,786"
"Norfolk City",-,"302 - Tanners Creek (CD 3)",818,152,12,6,0,988
"Norfolk City",-,"303 - Bowling Park (CD 3)","1,848",48,10,5,0,"1,911"
"Norfolk City",-,"304 - Coleman Place School (CD 3)",833,125,2,0,0,960
"Norfolk City",-,"305 - Lafayette-winona (CD 3)","1,126",172,7,4,1,"1,310"
"Norfolk City",-,"306 - Lindenwood (CD 3)",993,78,8,6,1,"1,086"
"Norfolk City",-,"308 - Norview Methodist (CD 3)",966,272,8,7,2,"1,255"
"Norfolk City",-,"309 - Norview Middle School (CD 3)","1,507",108,11,7,0,"1,633"
"Norfolk City",-,"310 - Rosemont (CD 3)","2,398",56,10,7,0,"2,471"
"Norfolk City",-,"311 - Sherwood Rec Center (CD 3)","1,400",368,15,4,2,"1,789"
"Norfolk City",-,"312 - Sherwood School (CD 3)",783,231,11,6,2,"1,033"
"Norfolk City",-,"313 - Union Chapel (CD 3)",736,17,9,3,0,765
"Norfolk City",-,"402 - Berkley (CD 3)","1,388",14,4,3,1,"1,410"
"Norfolk City",-,"403 - Brambleton (CD 3)",625,13,9,3,0,650
"Norfolk City",-,"404 - Campostella (CD 3)","1,597",29,7,2,0,"1,635"
"Norfolk City",-,"405 - Chesterfield (CD 3)","1,454",42,6,1,0,"1,503"
"Norfolk City",-,"406 - Barron Black (CD 2)",841,375,7,4,0,"1,227"
"Norfolk City",-,"408 - Easton (CD 2)","1,235",524,15,7,4,"1,785"
"Norfolk City",-,"409 - Fairlawn (CD 2)",997,396,12,6,0,"1,411"
"Norfolk City",-,"411 - Hunton Y (CD 3)",593,9,3,0,0,605
"Norfolk City",-,"412 - Ingleside (CD 3)","1,409",119,8,1,0,"1,537"
"Norfolk City",-,"413 - Poplar Halls (CD 3)","1,716",245,14,6,2,"1,983"
"Norfolk City",-,"414 - Young Park (CD 3)","1,862",29,13,8,0,"1,912"
"Norfolk City",-,"415 - United Way (CD 2)",227,94,0,1,0,322
"Norfolk City",-,"415 - United Way (CD 3)",933,262,12,6,0,"1,213"
"Norfolk City",-,"501 - Bayview School (CD 2)","1,346",672,6,15,0,"2,039"
"Norfolk City",-,"503 - East Ocean View (CD 2)","1,216",428,18,14,2,"1,678"
"Norfolk City",-,"504 - Larrymore (CD 2)","1,099",416,6,8,2,"1,531"
"Norfolk City",-,"505 - Little Creek (CD 2)",762,376,11,9,0,"1,158"
"Norfolk City",-,"506 - Ocean View Center (CD 2)","1,226",496,7,14,3,"1,746"
"Norfolk City",-,"508 - Oceanair (CD 2)",912,183,9,11,1,"1,116"
"Norfolk City",-,"509 - Tarrallton (CD 2)","1,164",714,7,13,1,"1,899"
"Norfolk City",-,"510 - Third Presbyterian (CD 2)","1,292",700,12,8,0,"2,012"
"Norfolk City",-,"511 - Crossroads (CD 2)","1,231",558,15,12,0,"1,816"
"Norfolk City",-,"512 - Azalea Gardens (CD 2)",706,348,5,2,1,"1,062"
"Norfolk City",-,"Ab - Central Absentee Precinct (CD 2)","1,858",687,15,17,3,"2,580"
"Norfolk City",-,"Ab - Central Absentee Precinct (CD 3)","4,605",616,27,17,7,"5,272"
"Norfolk City",-,"Provisional Votes (CD 2)",29,9,0,0,0,38
"Norfolk City",-,"Provisional Votes (CD 3)",62,10,0,0,0,72
"Northampton County",-,"101 - Precinct 1-1 (CD 2)",731,175,8,4,0,918
"Northampton County",-,"201 - Precinct 2-1 (CD 2)",629,257,4,9,1,900
"Northampton County",-,"301 - Precinct 3-1 (CD 2)",630,135,8,2,0,775
"Northampton County",-,"401 - Precinct 4-1 (CD 2)",660,251,2,2,0,915
"Northampton County",-,"501 - Precinct 5-1 (CD 2)",652,287,13,7,0,959
"Northampton County",-,"601 - Precinct 6-1 (CD 2)",735,183,7,7,0,932
"Northampton County",-,"Ab - Central Absentee Precinct (CD 2)",759,294,11,4,0,"1,068"
"Northampton County",-,"Provisional Votes (CD 2)",7,1,0,0,0,8
"Northumberland County",-,"101 - 1a (CD 1)",707,416,6,3,1,"1,133"
"Northumberland County",-,"201 - 2a (CD 1)",689,480,7,3,1,"1,180"
"Northumberland County",-,"301 - 3a (CD 1)",582,162,6,5,0,755
"Northumberland County",-,"302 - 3b (CD 1)",346,68,0,1,1,416
"Northumberland County",-,"401 - 4a (CD 1)",803,838,5,11,2,"1,659"
"Northumberland County",-,"501 - 5a (CD 1)",682,675,8,5,0,"1,370"
"Northumberland County",-,"Ab - Central Absentee Precinct (CD 1)",475,288,3,6,0,772
"Northumberland County",-,"Provisional Votes (CD 1)",1,1,0,0,0,2
"Norton City",-,"1 - East Ward (CD 9)","1,076",398,10,10,1,"1,495"
"Norton City",-,"Provisional Votes (CD 9)",0,0,0,0,0,0
"Nottoway County",-,"101 - Precinct 1-1 (CD 4)",537,248,8,7,0,800
"Nottoway County",-,"102 - Precinct 1-2 (CD 4)",336,215,4,6,2,563
"Nottoway County",-,"201 - Precinct 2-1 (CD 4)",609,351,10,3,0,973
"Nottoway County",-,"202 - Precinct 2-2 (CD 4)",200,224,4,1,0,429
"Nottoway County",-,"301 - Precinct 3-1 (CD 4)",507,156,5,6,1,675
"Nottoway County",-,"302 - Precinct 3-2 (CD 4)",226,132,0,1,0,359
"Nottoway County",-,"401 - Precinct 4-1 (CD 4)",566,90,6,2,1,665
"Nottoway County",-,"402 - Precinct 4-2 (CD 4)",296,228,3,2,2,531
"Nottoway County",-,"501 - Precinct 5-1 (CD 4)",865,479,9,15,1,"1,369"
"Nottoway County",-,"Provisional Votes (CD 4)",0,0,0,0,0,0
"Orange County",-,"101 - One West (CD 7)",925,648,12,6,0,"1,591"
"Orange County",-,"102 - One East (CD 7)",437,158,7,7,0,609
"Orange County",-,"201 - Two West (CD 7)",650,467,5,4,0,"1,126"
"Orange County",-,"202 - Two East (CD 7)",676,362,8,3,1,"1,050"
"Orange County",-,"301 - Three (CD 7)","1,509",653,8,13,0,"2,183"
"Orange County",-,"401 - Four West (CD 7)",778,679,4,6,0,"1,467"
"Orange County",-,"402 - Four East (CD 7)","1,192",898,15,12,1,"2,118"
"Orange County",-,"501 - Low Church #1 (CD 7)","1,354","1,039",14,7,1,"2,415"
"Orange County",-,"502 - Lake Of The Woods (CD 7)",845,618,7,7,0,"1,477"
"Orange County",-,"Ab - Central Absentee Precinct (CD 7)",905,527,23,15,1,"1,471"
"Orange County",-,"Provisional Votes (CD 7)",4,1,0,1,0,6
"Page County",-,"101 - West Luray (CD 7)","1,157",762,14,9,2,"1,944"
"Page County",-,"201 - East Luray (CD 7)","1,145",866,11,3,3,"2,028"
"Page County",-,"301 - Marksville (CD 7)","1,046",748,10,5,2,"1,811"
"Page County",-,"401 - Newport (CD 7)",963,766,14,4,1,"1,748"
"Page County",-,"501 - Shenandoah (CD 7)",928,847,11,7,4,"1,797"
"Page County",-,"Ab - Central Absentee Precinct (CD 7)",556,337,5,5,1,904
"Page County",-,"Provisional Votes (CD 7)",2,1,0,0,0,3
"Patrick County",-,"101 - Ararat (CD 9)",240,208,8,2,0,458
"Patrick County",-,"102 - Claudville (CD 9)",193,198,8,7,1,407
"Patrick County",-,"103 - Willis Gap (CD 9)",200,215,2,4,0,421
"Patrick County",-,"201 - Dry Pond (CD 9)",143,100,2,3,0,248
"Patrick County",-,"202 - Patrick Springs (CD 9)",464,315,9,5,0,793
"Patrick County",-,"203 - Russell Creek (CD 9)",280,198,5,2,0,485
"Patrick County",-,"301 - Critz/stella (CD 9)",601,320,10,6,0,937
"Patrick County",-,"302 - Liberty (CD 9)",310,244,7,5,0,566
"Patrick County",-,"401 - Meadows Of Dan (CD 9)",331,268,12,2,0,613
"Patrick County",-,"402 - Stuart Administration (CD 9)",448,260,9,9,0,726
"Patrick County",-,"501 - Stuart Community (CD 9)",208,112,3,1,0,324
"Patrick County",-,"502 - Elamsville (CD 9)",278,213,7,4,0,502
"Patrick County",-,"503 - Woolwine (CD 9)",343,246,5,10,0,604
"Patrick County",-,"Ab - Central Absentee Precinct (CD 9)",540,323,5,3,0,871
"Patrick County",-,"Provisional Votes (CD 9)",1,1,0,0,0,2
"Petersburg City",-,"101 - First Ward First Precinct (CD 4)","1,318",120,25,5,2,"1,470"
"Petersburg City",-,"201 - Second Ward First Precinct (CD 4)","1,668",149,12,11,1,"1,841"
"Petersburg City",-,"301 - Third Ward First Precinct (CD 4)","1,747",318,18,16,0,"2,099"
"Petersburg City",-,"401 - Fourth Ward First Precinct (CD 4)","1,267",187,21,12,0,"1,487"
"Petersburg City",-,"501 - Fifth Ward First Precinct (CD 4)","1,449",53,16,4,0,"1,522"
"Petersburg City",-,"601 - Sixth Ward First Precinct (CD 4)","1,430",39,11,7,0,"1,487"
"Petersburg City",-,"701 - Seventh Ward First Precinct (CD 4)","1,588",129,13,8,1,"1,739"
"Petersburg City",-,"Ab - Central Absentee Precinct (CD 4)","3,130",281,20,5,1,"3,437"
"Petersburg City",-,"Provisional Votes (CD 4)",8,0,0,0,0,8
"Pittsylvania County",-,"103 - Twin Springs (CD 5)",956,"1,095",10,7,1,"2,069"
"Pittsylvania County",-,"105 - Chatham (CD 5)",490,290,5,4,0,789
"Pittsylvania County",-,"106 - Tunstall (CD 5)",404,402,7,7,0,820
"Pittsylvania County",-,"108 - West Blairs (CD 5)",283,208,3,1,0,495
"Pittsylvania County",-,"201 - Callands (CD 5)",451,329,4,4,0,788
"Pittsylvania County",-,"204 - Sandy Level (CD 5)",318,221,2,15,1,557
"Pittsylvania County",-,"206 - Climax (CD 5)",317,228,6,2,0,553
"Pittsylvania County",-,"207 - Gretna (CD 5)",876,560,9,6,0,"1,451"
"Pittsylvania County",-,"301 - Central (CD 5)",511,123,7,2,0,643
"Pittsylvania County",-,"305 - Riceville (CD 5)",484,175,8,4,0,671
"Pittsylvania County",-,"307 - East Blairs (CD 5)",717,139,2,5,0,863
"Pittsylvania County",-,"308 - Mt Airy (CD 5)",271,67,1,0,0,339
"Pittsylvania County",-,"309 - East Gretna (CD 5)",352,144,6,1,0,503
"Pittsylvania County",-,"402 - Keeling (CD 5)",411,352,4,4,0,771
"Pittsylvania County",-,"404 - Kentuck (CD 5)",761,742,11,7,0,"1,521"
"Pittsylvania County",-,"405 - Ringgold (CD 5)",858,721,16,8,2,"1,605"
"Pittsylvania County",-,"501 - Hurt (CD 5)",852,478,12,5,0,"1,347"
"Pittsylvania County",-,"502 - Motley Sycamore (CD 5)",835,485,15,9,2,"1,346"
"Pittsylvania County",-,"503 - Renan (CD 5)",409,256,2,3,0,670
"Pittsylvania County",-,"602 - Bearskin (CD 5)",165,69,1,2,0,237
"Pittsylvania County",-,"603 - Stony Mill (CD 5)",567,415,7,4,0,993
"Pittsylvania County",-,"604 - Swansonville (CD 5)",514,274,7,7,1,803
"Pittsylvania County",-,"605 - Whitmell (CD 5)",461,357,7,2,0,827
"Pittsylvania County",-,"606 - Brosville (CD 5)",595,277,4,9,0,885
"Pittsylvania County",-,"607 - Dry Fork (CD 5)",171,226,2,3,0,402
"Pittsylvania County",-,"702 - Bachelors Hall (CD 5)",505,550,11,3,1,"1,070"
"Pittsylvania County",-,"703 - Ferry Road (CD 5)",142,111,4,4,0,261
"Pittsylvania County",-,"704 - Mt Hermon (CD 5)",908,769,12,5,1,"1,695"
"Pittsylvania County",-,"705 - Mt Cross (CD 5)",395,458,7,2,0,862
"Pittsylvania County",-,"Ab - Central Absentee Precinct (CD 5)","2,106","1,030",11,13,0,"3,160"
"Pittsylvania County",-,"Provisional Votes (CD 5)",7,6,0,0,0,13
"Poquoson City",-,"1 - Central (CD 1)",913,985,3,13,3,"1,917"
"Poquoson City",-,"2 - Eastern (CD 1)",970,"1,097",12,12,0,"2,091"
"Poquoson City",-,"3 - Western (CD 1)",953,"1,030",16,12,3,"2,014"
"Poquoson City",-,"Ab - Central Absentee Precinct (CD 1)",487,450,5,8,0,950
"Poquoson City",-,"Provisional Votes (CD 1)",1,0,0,0,0,1
"Portsmouth City",-,"1 - One (CD 3)",869,292,20,8,3,"1,192"
"Portsmouth City",-,"5 - Five (CD 3)",943,18,14,0,3,978
"Portsmouth City",-,"7 - Seven (CD 3)",757,109,9,5,0,880
"Portsmouth City",-,"9 - Nine (CD 3)",924,144,11,7,0,"1,086"
"Portsmouth City",-,"10 - Ten (CD 3)",633,210,10,5,2,860
"Portsmouth City",-,"11 - Eleven (CD 3)",805,14,5,1,0,825
"Portsmouth City",-,"13 - Thirteen (CD 3)",870,14,12,1,1,898
"Portsmouth City",-,"14 - Fourteen (CD 3)","1,158",24,9,5,0,"1,196"
"Portsmouth City",-,"16 - Sixteen (CD 3)",908,252,14,7,1,"1,182"
"Portsmouth City",-,"17 - Seventeen (CD 3)","1,181",371,16,8,1,"1,577"
"Portsmouth City",-,"19 - Nineteen (CD 3)",464,265,4,2,4,739
"Portsmouth City",-,"20 - Twenty (CD 3)",737,169,11,4,2,923
"Portsmouth City",-,"21 - Twenty-one (CD 3)",751,11,6,2,0,770
"Portsmouth City",-,"22 - Twenty-two (CD 3)",739,329,8,5,7,"1,088"
"Portsmouth City",-,"23 - Twenty-three (CD 3)",643,494,15,10,0,"1,162"
"Portsmouth City",-,"24 - Twenty-four (CD 3)",721,246,7,10,2,986
"Portsmouth City",-,"25 - Twenty Five (CD 3)",824,357,6,8,3,"1,198"
"Portsmouth City",-,"26 - Twenty-six (CD 3)","1,198",27,5,3,0,"1,233"
"Portsmouth City",-,"27 - Twenty-seven (CD 3)","1,223",17,3,3,0,"1,246"
"Portsmouth City",-,"28 - Twenty Eight (CD 3)","1,482",32,5,0,0,"1,519"
"Portsmouth City",-,"29 - Twenty Nine (CD 3)",438,426,5,3,1,873
"Portsmouth City",-,"30 - Thirty (CD 3)",602,523,10,8,1,"1,144"
"Portsmouth City",-,"31 - Thirty-one (CD 3)","1,216",458,16,3,6,"1,699"
"Portsmouth City",-,"32 - Thirty-two (CD 3)",530,432,5,6,1,974
"Portsmouth City",-,"33 - Thirty-three (CD 3)",441,476,3,6,2,928
"Portsmouth City",-,"34 - Thirty-four (CD 3)",686,477,5,5,1,"1,174"
"Portsmouth City",-,"35 - Thirty-five (CD 3)",889,573,9,11,3,"1,485"
"Portsmouth City",-,"36 - Thirty-six (CD 3)","1,571",858,11,8,2,"2,450"
"Portsmouth City",-,"37 - Thirty-seven (CD 3)","1,419",492,17,3,0,"1,931"
"Portsmouth City",-,"38 - Thirty Eight (CD 3)","2,010",191,12,6,4,"2,223"
"Portsmouth City",-,"39 - Thirty-nine (CD 3)","1,724",485,19,13,2,"2,243"
"Portsmouth City",-,"Ab - Central Absentee Precinct (CD 3)","6,011",811,25,15,2,"6,864"
"Portsmouth City",-,"Provisional Votes (CD 3)",4,0,0,0,0,4
"Powhatan County",-,"101 - Subletts (CD 4)",692,877,7,12,0,"1,588"
"Powhatan County",-,"102 - Manakin (CD 4)",395,514,6,7,2,924
"Powhatan County",-,"103 - Flat Rock (CD 4)",257,343,3,4,0,607
"Powhatan County",-,"201 - Powhatan Station (CD 4)",479,742,6,6,0,"1,233"
"Powhatan County",-,"202 - Graceland (CD 4)",654,817,14,4,1,"1,490"
"Powhatan County",-,"301 - Bethesda (CD 4)",665,890,7,15,0,"1,577"
"Powhatan County",-,"302 - Lee's Landing (CD 4)",426,513,3,3,0,945
"Powhatan County",-,"401 - Powhatan Courthouse (CD 4)",711,"1,128",3,12,2,"1,856"
"Powhatan County",-,"402 - Ballsville (CD 4)",496,707,8,4,3,"1,218"
"Powhatan County",-,"501 - Smith Cross Roads (CD 4)",630,442,4,8,0,"1,084"
"Powhatan County",-,"502 - Pineville (CD 4)",321,204,1,3,1,530
"Powhatan County",-,"Ab - Central Absentee Precinct (CD 4)",636,594,9,5,1,"1,245"
"Powhatan County",-,"Provisional Votes (CD 4)",1,3,1,0,0,5
"Prince Edward County",-,"101 - Farmville (CD 5)",712,334,12,6,0,"1,064"
"Prince Edward County",-,"201 - Lockett (CD 5)",790,379,6,5,0,"1,180"
"Prince Edward County",-,"301 - Leigh (CD 5)",548,208,9,4,0,769
"Prince Edward County",-,"302 - Mt Pleasant (CD 5)",280,110,2,3,0,395
"Prince Edward County",-,"401 - Hampden (CD 5)",583,326,7,12,0,928
"Prince Edward County",-,"501 - Darlington Hts (CD 5)",358,246,6,2,0,612
"Prince Edward County",-,"502 - Buffalo Hts (CD 5)",319,223,3,3,0,548
"Prince Edward County",-,"601 - Prospect (CD 5)",761,319,13,9,0,"1,102"
"Prince Edward County",-,"701 - West End (CD 5)",594,308,5,6,3,916
"Prince Edward County",-,"801 - Center (CD 5)",518,120,7,8,2,655
"Prince Edward County",-,"Ab - Central Absentee Precinct (CD 5)",416,194,3,7,0,620
"Prince Edward County",-,"Provisional Votes (CD 5)",2,0,0,0,0,2
"Prince George County",-,"101 - Richard Bland (CD 4)",453,437,4,8,1,903
"Prince George County",-,"102 - Templeton (CD 4)","1,046","1,122",16,13,5,"2,202"
"Prince George County",-,"103 - Union Branch (CD 4)",812,582,10,9,0,"1,413"
"Prince George County",-,"104 - Rives (CD 4)",782,396,26,10,6,"1,220"
"Prince George County",-,"105 - Harrison (CD 3)",241,306,6,3,1,557
"Prince George County",-,"201 - Bland (CD 3)",988,983,17,9,1,"1,998"
"Prince George County",-,"202 - Black Water (CD 3)",747,718,10,9,1,"1,485"
"Prince George County",-,"203 - Brandon (CD 3)",266,298,5,3,2,574
"Prince George County",-,"204 - Courts Bldg (CD 3)",968,619,10,6,1,"1,604"
"Prince George County",-,"205 - Jefferson Park (CD 3)",525,148,8,2,1,684
"Prince George County",-,"205 - Jefferson Park (CD 4)",510,179,15,4,1,709
"Prince George County",-,"Ab - Central Absentee Precinct (CD 3)",873,460,10,4,3,"1,350"
"Prince George County",-,"Ab - Central Absentee Precinct (CD 4)",665,320,20,5,2,"1,012"
"Prince George County",-,"Provisional Votes (CD 3)",0,0,0,0,0,0
"Prince George County",-,"Provisional Votes (CD 4)",0,2,0,0,0,2
"Prince William County",-,"101 - Brentsville (CD 11)",512,632,4,2,4,"1,154"
"Prince William County",-,"102 - Bennett (CD 11)","1,553","1,254",11,21,4,"2,843"
"Prince William County",-,"103 - Buckhall (CD 10)",752,612,10,9,4,"1,387"
"Prince William County",-,"104 - Nokesville (CD 11)",792,871,9,8,0,"1,680"
"Prince William County",-,"105 - Parkside (CD 10)","1,560",775,19,11,0,"2,365"
"Prince William County",-,"106 - Ellis (CD 10)",532,251,7,6,1,797
"Prince William County",-,"107 - Marsteller (CD 11)","1,351",972,10,13,2,"2,348"
"Prince William County",-,"108 - Victory (CD 11)","1,938","1,296",9,13,1,"3,257"
"Prince William County",-,"109 - Park (CD 11)",615,671,11,9,5,"1,311"
"Prince William County",-,"110 - Buckland Mills (CD 11)","1,276",864,14,7,1,"2,162"
"Prince William County",-,"111 - Bristow Run (CD 11)","1,155",854,12,4,3,"2,028"
"Prince William County",-,"112 - Cedar Point (CD 11)","1,295",983,13,7,1,"2,299"
"Prince William County",-,"113 - Limestone (CD 11)",858,684,5,6,3,"1,556"
"Prince William County",-,"114 - Signal Hill (CD 10)",938,862,11,5,20,"1,836"
"Prince William County",-,"201 - Saunders (CD 11)","1,982",794,19,7,1,"2,803"
"Prince William County",-,"202 - Marshall (CD 11)","1,065",815,16,6,3,"1,905"
"Prince William County",-,"203 - Benton (CD 11)","1,097","1,060",11,10,5,"2,183"
"Prince William County",-,"204 - Mc Coart (CD 11)","1,322",909,7,8,6,"2,252"
"Prince William County",-,"205 - Beville (CD 11)","1,042",354,7,4,1,"1,408"
"Prince William County",-,"206 - King (CD 11)","1,244",442,5,8,0,"1,699"
"Prince William County",-,"207 - Lodge (CD 11)","1,492",629,16,7,0,"2,144"
"Prince William County",-,"208 - Westridge (CD 11)","1,712",907,21,15,3,"2,658"
"Prince William County",-,"209 - Woodbine (CD 11)",839,610,10,10,5,"1,474"
"Prince William County",-,"210 - Penn (CD 11)",755,687,14,5,3,"1,464"
"Prince William County",-,"211 - Powell (CD 1)",360,214,0,2,0,576
"Prince William County",-,"301 - Dumfries (CD 1)","1,097",279,8,11,0,"1,395"
"Prince William County",-,"302 - Potomac (CD 1)","1,105",183,5,4,3,"1,300"
"Prince William County",-,"303 - Graham Park (CD 1)","1,501",448,14,12,2,"1,977"
"Prince William County",-,"304 - Quantico (CD 1)",452,302,14,3,1,772
"Prince William County",-,"305 - Pattie (CD 11)","1,109",674,7,9,3,"1,802"
"Prince William County",-,"306 - Washington-reid (CD 1)","1,031",563,5,0,0,"1,599"
"Prince William County",-,"307 - Henderson (CD 11)","1,634","1,056",11,12,0,"2,713"
"Prince William County",-,"308 - Montclair (CD 11)","1,337",832,6,11,3,"2,189"
"Prince William County",-,"309 - Ashland (CD 1)",750,502,2,2,1,"1,257"
"Prince William County",-,"310 - Forest Park (CD 1)",925,372,11,6,1,"1,315"
"Prince William County",-,"311 - Swans Creek (CD 1)","1,530",397,6,5,1,"1,939"
"Prince William County",-,"401 - Evergreen (CD 10)",850,814,9,12,3,"1,688"
"Prince William County",-,"402 - Battlefield (CD 10)","1,139","1,232",10,6,4,"2,391"
"Prince William County",-,"403 - Bull Run (CD 11)","1,031",795,7,8,1,"1,842"
"Prince William County",-,"404 - Sinclair (CD 10)","1,341",521,14,13,4,"1,893"
"Prince William County",-,"405 - Stonewall (CD 10)","1,174",673,13,9,1,"1,870"
"Prince William County",-,"406 - Alvey (CD 11)","1,342","1,290",15,9,3,"2,659"
"Prince William County",-,"407 - Westgate (CD 10)","1,026",350,17,11,4,"1,408"
"Prince William County",-,"408 - Glenkirk (CD 11)",749,630,5,5,2,"1,391"
"Prince William County",-,"409 - Sudley North (CD 10)","1,041",334,10,9,1,"1,395"
"Prince William County",-,"410 - Mountain View (CD 11)","1,143","1,054",7,4,2,"2,210"
"Prince William County",-,"411 - Mullen (CD 10)","1,552",513,22,12,3,"2,102"
"Prince William County",-,"412 - Pace West (CD 11)","1,494",887,14,13,3,"2,411"
"Prince William County",-,"501 - Lake Ridge (CD 11)","1,672",905,11,17,4,"2,609"
"Prince William County",-,"502 - Occoquan (CD 11)","1,973",671,25,13,3,"2,685"
"Prince William County",-,"503 - Old Bridge (CD 11)","1,031",776,9,2,1,"1,819"
"Prince William County",-,"504 - Rockledge (CD 11)","1,148",686,16,14,0,"1,864"
"Prince William County",-,"505 - Mohican (CD 11)","1,135",493,12,8,0,"1,648"
"Prince William County",-,"506 - Bethel (CD 11)","1,376",752,15,9,0,"2,152"
"Prince William County",-,"507 - Chinn (CD 11)","1,050",488,4,6,0,"1,548"
"Prince William County",-,"508 - Springwoods (CD 11)",855,335,6,9,3,"1,208"
"Prince William County",-,"601 - Dale (CD 11)","1,119",238,14,7,2,"1,380"
