County/City,Ward,Pct,"Joseph Robinette Biden, Jr","Donald J. Trump","Jo Jorgensen","All Others","Total Votes Cast"
"Mecklenburg County",-,"Ab - Central Absentee Precinct","4,150","4,111",41,9,"8,311"
"Mecklenburg County",-,Provisional,36,22,0,0,58
"Middlesex County",-,"101 - Saluda",41,127,1,1,170
"Middlesex County",-,"102 - Urbanna",108,279,3,1,391
"Middlesex County",-,"201 - New Market",128,728,14,2,872
"Middlesex County",-,"302 - Church View",163,435,13,4,615
"Middlesex County",-,"401- Harmony Village",130,376,9,2,517
"Middlesex County",-,"501 - Wilton",126,575,9,0,710
"Middlesex County",-,"Ab - Central Absentee Precinct","1,788","1,664",28,11,"3,491"
"Middlesex County",-,Provisional,7,12,0,0,19
"Montgomery County",-,"101 - Precinct A-1",216,499,16,3,734
"Montgomery County",-,"102 - Precinct A-2",285,193,17,7,502
"Montgomery County",-,"103 - Precinct A-3",287,320,29,8,644
"Montgomery County",-,"201 - Precinct B-1",37,113,1,0,151
"Montgomery County",-,"202 - Precinct B-2",233,663,28,9,933
"Montgomery County",-,"203 - Precinct B-3",142,435,14,4,595
"Montgomery County",-,"204 - Precinct B-4",228,632,35,10,905
"Montgomery County",-,"301 - Precinct C-1",152,967,16,1,"1,136"
"Montgomery County",-,"302 - Precinct C-2",151,659,19,1,830
"Montgomery County",-,"303 - Precinct C-3",97,423,12,4,536
"Montgomery County",-,"304 - Precinct C-4",187,623,26,9,845
"Montgomery County",-,"401 - Precinct D-1",97,357,15,4,473
"Montgomery County",-,"402 - Precinct D-2",126,881,14,0,"1,021"
"Montgomery County",-,"403 - Precinct D-3",108,820,15,4,947
"Montgomery County",-,"404 - Precinct D-4",80,515,12,1,608
"Montgomery County",-,"405 - Precinct D-5",162,577,26,2,767
"Montgomery County",-,"501 - Precinct E-1",255,564,24,3,846
"Montgomery County",-,"502 - Precinct E-2",193,594,17,3,807
"Montgomery County",-,"503 - Precinct E-3",193,97,11,2,303
"Montgomery County",-,"601 - Precinct F-1",284,283,19,6,592
"Montgomery County",-,"602 - Precinct F-2",365,268,25,4,662
"Montgomery County",-,"603 - Precinct F-3",77,83,11,1,172
"Montgomery County",-,"701 - Precinct G-1",362,345,35,12,754
"Montgomery County",-,"702 - Precinct G-2",337,198,28,5,568
"Montgomery County",-,"Ab - Central Absentee Precinct","18,499","9,479",472,144,"28,594"
"Montgomery County",-,Provisional,65,41,5,1,112
"Nelson County",-,"101 - Rockfish",301,687,21,6,"1,015"
"Nelson County",-,"201 - Lovingston",118,373,8,2,501
"Nelson County",-,"202 - Schuyler",91,270,10,3,374
"Nelson County",-,"301 - Shipman",142,489,10,4,645
"Nelson County",-,"302 - Gladstone",48,138,2,0,188
"Nelson County",-,"401 - Roseland",119,632,16,0,767
"Nelson County",-,"402 - Montebello",31,82,0,0,113
"Nelson County",-,"501 - Faber",82,209,6,0,297
"Nelson County",-,"502 - Nellysford",185,399,12,1,597
"Nelson County",-,"Ab - Central Absentee Precinct","3,204","1,525",64,11,"4,804"
"Nelson County",-,Provisional,6,8,1,0,15
"New Kent County",-,"102 - Tunstall",78,434,3,0,515
"New Kent County",-,"103 - Southern Branch",161,"1,076",9,3,"1,249"
"New Kent County",-,"201 - Quinton",205,749,15,4,973
"New Kent County",-,"202 - Kentwood",124,653,7,1,785
"New Kent County",-,"301 - Watkins",207,501,12,1,721
"New Kent County",-,"302 - Cumberland",136,678,11,2,827
"New Kent County",-,"401 - Providence Forge",162,737,14,5,918
"New Kent County",-,"403 - Mountcastle",96,398,13,4,511
"New Kent County",-,"501 - Eltham",147,528,7,1,683
"New Kent County",-,"502 - Chickahominy River",135,857,11,2,"1,005"
"New Kent County",-,"Ab - Central Absentee Precinct","3,143","2,989",70,16,"6,218"
"New Kent County",-,Provisional,27,31,0,0,58
"Newport News City",-,"101 - Denbigh (CD 3)",690,421,30,4,"1,145"
"Newport News City",-,"102 - Epes (CD 3)",864,289,23,8,"1,184"
"Newport News City",-,"103 - Jenkins (CD 3)",725,553,36,9,"1,323"
"Newport News City",-,"104 - Mcintosh (CD 3)",502,284,21,9,816
"Newport News City",-,"105 - Oyster Point (CD 3)",130,115,5,1,251
"Newport News City",-,"106 - Reservoir (CD 3)",784,480,37,6,"1,307"
"Newport News City",-,"107 - Richneck (CD 3)",501,575,28,5,"1,109"
"Newport News City",-,"108 - Lee Hall (CD 3)",591,332,21,2,946
"Newport News City",-,"109 - Windsor (CD 3)",340,365,23,4,732
"Newport News City",-,"110 - Greenwood (CD 3)",596,352,34,4,986
"Newport News City",-,"201 - Bland (CD 3)",144,75,6,1,226
"Newport News City",-,"202 - Boulevard (CD 3)",369,568,28,4,969
"Newport News City",-,"203 - Charles (CD 3)",435,888,29,4,"1,356"
"Newport News City",-,"204 - Wellesley (CD 3)",262,275,14,2,553
"Newport News City",-,"205 - Deep Creek (CD 3)",289,807,31,9,"1,136"
"Newport News City",-,"208 - Hidenwood (CD 3)",187,500,5,5,697
"Newport News City",-,"209 - Hilton (CD 3)",290,506,34,8,838
"Newport News City",-,"210 - Nelson (CD 3)",518,891,38,8,"1,455"
"Newport News City",-,"211 - Palmer (CD 2)",40,36,2,0,78
"Newport News City",-,"211 - Palmer (CD 3)",448,383,23,6,860
"Newport News City",-,"212 - Riverside (CD 3)",213,423,28,1,665
"Newport News City",-,"213 - Sanford (CD 3)",134,381,14,2,531
"Newport News City",-,"215 - Warwick (CD 3)",257,268,14,3,542
"Newport News City",-,"216 - Yates (CD 3)",169,373,17,1,560
"Newport News City",-,"217 - Riverview (CD 3)",237,537,12,3,789
"Newport News City",-,"218 - Kiln Creek (CD 2)",12,21,1,0,34
"Newport News City",-,"218 - Kiln Creek (CD 3)",396,582,30,8,"1,016"
"Newport News City",-,"219 - Deer Park (CD 3)",614,300,23,11,948
"Newport News City",-,"302 - Briarfield (CD 3)",441,201,15,2,659
"Newport News City",-,"303 - Carver (CD 3)",302,168,7,3,480
"Newport News City",-,"304 - Chestnut (CD 3)",308,22,2,1,333
"Newport News City",-,"305 - Downtown (CD 3)",130,58,7,1,196
"Newport News City",-,"306 - Dunbar (CD 3)",136,11,3,0,150
"Newport News City",-,"307 - Huntington (CD 3)",287,11,1,2,301
"Newport News City",-,"308 - Jefferson (CD 3)",275,17,1,0,293
"Newport News City",-,"309 - Magruder (CD 3)",271,18,4,1,294
"Newport News City",-,"310 - Marshall (CD 3)",349,26,7,5,387
"Newport News City",-,"311 - Newmarket (CD 3)",472,270,13,3,758
"Newport News City",-,"312 - Newsome Park (CD 3)",179,7,3,0,189
"Newport News City",-,"313 - Reed (CD 3)",437,32,6,1,476
"Newport News City",-,"314 - River (CD 3)",215,223,21,2,461
"Newport News City",-,"315 - Sedgefield (CD 3)",325,438,20,3,786
"Newport News City",-,"316 - South Morrison (CD 3)",390,265,18,2,675
"Newport News City",-,"317 - Washington (CD 3)",157,7,3,1,168
"Newport News City",-,"318 - Wilson (CD 3)",284,37,7,0,328
"Newport News City",-,"319 - Saunders (CD 3)",453,520,21,2,996
"Newport News City",-,"320 - Watkins (CD 3)",507,794,39,7,"1,347"
"Newport News City",-,"Ab - Central Absentee Precinct (CD 2)",182,52,0,0,234
"Newport News City",-,"Ab - Central Absentee Precinct (CD 3)","35,817","11,505",622,121,"48,065"
"Newport News City",-,"Provisional (CD 2)",1,2,0,0,3
"Newport News City",-,"Provisional (CD 3)",444,113,11,4,572
"Norfolk City",-,"101 - Granby (CD 3)",510,292,29,6,837
"Norfolk City",-,"102 - Ocean View School (CD 2)",173,278,16,5,472
"Norfolk City",-,"103 - Northside (CD 2)",273,390,25,5,693
"Norfolk City",-,"104 - Titustown (CD 2)",323,88,9,3,423
"Norfolk City",-,"104 - Titustown (CD 3)",24,2,0,0,26
"Norfolk City",-,"106 - Second Presbyterian (CD 2)",418,306,19,6,749
"Norfolk City",-,"201 - Larchmont School (CD 3)",369,271,18,4,662
"Norfolk City",-,"203 - Ghent Square (CD 3)",161,128,15,4,308
"Norfolk City",-,"207 - Lambert's Point (CD 3)",543,125,17,9,694
"Norfolk City",-,"208 - Larchmont Library (CD 3)",127,195,17,2,341
"Norfolk City",-,"210 - Maury (CD 3)",314,186,22,3,525
"Norfolk City",-,"211 - Chrysler Museum (CD 3)",367,265,26,4,662
"Norfolk City",-,"212 - Park Place (CD 3)",501,73,12,7,593
"Norfolk City",-,"213 - Taylor Elementary School (CD 3)",458,205,36,10,709
"Norfolk City",-,"214 - Stuart (CD 3)",339,235,15,3,592
"Norfolk City",-,"215 - Suburban Park (CD 2)",271,340,16,1,628
"Norfolk City",-,"217 - Wesley (CD 2)",417,267,26,3,713
"Norfolk City",-,"218 - Willard (CD 3)",303,404,24,5,736
"Norfolk City",-,"301 - Ballentine (CD 3)",431,130,9,4,574
"Norfolk City",-,"302 - Tanners Creek (CD 3)",321,124,13,0,458
"Norfolk City",-,"303 - Broad Creek (CD 3)",511,49,5,6,571
"Norfolk City",-,"304 - Coleman Place School (CD 3)",316,99,10,1,426
"Norfolk City",-,"305 - Lafayette-winona (CD 3)",316,161,13,0,490
"Norfolk City",-,"306 - Lindenwood (CD 3)",378,52,10,5,445
"Norfolk City",-,"309 - Norview (CD 3)",706,305,33,8,"1,052"
"Norfolk City",-,"310 - Rosemont (CD 3)",743,103,10,5,861
"Norfolk City",-,"311 - Sherwood (CD 3)",670,502,46,6,"1,224"
"Norfolk City",-,"313 - Union Chapel (CD 3)",361,26,6,0,393
"Norfolk City",-,"402 - Berkley (CD 3)",364,30,2,1,397
"Norfolk City",-,"404 - Campostella (CD 3)",534,42,10,1,587
"Norfolk City",-,"405 - Chesterfield (CD 3)",522,51,4,3,580
"Norfolk City",-,"406 - Barron Black (CD 2)",232,261,10,1,504
"Norfolk City",-,"408 - Easton (CD 3)",323,393,14,3,733
"Norfolk City",-,"409 - Fairlawn (CD 3)",253,298,13,8,572
"Norfolk City",-,"411 - Ruffner Academy (CD 3)",376,22,9,4,411
"Norfolk City",-,"412 - Ingleside (CD 3)",433,112,12,3,560
"Norfolk City",-,"413 - Poplar Halls (CD 3)",476,156,16,6,654
"Norfolk City",-,"414 - Young Park (CD 3)",565,43,7,1,616
"Norfolk City",-,"415 - Lake Taylor High School (CD 3)",312,280,19,1,612
"Norfolk City",-,"501 - Bayview (CD 2)",318,505,33,3,859
"Norfolk City",-,"503 - East Ocean View (CD 2)",351,481,19,2,853
"Norfolk City",-,"504 - Larrymore (CD 2)",319,313,13,5,650
"Norfolk City",-,"505 - Little Creek (CD 2)",258,397,24,4,683
"Norfolk City",-,"506 - Ocean View Center (CD 2)",431,389,25,7,852
"Norfolk City",-,"507 - Pretlow (CD 2)",300,353,27,8,688
"Norfolk City",-,"509 - Tarrallton (CD 2)",267,598,22,3,890
"Norfolk City",-,"510 - Third Presbyterian (CD 2)",356,609,40,4,"1,009"
"Norfolk City",-,"511 - Crossroads (CD 2)",430,443,23,5,901
"Norfolk City",-,"512 - Azalea Gardens (CD 2)",206,274,4,1,485
"Norfolk City",-,"Ab - Central Absentee Precinct (CD 2)","12,875","5,948",306,72,"19,201"
"Norfolk City",-,"Ab - Central Absentee Precinct (CD 3)","32,688","5,704",445,124,"38,961"
"Norfolk City",-,"Provisional (CD 2)",182,57,6,1,246
"Norfolk City",-,"Provisional (CD 3)",425,83,8,4,520
"Northampton County",-,"101 - Precinct 1-1",158,385,13,1,557
"Northampton County",-,"201 - Precinct 2-1",210,174,20,1,405
"Northampton County",-,"301 - Precinct 3-1",193,184,8,0,385
"Northampton County",-,"401 - Precinct 4-1",106,255,8,0,369
"Northampton County",-,"501 - Precinct 5-1",173,327,11,1,512
"Northampton County",-,"Ab - Central Absentee Precinct","2,814","1,623",40,7,"4,484"
"Northampton County",-,Provisional,13,7,0,0,20
"Northumberland County",-,"101 - 1a",129,391,5,1,526
"Northumberland County",-,"201 - 2a",135,429,5,2,571
"Northumberland County",-,"301 - 3a",210,153,4,0,367
"Northumberland County",-,"401 - 4a",148,592,6,3,749
"Northumberland County",-,"501 - 5a",151,643,9,2,805
"Northumberland County",-,"Ab - Central Absentee Precinct","2,467","2,269",26,14,"4,776"
"Northumberland County",-,Provisional,12,8,1,0,21
"Norton City",-,"1 - East Ward",463,"1,106",21,7,"1,597"
"Norton City",-,Provisional,1,3,0,0,4
"Nottoway County",-,"101 - Precinct 1-1",87,285,3,0,375
"Nottoway County",-,"102 - Precinct 1-2",84,217,6,0,307
"Nottoway County",-,"201 - Precinct 2-1",190,345,5,1,541
"Nottoway County",-,"202 - Precinct 2-2",35,178,5,0,218
"Nottoway County",-,"301 - Precinct 3-1",127,143,6,0,276
"Nottoway County",-,"302 - Precinct 3-2",44,183,4,0,231
"Nottoway County",-,"401 - Precinct 4-1",210,81,1,0,292
"Nottoway County",-,"402 - Precinct 4-2",81,352,3,0,436
"Nottoway County",-,"501 - Precinct 5-1",168,275,9,3,455
"Nottoway County",-,"Ab - Central Absentee Precinct","1,945","1,968",30,4,"3,947"
"Nottoway County",-,Provisional,0,0,0,0,0
"Orange County",-,"101 - One West",227,826,11,5,"1,069"
"Orange County",-,"102 - One East",278,727,18,2,"1,025"
"Orange County",-,"201 - Two West",165,888,8,0,"1,061"
"Orange County",-,"202 - Two East",174,951,24,3,"1,152"
"Orange County",-,"301 - Three West",298,641,18,1,958
"Orange County",-,"302 - Three East",66,362,2,1,431
"Orange County",-,"401 - Four West",167,"1,039",20,1,"1,227"
"Orange County",-,"402 - Four East",363,846,35,4,"1,248"
"Orange County",-,"501 - Five South",349,921,15,5,"1,290"
"Orange County",-,"502 - Five North",366,948,17,7,"1,338"
"Orange County",-,"Ab - Central Absentee Precinct","5,510","4,252",99,25,"9,886"
"Orange County",-,Provisional,32,25,0,0,57
"Page County",-,"101 - West Luray",172,"1,005",21,3,"1,201"
"Page County",-,"201 - East Luray",186,"1,120",15,6,"1,327"
"Page County",-,"301 - Marksville",155,"1,515",16,4,"1,690"
"Page County",-,"401 - Newport",136,"1,146",15,2,"1,299"
"Page County",-,"501 - Shenandoah",184,"1,635",24,3,"1,846"
"Page County",-,"Ab - Central Absentee Precinct","2,149","2,895",43,10,"5,097"
"Page County",-,Provisional,25,29,0,0,54
"Patrick County",-,"101 - Ararat",76,381,4,1,462
"Patrick County",-,"102 - Claudville",47,334,2,0,383
"Patrick County",-,"103 - Willis Gap",63,444,4,0,511
"Patrick County",-,"201 - Dry Pond",29,201,3,1,234
"Patrick County",-,"202 - Patrick Springs",71,446,3,1,521
"Patrick County",-,"203 - Russell Creek",62,348,5,0,415
"Patrick County",-,"301 - Critz/stella",111,567,10,0,688
"Patrick County",-,"302 - Liberty",36,412,3,1,452
"Patrick County",-,"401 - Meadows Of Dan",74,435,1,0,510
"Patrick County",-,"402 - Stuart Fairgrounds",38,374,4,1,417
"Patrick County",-,"501 - Stuart Community",35,199,2,2,238
"Patrick County",-,"502 - Elamsville",57,403,5,0,465
"Patrick County",-,"503 - Woolwine",54,494,5,0,553
"Patrick County",-,"Ab - Central Absentee Precinct","1,197","2,439",30,7,"3,673"
"Patrick County",-,Provisional,4,8,0,0,12
"Petersburg City",-,"101 - First Ward First Precinct",504,91,7,3,605
"Petersburg City",-,"201 - Second Ward First Precinct",722,100,16,7,845
"Petersburg City",-,"301 - Third Ward First Precinct",549,195,12,5,761
"Petersburg City",-,"401 - Fourth Ward First Precinct",472,142,11,3,628
"Petersburg City",-,"501 - Fifth Ward First Precinct",534,70,8,1,613
"Petersburg City",-,"601 - Sixth Ward First Precinct",555,31,5,0,591
"Petersburg City",-,"701 - Seventh Ward First Precinct",555,90,0,1,646
"Petersburg City",-,"Ab - Central Absentee Precinct","8,421",856,49,17,"9,343"
"Petersburg City",-,Provisional,77,9,0,0,86
"Pittsylvania County",-,"103 - Twin Springs",131,724,11,3,869
"Pittsylvania County",-,"105 - Chatham",62,241,4,1,308
"Pittsylvania County",-,"106 - Tunstall",80,483,4,2,569
"Pittsylvania County",-,"108 - West Blairs",59,214,1,1,275
"Pittsylvania County",-,"201 - Callands",92,472,6,0,570
"Pittsylvania County",-,"202- Bearskin",32,100,0,0,132
"Pittsylvania County",-,"204 - Sandy Level",72,348,3,1,424
"Pittsylvania County",-,"206 - Climax",51,244,3,0,298
"Pittsylvania County",-,"207 - Gretna",160,580,7,1,748
"Pittsylvania County",-,"301 - Central",141,108,0,2,251
"Pittsylvania County",-,"305 - Riceville",193,165,0,1,359
"Pittsylvania County",-,"307 - East Blairs",312,125,6,0,443
"Pittsylvania County",-,"308 - Mt Airy",127,122,2,0,251
"Pittsylvania County",-,"309 - East Gretna",89,152,1,0,242
"Pittsylvania County",-,"402 - Keeling",74,504,2,1,581
"Pittsylvania County",-,"404 - Kentuck",187,755,5,4,951
"Pittsylvania County",-,"405 - Ringgold",239,839,8,3,"1,089"
"Pittsylvania County",-,"501 - Hurt",218,714,16,6,954
"Pittsylvania County",-,"502 - Motley Sycamore",148,686,19,0,853
"Pittsylvania County",-,"503 - Renan",104,464,6,0,574
"Pittsylvania County",-,"603 - Stony Mill",116,649,6,1,772
"Pittsylvania County",-,"604 - Swansonville",143,439,4,1,587
"Pittsylvania County",-,"605 - Whitmell",115,460,4,2,581
"Pittsylvania County",-,"606 - Brosville",250,391,5,4,650
"Pittsylvania County",-,"607 - Dry Fork",37,208,1,0,246
"Pittsylvania County",-,"702 - Bachelors Hall",80,683,14,3,780
"Pittsylvania County",-,"703 - Ferry Road",66,158,2,0,226
"Pittsylvania County",-,"704 - Mt Hermon",180,603,7,3,793
"Pittsylvania County",-,"705 - Mt Cross",82,473,3,1,559
"Pittsylvania County",-,"Ab - Central Absentee Precinct","6,414","11,590",134,34,"18,172"
"Pittsylvania County",-,Provisional,61,57,1,1,120
"Poquoson City",-,"1 - Central",126,652,13,7,798
"Poquoson City",-,"2 - Eastern",147,929,30,2,"1,108"
"Poquoson City",-,"3 - Western",143,718,26,6,893
"Poquoson City",-,"Ab - Central Absentee Precinct","1,635","3,285",89,23,"5,032"
"Poquoson City",-,Provisional,3,21,2,0,26
"Portsmouth City",-,"1 - Emanuel A. M. E. Church",370,227,22,5,624
"Portsmouth City",-,"5 - Hampton Roads Community Health Center",371,22,7,0,400
"Portsmouth City",-,"7- Park View Elementary School",286,139,10,3,438
"Portsmouth City",-,"9 - Third Baptist Church",401,114,15,2,532
"Portsmouth City",-,"10 - Port Norfolk Recreation Center",227,204,17,2,450
"Portsmouth City",-,"11 - Joseph E. Parker Recreation Center",510,18,7,0,535
"Portsmouth City",-,"13 - St. Mark Missionary Baptist Church",287,19,6,1,313
"Portsmouth City",-,"14 - Brighton Elementary School",431,27,3,2,463
"Portsmouth City",-,"16 - Cradock Middle School",417,236,23,2,678
"Portsmouth City",-,"17 - Victory Life Fellowship",410,281,16,3,710
"Portsmouth City",-,"19 - Victory Elementary School",199,238,13,4,454
"Portsmouth City",-,"20 - Noble Street Baptist Church",396,184,12,3,595
"Portsmouth City",-,"21 - John F. Kennedy Community Center",306,26,2,3,337
"Portsmouth City",-,"22 - St. Mark Deliverance Center",328,385,16,4,733
"Portsmouth City",-,"23 - Westhaven Baptist Church",209,575,27,4,815
"Portsmouth City",-,"24 - The Senior Station",235,199,11,2,447
"Portsmouth City",-,"25 - John Tyler Elementary School",296,370,11,1,678
"Portsmouth City",-,"26 - William E. Waters Middle School",482,23,4,1,510
"Portsmouth City",-,"27 - Cavalier Manor Recreation Center",457,31,5,2,495
"Portsmouth City",-,"28 - Lakeview Elementary School",534,29,4,4,571
"Portsmouth City",-,"29 - Woodrow Wilson High School",123,409,16,2,550
"Portsmouth City",-,"30 - The Rescue Church",204,633,21,1,859
"Portsmouth City",-,"31 - West Park Church Of Christ",554,529,25,1,"1,109"
"Portsmouth City",-,"32 - Hodges Manor Elementary School",141,410,13,2,566
"Portsmouth City",-,"33- Pinecrest Baptist Church",139,521,19,2,681
"Portsmouth City",-,"34- Churchland Branch Library",165,418,21,2,606
"Portsmouth City",-,"35 - Churchland Elementary School",275,518,22,7,822
"Portsmouth City",-,"36 - Churchland High School",459,717,24,6,"1,206"
"Portsmouth City",-,"37 - Churchland Middle School",525,405,30,5,965
"Portsmouth City",-,"38 - Grove Baptist Church",790,177,22,7,996
"Portsmouth City",-,"39 - Churchland Primary And Intermediate School",437,317,19,1,774
"Portsmouth City",-,"Ab - Central Absentee Precinct","19,680","4,281",251,70,"24,282"
"Portsmouth City",-,Provisional,304,73,9,2,388
"Powhatan County",-,"101 - Subletts",142,758,21,10,931
"Powhatan County",-,"102 - Manakin",137,569,11,6,723
"Powhatan County",-,"103 - Flat Rock",85,496,13,0,594
"Powhatan County",-,"201 - Powhatan Station",120,758,21,3,902
"Powhatan County",-,"202 - Graceland",160,"1,003",25,2,"1,190"
"Powhatan County",-,"301 - Bethesda",136,700,23,1,860
"Powhatan County",-,"302 - Lee's Landing",139,639,12,3,793
"Powhatan County",-,"401 - Powhatan Courthouse",114,967,17,4,"1,102"
"Powhatan County",-,"402 - Mt Zion",94,513,10,2,619
"Powhatan County",-,"501 - Smith Cross Roads",184,608,14,1,807
"Powhatan County",-,"502 - Pineville",137,410,11,0,558
"Powhatan County",-,"503 - Tobaccoville",80,454,13,2,549
"Powhatan County",-,"Ab - Central Absentee Precinct","3,781","6,162",129,0,"10,072"
"Powhatan County",-,Provisional,11,18,1,0,30
"Prince Edward County",-,"101 - Farmville",173,232,12,0,417
"Prince Edward County",-,"201 - Lockett",290,429,11,1,731
"Prince Edward County",-,"301 - Leigh",201,288,6,1,496
"Prince Edward County",-,"302 - Mt Pleasant",161,155,4,10,330
"Prince Edward County",-,"401 - Hampden",205,324,12,1,542
"Prince Edward County",-,"501 - Darlington Hts",134,338,5,1,478
"Prince Edward County",-,"502 - Buffalo Hts",67,127,1,1,196
"Prince Edward County",-,"601 - Prospect",326,430,17,0,773
"Prince Edward County",-,"701 - West End",128,225,11,2,366
"Prince Edward County",-,"801 - Center",212,72,3,3,290
"Prince Edward County",-,"Ab - Central Absentee Precinct","3,048","1,810",53,11,"4,922"
"Prince Edward County",-,Provisional,28,4,1,0,33
"Prince George County",-,"101 - Richard Bland (CD 4)",141,403,6,3,553
"Prince George County",-,"102 - Templeton (CD 4)",220,"1,210",21,4,"1,455"
"Prince George County",-,"103 - Union Branch (CD 4)",246,580,13,4,843
"Prince George County",-,"104 - Rives (CD 4)",201,298,8,0,507
"Prince George County",-,"105 - Harrison (CD 4)",65,317,8,0,390
"Prince George County",-,"201 - Bland (CD 4)",181,580,15,1,777
"Prince George County",-,"202 - Black Water (CD 4)",219,628,18,4,869
"Prince George County",-,"203 - Brandon (CD 4)",89,343,6,0,438
"Prince George County",-,"204 - Courts Bldg (CD 4)",267,395,8,1,671
"Prince George County",-,"205 - Jefferson Park (CD 4)",373,269,13,0,655
"Prince George County",-,"Ab - Central Absentee Precinct (CD 4)","5,101","5,080",79,14,"10,274"
"Prince George County",-,"Provisional (CD 4)",0,0,0,0,0
"Prince William County",-,"101 - Brentsville (CD 1)",216,818,21,0,"1,055"
"Prince William County",-,"102 - Cedar Point (CD 1)",284,506,26,0,816
"Prince William County",-,"103 - Glenkirk (CD 1)",198,355,12,0,565
"Prince William County",-,"104 - Nokesville (CD 1)",193,620,22,0,835
"Prince William County",-,"105 - Limestone (CD 1)",287,451,19,0,757
"Prince William County",-,"106 - Westgate (CD 1)",416,267,8,0,691
"Prince William County",-,"107 - Marsteller (CD 1)",287,454,18,0,759
"Prince William County",-,"108 - Victory (CD 1)",427,522,21,0,970
"Prince William County",-,"109 - Chris Yung (CD 1)",343,397,21,0,761
"Prince William County",-,"110 - Buckland Mills (CD 1)",62,99,3,2,166
"Prince William County",-,"110 - Buckland Mills (CD 10)",205,210,10,5,430
"Prince William County",-,"111 - Bristow Run (CD 1)",128,182,8,0,318
"Prince William County",-,"112 - Burke-nickens (CD 1)",9,13,2,1,25
"Prince William County",-,"112 - Burke-nickens (CD 10)",278,425,14,5,722
"Prince William County",-,"114 - Piney Branch (CD 1)",131,220,7,2,360
"Prince William County",-,"201 - Saunders (CD 11)",316,246,17,0,579
"Prince William County",-,"202 - Marshall (CD 1)",166,377,15,0,558
"Prince William County",-,"203 - Bennett (CD 1)",268,444,25,0,737
"Prince William County",-,"204 - Ellis (CD 1)",363,353,24,0,740
"Prince William County",-,"205 - Buckhall (CD 10)",259,526,24,0,809
"Prince William County",-,"206 - Coles (CD 1)",146,376,23,0,545
"Prince William County",-,"207 - Spriggs (CD 1)",347,391,12,0,750
"Prince William County",-,"208 - Hylton (CD 1)",119,325,4,0,448
"Prince William County",-,"209 - Independent Hill (CD 1)",107,371,18,0,496
"Prince William County",-,"210 - Penn (CD 1)",110,320,6,4,440
"Prince William County",-,"210 - Penn (CD 11)",18,22,3,0,43
"Prince William County",-,"211 - Signal Hill (CD 10)",275,516,1,0,792
"Prince William County",-,"212 - Yorkshire (CD 10)",629,553,25,0,"1,207"
"Prince William County",-,"213 - Saratoga (CD 1)",291,179,13,0,483
"Prince William County",-,"214 - Lucasville (CD 1)",154,430,23,0,607
"Prince William County",-,"215 - Rosa Parks (CD 11)",270,257,9,0,536
"Prince William County",-,"301 - Dumfries (CD 11)",275,172,8,0,455
"Prince William County",-,"302 - Potomac (CD 11)",290,100,5,0,395
"Prince William County",-,"303 - Graham Park (CD 11)",279,144,12,0,435
"Prince William County",-,"304 - Quantico (CD 1)",97,128,6,0,231
"Prince William County",-,"305 - Pattie (CD 1)",249,358,15,0,622
"Prince William County",-,"306 - Washington-reid (CD 1)",185,219,9,0,413
"Prince William County",-,"307 - Henderson (CD 1)",195,299,16,0,510
"Prince William County",-,"308 - Montclair (CD 1)",189,262,7,0,458
"Prince William County",-,"309 - Ashland (CD 1)",160,275,9,0,444
"Prince William County",-,"310 - Forest Park (CD 1)",286,235,8,0,529
"Prince William County",-,"311 - Swans Creek (CD 11)",566,328,9,0,903
"Prince William County",-,"312 - Triangle (CD 1)",74,30,4,1,109
"Prince William County",-,"312 - Triangle (CD 11)",268,206,12,3,489
"Prince William County",-,"313 - Cardinal (CD 1)",275,192,8,0,475
"Prince William County",-,"314 - Cabin Branch (CD 1)",198,227,8,0,433
"Prince William County",-,"315 - Williams (CD 11)",217,74,5,0,296
"Prince William County",-,"401 - Evergreen (CD 10)",157,510,17,0,684
"Prince William County",-,"402 - Battlefield (CD 10)",135,416,15,0,566
"Prince William County",-,"403 - Bull Run (CD 10)",171,279,9,0,459
"Prince William County",-,"404 - Ben Lomond (CD 1)",312,241,21,0,574
"Prince William County",-,"405 - Unity Braxton (CD 1)",543,387,14,0,944
"Prince William County",-,"406 - Alvey (CD 10)",30,102,0,0,132
"Prince William County",-,"407 - Heritage Hunt (CD 10)",82,314,6,0,402
"Prince William County",-,"408 - Sudley (CD 1)",322,353,12,0,687
"Prince William County",-,"409 - Tyler (CD 10)",305,402,19,0,726
"Prince William County",-,"410 - Mountain View (CD 10)",172,316,14,0,502
"Prince William County",-,"411 - Mullen (CD 1)",514,282,10,0,806
"Prince William County",-,"412 - Catharpin (CD 10)",107,381,9,0,497
"Prince William County",-,"413 - Reagan (CD 10)",188,462,18,0,668
"Prince William County",-,"501 - Lake Ridge (CD 1)",301,287,14,0,602
"Prince William County",-,"502 - Occoquan (CD 11)",292,231,7,0,530
"Prince William County",-,"503 - Old Bridge (CD 11)",309,203,8,0,520
"Prince William County",-,"504 - Rockledge (CD 11)",264,218,13,0,495
"Prince William County",-,"505 - Mohican (CD 1)",289,345,17,0,651
"Prince William County",-,"506 - Bethel (CD 11)",411,337,16,0,764
"Prince William County",-,"507 - Chinn (CD 11)",296,250,14,0,560
"Prince William County",-,"508 - Springwoods (CD 1)",241,175,11,0,427
"Prince William County",-,"509 - Mc Coart (CD 1)",124,300,9,0,433
